© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Nur77 Signaling in T Lymphocytes	1.05E01	1.86E-01	NaN	CALM1 (includes others),HLA-A,HLA-B,HLA-DMA,HLA-DMB,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,MAP3K3	
CD28 Signaling in T Helper Cells	1.03E01	1.17E-01	-1.000	CALM1 (includes others),CD4,FOS,HLA-A,HLA-B,HLA-DMA,HLA-DMB,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,JUN,NFKBIA	
Th1 and Th2 Activation Pathway	1.02E01	9.36E-02	NaN	CCR1,CD4,HLA-A,HLA-B,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,IKZF1,JUN,NOTCH2	
T Cell Exhaustion Signaling Pathway	1.01E01	9.14E-02	NaN	FOS,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,JUN	
Calcium-induced T Lymphocyte Apoptosis	9.91E00	1.67E-01	-2.714	CALM1 (includes others),CD4,HLA-A,HLA-B,HLA-DMA,HLA-DMB,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5	
B Cell Development	9.89E00	2.5E-01	NaN	HLA-A,HLA-B,HLA-DMA,HLA-DMB,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5	
Dendritic Cell Maturation	9.77E00	8.74E-02	-3.207	HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,NFKBIA,PDIA3,TNFRSF1B,TYROBP	
Crosstalk between Dendritic Cells and Natural Killer Cells	9.64E00	1.35E-01	-2.646	ACTB,HLA-A,HLA-B,HLA-C,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,ICAM3,TNFRSF1B,TYROBP	
Th1 Pathway	9.14E00	1.07E-01	-3.317	CD4,HLA-A,HLA-B,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,NOTCH2	
Role of NFAT in Regulation of the Immune Response	8.87E00	8.29E-02	-3.207	CALM1 (includes others),CD4,FOS,GNAS,HLA-A,HLA-B,HLA-DMA,HLA-DMB,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,JUN,NFKBIA	
PKCθ Signaling in T Lymphocytes	8.8E00	9.03E-02	-3.742	CD4,FOS,HLA-A,HLA-B,HLA-DMA,HLA-DMB,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,JUN,MAP3K3,NFKBIA	
iCOS-iCOSL Signaling in T Helper Cells	8.52E00	1.08E-01	-2.714	CALM1 (includes others),CD4,HLA-A,HLA-B,HLA-DMA,HLA-DMB,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,NFKBIA	
Interferon Signaling	8.4E00	2.22E-01	2.828	IFI6,IFIT1,IFIT3,IFITM2,IFITM3,ISG15,MX1,OAS1	
T Helper Cell Differentiation	8.2E00	1.37E-01	NaN	HLA-A,HLA-B,HLA-DMA,HLA-DMB,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,TNFRSF1B	
Phagosome Maturation	7.96E00	8.61E-02	NaN	CALR,CTSB,CTSS,HLA-A,HLA-B,HLA-C,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,NCF1,NCF2	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	6.82E00	5.11E-02	-3.153	CD44,FOS,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,JUN	
IL-4 Signaling	6.45E00	1.06E-01	NaN	HLA-A,HLA-B,HLA-DMA,HLA-DMB,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	6.23E00	1E-01	NaN	HLA-A,HLA-B,HLA-DMA,HLA-DMB,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5	
Role of PKR in Interferon Induction and Antiviral Response	6.22E00	8.55E-02	-1.265	EIF2AK2,FOS,HSP90AA1,HSP90AB1,HSP90B1,HSPA5,HSPA8,IFIH1,JUN,NFKBIA	
Communication between Innate and Adaptive Immune Cells	6E00	9.38E-02	NaN	CD4,HLA-A,HLA-B,HLA-C,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F	
Activation of IRF by Cytosolic Pattern Recognition Receptors	5.27E00	1.11E-01	0.378	ADAR,IFIH1,IFIT2,IRF7,ISG15,JUN,NFKBIA	
Protein Ubiquitination Pathway	5.02E00	4.76E-02	NaN	CUL1,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HSP90AA1,HSP90AB1,HSP90B1,HSPA5,HSPA8,UBA52,USP15	
Caveolar-mediated Endocytosis Signaling	4.84E00	9.59E-02	NaN	ACTB,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,ITGAX	
TNFR2 Signaling	4.79E00	1.67E-01	-2.236	FOS,JUN,NAIP,NFKBIA,TNFRSF1B	
Glucocorticoid Receptor Signaling	4.71E00	4.17E-02	NaN	ACTB,CD163,DUSP1,FOS,HSP90AA1,HSP90AB1,HSP90B1,HSPA5,HSPA8,JUN,NFKBIA,POU2F2,SGK1,TSC22D3	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	4.51E00	1.47E-01	NaN	HLA-A,HLA-B,HLA-C,HLA-E,HLA-F	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	4.39E00	5.32E-02	-1.265	CLU,FOS,JUN,LYZ,MAP3K3,NCF1,NCF2,NFKBIA,S100A8,TNFRSF1B	
BAG2 Signaling Pathway	4.01E00	1.16E-01	2.236	ANXA2,CTSB,HSP90AA1,HSPA5,HSPA8	
PPAR Signaling	3.85E00	6.73E-02	0.378	FOS,HSP90AA1,HSP90AB1,HSP90B1,JUN,NFKBIA,TNFRSF1B	
Hypoxia Signaling in the Cardiovascular System	3.82E00	8.11E-02	NaN	HSP90AA1,HSP90AB1,HSP90B1,JUN,LDHA,NFKBIA	
Virus Entry via Endocytic Pathways	3.78E00	6.54E-02	NaN	ACTB,AP1S2,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F	
Aryl Hydrocarbon Receptor Signaling	3.77E00	5.59E-02	-1.633	CCND3,FOS,GSTK1,GSTP1,HSP90AA1,HSP90AB1,HSP90B1,JUN	
Neuroprotective Role of THOP1 in Alzheimer's Disease	3.54E00	5.98E-02	NaN	APP,CFD,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F	
Natural Killer Cell Signaling	3.51E00	4.57E-02	1.667	HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HSPA5,HSPA8,MAP3K3,TYROBP	
Aldosterone Signaling in Epithelial Cells	3.47E00	5.06E-02	NaN	DUSP1,HSP90AA1,HSP90AB1,HSP90B1,HSPA5,HSPA8,PDIA3,SGK1	
Unfolded protein response	3.46E00	8.93E-02	1.342	CALR,HSP90B1,HSPA5,HSPA8,PPP1R15A	
CTLA4 Signaling in Cytotoxic T Lymphocytes	3.38E00	6.74E-02	NaN	AP1S2,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F	
Death Receptor Signaling	3.33E00	6.59E-02	0.816	ACTB,NAIP,NFKBIA,PARP14,PARP9,TNFRSF1B	
EIF2 Signaling	3.1E00	4.02E-02	-1.000	ACTB,EIF1,EIF2AK2,EIF3H,EIF3L,HSPA5,PABPC1,PPP1R15A,UBA52	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	3.06E00	3.64E-02	1.265	CALM1 (includes others),CCND3,FGR,FOS,IFIH1,IFIT2,IFIT3,IRF7,ISG15,JUN	
MIF Regulation of Innate Immunity	2.96E00	9.52E-02	-2.000	CD74,FOS,JUN,NFKBIA	
NRF2-mediated Oxidative Stress Response	2.96E00	4.23E-02	-1.000	ACTB,FOS,FTL,GSTK1,GSTP1,JUN,JUNB,SOD2	
Clathrin-mediated Endocytosis Signaling	2.9E00	4.15E-02	NaN	ACTB,AP1S2,ARRB2,CLU,HSPA8,LYZ,S100A8,UBA52	
Inflammasome pathway	2.9E00	1.5E-01	NaN	CTSB,NAIP,NLRP1	
iNOS Signaling	2.85E00	8.89E-02	NaN	CALM1 (includes others),FOS,JUN,NFKBIA	
Toll-like Receptor Signaling	2.85E00	6.58E-02	NaN	EIF2AK2,FOS,JUN,NFKBIA,UBA52	
Endoplasmic Reticulum Stress Pathway	2.84E00	1.43E-01	NaN	CALR,HSP90B1,HSPA5	
IL-8 Signaling	2.8E00	4E-02	-1.890	ARRB2,CCND3,FOS,GNAS,ITGAX,JUN,NCF1,NCF2	
fMLP Signaling in Neutrophils	2.78E00	5.17E-02	-0.447	CALM1 (includes others),FPR2,GNAS,NCF1,NCF2,NFKBIA	
eNOS Signaling	2.75E00	4.4E-02	-1.000	CALM1 (includes others),GNAS,HSP90AA1,HSP90AB1,HSP90B1,HSPA5,HSPA8	
TNFR1 Signaling	2.68E00	8E-02	-2.000	FOS,JUN,NAIP,NFKBIA	
CD27 Signaling in Lymphocytes	2.59E00	7.55E-02	NaN	FOS,JUN,MAP3K3,NFKBIA	
RANK Signaling in Osteoclasts	2.57E00	5.68E-02	-1.000	CALM1 (includes others),FOS,JUN,MAP3K3,NFKBIA	
Lipid Antigen Presentation by CD1	2.57E00	1.15E-01	NaN	CALR,PDIA3,PSAP	
Glycolysis I	2.57E00	1.15E-01	NaN	ENO1,GAPDH,PKM	
Prostate Cancer Signaling	2.5E00	5.49E-02	NaN	GSTP1,HSP90AA1,HSP90AB1,HSP90B1,NFKBIA	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	2.5E00	2.5E-01	NaN	APOBEC3A,TYMP	
CCR5 Signaling in Macrophages	2.44E00	5.32E-02	-1.000	CALM1 (includes others),CD4,FOS,GNAS,JUN	
Salvage Pathways of Pyrimidine Ribonucleotides	2.39E00	5.15E-02	1.000	APOBEC3A,CMPK2,EIF2AK2,PIM1,SGK1	
UVA-Induced MAPK Signaling	2.37E00	5.1E-02	NaN	FOS,JUN,PARP14,PARP9,PDIA3	
Induction of Apoptosis by HIV1	2.36E00	6.56E-02	-1.000	NAIP,NFKBIA,SLC25A6,TNFRSF1B	
PPARα/RXRα Activation	2.32E00	3.68E-02	-1.342	GNAS,HSP90AA1,HSP90AB1,HSP90B1,JUN,NFKBIA,PDIA3	
Signaling by Rho Family GTPases	2.28E00	3.28E-02	-1.134	ACTB,FOS,GNAS,JUN,MYL6,NCF1,NCF2,SEPTIN9	
T Cell Receptor Signaling	2.24E00	4.76E-02	NaN	CALM1 (includes others),CD4,FOS,JUN,NFKBIA	
IL-17A Signaling in Fibroblasts	2.2E00	8.57E-02	NaN	FOS,JUN,NFKBIA	
IL-10 Signaling	2.17E00	5.8E-02	NaN	CCR1,FOS,JUN,NFKBIA	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	2.17E00	3.9E-02	NaN	EIF2AK2,IFIH1,IRF7,OAS1,OAS2,OAS3	
Hepatic Fibrosis Signaling Pathway	2.15E00	2.72E-02	-0.632	CALM1 (includes others),FOS,FTL,JUN,MYL6,NCF1,NCF2,NFKBIA,SOD2,TNFRSF1B	
ERK5 Signaling	2.11E00	5.56E-02	-1.000	FOS,MAP3K3,SGK1,YWHAG	
Role of IL-17A in Psoriasis	2.07E00	1.54E-01	NaN	S100A8,S100A9	
April Mediated Signaling	2.06E00	7.69E-02	NaN	FOS,JUN,NFKBIA	
Estrogen Receptor Signaling	2.01E00	2.74E-02	-0.816	FOS,GNAS,HSP90AA1,HSP90AB1,HSP90B1,JUN,MYL6,PDIA3,SOD2	
CXCR4 Signaling	2.01E00	3.59E-02	-1.342	CD4,EGR1,FOS,GNAS,JUN,MYL6	
B Cell Activating Factor Signaling	2E00	7.32E-02	NaN	FOS,JUN,NFKBIA	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	1.99E00	3.18E-02	NaN	CALM1 (includes others),FOS,JUN,LRP1,NAIP,NFKBIA,TNFRSF1B	
Inhibition of ARE-Mediated mRNA Degradation Pathway	1.97E00	4.1E-02	1.342	TNFRSF1B,YWHAG,ZFP36,ZFP36L1,ZFP36L2	
GNRH Signaling	1.94E00	3.47E-02	-2.236	CALM1 (includes others),EGR1,FOS,GNAS,JUN,MAP3K3	
Protein Kinase A Signaling	1.92E00	2.51E-02	2.121	CALM1 (includes others),DUSP1,DUSP6,GNAS,H1-3,H1-4,MYL6,NFKBIA,PDIA3,YWHAG	
Role of RIG1-like Receptors in Antiviral Innate Immunity	1.92E00	6.82E-02	NaN	IFIH1,IRF7,NFKBIA	
Apelin Adipocyte Signaling Pathway	1.91E00	4.88E-02	NaN	GSTK1,GSTP1,NCF1,NCF2	
Systemic Lupus Erythematosus Signaling	1.9E00	3.06E-02	NaN	FOS,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,JUN	
Xenobiotic Metabolism Signaling	1.88E00	2.79E-02	NaN	CES1,FTL,GSTK1,GSTP1,HSP90AA1,HSP90AB1,HSP90B1,MAP3K3	
Acute Phase Response Signaling	1.87E00	3.35E-02	-2.449	FOS,FTL,JUN,NFKBIA,SOD2,TNFRSF1B	
FAT10 Cancer Signaling Pathway	1.87E00	6.52E-02	NaN	EEF1A1,NFKBIA,TNFRSF1B	
Cellular Effects of Sildenafil (Viagra)	1.85E00	3.82E-02	NaN	ACTB,CALM1 (includes others),GNAS,MYL6,PDIA3	
Sirtuin Signaling Pathway	1.84E00	2.75E-02	0.816	APP,DUSP6,H1-3,H1-4,JUN,LDHA,SLC25A6,SOD2	
IL-12 Signaling and Production in Macrophages	1.84E00	3.79E-02	NaN	CLU,FOS,JUN,LYZ,S100A8	
B Cell Receptor Signaling	1.8E00	3.24E-02	-1.633	CALM1 (includes others),EGR1,JUN,MAP3K3,NFKBIA,POU2F2	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	1.8E00	4.49E-02	NaN	CALM1 (includes others),FOS,JUN,NFKBIA	
Androgen Signaling	1.79E00	3.68E-02	-1.000	CALM1 (includes others),CALR,GNAS,HSP90AA1,JUN	
IL-1 Signaling	1.76E00	4.4E-02	-2.000	FOS,GNAS,JUN,NFKBIA	
Xenobiotic Metabolism CAR Signaling Pathway	1.76E00	3.17E-02	0.000	GSTK1,GSTP1,HSP90AA1,HSP90AB1,HSP90B1,RACK1	
PI3K Signaling in B Lymphocytes	1.76E00	3.62E-02	-0.447	CALM1 (includes others),FOS,JUN,NFKBIA,PDIA3	
ILK Signaling	1.75E00	3.16E-02	0.000	ACTB,FOS,JUN,MYL6,NACA,TMSB10/TMSB4X	
Granzyme A Signaling	1.75E00	1.05E-01	NaN	H1-3,H1-4	
Opioid Signaling Pathway	1.73E00	2.83E-02	-0.447	ARRB2,CALM1 (includes others),FGR,FOS,FOSB,GNAS,NFKBIA	
Xenobiotic Metabolism PXR Signaling Pathway	1.73E00	3.12E-02	-1.633	CES1,GSTK1,GSTP1,HSP90AA1,HSP90AB1,HSP90B1	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	1.72E00	4.26E-02	-1.000	ACTB,FGR,FYB1,NCF1	
Leukocyte Extravasation Signaling	1.68E00	3.05E-02	-0.816	ACTB,CD44,ICAM3,MYL6,NCF1,NCF2	
Nitric Oxide Signaling in the Cardiovascular System	1.64E00	4.04E-02	2.000	CALM1 (includes others),HSP90AA1,HSP90AB1,HSP90B1	
Glutathione Redox Reactions I	1.56E00	8.33E-02	NaN	GSTK1,GSTP1	
IL-17A Signaling in Gastric Cells	1.53E00	8E-02	NaN	FOS,JUN	
Gluconeogenesis I	1.49E00	7.69E-02	NaN	ENO1,GAPDH	
Diphthamide Biosynthesis	1.49E00	3.33E-01	NaN	EEF2	
NADH Repair	1.49E00	3.33E-01	NaN	GAPDH	
CD40 Signaling	1.47E00	4.62E-02	NaN	FOS,JUN,NFKBIA	
Pyridoxal 5'-phosphate Salvage Pathway	1.47E00	4.62E-02	NaN	EIF2AK2,PIM1,SGK1	
Rac Signaling	1.47E00	3.57E-02	NaN	CD44,JUN,NCF1,NCF2	
Mitotic Roles of Polo-Like Kinase	1.46E00	4.55E-02	NaN	HSP90AA1,HSP90AB1,HSP90B1	
Tight Junction Signaling	1.44E00	2.98E-02	NaN	ACTB,FOS,JUN,MYL6,TNFRSF1B	
Apelin Endothelial Signaling Pathway	1.44E00	3.48E-02	-1.000	CALM1 (includes others),FOS,GNAS,JUN	
cAMP-mediated signaling	1.42E00	2.63E-02	1.633	CALM1 (includes others),DUSP1,DUSP6,FPR2,GNAS,RGS2	
PI3K/AKT Signaling	1.37E00	2.86E-02	1.342	HSP90AA1,HSP90AB1,HSP90B1,NFKBIA,YWHAG	
Spermine and Spermidine Degradation I	1.37E00	2.5E-01	NaN	SAT1	
Glutathione Redox Reactions II	1.37E00	2.5E-01	NaN	PDIA3	
Acetate Conversion to Acetyl-CoA	1.37E00	2.5E-01	NaN	ACSL1	
LXR/RXR Activation	1.37E00	3.31E-02	0.000	CLU,LYZ,S100A8,TNFRSF1B	
4-1BB Signaling in T Lymphocytes	1.33E00	6.25E-02	NaN	JUN,NFKBIA	
Glutathione-mediated Detoxification	1.33E00	6.25E-02	NaN	GSTK1,GSTP1	
Cardiac Hypertrophy Signaling	1.33E00	2.5E-02	0.000	CALM1 (includes others),GNAS,JUN,MAP3K3,MYL6,PDIA3	
IL-6 Signaling	1.33E00	3.2E-02	-2.000	FOS,JUN,NFKBIA,TNFRSF1B	
Atherosclerosis Signaling	1.32E00	3.17E-02	NaN	CCR2,CLU,LYZ,S100A8	
Erythropoietin Signaling	1.3E00	3.95E-02	NaN	FOS,JUN,NFKBIA	
14-3-3-mediated Signaling	1.3E00	3.15E-02	0.000	FOS,JUN,PDIA3,YWHAG	
GDNF Family Ligand-Receptor Interactions	1.3E00	3.95E-02	NaN	DOK2,FOS,JUN	
MIF-mediated Glucocorticoid Regulation	1.28E00	5.88E-02	NaN	CD74,NFKBIA	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	1.27E00	2.24E-02	NaN	CALM1 (includes others),FOS,JUN,LRP1,NFKBIA,PDIA3,TNFRSF1B	
BEX2 Signaling Pathway	1.26E00	3.8E-02	NaN	JUN,LGALS1,NFKBIA	
TWEAK Signaling	1.26E00	5.71E-02	NaN	NAIP,NFKBIA	
Renal Cell Carcinoma Signaling	1.25E00	3.75E-02	NaN	FOS,JUN,UBA52	
Chemokine Signaling	1.25E00	3.75E-02	NaN	CALM1 (includes others),FOS,JUN	
LPS-stimulated MAPK Signaling	1.22E00	3.66E-02	NaN	FOS,JUN,NFKBIA	
NF-κB Activation by Viruses	1.22E00	3.66E-02	NaN	CD4,EIF2AK2,NFKBIA	
RAR Activation	1.22E00	2.58E-02	NaN	ACTB,DUSP1,FOS,JUN,PNRC1	
Cell Cycle Regulation by BTG Family Proteins	1.22E00	5.41E-02	NaN	BTG1,BTG2	
Complement System	1.22E00	5.41E-02	NaN	CFD,ITGAX	
Iron homeostasis signaling pathway	1.21E00	2.92E-02	NaN	CD163,CUL1,FTL,LRP1	
Pyruvate Fermentation to Lactate	1.2E00	1.67E-01	NaN	LDHA	
Ceramide Biosynthesis	1.2E00	1.67E-01	NaN	SPTLC2	
Pentose Phosphate Pathway (Non-oxidative Branch)	1.2E00	1.67E-01	NaN	TKT	
Adenine and Adenosine Salvage III	1.2E00	1.67E-01	NaN	ADA2	
Ceramide Degradation	1.2E00	1.67E-01	NaN	ASAH1	
Lactose Degradation III	1.2E00	1.67E-01	NaN	PSAP	
HIPPO signaling	1.19E00	3.53E-02	NaN	CD44,CUL1,YWHAG	
Antiproliferative Role of TOB in T Cell Signaling	1.18E00	5.13E-02	NaN	CUL1,PABPC1	
PDGF Signaling	1.18E00	3.49E-02	NaN	EIF2AK2,FOS,JUN	
Type II Diabetes Mellitus Signaling	1.16E00	2.82E-02	NaN	ACSL1,NFKBIA,PKM,TNFRSF1B	
Xenobiotic Metabolism General Signaling Pathway	1.15E00	2.8E-02	-2.000	FTL,GSTK1,GSTP1,MAP3K3	
Ceramide Signaling	1.15E00	3.41E-02	NaN	FOS,JUN,TNFRSF1B	
Acute Myeloid Leukemia Signaling	1.14E00	3.37E-02	NaN	CSF3R,IDH1,PIM1	
Mechanisms of Viral Exit from Host Cells	1.14E00	4.88E-02	NaN	ACTB,LMNB1	
Corticotropin Releasing Hormone Signaling	1.14E00	2.76E-02	NaN	CALM1 (includes others),FOS,GNAS,JUN	
Purine Ribonucleosides Degradation to Ribose-1-phosphate	1.13E00	1.43E-01	NaN	ADA2	
Calcium Signaling	1.13E00	2.43E-02	NaN	CALM1 (includes others),CALR,MYL6,TPM3,TPM4	
G-Protein Coupled Receptor Signaling	1.12E00	2.21E-02	NaN	DUSP1,DUSP6,FPR2,GNAS,NFKBIA,RGS2	
Th17 Activation Pathway	1.12E00	3.3E-02	NaN	HSP90AA1,HSP90AB1,HSP90B1	
Osteoarthritis Pathway	1.1E00	2.37E-02	NaN	ANXA2,LRP1,S100A8,S100A9,TNFRSF1B	
Relaxin Signaling	1.09E00	2.67E-02	-1.000	FOS,GNAS,JUN,NFKBIA	
Sphingosine and Sphingosine-1-phosphate Metabolism	1.08E00	1.25E-01	NaN	ASAH1	
Superoxide Radicals Degradation	1.08E00	1.25E-01	NaN	SOD2	
Neuregulin Signaling	1.06E00	3.12E-02	NaN	HSP90AA1,HSP90AB1,HSP90B1	
TGF-β Signaling	1.06E00	3.12E-02	NaN	FOS,IRF7,JUN	
PFKFB4 Signaling Pathway	1.05E00	4.35E-02	NaN	GNAS,TKT	
Regulation of eIF4 and p70S6K Signaling	1.04E00	2.55E-02	NaN	EIF1,EIF3H,EIF3L,PABPC1	
Apoptosis Signaling	1.03E00	3.03E-02	NaN	NAIP,NFKBIA,TNFRSF1B	
Gαq Signaling	1.03E00	2.53E-02	NaN	CALM1 (includes others),GNAS,NFKBIA,RGS2	
Pathogenesis of Multiple Sclerosis	1.03E00	1.11E-01	NaN	CCR1	
LPS/IL-1 Mediated Inhibition of RXR Function	1.01E00	2.23E-02	NaN	ACSL1,GSTK1,GSTP1,JUN,TNFRSF1B	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	1.01E00	4.08E-02	NaN	CUL1,YWHAG	
Sumoylation Pathway	9.96E-01	2.91E-02	NaN	FOS,JUN,NFKBIA	
Pentose Phosphate Pathway	9.87E-01	1E-01	NaN	TKT	
Tec Kinase Signaling	9.87E-01	2.44E-02	-1.000	ACTB,FGR,FOS,GNAS	
IGF-1 Signaling	9.83E-01	2.88E-02	NaN	FOS,JUN,YWHAG	
UVC-Induced MAPK Signaling	9.75E-01	3.92E-02	NaN	FOS,JUN	
UVB-Induced MAPK Signaling	9.63E-01	3.85E-02	NaN	FOS,JUN	
Telomerase Signaling	9.59E-01	2.8E-02	NaN	HSP90AA1,HSP90AB1,HSP90B1	
CDK5 Signaling	9.47E-01	2.78E-02	NaN	EGR1,FOSB,GNAS	
Huntington's Disease Signaling	9.36E-01	2.11E-02	NaN	HSPA5,HSPA8,JUN,SGK1,UBA52	
Wnt/β-catenin Signaling	9.24E-01	2.31E-02	NaN	CD44,JUN,LRP1,UBA52	
HGF Signaling	9.21E-01	2.7E-02	NaN	FOS,JUN,MAP3K3	
EGF Signaling	9.21E-01	3.64E-02	NaN	FOS,JUN	
Glycogen Degradation II	9.1E-01	8.33E-02	NaN	TYMP	
HIF1α Signaling	9.07E-01	2.65E-02	NaN	HSP90AA1,JUN,LDHA	
Synaptogenesis Signaling Pathway	9.07E-01	1.92E-02	0.447	CALM1 (includes others),FGR,HSPA8,LRP1,MARCKS,NAP1L1	
MSP-RON Signaling Pathway	8.86E-01	3.45E-02	NaN	ACTB,CCR2	
NF-κB Signaling	8.86E-01	2.23E-02	0.000	EIF2AK2,MAP3K3,NFKBIA,TNFRSF1B	
RhoGDI Signaling	8.79E-01	2.22E-02	0.000	ACTB,CD44,GNAS,MYL6	
