© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Virus Entry via Endocytic Pathways	8.29E00	1.87E-01	NaN	ACTB,ACTG1,B2M,CDC42,HLA-A,HLA-B,HLA-E,HLA-F,ITGA1,ITGA6,ITGAL,ITGB1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKCB,RAC2,RAP1A,RAP1B	
Signaling by Rho Family GTPases	8.12E00	1.27E-01	-0.192	ACTB,ACTG1,ARHGEF1,ARHGEF6,CDC42,CLIP1,FOS,GNA12,GNG2,ITGB1,MAPK1,MYL12A,MYL12B,MYL6,PAK2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PIP5K1C,PPP1R12A,RAC2,RHOH,RHOU,ROCK1,SEPTIN2,SEPTIN7,SEPTIN9,VIM,WAS,WIPF1	
VEGF Signaling	8.11E00	1.92E-01	0.000	ACTB,ACTG1,ACTN4,BCL2,EIF1,EIF2S3,FOXO1,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKCB,PTPN6,RAP1A,RAP1B,ROCK1,SOS1,VCL	
CTLA4 Signaling in Cytotoxic T Lymphocytes	8.09E00	2.02E-01	NaN	B2M,CD247,CD28,CD3D,CD8A,CD8B,HLA-A,HLA-B,HLA-E,HLA-F,LCK,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PPP2R5C,PTPN6,ZAP70	
IL-2 Signaling	8.07E00	2.46E-01	-0.775	FOS,IL2RA,IL2RG,JAK1,JAK3,LCK,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,RAP1A,RAP1B,SOCS1,SOS1	
JAK/Stat Signaling	8.02E00	2.12E-01	-1.213	CISH,FOS,JAK1,JAK3,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PTPN6,RAP1A,RAP1B,SOCS1,SOCS2,SOS1,STAT2,STAT6	
RhoA Signaling	7.94E00	1.71E-01	-0.447	ACTB,ACTG1,ARHGAP35,ARHGAP4,ARHGAP9,ARHGEF1,GNA12,KTN1,MPRIP,MYL12A,MYL12B,MYL6,PIP5K1C,PLXNA1,PPP1CB,PPP1R12A,RAPGEF2,ROCK1,SEPTIN2,SEPTIN7,SEPTIN9	
T Cell Exhaustion Signaling Pathway	7.69E00	1.43E-01	0.243	BATF,CD28,EOMES,FOS,FOXO1,FOXP1,HLA-A,HLA-B,HLA-E,HLA-F,JAK1,JAK3,MAPK1,NFATC2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PPP2R5C,PTPN6,RAP1A,RAP1B,SMAD3,STAT2,ZAP70	
Phospholipase C Signaling	7.58E00	1.21E-01	-2.502	ARHGEF1,ARHGEF6,ATF4,CALM1 (includes others),CD247,CD3D,CDC42,CREBBP,EP300,GNG2,HDAC1,ITGB1,ITK,LCK,MAPK1,MPRIP,MYL12A,MYL12B,MYL6,NFATC2,PLCB1,PPP1CB,PPP1R12A,PRKCB,RAC2,RAP1A,RAP1B,RHOH,RHOU,SOS1,ZAP70	
ILK Signaling	7.57E00	1.37E-01	0.209	ACTB,ACTG1,ACTN4,ARHGEF6,ATF4,CASP3,CDC42,CREBBP,FOS,ITGB1,MAPK1,MYL6,NACA,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PPP1R12A,PPP2R5C,PTEN,RAC2,RHOH,RHOU,TMSB10/TMSB4X,VCL,VIM	
CD28 Signaling in T Helper Cells	7.41E00	1.67E-01	0.258	CALM1 (includes others),CD247,CD28,CD3D,CDC42,FOS,HLA-A,HLA-B,ITK,LCK,NFATC2,NFKBIA,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PTPN6,PTPRC,WAS,ZAP70	
Role of NFAT in Regulation of the Immune Response	7.39E00	1.38E-01	-0.853	CALM1 (includes others),CD247,CD28,CD3D,CSNK1G2,FOS,GNA12,GNG2,HLA-A,HLA-B,ITK,LCK,MAPK1,NFATC2,NFKBIA,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PLCB1,RAP1A,RAP1B,SOS1,XPO1,ZAP70	
iCOS-iCOSL Signaling in T Helper Cells	7.26E00	1.71E-01	-0.258	CALM1 (includes others),CD247,CD28,CD3D,HLA-A,HLA-B,IL2RA,IL2RG,ITK,LCK,NFATC2,NFKBIA,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PTEN,PTPRC,ZAP70	
Th1 and Th2 Activation Pathway	7.25E00	1.4E-01	NaN	CD247,CD28,CD3D,CD8A,CXCR3,GATA3,HLA-A,HLA-B,IKZF1,IL17RB,IL18R1,IL2RA,IL2RG,IRF1,JAK1,JAK3,KLRD1,NFATC2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,SOCS1,STAT6	
Renal Cell Carcinoma Signaling	7.19E00	2E-01	-0.832	CDC42,CREBBP,EP300,ETS1,FOS,MAPK1,PAK2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,RAP1A,RAP1B,RAPGEF1,SOS1,UBA52	
Tec Kinase Signaling	6.97E00	1.4E-01	1.147	ACTB,ACTG1,CDC42,FOS,GNA12,GNG2,ITGB1,ITK,JAK1,JAK3,LCK,PAK2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKCB,RAC2,RHOH,RHOU,STAT2,STAT6,WAS	
Regulation of Actin-based Motility by Rho	6.92E00	1.81E-01	-0.728	ACTB,CDC42,ITGB1,MPRIP,MYL12A,MYL12B,MYL6,PAK2,PIP5K1C,PPP1CB,PPP1R12A,RAC2,RHOH,RHOU,ROCK1,WAS,WIPF1	
FAK Signaling	6.85E00	1.79E-01	NaN	ACTB,ACTG1,ARHGEF6,ITGB1,MAPK1,PAK2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PTEN,RAP1A,RAP1B,SOS1,TLN1,VCL,WAS	
ERK/MAPK Signaling	6.84E00	1.3E-01	-1.000	ATF4,CREBBP,DUSP2,ELF1,ETS1,FOS,H3-3A/H3-3B,ITGB1,MAPK1,PAK2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PPP1CB,PPP1R12A,PPP2R5C,PRKAR2A,PRKCB,RAC2,RAP1A,RAP1B,RAPGEF1,SOS1,TLN1	
RhoGDI Signaling	6.83E00	1.33E-01	0.218	ACTB,ACTG1,ARHGAP35,ARHGAP4,ARHGAP9,ARHGDIB,ARHGEF1,ARHGEF6,CDC42,CREBBP,EP300,GNA12,GNG2,ITGB1,MYL12A,MYL12B,MYL6,PAK2,PIP5K1C,PPP1R12A,RAC2,RHOH,RHOU,ROCK1	
IL-4 Signaling	6.8E00	1.88E-01	NaN	HLA-A,HLA-B,IL2RG,JAK1,JAK3,NFATC2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PTPN6,RAP1A,RAP1B,SOCS1,SOS1,STAT6	
Thrombin Signaling	6.77E00	1.25E-01	-0.728	ARHGEF1,ARHGEF6,CDC42,GATA3,GNA12,GNG2,MAPK1,MPRIP,MYL12A,MYL12B,MYL6,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PLCB1,PPP1CB,PPP1R12A,PRKCB,RAC2,RAP1A,RAP1B,RHOH,RHOU,ROCK1,SOS1	
Th1 Pathway	6.65E00	1.57E-01	0.258	CD247,CD28,CD3D,CD8A,CXCR3,GATA3,HLA-A,HLA-B,IL18R1,IRF1,JAK1,JAK3,KLRD1,NFATC2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,SOCS1	
Estrogen Receptor Signaling	6.63E00	1.04E-01	-1.372	ATF4,ATP5F1A,BCL2,CREBBP,EP300,FOS,FOXO1,GNA12,GNG2,HNRNPD,IGF2R,JAK1,JAK3,MAPK1,MED13,MPRIP,MYL12A,MYL12B,MYL6,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PLCB1,PPP1CB,PPP1R12A,PRKAR2A,PRKCB,PRKDC,PTEN,RAP1A,RAP1B,ROCK1,SOS1	
IL-7 Signaling Pathway	6.55E00	1.92E-01	0.535	BCL2,CCND3,CDKN1B,FOXO1,IL2RG,IL7R,JAK1,JAK3,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,SOCS1,SOS1	
IL-3 Signaling	6.47E00	1.9E-01	-1.291	FOS,FOXO1,JAK1,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKCB,PTPN6,RAP1A,RAP1B,RAPGEF1,SOS1,STAT6	
Role of JAK1 and JAK3 in γc Cytokine Signaling	6.45E00	2.03E-01	NaN	IL2RA,IL2RG,IL7R,JAK1,JAK3,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,RAP1A,RAP1B,SOCS1,STAT6	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	6.37E00	2.94E-01	-1.342	B2M,BCL2,CASP3,CASP8,CD247,CD3D,HLA-A,HLA-B,HLA-E,HLA-F	
Hepatic Fibrosis Signaling Pathway	6.36E00	9.78E-02	0.333	ATF4,BCL2,BRD4,CALM1 (includes others),CASP3,CDC42,CDKN1B,COL5A3,CREBBP,FOS,FOXO1,FTH1,FTL,ITGB1,JAK1,MAPK1,MYL12A,MYL12B,MYL6,NFKBIA,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKAR2A,PRKCB,PTEN,RAC2,RAP1A,RAP1B,RHOH,RHOU,ROCK1,SMAD3,SMAD4,SOS1	
Sumoylation Pathway	6.33E00	1.65E-01	0.632	ARHGDIB,CDC42,CREBBP,EP300,ETS1,FOS,HDAC1,ISG20,KDM1A,NFKBIA,RAC2,RANGAP1,RFC1,RHOH,RHOU,SMAD4,SP100	
Prolactin Signaling	6.32E00	1.85E-01	-1.387	CREBBP,EP300,FOS,IRF1,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKCB,RAP1A,RAP1B,SOCS1,SOCS2,SOS1	
NF-κB Activation by Viruses	6.25E00	1.83E-01	-1.291	ITGA1,ITGA6,ITGAL,ITGB1,LCK,MAP3K14,MAPK1,NFKBIA,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKCB,RAP1A,RAP1B	
B Cell Receptor Signaling	6.02E00	1.24E-01	-2.132	ATF4,CALM1 (includes others),CDC42,CREBBP,ETS1,FOXO1,MAP3K14,MAPK1,NFATC2,NFKBIA,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKCB,PTEN,PTPN6,PTPRC,RAC2,RAP1A,RAP1B,RASSF5,SOS1	
PAK Signaling	5.99E00	1.65E-01	-1.500	ARHGEF6,CASP3,CDC42,ITGB1,MAPK1,MYL12A,MYL12B,MYL6,PAK2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,RAP1A,RAP1B,SOS1	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	5.9E00	1.22E-01	0.471	CDC42,CREBBP,FOS,IRF1,JAK1,JAK3,MAP3K14,MAPK1,NFKBIA,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PPP1CB,PPP1R12A,PPP2R5C,PRKCB,PTPN6,RAC2,RAP1A,RAP1B,RHOH,RHOU	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	5.9E00	1.05E-01	0.186	BCL2,CALM1 (includes others),CCND2,CCND3,CD5,FOS,FOXO1,IFIH1,IFIT3,ISG20,JAK1,LCK,MAP3K14,MAPK1,NFATC2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PLAAT4,PRKCB,PTPN6,RAC2,RAP1A,RAP1B,RASGRP2,SOS1,STAT2,TNFSF13B	
Type I Diabetes Mellitus Signaling	5.86E00	1.53E-01	-2.309	BCL2,CASP3,CASP8,CD247,CD28,CD3D,HLA-A,HLA-B,HLA-E,HLA-F,IRF1,JAK1,MAP3K14,MAPK1,NFKBIA,SOCS1,SOCS2	
Cell Cycle: G1/S Checkpoint Regulation	5.8E00	1.94E-01	-0.577	ATM,CCND2,CCND3,CDK4,CDK6,CDKN1B,CDKN2D,FOXO1,HDAC1,RBL2,SKP1,SMAD3,SMAD4	
Hereditary Breast Cancer Signaling	5.65E00	1.36E-01	NaN	ACTB,ATM,CDK4,CDK6,CREBBP,EP300,FAAP100,HDAC1,PBRM1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PTEN,RAP1A,RAP1B,RFC1,SMARCC1,UBA52	
Prostate Cancer Signaling	5.65E00	1.65E-01	NaN	ATF4,BCL2,CDKN1B,CREBBP,FOXO1,MAPK1,NFKBIA,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PTEN,RAP1A,RAP1B,SOS1	
CXCR4 Signaling	5.63E00	1.26E-01	-0.728	CDC42,FOS,GNA12,GNG2,MAPK1,MYL12A,MYL12B,MYL6,PAK2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PLCB1,PRKCB,RAC2,RAP1A,RAP1B,RHOH,RHOU,ROCK1	
GM-CSF Signaling	5.58E00	1.86E-01	-1.155	CISH,ETS1,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PIM1,PRKCB,RACK1,RAP1A,RAP1B,SOS1	
Cardiac Hypertrophy Signaling	5.57E00	1.08E-01	0.000	ADRB1,CALM1 (includes others),CDC42,CREBBP,EP300,GNA12,GNG2,MAP3K14,MAPK1,MAPKAPK2,MYL12A,MYL12B,MYL6,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PLCB1,PRKAR2A,RAC2,RAP1A,RAP1B,RHOH,RHOU,ROCK1,SOS1	
PKCθ Signaling in T Lymphocytes	5.57E00	1.29E-01	-1.789	CD247,CD28,CD3D,FOS,HLA-A,HLA-B,LCK,MAP3K14,MAPK1,NFATC2,NFKBIA,PIK3CB,PIK3CD,PIK3R1,PIK3R4,RAC2,RAP1A,RAP1B,SOS1,ZAP70	
Reelin Signaling in Neurons	5.57E00	1.4E-01	-1.414	ARHGEF1,ARHGEF6,CDC42,ITGA1,ITGA6,ITGAL,ITGB1,LCK,MAPK1,MAPK8IP3,PAFAH1B1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,RAP1A,RAP1B,RAPGEF1	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	5.56E00	9.61E-02	0.365	ATF4,B2M,CASP3,CASP8,CD247,CD28,CD3D,CDC42,CREBBP,DNMT1,ELF1,FOS,GNA12,HLA-A,HLA-B,HLA-E,HLA-F,ITGAL,MAPK1,NFATC2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PPP2R5C,RAC2,RAP1A,RAP1B,RHOH,RHOU,ROCK1,SOS1	
IL-9 Signaling	5.48E00	2.73E-01	0.378	CISH,IL2RG,JAK1,JAK3,PIK3CB,PIK3CD,PIK3R1,PIK3R4,SOCS2	
Actin Nucleation by ARP-WASP Complex	5.43E00	1.81E-01	-0.302	CDC42,GNA12,ITGB1,PPP1R12A,RAC2,RAP1A,RAP1B,RHOH,RHOU,ROCK1,SOS1,WAS,WIPF1	
Senescence Pathway	5.42E00	1.02E-01	-1.890	ATM,CALM1 (includes others),CDK4,CDK6,CDKN1B,CREBBP,DMTF1,ELF1,EP300,ETS1,ITSN2,MAPK1,MAPK7,MAPKAPK2,NFATC2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PPP2R5C,PTEN,RAP1A,RAP1B,RASSF5,RBL2,SMAD3,SMAD4,ZFP36L1	
Caveolar-mediated Endocytosis Signaling	5.36E00	1.78E-01	NaN	ACTB,ACTG1,B2M,COPA,COPZ1,HLA-A,HLA-B,HLA-E,HLA-F,ITGA1,ITGA6,ITGAL,ITGB1	
PI3K/AKT Signaling	5.31E00	1.2E-01	-0.775	BCL2,CDKN1B,FOXO1,IL17RB,IL18R1,IL2RA,IL2RG,IL7R,ITGB1,JAK1,JAK3,MAPK1,NFKBIA,PIK3CB,PIK3CD,PIK3R1,PPP2R5C,PTEN,RAP1A,RAP1B,SOS1	
Glioma Signaling	5.25E00	1.45E-01	-1.155	CALM1 (includes others),CDK4,CDK6,CDKN2D,IGF2R,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKCB,PTEN,RAP1A,RAP1B,RBL2,SOS1	
Th2 Pathway	5.23E00	1.32E-01	0.000	CD247,CD28,CD3D,GATA3,HLA-A,HLA-B,IKZF1,IL17RB,IL2RA,IL2RG,JAK1,JAK3,NFATC2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,STAT6	
HGF Signaling	5.2E00	1.44E-01	-0.535	CDC42,ELF1,ETS1,FOS,ITGB1,MAP3K14,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKCB,RAP1A,RAP1B,RAPGEF1,SOS1	
ErbB2-ErbB3 Signaling	5.16E00	1.85E-01	-0.905	CDKN1B,FOXO1,JAK3,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PTEN,RAP1A,RAP1B,SOS1	
Erythropoietin Signaling	5.16E00	1.71E-01	NaN	FOS,MAPK1,NFKBIA,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKCB,PTPN6,RAP1A,RAP1B,SOCS1,SOS1	
Interferon Signaling	5.14E00	2.5E-01	-0.333	BCL2,IFI6,IFIT1,IFIT3,IFITM2,IRF1,JAK1,SOCS1,STAT2	
Ephrin Receptor Signaling	5.12E00	1.17E-01	-2.357	ABI1,ADAM10,ATF4,CDC42,CREBBP,EPHB1,GNA12,GNG2,ITGB1,MAP3K14,MAPK1,PAK2,PTPN13,RAC2,RAP1A,RAP1B,RAPGEF1,ROCK1,SOS1,WAS,WIPF1	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	5.07E00	1.57E-01	NaN	CALM1 (includes others),CD247,CD28,CD3D,FOS,MAPK1,NFATC2,NFKBIA,RAP1A,RAP1B,SMAD3,SMAD4,SOS1,ZAP70	
Agrin Interactions at Neuromuscular Junction	4.97E00	1.65E-01	-1.941	ACTB,ACTG1,ARHGEF6,CDC42,ITGA1,ITGA6,ITGAL,ITGB1,MAPK1,PAK2,RAC2,RAP1A,RAP1B	
Chronic Myeloid Leukemia Signaling	4.97E00	1.46E-01	NaN	CDK4,CDK6,CDKN1B,HDAC1,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,RAP1A,RAP1B,RBL2,SMAD3,SMAD4,SOS1	
Antiproliferative Role of TOB in T Cell Signaling	4.83E00	2.31E-01	1.667	CD247,CD28,CD3D,CDKN1B,MAPK1,PABPC1,SKP1,SMAD3,SMAD4	
Antigen Presentation Pathway	4.83E00	2.31E-01	NaN	B2M,CALR,CANX,CD74,HLA-A,HLA-B,HLA-E,HLA-F,NLRC5	
Nur77 Signaling in T Lymphocytes	4.83E00	1.86E-01	NaN	BCL2,CALM1 (includes others),CASP3,CD247,CD28,CD3D,EP300,HDAC1,HLA-A,HLA-B,MAPK7	
Melanocyte Development and Pigmentation Signaling	4.79E00	1.49E-01	-1.069	ATF4,BCL2,CREBBP,EP300,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKAR2A,PTPN6,RAP1A,RAP1B,SOS1	
NRF2-mediated Oxidative Stress Response	4.79E00	1.11E-01	-1.069	ACTB,ACTG1,ATF4,CREBBP,DNAJB1,EP300,ERP29,FOS,FTH1,FTL,MAFG,MAPK1,MAPK7,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKCB,RAP1A,RAP1B,VCP	
Telomerase Signaling	4.76E00	1.4E-01	-0.832	ELF1,ETS1,HDAC1,IL2RA,IL2RG,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PPP2R5C,RAP1A,RAP1B,SOS1,TERF2IP	
HER-2 Signaling in Breast Cancer	4.67E00	1.55E-01	NaN	CDC42,CDK6,CDKN1B,FOXO1,ITGB1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKCB,RAP1A,RAP1B,SOS1	
Non-Small Cell Lung Cancer Signaling	4.63E00	1.64E-01	-0.333	CDK4,CDK6,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,RAP1A,RAP1B,RASSF5,SOS1,STK4	
p53 Signaling	4.58E00	1.43E-01	-1.897	ATM,BCL2,CCND2,CDK4,EP300,HDAC1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKDC,PTEN,SCO2,ST13	
CCR3 Signaling in Eosinophils	4.58E00	1.29E-01	-0.632	CALM1 (includes others),GNG2,MAPK1,MPRIP,PAK2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PLCB1,PPP1CB,PPP1R12A,PRKCB,RAP1A,RAP1B,ROCK1	
IL-15 Signaling	4.51E00	1.6E-01	-1.155	IL2RG,JAK1,JAK3,LCK,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,RAP1A,RAP1B,STAT6	
PTEN Signaling	4.49E00	1.27E-01	1.291	BCL2,CASP3,CDC42,CDKN1B,FOXO1,IGF2R,ITGB1,MAPK1,PIK3CB,PIK3CD,PIK3R1,PTEN,RAC2,RAP1A,RAP1B,SOS1	
Lymphotoxin β Receptor Signaling	4.49E00	1.89E-01	1.414	CASP3,CREBBP,EP300,MAP3K14,MAPK1,NFKBIA,PIK3CB,PIK3CD,PIK3R1,PIK3R4	
Neurotrophin/TRK Signaling	4.45E00	1.58E-01	-1.155	ATF4,CDC42,CREBBP,FOS,MAPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,RAP1A,RAP1B,SOS1	
Macropinocytosis Signaling	4.45E00	1.58E-01	0.000	ABI1,ACTN4,ARF6,CDC42,ITGB1,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKCB,RAP1A,RAP1B	
IL-8 Signaling	4.42E00	1.05E-01	0.000	BCL2,CCND2,CCND3,CDC42,FOS,GNA12,GNG2,MAPK1,MYL12B,PAK2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,PRKCB,RAC2,RAP1A,RAP1B,RHOH,RHOU,ROCK1	
CD40 Signaling	4.41E00	1.69E-01	0.905	FOS,JAK3,MAP3K14,MAPK1,MAPKAPK2,NFKBIA,PIK3CB,PIK3CD,PIK3R1,PIK3R4,TNFAIP3	
Regulation of Cellular Mechanics by Calpain Protease	4.41E00	1.69E-01	-1.633	ACTN4,CAST,CDK4,CDK6,CDKN1B,ITGB1,MAPK1,RAP1A,RAP1B,TLN1,VCL	
Germ Cell-Sertoli Cell Junction Signaling	4.39E00	1.11E-01	NaN	ACTB,ACTG1,ACTN4,CDC42,ITGA6,ITGB1,MAP3K14,MAPK1,PAK2,PIK3CB,PIK3CD,PIK3R1,PIK3R4,RAC2,RAP1A,RAP1B,RHOH,RHOU,VCL	
SAPK/JNK Signaling	4.38E00	1.37E-01	-1.387	CDC42,GNA12,GNG2,HNRNPK,LCK,MAPK8IP3,PIK3CB,PIK3CD,PIK3R1,PIK3R4,RAC2,RAP1A,RAP1B,SOS1	
Protein Kinase A Signaling	4.38E00	8.29E-02	-1.095	ADD3,AKAP13,ATF4,CALM1 (includes others),CREBBP,DUSP2,GNG2,H1-10,H1-3,H3-3A/H3-3B,MAPK1,MYL12A,MYL12B,MYL6,NFATC2,NFKBIA,PDE3B,PDE7A,PLCB1,PPP1CB,PPP1R12A,PRKAR2A,PRKCB,PTEN,PTPN13,PTPN6,PTPRC,PTPRE,RAP1A,RAP1B,ROCK1,SMAD3,SMAD4	
Calcium-induced T Lymphocyte Apoptosis	4.35E00	1.67E-01	-2.333	CALM1 (includes others),CD247,CD3D,EP300,HDAC1,HLA-A,HLA-B,LCK,NFATC2,PRKCB,ZAP70	
