© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Cell Cycle: G1/S Checkpoint Regulation	9.51E-01	1.49E-02	NaN	CCND2	
Estrogen Receptor Signaling	9.47E-01	6.1E-03	NaN	HSP90AA1,HSP90AB1	
Role of JAK1 and JAK3 in γc Cytokine Signaling	9.39E-01	1.45E-02	NaN	STAT1	
SPINK1 General Cancer Pathway	9.39E-01	1.45E-02	NaN	GZMA	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	9.36E-01	6.01E-03	NaN	HLA-E,HLA-F	
GM-CSF Signaling	9.36E-01	1.43E-02	NaN	STAT1	
Growth Hormone Signaling	9.28E-01	1.41E-02	NaN	STAT1	
Melatonin Signaling	9.24E-01	1.39E-02	NaN	CALM1 (includes others)	
T Helper Cell Differentiation	9.17E-01	1.37E-02	NaN	STAT1	
IL-15 Signaling	9.07E-01	1.33E-02	NaN	GZMB	
IL-7 Signaling Pathway	8.89E-01	1.28E-02	NaN	STAT1	
IL-3 Signaling	8.86E-01	1.27E-02	NaN	STAT1	
Agrin Interactions at Neuromuscular Junction	8.86E-01	1.27E-02	NaN	ACTB	
BEX2 Signaling Pathway	8.86E-01	1.27E-02	NaN	LGALS1	
FLT3 Signaling in Hematopoietic Progenitor Cells	8.79E-01	1.25E-02	NaN	STAT1	
JAK/Stat Signaling	8.79E-01	1.25E-02	NaN	STAT1	
Chemokine Signaling	8.79E-01	1.25E-02	NaN	CALM1 (includes others)	
Prolactin Signaling	8.76E-01	1.23E-02	NaN	STAT1	
Cyclins and Cell Cycle Regulation	8.76E-01	1.23E-02	NaN	CCND2	
TR/RXR Activation	8.6E-01	1.19E-02	NaN	ENO1	
PDGF Signaling	8.51E-01	1.16E-02	NaN	STAT1	
RANK Signaling in Osteoclasts	8.42E-01	1.14E-02	NaN	CALM1 (includes others)	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	8.39E-01	1.12E-02	NaN	CALM1 (includes others)	
Death Receptor Signaling	8.3E-01	1.1E-02	NaN	ACTB	
Regulation of Actin-based Motility by Rho	8.15E-01	1.06E-02	NaN	ACTB	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	8.15E-01	1.06E-02	NaN	ACTB	
CCR5 Signaling in Macrophages	8.15E-01	1.06E-02	NaN	CALM1 (includes others)	
FAK Signaling	8.1E-01	1.05E-02	NaN	ACTB	
α-Adrenergic Signaling	8.07E-01	1.04E-02	NaN	CALM1 (includes others)	
p53 Signaling	7.99E-01	1.02E-02	NaN	CCND2	
UVA-Induced MAPK Signaling	7.99E-01	1.02E-02	NaN	STAT1	
VEGF Signaling	7.96E-01	1.01E-02	NaN	ACTB	
T Cell Receptor Signaling	7.72E-01	9.52E-03	NaN	CALM1 (includes others)	
Paxillin Signaling	7.59E-01	9.26E-03	NaN	ACTB	
Pancreatic Adenocarcinoma Signaling	7.57E-01	9.17E-03	NaN	STAT1	
Glioma Signaling	7.52E-01	9.09E-03	NaN	CALM1 (includes others)	
iCOS-iCOSL Signaling in T Helper Cells	7.5E-01	9.01E-03	NaN	CALM1 (includes others)	
HIF1α Signaling	7.42E-01	8.85E-03	NaN	HSP90AA1	
Apelin Endothelial Signaling Pathway	7.35E-01	8.7E-03	NaN	CALM1 (includes others)	
fMLP Signaling in Neutrophils	7.33E-01	8.62E-03	NaN	CALM1 (includes others)	
Renin-Angiotensin Signaling	7.26E-01	8.47E-03	NaN	STAT1	
p38 MAPK Signaling	7.26E-01	8.47E-03	NaN	STAT1	
GP6 Signaling Pathway	7.21E-01	8.4E-03	NaN	CALM1 (includes others)	
CD28 Signaling in T Helper Cells	7.19E-01	8.33E-03	NaN	CALM1 (includes others)	
LXR/RXR Activation	7.14E-01	8.26E-03	NaN	S100A8	
IL-15 Production	7.14E-01	8.26E-03	NaN	STAT1	
Th1 Pathway	7.14E-01	8.26E-03	NaN	STAT1	
RhoA Signaling	7.1E-01	8.13E-03	NaN	ACTB	
CCR3 Signaling in Eosinophils	7.06E-01	8.06E-03	NaN	CALM1 (includes others)	
Atherosclerosis Signaling	6.99E-01	7.94E-03	NaN	S100A8	
Synaptic Long Term Potentiation	6.9E-01	7.75E-03	NaN	CALM1 (includes others)	
PI3K Signaling in B Lymphocytes	6.64E-01	7.25E-03	NaN	CALM1 (includes others)	
Hereditary Breast Cancer Signaling	6.6E-01	7.14E-03	NaN	ACTB	
Corticotropin Releasing Hormone Signaling	6.46E-01	6.9E-03	NaN	CALM1 (includes others)	
Necroptosis Signaling Pathway	6.14E-01	6.37E-03	NaN	STAT1	
Gαq Signaling	6.13E-01	6.33E-03	NaN	CALM1 (includes others)	
HOTAIR Regulatory Pathway	6.07E-01	6.25E-03	NaN	VIM	
Dopamine-DARPP32 Feedback in cAMP Signaling	6E-01	6.13E-03	NaN	CALM1 (includes others)	
Tight Junction Signaling	5.9E-01	5.95E-03	NaN	ACTB	
Th1 and Th2 Activation Pathway	5.83E-01	5.85E-03	NaN	STAT1	
GNRH Signaling	5.78E-01	5.78E-03	NaN	CALM1 (includes others)	
RhoGDI Signaling	5.64E-01	5.56E-03	NaN	ACTB	
Role of NFAT in Regulation of the Immune Response	5.62E-01	5.52E-03	NaN	CALM1 (includes others)	
B Cell Receptor Signaling	5.54E-01	5.41E-03	NaN	CALM1 (includes others)	
Agranulocyte Adhesion and Diapedesis	5.39E-01	5.18E-03	NaN	ACTB	
ERK/MAPK Signaling	5.39E-01	5.18E-03	NaN	STAT1	
RAR Activation	5.36E-01	5.15E-03	NaN	ACTB	
Adrenomedullin signaling pathway	5.32E-01	5.08E-03	NaN	CALM1 (includes others)	
IL-8 Signaling	5.26E-01	5E-03	NaN	CCND2	
Calcium Signaling	5.14E-01	4.85E-03	NaN	CALM1 (includes others)	
CREB Signaling in Neurons	5.13E-01	4.83E-03	NaN	CALM1 (includes others)	
Integrin Signaling	5.03E-01	4.69E-03	NaN	ACTB	
AMPK Signaling	5.02E-01	4.67E-03	NaN	ACTB	
Role of NFAT in Cardiac Hypertrophy	5.02E-01	4.67E-03	NaN	CALM1 (includes others)	
Actin Cytoskeleton Signaling	4.95E-01	4.59E-03	NaN	ACTB	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	4.91E-01	4.55E-03	NaN	CALM1 (includes others)	
Sperm Motility	4.87E-01	4.48E-03	NaN	CALM1 (includes others)	
cAMP-mediated signaling	4.79E-01	4.39E-03	NaN	CALM1 (includes others)	
Cardiac Hypertrophy Signaling	4.61E-01	4.17E-03	NaN	CALM1 (includes others)	
Opioid Signaling Pathway	4.5E-01	4.05E-03	NaN	CALM1 (includes others)	
Colorectal Cancer Metastasis Signaling	4.42E-01	3.95E-03	NaN	STAT1	
Senescence Pathway	4.13E-01	3.64E-03	NaN	CALM1 (includes others)	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	3.72E-01	3.21E-03	NaN	CALM1 (includes others)	
Hepatic Fibrosis Signaling Pathway	3.19E-01	2.72E-03	NaN	CALM1 (includes others)	
Molecular Mechanisms of Cancer	3E-01	2.56E-03	NaN	CCND2	
Protein Kinase A Signaling	2.95E-01	2.51E-03	NaN	CALM1 (includes others)	
Axonal Guidance Signaling	2.38E-01	2.07E-03	NaN	TUBB	
Cardiac Hypertrophy Signaling (Enhanced)	2.37E-01	2.05E-03	NaN	CALM1 (includes others)	
