© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
OX40 Signaling Pathway	7.14E-01	1.11E-02	NaN	B2M	
Death Receptor Signaling	7.1E-01	1.1E-02	NaN	ACTB	
Th17 Activation Pathway	7.1E-01	1.1E-02	NaN	SOCS3	
Regulation of Actin-based Motility by Rho	6.97E-01	1.06E-02	NaN	ACTB	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	6.97E-01	1.06E-02	NaN	ACTB	
FAK Signaling	6.93E-01	1.05E-02	NaN	ACTB	
GABA Receptor Signaling	6.93E-01	1.05E-02	NaN	UBA52	
Salvage Pathways of Pyrimidine Ribonucleotides	6.84E-01	1.03E-02	NaN	PIM1	
VEGF Signaling	6.78E-01	1.01E-02	NaN	ACTB	
Mouse Embryonic Stem Cell Pluripotency	6.62E-01	9.71E-03	NaN	TCF7	
IGF-1 Signaling	6.58E-01	9.62E-03	NaN	SOCS3	
PD-1, PD-L1 cancer immunotherapy pathway	6.52E-01	9.43E-03	NaN	B2M	
Paxillin Signaling	6.44E-01	9.26E-03	NaN	ACTB	
Type I Diabetes Mellitus Signaling	6.33E-01	9.01E-03	NaN	SOCS3	
Protein Kinase A Signaling	6.13E-01	5.03E-03	NaN	TCF7,TTN	
IL-15 Production	6E-01	8.26E-03	NaN	FGFR1	
Th1 Pathway	6E-01	8.26E-03	NaN	SOCS3	
Inhibition of ARE-Mediated mRNA Degradation Pathway	5.97E-01	8.2E-03	NaN	ZFP36L2	
IL-6 Signaling	5.88E-01	8E-03	NaN	SOCS3	
PTEN Signaling	5.85E-01	7.94E-03	NaN	FGFR1	
p70S6K Signaling	5.77E-01	7.75E-03	NaN	EEF2	
White Adipose Tissue Browning Pathway	5.77E-01	7.75E-03	NaN	FGFR1	
Cellular Effects of Sildenafil (Viagra)	5.7E-01	7.63E-03	NaN	ACTB	
Androgen Signaling	5.58E-01	7.35E-03	NaN	CALR	
Th2 Pathway	5.58E-01	7.35E-03	NaN	SOCS3	
Ovarian Cancer Signaling	5.5E-01	7.19E-03	NaN	TCF7	
Insulin Receptor Signaling	5.47E-01	7.14E-03	NaN	SOCS3	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	5.44E-01	7.09E-03	NaN	SOCS3	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	5.44E-01	7.09E-03	NaN	SOCS3	
Type II Diabetes Mellitus Signaling	5.41E-01	7.04E-03	NaN	SOCS3	
Endocannabinoid Cancer Inhibition Pathway	5.39E-01	6.99E-03	NaN	TCF7	
Factors Promoting Cardiogenesis in Vertebrates	5.21E-01	6.67E-03	NaN	TCF7	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	5.11E-01	6.49E-03	NaN	OAS2	
3-phosphoinositide Degradation	5.1E-01	6.45E-03	NaN	SOCS3	
D-myo-inositol-5-phosphate Metabolism	5.07E-01	6.41E-03	NaN	SOCS3	
Regulation of eIF4 and p70S6K Signaling	5.04E-01	6.37E-03	NaN	PABPC1	
Necroptosis Signaling Pathway	5.04E-01	6.37E-03	NaN	TOMM7	
HOTAIR Regulatory Pathway	4.98E-01	6.25E-03	NaN	TCF7	
Cardiac Hypertrophy Signaling (Enhanced)	4.91E-01	4.11E-03	NaN	FGFR1,IL7R	
Tec Kinase Signaling	4.89E-01	6.1E-03	NaN	ACTB	
3-phosphoinositide Biosynthesis	4.87E-01	6.06E-03	NaN	SOCS3	
Cdc42 Signaling	4.83E-01	5.99E-03	NaN	B2M	
Tight Junction Signaling	4.8E-01	5.95E-03	NaN	ACTB	
Germ Cell-Sertoli Cell Junction Signaling	4.75E-01	5.85E-03	NaN	ACTB	
Th1 and Th2 Activation Pathway	4.75E-01	5.85E-03	NaN	SOCS3	
PI3K/AKT Signaling	4.66E-01	5.71E-03	NaN	IL7R	
T Cell Exhaustion Signaling Pathway	4.66E-01	5.71E-03	NaN	TCF7	
Acute Phase Response Signaling	4.58E-01	5.59E-03	NaN	SOCS3	
NF-κB Signaling	4.58E-01	5.59E-03	NaN	FGFR1	
RhoGDI Signaling	4.56E-01	5.56E-03	NaN	ACTB	
Granulocyte Adhesion and Diapedesis	4.56E-01	5.56E-03	NaN	SELL	
Sertoli Cell-Sertoli Cell Junction Signaling	4.47E-01	5.41E-03	NaN	ACTB	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	4.45E-01	5.38E-03	NaN	FGFR1	
NRF2-mediated Oxidative Stress Response	4.39E-01	5.29E-03	NaN	ACTB	
Xenobiotic Metabolism CAR Signaling Pathway	4.39E-01	5.29E-03	NaN	RACK1	
ILK Signaling	4.38E-01	5.26E-03	NaN	ACTB	
RAR Activation	4.31E-01	5.15E-03	NaN	ACTB	
Natural Killer Cell Signaling	4.25E-01	5.08E-03	NaN	B2M	
Leukocyte Extravasation Signaling	4.25E-01	5.08E-03	NaN	ACTB	
Adrenomedullin signaling pathway	4.25E-01	5.08E-03	NaN	TTN	
Gap Junction Signaling	4.24E-01	5.05E-03	NaN	ACTB	
Superpathway of Inositol Phosphate Compounds	4.24E-01	5.05E-03	NaN	SOCS3	
Calcium Signaling	4.1E-01	4.85E-03	NaN	CALR	
mTOR Signaling	4.03E-01	4.76E-03	NaN	EIF4B	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	3.88E-01	4.55E-03	NaN	TCF7	
Sperm Motility	3.84E-01	4.48E-03	NaN	FGFR1	
Huntington's Disease Signaling	3.64E-01	4.22E-03	NaN	UBA52	
Signaling by Rho Family GTPases	3.55E-01	4.1E-03	NaN	ACTB	
Colorectal Cancer Metastasis Signaling	3.43E-01	3.95E-03	NaN	TCF7	
Sirtuin Signaling Pathway	2.99E-01	3.44E-03	NaN	TOMM7	
Neuroinflammation Signaling Pathway	2.9E-01	3.33E-03	NaN	B2M	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	2.6E-01	3E-03	NaN	B2M	
