© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
IRF1	 	transcription regulator	Activated	4.182	 	3.26E-25	APOL6,B2M,EIF2AK2,FGL2,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT3,IFITM3,IRF4,ISG15,MX1,OAS1,OAS2,OAS3,RSAD2,SELL,STAT1,TAP1,TAPBP,TRIM22,XAF1	89 (14)
poly rI:rC-RNA	 	biologic drug	Activated	4.633	 	4.33E-25	ADAR,B2M,DDX60,EIF2AK2,FCN1,HLA-A,HLA-B,HSPA5,IFI27,IFI44,IFIH1,IFIT3,IFITM3,ISG15,ISG20,JUN,LY6E,LYZ,MX1,MYD88,NFKBIA,OAS1,OAS2,OAS3,PARP14,PLAUR,RGS2,RSAD2,STAT1,TAP1,TNFAIP2,TNFAIP3,VASP,VIM	81 (17)
PRL	 	cytokine	Activated	4.682	 	1.03E-24	ADAR,B2M,DDX60L,EIF2AK2,EPSTI1,IFI44,IFI44L,IFI6,IFIH1,IFIT3,ISG15,JUN,LY6E,MX2,OAS1,OAS2,OAS3,PARP14,PDIA4,PLSCR1,RSAD2,SAMD9,SAMD9L,SP100,STAT1,VIM,XAF1	80 (13)
IRF3	 	transcription regulator	Activated	3.991	 	2.20E-24	ADAR,AHNAK,B2M,DDX60,EIF2AK2,IFI27,IFI44,IFI6,IFIH1,IFIT3,IFITM3,ISG15,ISG20,OAS1,OAS2,OAS3,PARP14,PLAC8,RSAD2,SAMD9L,STAT1,TAP1,TNFAIP3,VIM	72 (14)
Ifnar	 	group	Activated	3.462	bias	4.97E-24	B2M,EIF2AK2,FCER1A,FCER1G,HLA-A,IFIH1,IFIT3,IFITM3,ISG15,ISG20,MYD88,OAS1,OAS2,RNF213,RSAD2,STAT1,TAP1,TAPBP,XAF1	84 (15)
dexamethasone	 	chemical drug	 	-0.759	 	1.04E-23	ACTG1,APOL6,ATP2B1,B2M,CALR,CD1C,COPA,CRIP1,EEF1A1,EPSTI1,FCER1A,FCER1G,FGL2,HLA-A,HLA-DPA1,HLA-DPB1,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB5,HSP90B1,HSPA5,HSPA8,IFI44,IFI6,IFIT3,IFITM3,ISG15,ISG20,JUN,KLF9,LAP3,LAPTM5,LY6E,MCL1,MPEG1,MS4A6A,MX1,NFKBIA,OAS3,PABPC1,PARP14,PLAUR,RBM25,RGS2,RSAD2,S100A8,S100A9,SELL,SLC25A5,STAT1,TNFAIP2,TNFAIP3,TPT1,TXN,UBC,VIM,XAF1	87 (13)
PML	 	transcription regulator	Activated	2.510	 	1.98E-23	ACTG1,DDX60,EPSTI1,HLA-DRA,IFI27,IFI44,IFI44L,IFIH1,IFIT3,ISG15,ISG20,LYZ,MX1,OAS1,OAS2,OAS3,PLSCR1,STAT1,TAP1,TNFAIP3,TXN,VIM	83 (16)
resiquimod	 	chemical drug	 	 	 	2.61E-23	ADAR,DDX60,EIF2AK2,FCER1G,HSPA5,IFI44L,IFIT3,IFITM3,ISG15,ISG20,JUN,LAP3,MCL1,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,PLSCR1,SIGLEC1,SP100,STAT1,TNFAIP3,TRIM22	75 (11)
filgrastim	 	biologic drug	 	-1.319	 	6.73E-22	B2M,EPSTI1,FCER1A,FCER1G,FGL2,HLA-DPA1,HLA-DPB1,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB5,IFI44,IFI6,IFIT3,ISG15,JUN,KLF9,LAP3,MPEG1,MS4A6A,MX1,OAS3,PARP14,PLAUR,RSAD2,STAT1,TNFAIP2,VIM,XAF1	 
TGM2	 	enzyme	Activated	3.565	 	1.20E-21	CFP,DDX60,DDX60L,FCER1G,HLA-B,IFI6,IFIT3,LY6E,OAS1,OAS2,OAS3,PARP14,PARP9,PLSCR1,RNF213,S100A8,SAMD9L,SELL,STAT1,TAP1,TNFAIP2,TRIM22,XAF1	 
TNF	 	cytokine	Activated	4.050	 	2.32E-20	ATP2B1,B2M,CALR,CD1C,CD4,EIF2AK2,FCER1G,HLA-A,HLA-B,HLA-DRA,HSP90B1,HSPA5,HSPA8,IFI27,IFI6,IFIH1,IFIT3,IRF4,ISG15,ITGAL,ITGB2,JUN,KLF10,MCL1,MX1,MYD88,NFKBIA,OAS1,OAS2,OAS3,PARP14,PDIA4,PLAUR,PLSCR1,RGS2,S100A8,S100A9,SAMD9,SCO2,SELL,STAT1,TAP1,TAPBP,TNFAIP2,TNFAIP3,TPT1,TXN,TYMP,VASP,VIM	87 (18)
IFN Beta	 	group	Activated	4.028	 	2.99E-20	EEF1A1,EIF2AK2,HLA-A,HLA-B,IFI27,IFI44,IFI6,IFIH1,IFIT3,ISG15,MX1,MX2,OAS1,OAS2,OAS3,RSAD2,STAT1,TAPBP,XAF1	73 (12)
MAPK1	 	kinase	Inhibited	-4.316	 	6.27E-20	ADAR,APOL6,EIF2AK2,HLA-B,IFI27,IFI44,IFI6,IFIH1,IFIT3,IFITM3,ISG15,ISG20,JUN,LAP3,MCL1,MX2,OAS1,OAS2,OAS3,PLSCR1,RGS2,SP100,STAT1,TAP1,TRIM22,VIM	77 (11)
IL1RN	 	cytokine	Inhibited	-3.771	 	1.11E-19	HLA-DQB1,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT3,ISG20,MX1,MX2,OAS1,OAS2,OAS3,RSAD2,S100A9,SAMD9,SP100,TRIM22	73 (9)
SPI1	 	transcription regulator	 	1.788	 	7.38E-19	FCER1A,FCER1G,HSPA8,IFI27,IFI44,IFI44L,IFI6,IFIT3,IFITM3,IRF4,ISG15,ISG20,ITGB2,JUN,LY6E,LYZ,MCL1,MX1,RACK1,RSAD2,TRIM22,VIM	70 (10)
Ifn	 	group	Activated	3.892	 	9.41E-19	B2M,EIF2AK2,HLA-A,IFIH1,IFITM3,ISG15,ISG20,MX1,OAS2,OAS3,RSAD2,S100A8,SP100,STAT1,TAP1,TRIM22,TYMP	77 (13)
IFNAR1	 	transmembrane receptor	Activated	2.945	 	2.00E-18	B2M,EIF2AK2,HLA-A,IFI44,IFI6,IFIH1,IFIT3,ISG15,MX2,OAS1,OAS2,OAS3,RSAD2,STAT1,TNFAIP2,TNFAIP3,TRIM22,XAF1	72 (11)
NKX2-3	 	transcription regulator	Inhibited	-4.468	 	4.62E-18	DDX60,DDX60L,EIF2AK2,H2AC18/H2AC19,HLA-B,LAP3,LGMN,LY6E,MYD88,PARP14,PARP9,PLSCR1,RNF213,SAMD9,SAMD9L,STAT1,TAP1,TRIM22,TYMP,XAF1	 
TCR	 	complex	 	1.706	 	5.55E-18	CD4,HSP90B1,HSPA5,IFI44,IFI44L,IFI6,IFIH1,IFIT3,IRF4,ISG15,ISG20,JUN,LMNB1,MCL1,MX1,MX2,MYD88,NFKBIA,OAS1,PDIA4,RSAD2,SELL,STAT1,TNFAIP3	87 (18)
CpG ODN 2006	 	chemical reagent	Activated	3.357	 	1.55E-17	IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT3,ISG20,MX1,MX2,MYD88,OAS1,RSAD2,SELL,SP100,STAT1	65 (11)
ACKR2	 	G-protein coupled receptor	Inhibited	-3.464	bias	1.98E-17	ADAR,DDX60,EIF2AK2,IFI44,IFIT3,ISG15,ISG20,OAS1,OAS2,OAS3,RSAD2,STAT1	 
CNOT7	 	transcription regulator	Inhibited	-2.219	 	2.07E-17	B2M,IFI27,IFI44L,IFI6,ISG15,OAS1,OAS2,OAS3,PLSCR1,STAT1,TAP1	57 (7)
IL4	 	cytokine	 	-1.289	 	1.20E-16	ACTG1,AHNAK,CD1C,CLEC10A,CRIP1,EIF2AK2,FCER1G,H1-0,IFI44,IFI44L,IFIH1,IFIT3,IFITM3,IRF4,ISG15,ISG20,ITGAL,ITGB2,JUN,KCTD12,MCL1,MPEG1,NFKBIA,OAS3,PLSCR1,RASSF4,RNF213,S100A8,S100A9,SCO2,SELL,STAT1,TAPBP,VIM	70 (12)
PNPT1	 	enzyme	Inhibited	-3.464	 	1.51E-16	EIF2AK2,IFI44,IFIH1,IFIT3,ISG15,OAS1,PARP14,PARP9,RNF213,SAMD9L,STAT1,XAF1	56 (6)
CD40LG	 	cytokine	 	1.289	 	3.20E-16	B2M,CD1C,CFP,EIF2AK2,HLA-DQA1,HLA-DQB1,IFI44,IFI6,IFIT3,IRF4,ISG15,JUN,MCL1,MX1,NFKBIA,PLAUR,RGS2,SELL,STAT1,TAP1,TNFAIP2,TNFAIP3,TYMP	85 (20)
SOCS1	 	other	Inhibited	-2.856	 	3.86E-16	FCER1G,IFI27,IFI44,IFIH1,IFIT3,ISG15,ISG20,JUN,MX1,MYD88,OAS1,OAS2,RSAD2,STAT1,TRIM22,TXN	77 (13)
oblimersen	 	biologic drug	Activated	3.464	bias	5.32E-16	IFI27,IFI44,IFI6,IFIT3,ISG15,KLF10,MX1,MX2,OAS1,OAS2,RSAD2,STAT1	 
RNASEH2A	 	enzyme	 	 	 	7.34E-16	ADAR,IFI44,IFIH1,IFIT3,IFITM3,ISG15,ISG20,NFKBIA,OAS1,PARP9,RSAD2	 
IFNA1/IFNA13	 	cytokine	Activated	3.381	 	1.06E-15	EIF2AK2,IFI27,IFI6,IFIH1,ISG15,MX1,OAS1,OAS2,PLSCR1,RSAD2,SIGLEC1,STAT1	80 (13)
MYC	 	transcription regulator	Inhibited	-3.767	 	5.07E-15	CRIP1,EEF2,H3-3A/H3-3B,HLA-A,HLA-B,HNRNPA2B1,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT3,IRF4,ISG20,ITGAL,JUN,KLF10,LGMN,LYZ,MCL1,MX1,MX2,MYD88,NFKBIA,OAS1,PLAUR,PLSCR1,RSAD2,S100A6,SLC25A5,SP100,STAT1,TMSB10/TMSB4X,TXN,VIM	90 (17)
IL27	 	cytokine	 	1.428	 	1.36E-14	B2M,EIF2AK2,HLA-A,HLA-B,HLA-DOA,HLA-DPA1,HLA-DQA1,HLA-DQB1,HLA-DRA,MCL1,MX1,OAS1,STAT1,TAP1,VIM	86 (10)
DDX58	 	enzyme	Activated	2.324	bias	1.43E-14	AHNAK,CD4,EIF2AK2,IFI27,IFI44,IFIH1,IFIT3,ISG15,ISG20,OAS1,RSAD2,STAT1	71 (12)
EIF2AK2	0.602	kinase	Activated	2.826	bias	2.91E-14	EIF2AK2,IFI27,IFI6,IFITM2,ISG15,ISG20,NFKBIA,OAS1,OAS3,PARP9,PLSCR1,STAT1,TNFAIP3	79 (13)
KRAS	 	enzyme	Inhibited	-3.018	 	3.78E-14	ADAR,AHNAK,B2M,CLEC10A,EEF1A1,EIF2AK2,HSPA5,IFI6,IFITM2,IFITM3,ISG15,ITGB2,JUN,LMNB1,LYZ,MX1,MX2,NFKBIA,OAS1,PABPC1,S100A6,SP100,STAT1,TAP1,TNFAIP2,VIM	93 (18)
TNFSF10	 	cytokine	 	1.557	 	3.81E-14	EIF2AK2,HLA-A,IFI27,IFI6,IFITM2,ISG15,JUN,MCL1,NFKBIA,SP100,STAT1,TNFAIP2,TNFAIP3	72 (14)
ribavirin	 	chemical drug	Activated	2.985	 	6.02E-14	EIF2AK2,IFI27,IFI44L,IFI6,IFIT3,ISG15,ITGB2,MX1,RSAD2,STAT1	98 (20)
STAT6	 	transcription regulator	 	-1.634	 	1.43E-13	AHNAK,CRIP1,EIF2AK2,FCER1G,IFI44,IFI44L,IFIH1,IFIT3,IFITM3,IRF4,ISG15,ISG20,KCTD12,MPEG1,NFKBIA,OAS3,PLSCR1,RASSF4,RNF213,SCO2,VIM	84 (14)
stallimycin	 	biologic drug	Activated	3.113	bias	1.63E-13	IFI27,IFI44,IFI6,IFIH1,IFIT3,IRF4,ISG15,MX1,OAS1,STAT1	69 (8)
fluticasone propionate	 	chemical drug	 	1.074	 	1.70E-13	CD4,FCN1,HLA-DOA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DRA,IFI27,KLF9,MX1,OAS2,PLAC8,S100A8,STAT1,TAP1	 
IL1B	 	cytokine	Activated	4.045	 	4.49E-13	APOL6,B2M,CD4,HLA-A,HLA-DRA,HSPA5,IFIT3,IRF4,ISG15,ISG20,JUN,KLF10,MCL1,MX1,MYD88,NFKBIA,OAS2,PLSCR1,RSAD2,S100A6,S100A8,S100A9,STAT1,TNFAIP2,TNFAIP3,TPT1,TYMP,VASP,VIM	68 (16)
SIRT1	 	transcription regulator	Inhibited	-3.130	 	6.37E-13	ADAR,CLEC10A,DDX60,HLA-A,HLA-DQA1,HLA-DQB1,HLA-DRB5,IFI44,IFIT3,IFITM3,LAPTM5,LY6E,MCL1,OAS1,OAS2,PARP14,RNF213,RSAD2,STAT1,TAP1	83 (8)
bromodeoxyuridine	 	chemical drug	Activated	3.113	bias	7.54E-13	IFI27,IFI44,IFI6,IFIH1,IFIT3,IRF4,ISG15,MX1,OAS1,STAT1	69 (8)
CIITA	 	transcription regulator	 	-1.130	 	1.99E-12	B2M,HLA-A,HLA-B,HLA-DOA,HLA-DPA1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB5	 
STAT2	 	transcription regulator	Activated	2.162	 	2.81E-12	IFI27,IFI6,IFIT3,IFITM2,ISG15,MX1,OAS1,OAS2,RSAD2,STAT1	77 (13)
IFNB1	 	cytokine	Activated	3.908	 	2.86E-12	APOL6,EIF2AK2,HLA-A,IFI27,IFI6,IFIH1,IFIT3,ISG15,ISG20,MX1,MYD88,OAS1,OAS2,PARP14,RSAD2,STAT1,XAF1	72 (11)
JAK	 	group	Activated	2.132	 	4.03E-12	EIF2AK2,IFI6,IFIH1,IFIT3,IFITM3,ISG15,RSAD2,STAT1,VIM	69 (8)
TLR7	 	transmembrane receptor	Activated	3.199	bias	4.63E-12	FCER1G,IFI44,IFI44L,IFIT3,ISG15,ISG20,MX1,MX2,MYD88,NFKBIA,OAS2,OAS3,RSAD2,STAT1,TNFAIP3	76 (11)
IRF5	 	transcription regulator	Activated	3.239	 	5.84E-12	IFI44,IFIH1,IFIT3,IFITM3,ISG15,ISG20,OAS1,OAS2,PLSCR1,RSAD2,STAT1	73 (16)
TLR3	 	transmembrane receptor	Activated	2.581	 	6.05E-12	EIF2AK2,IFI44,IFI44L,IFI6,IFIH1,IFIT3,ISG15,ISG20,LMNB1,MX1,MX2,MYD88,OAS1,RSAD2,S100A8,STAT1	62 (12)
IFNAR2	 	transmembrane receptor	 	 	 	7.76E-12	IFI44,IFI6,IFIH1,ISG15,MX2,OAS1,OAS2,TRIM22,XAF1	86 (12)
IFIH1	0.259	enzyme	 	1.285	bias	7.76E-12	CD4,IFI27,IFI44L,ISG15,NFKBIA,OAS1,OAS2,RSAD2,SIGLEC1	64 (12)
PARP9	0.259	enzyme	 	1.195	bias	7.80E-12	HLA-DQA1,HLA-DQB1,IFI44,IFIT3,ISG15,OAS2,STAT1	58 (7)
IFNL4	 	cytokine	Activated	2.425	bias	9.20E-12	IFIH1,ISG15,MX1,OAS1,OAS2,STAT1	57 (7)
PAF1	 	other	Activated	3.000	bias	1.43E-11	IFI44,IFI44L,IFIT3,IFITM3,ISG15,ISG20,OAS2,OAS3,PLAUR	 
VCAN	 	other	Activated	3.046	 	2.19E-11	IFI44,IFI44L,IFI6,MX1,MX2,NFKBIA,OAS2,OAS3,PARP14,RGS2,STAT1,TRIM22,XAF1	 
ELAVL1	 	other	 	1.706	 	2.92E-11	B2M,CALM1 (includes others),HLA-A,HLA-DRB5,IFI44,IFIH1,IFITM3,MPEG1,NFKBIA,OAS1,OAS2,RACK1,STAT1,VIM	84 (9)
EBI3	 	cytokine	 	1.034	 	5.07E-11	B2M,HLA-A,HLA-B,HLA-DPA1,HLA-DQA1,HLA-DRA,MX1,STAT1,TAP1	42 (4)
IL21	 	cytokine	 	1.976	 	6.18E-11	EIF2AK2,FCER1G,FGL2,HLA-DRB5,IFIT3,IRF4,ISG15,MCL1,MYD88,OAS2,RSAD2,SELL,TAP1	92 (17)
TRIM24	 	transcription regulator	Inhibited	-3.259	 	6.95E-11	DDX60,EPSTI1,IFI44,IFIH1,IFIT3,ISG15,OAS1,PLAC8,SAMD9L,STAT1,TAP1	58 (7)
Immunoglobulin	 	complex	 	-0.814	 	7.02E-11	CALR,CFP,EIF2AK2,FCER1A,FCER1G,HLA-A,HLA-DQB1,IFIT3,IRF4,KCTD12,MCL1,NFKBIA,OAS2,PLSCR1,RGS2,RSAD2,S100A8,S100A9,SELL,TXN,TYMP	88 (19)
CD40	 	transmembrane receptor	Activated	2.736	 	8.45E-11	CALR,HLA-DQB1,HSP90B1,HSPA5,IRF4,ITGAL,ITGB2,JUN,KLF9,NFKBIA,SELL,TAP1,TAPBP,TNFAIP3	64 (17)
BTK	 	kinase	Inhibited	-2.714	 	1.24E-10	IFI44L,IFIT3,IRF4,ISG15,ISG20,JUN,MX1,MX2,OAS2,OAS3,STAT1	69 (14)
OSM	 	cytokine	Activated	3.644	 	1.63E-10	B2M,HLA-A,HLA-B,HSPA5,ISG20,ITGAL,JUN,KLF10,MX1,MYD88,OAS1,S100A8,S100A9,STAT1,TAP1,TAPBP,TNFAIP2,TRIM22,TYMP,VIM	78 (17)
interferon beta-1a	 	biologic drug	 	 	 	2.15E-10	CD4,FCER1G,HLA-DPB1,HLA-DRB5,IFI6,MX1,NFKBIA,PLAUR,S100A9,SLC25A6,STAT1	 
TLR9	 	transmembrane receptor	Activated	3.544	 	2.95E-10	IFI44L,IFIT3,IRF4,ISG15,ISG20,MCL1,MX1,MX2,MYD88,OAS2,OAS3,RSAD2,S100A8,STAT1	84 (16)
IFNLR1	 	transmembrane receptor	 	 	 	3.21E-10	IFI44,IFIH1,IFIT3,ISG15,MX1,RSAD2,TNFAIP2,TNFAIP3	73 (9)
imiquimod	 	chemical drug	Activated	2.460	 	3.88E-10	ISG15,ISG20,ITGB2,MX1,OAS1,RNF213,RSAD2,S100A9,SELL,STAT1	76 (17)
MAVS	 	other	Activated	2.784	bias	4.05E-10	ADAR,IFIT3,IFITM3,ISG15,ISG20,OAS1,OAS2,RSAD2,STAT1	57 (11)
aldesleukin	 	biologic drug	 	1.890	bias	4.59E-10	B2M,CALR,HLA-B,HLA-DRA,MX1,STAT1,TAP1,TAPBP	 
SP110	 	transcription regulator	Inhibited	-3.317	 	1.02E-09	IFI27,IFI6,IFIH1,IFIT3,IFITM3,MCL1,MX1,OAS1,OAS3,PLSCR1,STAT1	 
RELA	 	transcription regulator	 	1.897	 	1.46E-09	B2M,HLA-B,HSP90B1,IRF4,ISG15,JUN,KLF10,NFKBIA,OAS2,S100A6,SCO2,TAP1,TAPBP,TNFAIP2,TNFAIP3,VASP,VIM	86 (19)
NGLY1	 	enzyme	Inhibited	-2.580	 	1.51E-09	IFI27,IFI44,IFI44L,IFIT3,OAS1,OAS3,RSAD2	 
GAPDH	 	enzyme	 	-1.915	 	1.87E-09	FCER1G,IFI6,IFITM2,OAS1,OAS2,OAS3,STAT1	56 (6)
mezerein	 	chemical - endogenous non-mammalian	 	 	 	3.08E-09	EEF1A1,HLA-B,IFI6,IFIH1,MX1,OAS2	 
emactuzumab	 	biologic drug	Activated	2.236	bias	3.43E-09	IFIT3,IFITM3,ISG15,STAT1,XAF1	 
lenalidomide	 	chemical drug	 	0.727	 	3.56E-09	ACTG1,HLA-DPB1,HLA-DQA1,HSPA5,IFI27,IFI6,IFIH1,IFIT3,IRF4,RASSF4,RNF213,UTRN,VIM	18 (3)
TCL1A	 	transcription regulator	 	 	 	3.59E-09	CFP,FCER1G,ITGB2,MCL1,MPEG1,S100A8,S100A9,TNFAIP2,UTRN	 
ESR1	 	ligand-dependent nuclear receptor	 	-1.272	 	4.83E-09	AHNAK,ATP2B1,COPA,HLA-B,HSP90B1,IFI27,IFI44,IFI44L,IFI6,IFITM2,IFITM3,IRF4,ISG20,JUN,LAPTM5,MX1,NFKBIA,PLAUR,RBM25,RSAD2,S100A9,SAMD9,SELL,SP100,STAT1,TAPBP,TNFAIP2,TNFAIP3,VIM	80 (14)
tanespimycin	 	chemical drug	 	-1.394	 	5.13E-09	CALM1 (includes others),HNRNPA2B1,HNRNPM,HSP90B1,HSPA5,HSPA8,JUN,MCL1,TNFAIP3,TYMP	61 (15)
TBK1	 	kinase	 	-1.853	 	7.08E-09	FGL2,IFI44,IFIT3,ISG15,ISG20,OAS1,OAS2,OAS3,RSAD2	63 (12)
sirolimus	 	chemical drug	 	-0.262	 	7.13E-09	B2M,EEF1A1,EEF2,EIF2AK2,H3-3A/H3-3B,HLA-B,HLA-DOA,HSP90B1,HSPA5,ISG15,JUN,MCL1,PLAUR,RACK1,SELL,SLC25A5,STAT1,VIM	77 (18)
ETV6-RUNX1	 	fusion gene/product	Inhibited	-2.883	 	8.65E-09	IFI6,IFIH1,IFIT3,IRF4,ISG15,ISG20,ITGAL,ITGB2,OAS1,OAS2,RSAD2,SELL,STAT1,STK17B	50 (4)
JAK1/2	 	group	 	0.788	bias	1.15E-08	EIF2AK2,HLA-DQA1,HLA-DRA,HLA-DRB5,ISG15,MX1,PLAC8,RSAD2	71 (8)
STAT4	 	transcription regulator	 	1.569	bias	1.32E-08	AHNAK,FCER1G,H2AC18/H2AC19,H3-3A/H3-3B,HLA-DQB1,IFIH1,IRF4,ISG15,ISG20,KLF9,PLAC8,STAT1	62 (8)
PRDM1	 	transcription regulator	 	-0.706	 	1.69E-08	H2AC18/H2AC19,HLA-DQA1,HLA-DRA,IRF4,MCL1,PIK3AP1,PLAC8,RSAD2,S100A8,S100A9,SELL,TAPBP	 
IRF9	 	transcription regulator	 	 	 	1.80E-08	IFI27,IFIT3,IFITM3,ISG15,MX1,OAS2,STAT1	80 (12)
UDP-D-glucose	 	chemical - endogenous mammalian	Inhibited	-2.000	bias	1.93E-08	CALR,HSP90B1,HSPA5,PDIA4	 
USP18	 	peptidase	Inhibited	-2.433	bias	2.35E-08	IFI6,IFIH1,IFITM3,ISG15,MX1,OAS1	57 (7)
DYSF	 	other	 	 	 	2.71E-08	ACTG1,B2M,HLA-A,HLA-DQA1,HLA-DQB1,HLA-DRB5,LYZ,MPEG1	 
