© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
mir-363	 	microRNA	 	 	8.61E-04	MYC	 
mir-1301	 	microRNA	 	 	8.61E-04	KLF6	 
CNOT9	 	other	 	 	8.61E-04	MYC	 
HUNK	 	kinase	 	 	8.61E-04	MYC	 
Sin3b	 	transcription regulator	 	 	8.61E-04	MYC	 
PRDM2	 	transcription regulator	 	 	8.61E-04	MYC	 
PPP2R3A	 	phosphatase	 	 	8.61E-04	MYC	 
ZBTB14	 	transcription regulator	 	 	8.61E-04	MYC	 
RPS20	 	other	 	 	8.61E-04	MYC	 
NMS-873	 	chemical reagent	 	 	8.61E-04	MYC	 
RPL21	 	other	 	 	8.61E-04	MYC	 
SU6657	 	chemical - kinase inhibitor	 	 	8.61E-04	MYC	 
GS-626510	 	chemical reagent	 	 	8.61E-04	MYC	 
pubchem compound 353999	 	chemical reagent	 	 	8.61E-04	MYC	 
ACS-1	 	chemical reagent	 	 	8.61E-04	MYC	 
2-nitrophenyl EGTA	 	chemical reagent	 	 	8.61E-04	AHNAK	 
FUS-ERG	 	fusion gene/product	 	 	8.61E-04	PIM1	 
BRD4-NUTM1	 	fusion gene/product	 	 	8.61E-04	MYC	 
EWSR1-ERG	 	fusion gene/product	 	 	8.61E-04	PIM1	 
SU11333	 	chemical - kinase inhibitor	 	 	8.61E-04	MYC	 
3-methoxyapigenin	 	chemical - endogenous non-mammalian	 	 	8.61E-04	MYC	 
BRD2	 	kinase	 	 	8.72E-04	IL7R,MYC	 
STAT4	 	transcription regulator	 	 	8.97E-04	AHNAK,MYC,S100A4	 
IGFBP2	 	other	 	 	9.07E-04	MALAT1,MYC	 
LY294002	 	chemical - kinase inhibitor	 	-1.282	9.42E-04	IL32,MYC,PIM1,TTN	 
PRDM1	 	transcription regulator	 	 	9.56E-04	IL7R,MYC,S100A8	 
CTNNB1	 	transcription regulator	 	 	9.63E-04	MYC,NOP53,S100A4,S100A8,XAF1	 
NKX3-1	 	transcription regulator	 	 	9.78E-04	MYC,PIM1	 
MMP1	 	peptidase	 	 	9.78E-04	MYC,S100A4	 
DETA-NONOate	 	chemical reagent	 	 	9.78E-04	MYC,S100A8	 
PIM1	0.313	kinase	 	 	1.01E-03	MYC,PIM1	 
IL2RG	 	transmembrane receptor	 	 	1.01E-03	IL7R,MYC	 
poly rI:rC-RNA	 	biologic drug	 	1.911	1.02E-03	IL32,KLF6,MYC,PIM1	 
EBI3	 	cytokine	 	 	1.05E-03	MYC,PIM1	 
IL1A	 	cytokine	 	 	1.11E-03	IL32,MYC,S100A8	 
indomethacin	 	chemical drug	 	 	1.11E-03	MYC,PIM1,S100A8	4 (3)
THPO	 	cytokine	 	 	1.13E-03	MYC,PIM1	 
miR-145-5p (and other miRNAs w/seed UCCAGUU)	 	mature microRNA	 	 	1.13E-03	AHNAK,MYC	 
GATA3	 	transcription regulator	 	 	1.15E-03	IL7R,MYC,S100A8	 
TNFRSF8	 	transmembrane receptor	 	 	1.25E-03	AHNAK,MYC	 
SIN3A	 	transcription regulator	 	 	1.29E-03	KLF6,MYC	 
IL6ST	 	transmembrane receptor	 	 	1.33E-03	MYC,PIM1	 
IL17A	 	cytokine	 	 	1.33E-03	IL32,MYC,S100A8	 
3-deazaneplanocin	 	chemical drug	 	 	1.37E-03	KLF6,MYC	 
NEUROG1	 	transcription regulator	 	 	1.41E-03	LCP1,S100A4	 
gemcitabine	 	chemical drug	 	 	1.41E-03	IL32,MYC	 
LEF1	 	transcription regulator	 	 	1.46E-03	IL7R,MYC	 
CDKN1A	 	kinase	 	 	1.50E-03	IL32,LUC7L3,MYC	 
F2	 	peptidase	 	 	1.50E-03	IL32,KLF6,MYC	 
HAND2	 	transcription regulator	 	 	1.50E-03	S100A4,TTN	 
Igm	 	complex	 	 	1.55E-03	MYC,PIM1	 
calphostin C	 	chemical - kinase inhibitor	 	 	1.55E-03	MYC,S100A8	 
MYD88	 	other	 	 	1.56E-03	IL32,MYC,S100A8	 
dextran sulfate	 	chemical drug	 	 	1.60E-03	LCP1,MYC,S100A8	 
lonaprisan	 	chemical drug	 	 	1.72E-03	MYC	 
Cofilin	 	group	 	 	1.72E-03	MYC	 
RBMS3	 	other	 	 	1.72E-03	MYC	 
RPRD1B	 	other	 	 	1.72E-03	MYC	 
CCDC88C	 	other	 	 	1.72E-03	MYC	 
TRIM71	 	enzyme	 	 	1.72E-03	MYC	 
BCAS3	 	other	 	 	1.72E-03	MYC	 
USP36	 	peptidase	 	 	1.72E-03	MYC	 
CTNNβ-LEF1	 	complex	 	 	1.72E-03	MYC	 
Gm-Csf Receptor	 	complex	 	 	1.72E-03	MYC	 
STAT3/5	 	group	 	 	1.72E-03	PIM1	 
EIF4F	 	complex	 	 	1.72E-03	MYC	 
OMG	 	G-protein coupled receptor	 	 	1.72E-03	MYC	 
NOSIP	 	other	 	 	1.72E-03	MYC	 
dibromoacetic acid	 	chemical toxicant	 	 	1.72E-03	MYC	 
CSDE1	 	enzyme	 	 	1.72E-03	MYC	 
PTPA	 	phosphatase	 	 	1.72E-03	MYC	 
AMD1	 	enzyme	 	 	1.72E-03	MYC	 
STAM	 	other	 	 	1.72E-03	MYC	 
miR-185-3p (and other miRNAs w/seed GGGGCUG)	 	mature microRNA	 	 	1.72E-03	MYC	 
mir-331	 	microRNA	 	 	1.72E-03	MYC	 
mir-105	 	microRNA	 	 	1.72E-03	MYC	 
CENPX	 	other	 	 	1.72E-03	MYC	 
RPL15	 	other	 	 	1.72E-03	MYC	 
WASHC1	 	other	 	 	1.72E-03	MYC	 
RPA2	 	other	 	 	1.72E-03	MYC	 
RPS25	 	other	 	 	1.72E-03	MYC	 
STAMBP	 	enzyme	 	 	1.72E-03	MYC	 
PPP2R5A	 	phosphatase	 	 	1.72E-03	MYC	 
RAMAC	 	other	 	 	1.72E-03	MYC	 
STYX	 	phosphatase	 	 	1.72E-03	MYC	 
3-iodobenzylguanidine	 	chemical drug	 	 	1.72E-03	MYC	 
phenoxyacetic acid	 	chemical reagent	 	 	1.72E-03	MYC	 
butyrine	 	chemical - endogenous mammalian	 	 	1.72E-03	MYC	 
butylbenzyl phthalate	 	chemical toxicant	 	 	1.72E-03	MYC	 
dehydrocostus lactone	 	chemical - endogenous non-mammalian	 	 	1.72E-03	MYC	 
5-oxo-6-8-11-14-(e,z,z,z)-eicosatetraenoic acid	 	chemical - endogenous mammalian	 	 	1.72E-03	MYC	 
RXRB	 	ligand-dependent nuclear receptor	 	 	1.73E-03	S100A4,S100A8	 
PRL	 	cytokine	 	 	1.73E-03	MYC,PIM1,XAF1	3 (2)
E. coli lipopolysaccharide	 	chemical - endogenous non-mammalian	 	 	1.78E-03	IL32,S100A8	 
ATG7	 	enzyme	 	 	1.78E-03	MYC,S100A4	 
STAT5B	 	transcription regulator	 	 	1.79E-03	AHNAK,MYC,PIM1	4 (3)
tretinoin	 	chemical - endogenous mammalian	 	1.278	1.81E-03	AHNAK,MYC,PIM1,S100A8,TPT1,XAF1	 
IL5	 	cytokine	 	 	1.86E-03	MYC,PIM1,S100A4	 
STAT5A	 	transcription regulator	 	 	1.86E-03	IL7R,MYC,PIM1	4 (3)
Akt	 	group	 	 	1.88E-03	IL32,IL7R,MYC	3 (2)
Il3	 	cytokine	 	 	1.93E-03	MYC,PIM1	 
IFI16	 	transcription regulator	 	 	1.93E-03	IL7R,PIM1	 
Bay 11-7082	 	chemical - kinase inhibitor	 	 	1.93E-03	PIM1,S100A4	 
GATA1	 	transcription regulator	 	 	1.93E-03	IL7R,MYC,PIM1	 
cerivastatin	 	chemical drug	 	 	1.98E-03	MYC,S100A8	 
resveratrol	 	chemical drug	 	 	1.99E-03	IL7R,MALAT1,MYC	 
DICER1	 	enzyme	 	 	2.01E-03	IL7R,LCP1,MYC	 
PRKCE	 	kinase	 	 	2.03E-03	MYC,PIM1	 
PI3K (complex)	 	complex	 	 	2.03E-03	IL7R,MYC,PIM1	6 (6)
PD173074	 	chemical reagent	 	 	2.08E-03	LCP1,MYC	 
TBX5	 	transcription regulator	 	 	2.08E-03	S100A4,TTN	2 (2)
DYSF	 	other	 	 	2.08E-03	LCP1,S100A4	 
RETNLB	 	other	 	 	2.13E-03	MYC,STK17B	 
HDAC5	 	transcription regulator	 	 	2.13E-03	KLF6,MYC	 
HRAS	 	enzyme	 	 	2.19E-03	IL7R,KLF6,MYC,S100A4	 
D-glucose	 	chemical - endogenous mammalian	 	 	2.19E-03	LCP1,MYC,S100A4,S100A8	 
MTPN	 	transcription regulator	 	 	2.24E-03	MYC,S100A8	 
CDH1	 	other	 	 	2.35E-03	MYC,S100A4	2 (2)
prostaglandin E2	 	chemical - endogenous mammalian	 	 	2.35E-03	IL7R,MYC,S100A8	4 (3)
SMO	 	G-protein coupled receptor	 	 	2.40E-03	MYC,S100A8	 
thioguanine	 	chemical drug	 	 	2.58E-03	MYC	 
trapidil	 	chemical drug	 	 	2.58E-03	PIM1	 
PLC gamma	 	group	 	 	2.58E-03	MYC	 
sethoxydim	 	chemical toxicant	 	 	2.58E-03	MYC	 
LZTS2	 	other	 	 	2.58E-03	MYC	 
NIBAN2	 	transcription regulator	 	 	2.58E-03	MYC	 
H1-3	 	other	 	 	2.58E-03	MYC	 
CNOT1	 	other	 	 	2.58E-03	MYC	 
ZNF300	 	transcription regulator	 	 	2.58E-03	MYC	 
PVT1	 	other	 	 	2.58E-03	MYC	 
botulinum toxin type A	 	biologic drug	 	 	2.58E-03	S100A4	 
ADI PEG20	 	biologic drug	 	 	2.58E-03	MYC	 
SRGAP1	 	other	 	 	2.58E-03	MYC	 
GPC3	 	other	 	 	2.58E-03	MYC	 
ELL	 	transcription regulator	 	 	2.58E-03	MYC	 
PURB	 	transcription regulator	 	 	2.58E-03	MYC	 
BPTF	 	transcription regulator	 	 	2.58E-03	MYC	 
miR-2682-5p (and other miRNAs w/seed AGGCAGU)	 	mature microRNA	 	 	2.58E-03	MYC	 
mir-383	 	microRNA	 	 	2.58E-03	MYC	 
ASS1	 	enzyme	 	 	2.58E-03	MYC	 
SGI 1776	 	chemical drug	 	 	2.58E-03	MYC	 
FOXO6	 	transcription regulator	 	 	2.58E-03	MYC	 
NCOA5	 	other	 	 	2.58E-03	MYC	 
DOK2	 	other	 	 	2.58E-03	MYC	 
NRP2	 	kinase	 	 	2.58E-03	S100A4	 
AHNAK	0.259	other	 	 	2.58E-03	MYC	 
MED26	 	transcription regulator	 	 	2.58E-03	MYC	 
STRAP	 	other	 	 	2.58E-03	MYC	 
TOR2A	 	other	 	 	2.58E-03	MYC	 
TRAF7	 	enzyme	 	 	2.58E-03	MYC	 
RGS3	 	enzyme	 	 	2.58E-03	MYC	 
STAM2	 	other	 	 	2.58E-03	MYC	 
RPL23A	 	other	 	 	2.58E-03	MYC	 
ATAD2	 	enzyme	 	 	2.58E-03	MYC	 
BCKDHA	 	enzyme	 	 	2.58E-03	MYC	 
umbralisib	 	chemical drug	 	 	2.58E-03	MYC	 
AZ-960	 	chemical reagent	 	 	2.58E-03	PIM1	 
(E)-1-(2-nitrovinyl)naphthalene	 	chemical reagent	 	 	2.58E-03	MYC	 
(E)-9-(2-nitrovinyl)anthracene	 	chemical reagent	 	 	2.58E-03	MYC	 
2,2-dimethylbutyric acid	 	chemical drug	 	 	2.58E-03	MYC	 
protein phosphatase	 	complex	 	 	2.58E-03	PIM1	 
N-methylsulfonyl-12,12-dibromododec-11-enamide	 	chemical reagent	 	 	2.58E-03	S100A8	 
AVI-4126	 	biologic drug	 	 	2.58E-03	MYC	 
L-alpha-hydroxyglutarate	 	chemical - endogenous mammalian	 	 	2.58E-03	IL7R	 
MAX	 	transcription regulator	 	 	2.63E-03	KLF6,MYC	 
ZFP36	 	transcription regulator	 	 	2.69E-03	PIM1,S100A8	 
MYOCD	 	transcription regulator	 	 	2.69E-03	S100A4,TTN	 
arsenic trioxide	 	chemical drug	 	 	2.71E-03	MYC,PIM1,S100A8	4 (3)
BCR-ABL1	 	fusion gene/product	 	 	2.75E-03	MYC,PIM1	 
PDGF BB	 	complex	 	 	2.75E-03	KLF6,MYC,PIM1	 
AG490	 	chemical - kinase inhibitor	 	 	2.87E-03	MYC,PIM1	 
KMT2A	 	transcription regulator	 	 	2.93E-03	KLF6,MYC	 
okadaic acid	 	chemical toxicant	 	 	2.99E-03	MYC,PIM1	2 (2)
SRF	 	transcription regulator	 	 	3.12E-03	MALAT1,S100A8,TTN	 
CD28	 	transmembrane receptor	 	 	3.33E-03	IL7R,LCP1,MYC	 
RBL2	 	other	 	 	3.37E-03	MYC,PIM1	 
PD 180970	 	chemical - kinase inhibitor	 	 	3.44E-03	MYC	 
Esr1-Esr1-estrogen-estrogen	 	complex	 	 	3.44E-03	MYC	 
NPSR1	 	G-protein coupled receptor	 	 	3.44E-03	MYC	 
GPR65	 	G-protein coupled receptor	 	 	3.44E-03	MYC	 
XRN2	 	enzyme	 	 	3.44E-03	MYC	 
DACT3	 	other	 	 	3.44E-03	MYC	 
Nc2	 	complex	 	 	3.44E-03	MYC	 
EIF3I	 	translation regulator	 	 	3.44E-03	MYC	 
LARP1	 	translation regulator	 	 	3.44E-03	PABPC1	 
CDC25B	 	phosphatase	 	 	3.44E-03	MYC	 
G0S2	 	other	 	 	3.44E-03	MYC	 
LIMK1	 	kinase	 	 	3.44E-03	MYC	 
TCF20	 	transcription regulator	 	 	3.44E-03	MYC	 
NME2	 	kinase	 	 	3.44E-03	MYC	 
SNRK	 	kinase	 	 	3.44E-03	MYC	 
A-Fos	 	chemical reagent	 	 	3.44E-03	MYC	 
SLC9A3R2	 	transporter	 	 	3.44E-03	MYC	 
HSPH1	 	other	 	 	3.44E-03	MYC	 
ACP1	 	phosphatase	 	 	3.44E-03	MYC	 
TOP2A	 	enzyme	 	 	3.44E-03	MYC	 
RPL5	 	other	 	 	3.44E-03	MYC	 
MAD1L1	 	other	 	 	3.44E-03	MYC	 
OSU-CG12	 	chemical reagent	 	 	3.44E-03	KLF6	 
abrocitinib	 	chemical drug	 	 	3.44E-03	MYC	 
5,6,7,8-tetrahydrobiopterin	 	chemical - endogenous mammalian	 	 	3.44E-03	MYC	 
bilobalide	 	chemical - endogenous non-mammalian	 	 	3.44E-03	MYC	 
alpha-methylhydrocinnamic acid	 	chemical - endogenous mammalian	 	 	3.44E-03	MYC	 
H-8	 	chemical toxicant	 	 	3.44E-03	MYC	 
sodium alum	 	chemical drug	 	 	3.44E-03	TPT1	 
MS645	 	chemical reagent	 	 	3.44E-03	MYC	 
CCI-007	 	chemical reagent	 	 	3.44E-03	MYC	 
WZB117	 	chemical reagent	 	 	3.44E-03	S100A8	 
microcystin-LR	 	chemical toxicant	 	 	3.44E-03	MYC	 
curcumin	 	chemical drug	 	 	3.46E-03	MYC,PIM1,TPT1	 
TGFB1	 	growth factor	 	1.115	3.57E-03	AHNAK,IL32,MALAT1,MYC,PIM1,S100A4	 
STAT1	 	transcription regulator	 	 	3.60E-03	MYC,PIM1,XAF1	 
ERBB2	 	kinase	 	 	3.69E-03	AHNAK,MYC,S100A4,STK17B	 
TCR	 	complex	 	 	3.82E-03	IL7R,MYC,PIM1	5 (5)
Mapk	 	group	 	 	3.84E-03	MYC,S100A8	 
cycloheximide	 	chemical reagent	 	 	3.94E-03	IL7R,MYC,S100A8	4 (5)
tetrachlorodibenzodioxin	 	chemical toxicant	 	 	4.08E-03	MYC,S100A4,S100A8	 
IL6	 	cytokine	 	 	4.09E-03	AHNAK,IL7R,MYC,PIM1	6 (6)
MNK1/2	 	group	 	 	4.30E-03	MYC	 
Cpla2	 	group	 	 	4.30E-03	MYC	 
GPR17	 	G-protein coupled receptor	 	 	4.30E-03	XAF1	 
SSBP2	 	transcription regulator	 	 	4.30E-03	MYC	 
ZMIZ2	 	transcription regulator	 	 	4.30E-03	MYC	 
UTP18	 	other	 	 	4.30E-03	MYC	 
SNHG3	 	other	 	 	4.30E-03	MYC	 
ZNF750	 	transcription regulator	 	 	4.30E-03	S100A8	 
FGR	 	kinase	 	 	4.30E-03	IL32	 
GRAP2	 	other	 	 	4.30E-03	MYC	 
PUF60	 	other	 	 	4.30E-03	MYC	 
FZD7	 	G-protein coupled receptor	 	 	4.30E-03	MYC	 
TYMS	 	enzyme	 	 	4.30E-03	MYC	 
MIR4269	 	microRNA	 	 	4.30E-03	MYC	 
miR-873-5p (and other miRNAs w/seed CAGGAAC)	 	mature microRNA	 	 	4.30E-03	MYC	 
SFRP2	 	transmembrane receptor	 	 	4.30E-03	MYC	 
rigosertib	 	chemical drug	 	 	4.30E-03	MYC	 
RBM14	 	transcription regulator	 	 	4.30E-03	MYC	 
RAP1GDS1	 	other	 	 	4.30E-03	MYC	 
SH2B2	 	other	 	 	4.30E-03	MYC	 
GTF3A	 	transcription regulator	 	 	4.30E-03	PIM1	 
HIVEP2	 	transcription regulator	 	 	4.30E-03	MYC	 
GNL2	 	enzyme	 	 	4.30E-03	MYC	 
PLAA	 	other	 	 	4.30E-03	IL32	 
H1f4	 	other	 	 	4.30E-03	MYC	 
LGH447	 	chemical drug	 	 	4.30E-03	MYC	 
scoparone	 	chemical - endogenous non-mammalian	 	 	4.30E-03	MYC	 
U 50488H	 	chemical reagent	 	 	4.30E-03	IL7R	 
temsirolimus	 	chemical drug	 	 	4.30E-03	MYC	 
decitabine	 	chemical drug	 	 	4.43E-03	IL7R,KLF6,MYC,PABPC1	 
TP53	 	transcription regulator	 	0.426	4.46E-03	KLF6,MYC,PIM1,S100A4,TTN,XAF1	 
EZH2	 	transcription regulator	 	 	4.48E-03	MYC,S100A4,S100A8	 
CD40LG	 	cytokine	 	 	4.61E-03	IL7R,MYC,PIM1	6 (9)
INSR	 	kinase	 	 	4.64E-03	LCP1,MYC,PIM1	 
genistein	 	chemical drug	 	 	4.77E-03	MYC,PIM1,STK17B	 
Alpha catenin	 	group	 	 	4.79E-03	MYC,S100A8	 
Ifn	 	group	 	 	4.79E-03	IL32,S100A8	 
staurosporine	 	chemical - kinase inhibitor	 	 	4.87E-03	MYC,PIM1	 
PRKCA	 	kinase	 	 	4.95E-03	MYC,S100A8	 
PELP1	 	other	 	 	5.03E-03	LCP1,MYC	 
SERCA	 	group	 	 	5.15E-03	MYC	 
ZMIZ1	 	other	 	 	5.15E-03	MYC	 
Crnde	 	other	 	 	5.15E-03	MYC	 
AQP11	 	transporter	 	 	5.15E-03	MYC	 
PRKACB	 	kinase	 	 	5.15E-03	MYC	 
PLSCR1	 	enzyme	 	 	5.15E-03	MYC	 
RBBP4	 	enzyme	 	 	5.15E-03	MYC	 
WIF1	 	other	 	 	5.15E-03	MALAT1	 
ETV3	 	transcription regulator	 	 	5.15E-03	MYC	 
TRIM33	 	transcription regulator	 	 	5.15E-03	MYC	 
TDG	 	enzyme	 	 	5.15E-03	MYC	 
STX2	 	transporter	 	 	5.15E-03	MYC	 
SFTPC	 	other	 	 	5.15E-03	S100A4	 
19,20-epoxydocosapentaenoic acid	 	chemical - endogenous mammalian	 	 	5.15E-03	S100A4	 
equol	 	chemical - endogenous non-mammalian	 	 	5.15E-03	MYC	 
fenebrutinib	 	chemical drug	 	 	5.15E-03	MYC	 
saquinavir	 	chemical drug	 	 	5.15E-03	MYC	 
EPZ005687	 	chemical - protease inhibitor	 	 	5.15E-03	MYC	 
aurintricarboxylic acid	 	chemical drug	 	 	5.15E-03	PIM1	 
reactive oxygen species	 	chemical toxicant	 	 	5.19E-03	KLF6,MYC	2 (3)
IL22	 	cytokine	 	 	5.35E-03	MYC,S100A8	 
MECP2	 	transcription regulator	 	 	5.35E-03	MYC,S100A4	 
FGF2	 	growth factor	 	 	5.39E-03	MYC,S100A4,S100A8	 
TMPRSS2-ERG	 	fusion gene/product	 	 	5.43E-03	MYC,PIM1	 
WNT5A	 	cytokine	 	 	5.51E-03	LCP1,MYC	 
IL1RN	 	cytokine	 	 	5.51E-03	IL32,KLF6	 
IL12 (family)	 	group	 	 	5.59E-03	MYC,PIM1	 
MET	 	kinase	 	 	5.59E-03	MYC,PIM1	 
MEF2C	 	transcription regulator	 	 	5.76E-03	S100A4,TTN	2 (2)
BCR (complex)	 	complex	 	 	5.93E-03	MYC,PIM1	 
RELA	 	transcription regulator	 	 	5.97E-03	IL32,IL7R,MYC	 
Stat1 dimer	 	complex	 	 	6.01E-03	PIM1	 
MRE11	 	enzyme	 	 	6.01E-03	MYC	 
AKIRIN2	 	other	 	 	6.01E-03	MYC	 
sphingomyelinase	 	group	 	 	6.01E-03	MYC	 
ganetespib	 	chemical drug	 	 	6.01E-03	MYC	 
DVL1	 	other	 	 	6.01E-03	MYC	 
CCL18	 	cytokine	 	 	6.01E-03	S100A4	 
SERPINA4	 	other	 	 	6.01E-03	MYC	 
ENO1	 	enzyme	 	 	6.01E-03	MYC	 
CUL1	 	enzyme	 	 	6.01E-03	MYC	 
