© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
CD28 Signaling in T Helper Cells	6.18E-01	8.33E-03	NaN	HLA-B	
LXR/RXR Activation	6.14E-01	8.26E-03	NaN	S100A8	
Inhibition of ARE-Mediated mRNA Degradation Pathway	6.11E-01	8.2E-03	NaN	ZFP36L2	
RhoA Signaling	6.09E-01	8.13E-03	NaN	ACTB	
Atherosclerosis Signaling	6E-01	7.94E-03	NaN	S100A8	
PTEN Signaling	6E-01	7.94E-03	NaN	FGFR1	
p70S6K Signaling	5.9E-01	7.75E-03	NaN	EEF2	
White Adipose Tissue Browning Pathway	5.9E-01	7.75E-03	NaN	FGFR1	
Cellular Effects of Sildenafil (Viagra)	5.85E-01	7.63E-03	NaN	ACTB	
Human Embryonic Stem Cell Pluripotency	5.73E-01	7.41E-03	NaN	FGFR1	
STAT3 Pathway	5.73E-01	7.41E-03	NaN	FGFR1	
Androgen Signaling	5.7E-01	7.35E-03	NaN	CALR	
PKCθ Signaling in T Lymphocytes	5.23E-01	6.45E-03	NaN	HLA-B	
Regulation of eIF4 and p70S6K Signaling	5.19E-01	6.37E-03	NaN	PABPC1	
Necroptosis Signaling Pathway	5.19E-01	6.37E-03	NaN	STAT1	
Tight Junction Signaling	4.93E-01	5.95E-03	NaN	ACTB	
Germ Cell-Sertoli Cell Junction Signaling	4.88E-01	5.85E-03	NaN	ACTB	
Wnt/β-catenin Signaling	4.84E-01	5.78E-03	NaN	UBA52	
RhoGDI Signaling	4.7E-01	5.56E-03	NaN	ACTB	
Granulocyte Adhesion and Diapedesis	4.7E-01	5.56E-03	NaN	CCL5	
Role of NFAT in Regulation of the Immune Response	4.67E-01	5.52E-03	NaN	HLA-B	
Sertoli Cell-Sertoli Cell Junction Signaling	4.6E-01	5.41E-03	NaN	ACTB	
NRF2-mediated Oxidative Stress Response	4.52E-01	5.29E-03	NaN	ACTB	
Xenobiotic Metabolism CAR Signaling Pathway	4.52E-01	5.29E-03	NaN	RACK1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	4.47E-01	5.21E-03	NaN	FGFR1	
ERK/MAPK Signaling	4.45E-01	5.18E-03	NaN	STAT1	
RAR Activation	4.44E-01	5.15E-03	NaN	ACTB	
Leukocyte Extravasation Signaling	4.38E-01	5.08E-03	NaN	ACTB	
Gap Junction Signaling	4.37E-01	5.05E-03	NaN	ACTB	
Calcium Signaling	4.23E-01	4.85E-03	NaN	CALR	
mTOR Signaling	4.17E-01	4.76E-03	NaN	EIF4B	
Integrin Signaling	4.11E-01	4.69E-03	NaN	ACTB	
Sperm Motility	3.96E-01	4.48E-03	NaN	FGFR1	
Huntington's Disease Signaling	3.76E-01	4.22E-03	NaN	UBA52	
Signaling by Rho Family GTPases	3.67E-01	4.1E-03	NaN	ACTB	
Colorectal Cancer Metastasis Signaling	3.55E-01	3.95E-03	NaN	STAT1	
Breast Cancer Regulation by Stathmin1	-0E00	1.69E-03	NaN	CX3CR1	
Cardiac Hypertrophy Signaling (Enhanced)	-0E00	2.05E-03	NaN	FGFR1	
