© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
ACKR2	 	G-protein coupled receptor	Inhibited	-3.742	 	9.94E-25	ADAR,DDX60,EIF2AK2,IFI16,IFI44,IFIT3,ISG15,ISG20,OAS1,OAS2,OAS3,RSAD2,STAT1,STAT2	 
STAT3	 	transcription regulator	 	-1.474	 	2.90E-24	CCL4,EIF2AK2,EOMES,GZMB,HERC5,HLA-A,ID2,IFI16,IFI44,IFI6,IFIT1,IFIT3,IKZF3,ISG15,ISG20,ITGB2,MX1,MX2,OAS1,OAS2,OAS3,PLSCR1,RSAD2,STAT1,STAT2,TNFSF10,TRIM22,XAF1	55 (18)
lipopolysaccharide	 	chemical drug	Activated	4.388	 	5.93E-24	ADAR,CCL4,CD38,CD8A,CTSC,CX3CR1,CYBA,DDX60,EEF2,EIF2AK2,GZMB,HERC5,HLA-A,ID2,IFI16,IFI44,IFI44L,IFI6,IFIT1,IFIT3,IKZF3,IL32,ISG15,ISG20,ITGB2,IVNS1ABP,MX1,MX2,OAS1,OAS2,OAS3,PARP14,PARP9,PLEK,PLSCR1,RSAD2,STAT1,STAT2,TNFSF10,TRIM22,TXNIP,XAF1	57 (16)
resiquimod	 	chemical drug	 	 	 	9.03E-24	ADAR,CCL4,DDX60,EIF2AK2,HERC5,IFI16,IFI44L,IFIT1,IFIT3,ISG15,ISG20,MX1,MX2,OAS1,OAS2,OAS3,PLSCR1,SP100,STAT1,STAT2,TNFSF10,TRIM22	51 (16)
tretinoin	 	chemical - endogenous mammalian	Activated	3.656	 	7.11E-23	ADAR,AHNAK,CCL4,CD38,CTSC,CX3CR1,DDX60,EEF1A1,EIF2AK2,ETS1,HLA-A,HLA-B,HLA-C,ID2,IFI16,IFI44,IFI44L,IFI6,IFIT1,IFIT3,ISG15,ITGB2,JAK1,OAS1,OAS2,OAS3,PARP14,PARP9,PLEK,PLSCR1,S100B,SAMD9L,SP100,STAT1,STAT2,TNFSF10,TRIM22,XAF1	56 (15)
IL1RN	 	cytokine	Inhibited	-4.111	 	1.94E-22	IFI44,IFI44L,IFI6,IFIT3,IL32,ISG20,MX1,MX2,OAS1,OAS2,OAS3,RSAD2,SAMD9,SP100,STAT2,TNFSF10,TRIM22	49 (9)
MAPK1	 	kinase	Inhibited	-3.852	 	3.01E-22	ADAR,CCL4,EIF2AK2,HERC5,HLA-B,HLA-C,IFI16,IFI44,IFI6,IFIT1,IFIT3,ISG15,ISG20,MX2,OAS1,OAS2,OAS3,PLSCR1,SP100,STAT1,STAT2,TNFSF10,TRIM22	48 (13)
IFNAR1	 	transmembrane receptor	Activated	2.139	 	3.07E-21	CCL4,EIF2AK2,HLA-A,IFI16,IFI44,IFI6,IFIT3,ISG15,MX2,OAS1,OAS2,OAS3,RSAD2,STAT1,TNFSF10,TRIM22,XAF1	47 (15)
IFNB1	 	cytokine	Activated	3.853	 	1.59E-20	CCL4,CD38,EIF2AK2,HERC5,HLA-A,IFI16,IFI6,IFIT1,IFIT3,ISG15,ISG20,MX1,OAS1,OAS2,PARP14,RSAD2,STAT1,STAT2,TNFSF10,XAF1	46 (13)
IRF1	 	transcription regulator	Activated	3.800	 	1.04E-19	EIF2AK2,IFI44,IFI44L,IFI6,IFIT1,IFIT3,ISG15,MX1,OAS1,OAS2,OAS3,RSAD2,STAT1,STAT2,TNFSF10,TRIM22,XAF1	55 (15)
PNPT1	 	enzyme	Inhibited	-3.434	 	1.70E-19	EIF2AK2,IFI16,IFI44,IFIT3,ISG15,OAS1,PARP14,PARP9,SAMD9L,STAT1,STAT2,XAF1	37 (6)
Ifnar	 	group	Activated	2.991	 	1.92E-19	CD8A,EIF2AK2,HLA-A,IFI16,IFIT3,ISG15,ISG20,OAS1,OAS2,RSAD2,STAT1,STAT2,TNFSF10,XAF1	57 (17)
CpG ODN 2006	 	chemical reagent	Activated	3.592	 	1.92E-19	GZMB,IFI44,IFI44L,IFI6,IFIT1,IFIT3,ISG20,MX1,MX2,OAS1,RSAD2,SP100,STAT1,TNFSF10	50 (13)
DDX58	 	enzyme	Activated	3.094	 	2.31E-19	AHNAK,CCL4,EIF2AK2,IFI44,IFIT1,IFIT3,ISG15,ISG20,OAS1,RSAD2,STAT1,STAT2,TNFSF10	45 (15)
poly rI:rC-RNA	 	biologic drug	Activated	3.871	 	5.35E-19	ADAR,CCL4,DDX60,EIF2AK2,HLA-A,HLA-B,HLA-C,IFI16,IFI44,IFIT1,IFIT3,IL32,ISG15,ISG20,MX1,OAS1,OAS2,OAS3,PARP14,RSAD2,STAT1,STAT2,TNFSF10	48 (13)
PML	 	transcription regulator	Activated	3.363	 	5.75E-19	CFL1,DDX60,EPSTI1,ID2,IFI44,IFI44L,IFIT1,IFIT3,ISG15,ISG20,MX1,OAS1,OAS2,OAS3,PLSCR1,STAT1	47 (11)
oblimersen	 	biologic drug	Activated	3.464	 	6.06E-19	IFI16,IFI44,IFI6,IFIT1,IFIT3,ISG15,MX1,MX2,OAS1,OAS2,RSAD2,STAT1	 
TLR3	 	transmembrane receptor	Activated	2.773	 	1.46E-18	CCL4,CD38,EIF2AK2,HERC5,IFI16,IFI44,IFI44L,IFI6,IFIT1,IFIT3,ISG15,ISG20,MX1,MX2,OAS1,RSAD2,STAT1,TNFSF10	45 (15)
ribavirin	 	chemical drug	Activated	3.138	 	2.01E-18	CD38,EIF2AK2,HERC5,IFI44L,IFI6,IFIT3,ISG15,ITGB2,MX1,RSAD2,STAT1	51 (12)
IRF5	 	transcription regulator	Activated	3.384	 	4.55E-18	CCL4,IFI44,IFIT1,IFIT3,ISG15,ISG20,OAS1,OAS2,PLSCR1,RSAD2,STAT1,STAT2,TNFSF10	45 (12)
Ifn	 	group	Activated	3.253	 	7.76E-18	EIF2AK2,HLA-A,IFI16,IFIT1,IL32,ISG15,ISG20,MX1,OAS2,OAS3,RSAD2,SP100,STAT1,TRIM22	48 (15)
ETV6-RUNX1	 	fusion gene/product	Inhibited	-2.880	 	4.06E-17	CFL1,CYBA,GZMB,ID2,IFI16,IFI6,IFIT1,IFIT3,ISG15,ISG20,ITGB2,JAK1,OAS1,OAS2,RSAD2,STAT1,STAT2,TNFSF10	37 (4)
IL21	 	cytokine	Activated	2.992	 	5.61E-17	CCL4,CD38,EIF2AK2,EOMES,GZMB,ID2,IFI16,IFIT1,IFIT3,ISG15,KLRB1,KLRD1,OAS2,RSAD2,STAT2	49 (12)
IFNA1/IFNA13	 	cytokine	Activated	3.263	 	1.02E-16	EIF2AK2,IFI6,IFIT1,ISG15,MX1,OAS1,OAS2,PLSCR1,RSAD2,STAT1,STAT2	47 (14)
TGM2	 	enzyme	Activated	3.500	 	1.03E-16	CX3CR1,DDX60,HLA-B,IFI6,IFIT1,IFIT3,OAS1,OAS2,OAS3,PARP14,PARP9,PLSCR1,SAMD9L,STAT1,TRIM22,XAF1	 
IL27	 	cytokine	Activated	2.085	 	1.16E-16	CCL4,CD38,EIF2AK2,EOMES,GZMB,HLA-A,HLA-B,HLA-C,ID2,MX1,OAS1,STAT1,STAT2,TNFSF10	43 (6)
BTK	 	kinase	Inhibited	-2.782	 	1.93E-16	CCL4,CD38,ETS1,IFI44L,IFIT1,IFIT3,ISG15,ISG20,MX1,MX2,OAS2,OAS3,STAT1	52 (12)
TLR9	 	transmembrane receptor	Activated	3.794	 	2.83E-16	CCL4,CD38,IFI16,IFI44L,IFIT1,IFIT3,ISG15,ISG20,MX1,MX2,OAS2,OAS3,RSAD2,STAT1,STAT2,TNFSF10	46 (15)
VCAN	 	other	Activated	3.713	 	5.52E-16	CD247,CYBA,IFI44,IFI44L,IFI6,IFIT1,MX1,MX2,OAS2,OAS3,PARP14,STAT1,TRIM22,XAF1	 
IFNAR2	 	transmembrane receptor	 	 	 	6.13E-16	HERC5,IFI44,IFI6,ISG15,MX2,OAS1,OAS2,TNFSF10,TRIM22,XAF1	43 (10)
stallimycin	 	biologic drug	Activated	3.113	 	6.13E-16	IFI16,IFI44,IFI6,IFIT1,IFIT3,ISG15,MX1,OAS1,STAT1,TNFSF10	43 (11)
TLR7	 	transmembrane receptor	Activated	3.701	 	1.20E-15	CCL4,CD38,IFI44,IFI44L,IFIT1,IFIT3,ISG15,ISG20,MX1,MX2,OAS2,OAS3,RSAD2,STAT1,STAT2	46 (12)
NKX2-3	 	transcription regulator	Inhibited	-2.840	 	1.47E-15	CD38,DDX60,EIF2AK2,EIF4B,HLA-B,HLA-C,PARP14,PARP9,PLSCR1,SAMD9,SAMD9L,STAT1,STAT2,TRIM22,XAF1	 
bromodeoxyuridine	 	chemical drug	Activated	3.113	 	2.88E-15	IFI16,IFI44,IFI6,IFIT1,IFIT3,ISG15,MX1,OAS1,STAT1,TNFSF10	43 (11)
STAT2	0.252	transcription regulator	Activated	2.179	 	1.09E-14	IFI6,IFIT1,IFIT3,ISG15,MX1,OAS1,OAS2,RSAD2,STAT1,TNFSF10	47 (15)
TCR	 	complex	 	 	 	1.33E-14	CCL4,CD38,EOMES,GZMB,HERC5,IFI44,IFI44L,IFI6,IFIT1,IFIT3,ISG15,ISG20,MX1,MX2,OAS1,RSAD2,STAT1	50 (18)
filgrastim	 	biologic drug	Inhibited	-3.808	 	1.34E-14	CCL4,EPSTI1,GZMB,HERC5,IFI44,IFI6,IFIT1,IFIT3,IL32,ISG15,KLRB1,KLRD1,MX1,OAS3,PARP14,RSAD2,STAT1,XAF1	 
RNASEH2A	 	enzyme	 	 	 	1.70E-14	ADAR,IFI16,IFI44,IFIT3,ISG15,ISG20,OAS1,PARP9,RSAD2	 
SPI1	 	transcription regulator	Activated	3.564	 	2.58E-14	CCL4,ID2,IFI44,IFI44L,IFI6,IFIT1,IFIT3,ISG15,ISG20,ITGB2,MX1,RACK1,RSAD2,TNFSF10,TRIM22	 
MAVS	 	other	Activated	2.957	 	5.58E-14	ADAR,IFIT1,IFIT3,ISG15,ISG20,OAS1,OAS2,RSAD2,STAT1,STAT2	38 (12)
SOCS1	 	other	Inhibited	-3.398	 	9.45E-14	IFI16,IFI44,IFIT1,IFIT3,ISG15,ISG20,MX1,OAS1,OAS2,RSAD2,STAT1,TRIM22	46 (13)
CNOT7	 	transcription regulator	 	 	 	1.24E-13	IFI44L,IFI6,ISG15,OAS1,OAS2,OAS3,PLSCR1,STAT1	36 (7)
alefacept	 	biologic drug	 	-0.500	 	2.97E-13	ADGRG1,CD3D,CD8A,CYBA,GZMB,KLRB1,KLRD1,STAT1,STAT2	 
TNF	 	cytokine	 	1.769	 	3.46E-13	CCL4,CD247,CD38,CTSC,CX3CR1,CYBA,EIF2AK2,ETS1,HERC5,HLA-A,HLA-B,IFI16,IFI6,IFIT1,IFIT3,IL32,ISG15,ITGB2,JAK1,KLRB1,MX1,OAS1,OAS2,OAS3,PARP14,PLSCR1,SAMD9,STAT1,TNFSF10,TXNIP	57 (16)
GAPDH	 	enzyme	 	-1.316	 	4.69E-13	CCL4,HLA-C,IFI6,OAS1,OAS2,OAS3,STAT1,TXNIP	39 (6)
CD40LG	 	cytokine	Activated	2.180	 	6.18E-13	CCL4,CD38,CD8A,CTSC,EIF2AK2,GZMB,ID2,IFI44,IFI6,IFIT1,IFIT3,ISG15,MX1,PLEK,STAT1,TNFSF10	57 (15)
dexamethasone	 	chemical drug	Inhibited	-3.556	 	6.23E-13	CCL4,CD38,CD3D,CFL1,CX3CR1,EEF1A1,EPSTI1,GZMB,HERC5,HLA-A,ID2,IFI44,IFI6,IFIT1,IFIT3,IL32,ISG15,ISG20,KLRB1,KLRD1,MX1,OAS3,PABPC1,PARP14,PLEK,RSAD2,SPOCK2,STAT1,STAT2,TNFSF10,TXNIP,XAF1	53 (10)
emactuzumab	 	biologic drug	Activated	2.449	bias	7.28E-13	IFIT1,IFIT3,ISG15,STAT1,STAT2,XAF1	 
TBK1	 	kinase	 	-0.602	 	1.47E-12	CCL4,IFI44,IFIT1,IFIT3,ISG15,ISG20,OAS1,OAS2,OAS3,RSAD2	40 (12)
EIF2AK2	0.537	kinase	Activated	3.110	 	1.82E-12	EIF2AK2,IFI6,IFIT1,ISG15,ISG20,OAS1,OAS3,PARP9,PLSCR1,STAT1	51 (14)
TNFSF10	0.294	cytokine	 	1.941	 	2.24E-12	EIF2AK2,HLA-A,HLA-C,IFI16,IFI6,IFIT1,ISG15,SP100,STAT1,TNFSF10	54 (12)
IL4	 	cytokine	Inhibited	-2.723	 	2.89E-12	AHNAK,CCL4,CD38,CD8A,CTSC,EIF2AK2,EOMES,IFI16,IFI44,IFI44L,IFIT3,ISG15,ISG20,ITGB2,JAK1,KLRB1,KLRD1,MATK,OAS3,PLSCR1,STAT1,STAT2	44 (11)
TRIM24	 	transcription regulator	Inhibited	-2.540	 	5.89E-12	CCL4,DDX60,EPSTI1,IFI44,IFIT3,ISG15,OAS1,SAMD9L,STAT1,STAT2	36 (7)
PAF1	 	other	Activated	2.828	bias	6.74E-12	HERC5,IFI44,IFI44L,IFIT3,ISG15,ISG20,OAS2,OAS3	 
IRF9	 	transcription regulator	Activated	2.194	 	6.74E-12	IFIT1,IFIT3,ISG15,MX1,OAS2,STAT1,STAT2,TNFSF10	51 (14)
KRAS	 	enzyme	Inhibited	-3.302	 	1.51E-11	ADAR,AHNAK,EEF1A1,EIF2AK2,IFI6,IFIT1,ISG15,ITGB2,IVNS1ABP,KLRB1,MX1,MX2,OAS1,PABPC1,SP100,STAT1,STAT2,TNFSF10	45 (5)
EBI3	 	cytokine	 	0.380	 	2.08E-11	EOMES,HLA-A,HLA-B,HLA-C,MX1,STAT1,STAT2,TNFSF10	31 (3)
MSC	 	transcription regulator	Activated	2.121	 	2.41E-11	CCL4,DDX60,EPSTI1,IFI44,IFI44L,IFIT1,SYNE2,XAF1	 
PARP9	0.471	enzyme	Activated	2.433	 	2.87E-11	IFI44,IFIT1,IFIT3,ISG15,OAS2,STAT1	36 (7)
NGLY1	 	enzyme	Inhibited	-2.580	 	3.24E-11	IFI44,IFI44L,IFIT1,IFIT3,OAS1,OAS3,RSAD2	 
IL15	 	cytokine	 	1.169	 	3.75E-11	CCL4,CD38,CD8A,CX3CR1,EOMES,ETS1,GZMB,IFIT1,IL32,KLRB1,KLRD1,MX1,PLEK,SP100,TNFSF10	 
imiquimod	 	chemical drug	Activated	2.217	 	5.93E-11	CCL4,ISG15,ISG20,ITGB2,MX1,OAS1,RSAD2,STAT1,TNFSF10	50 (14)
IL2	 	cytokine	Activated	2.165	 	6.27E-11	CCL4,CD247,CD38,CD3D,CD3G,CD8A,CTSC,CX3CR1,EOMES,ETS1,GZMB,ISG20,JAK1,KLRB1,KLRD1,MX1,TNFSF10	23 (3)
SP110	 	transcription regulator	Inhibited	-2.530	 	7.11E-11	ETS1,IFI6,IFIT1,IFIT3,MX1,OAS1,OAS3,PLSCR1,STAT1,TXNIP	 
IL1B	 	cytokine	Activated	3.045	 	7.35E-11	CCL4,CX3CR1,CYBA,HERC5,HLA-A,IFI16,IFIT1,IFIT3,IL32,ISG15,ISG20,KLRB1,MX1,OAS2,PLSCR1,RSAD2,S100B,STAT1,TNFSF10,TXNIP	51 (13)
MYC	 	transcription regulator	 	-1.649	 	1.14E-10	EEF2,EOMES,HERC5,HLA-A,HLA-B,ID2,IFI16,IFI44,IFI44L,IFI6,IFIT1,IFIT3,ISG20,MX1,MX2,OAS1,PLSCR1,RSAD2,SP100,STAT1,TNFSF10,TXNIP	42 (7)
mezerein	 	chemical - endogenous non-mammalian	 	 	 	1.14E-10	EEF1A1,HLA-B,IFI6,IFIT1,MX1,OAS2	 
IFNL4	 	cytokine	Activated	2.209	bias	1.20E-10	ISG15,MX1,OAS1,OAS2,STAT1	36 (7)
JAK	 	group	Activated	2.646	 	1.52E-10	EIF2AK2,IFI6,IFIT1,IFIT3,ISG15,RSAD2,STAT1	43 (10)
IFIH1	 	enzyme	Activated	2.183	 	2.50E-10	CCL4,IFI44L,IFIT1,ISG15,OAS1,OAS2,RSAD2	38 (12)
IFN type 1	 	group	Activated	2.406	 	5.33E-10	EIF2AK2,IFI16,IFIT1,ISG15,STAT1,STAT2,TNFSF10	44 (12)
TAP1	 	transporter	Inhibited	-2.202	 	1.41E-09	EIF2AK2,HLA-A,IFIT1,MX1,OAS1	 
IL6	 	cytokine	 	1.444	 	1.74E-09	AHNAK,CCL4,CD38,CTSC,CX3CR1,EOMES,GZMB,HLA-A,ID2,IFI16,IFIT1,JAK1,KLRB1,KLRD1,PLEK,STAT1,TNFSF10	41 (9)
TMEM173	 	other	Activated	2.596	bias	1.95E-09	IFI16,IFI44,IFIT3,ISG15,KLRD1,OAS1,RSAD2	47 (14)
DNASE2	 	enzyme	 	-1.974	bias	1.99E-09	IFIT3,ISG15,OAS1,OAS3,RSAD2,TNFSF10	 
TICAM1	 	other	Activated	2.896	 	2.07E-09	CCL4,CD38,IFI16,IFIT1,IFIT3,ISG15,ISG20,RSAD2,TNFSF10	50 (17)
deferoxamine	 	chemical drug	 	1.897	 	2.65E-09	ADGRG1,CCL4,IFI16,IFI6,IL32,ISG20,ITGB2,MX2,RSAD2,TNFSF10	 
PRDM16	 	transcription regulator	Inhibited	-2.225	 	2.86E-09	IFI44,MX2,OAS2,OAS3,STAT1,STAT2	37 (6)
DOCK8	 	other	Activated	2.646	bias	4.72E-09	CCL4,IFIT3,ISG15,ISG20,RSAD2,STAT1,STAT2	 
CD3	 	complex	 	1.784	 	5.76E-09	CCL4,CD247,CD8A,CYBA,EOMES,ETS1,GZMB,IFIT1,IL32,JAK1,PLEK,SP100,STAT1,TNFSF10,XAF1	 
SASH1	 	other	Activated	2.646	bias	5.79E-09	CCL4,IFIT3,ISG15,ISG20,RSAD2,STAT1,STAT2	 
TLR4	 	transmembrane receptor	Activated	2.906	 	1.15E-08	CCL4,CD38,IFI16,IFIT3,ISG15,ISG20,MX1,PLEK,RSAD2,STAT1,STAT2,TNFSF10	50 (16)
IFNLR1	 	transmembrane receptor	 	 	 	1.34E-08	CCL4,IFI44,IFIT3,ISG15,MX1,RSAD2	43 (10)
IFN alpha/beta	 	group	 	1.941	 	1.47E-08	HLA-A,IFI16,IFIT3,RSAD2,STAT1,STAT2,TNFSF10	46 (13)
CGAS	 	enzyme	Activated	2.186	bias	1.55E-08	IFI44,IFIT3,ISG15,OAS1,RSAD2	36 (7)
IKZF1	 	transcription regulator	 	-1.594	 	2.00E-08	CCL4,CD38,CD3D,CD8A,DTX3L,EPSTI1,IFI16,IFI6,IFIT3,TXNIP	 
IKBKE	 	kinase	 	1.800	 	2.63E-08	ADAR,HLA-A,IFI16,IFIT1,IFIT3,RSAD2,STAT1	45 (10)
RNASEH2B	 	enzyme	 	 	 	2.98E-08	IFI44,IFIT3,ISG15,OAS1	25 (3)
STAT6	 	transcription regulator	Inhibited	-2.750	 	3.14E-08	AHNAK,CD38,EIF2AK2,IFI16,IFI44,IFI44L,IFIT3,ISG15,ISG20,OAS3,PLSCR1,STAT2	59 (16)
SAMSN1	 	other	Activated	2.646	 	3.33E-08	CCL4,IFIT3,ISG15,ISG20,RSAD2,STAT1,STAT2	25 (5)
IRF8	 	transcription regulator	 	-1.506	 	3.65E-08	IFI44L,IFI6,IFIT3,ISG15,JAK1,OAS1,STAT1,STAT2	40 (9)
NRAS	 	enzyme	 	-1.231	 	3.65E-08	CCL4,CX3CR1,ETS1,HLA-A,IFI16,IFIT1,ISG15,KLRD1,STAT1	18 (3)
ISGF3	 	complex	 	 	 	4.67E-08	EIF2AK2,ISG15,RSAD2,TNFSF10	 
IL12 (complex)	 	complex	 	0.946	 	5.11E-08	CCL4,EOMES,GZMB,IL32,ISG15,ISG20,ITGB2,KLRB1,KLRD1	40 (9)
TGFB1	 	growth factor	 	-1.603	 	5.50E-08	AHNAK,ARPC2,CCL4,CFL1,CTSC,CX3CR1,CYBA,EEF1A1,EOMES,ETS1,GZMB,ID2,IFI16,IFIT3,IL32,ITGB2,KLRB1,KLRD1,PLSCR1,RACK1,RSAD2,STAT1,TXNIP	51 (9)
Ifn gamma	 	complex	Activated	2.415	 	5.99E-08	ADAR,EIF2AK2,IFI44L,IL32,STAT1,TNFSF10,XAF1	38 (6)
E. coli B4 lipopolysaccharide	 	chemical toxicant	 	0.978	 	6.17E-08	CCL4,CD38,HLA-A,IFI16,IFIT3,PARP9,PLEK,RSAD2,TNFSF10,TXNIP	56 (18)
USP18	 	peptidase	Inhibited	-2.183	bias	6.43E-08	IFI6,ISG15,MX1,OAS1,TNFSF10	36 (7)
TNFRSF8	 	transmembrane receptor	 	0.186	 	7.61E-08	AHNAK,CCL4,CTSC,GZMB,IFI16,TNFSF10	 
IRF4	 	transcription regulator	Inhibited	-2.800	 	8.83E-08	CX3CR1,EOMES,ISG15,OAS1,PLSCR1,STAT1,STAT2,TNFSF10	18 (3)
trametinib	 	chemical drug	 	 	 	1.40E-07	IFIT1,ISG15,MX1,TNFSF10	 
RUNX1	 	transcription regulator	 	 	 	1.45E-07	ADGRG1,ID2,ISG15,ITGB2,KLRB1,OAS3,PLEK,RSAD2,STAT1	 
TBX21	 	transcription regulator	 	1.091	 	1.61E-07	CCL4,CD38,CX3CR1,EOMES,GZMB,KLRD1	 
miR-499a-5p inhibitor	 	chemical reagent	 	 	 	1.69E-07	EIF2AK2,MX1,OAS1	 
miR-208b inhibitor	 	chemical reagent	 	 	 	1.69E-07	EIF2AK2,MX1,OAS1	 
JAK1	-0.544	kinase	 	0.447	 	1.75E-07	EIF2AK2,HLA-A,HLA-C,MX1,STAT1,STAT2	 
interferon beta-1a	 	biologic drug	 	 	 	2.53E-07	CD3D,GZMB,IFI6,IFIT1,MX1,SLC25A6,STAT1	36 (5)
PRKCA	 	kinase	 	0.479	 	2.67E-07	ARPC2,ETS1,ID2,IFIT1,IFIT3,RSAD2,SP100	 
IFI16	0.375	transcription regulator	 	1.671	 	2.87E-07	CCL4,ID2,IFI16,ISG15,OAS1,STAT2	43 (11)
FZD9	 	G-protein coupled receptor	 	1.982	bias	3.31E-07	IFI16,IFI44,ISG15,STAT1	 
TNK1	 	kinase	Activated	2.000	bias	3.31E-07	IFI16,ISG20,OAS2,TNFSF10	31 (4)
MAP3K7	 	kinase	 	0.218	 	3.62E-07	IFI44,IFIT1,IFIT3,OAS2,TNFSF10,XAF1	46 (11)
IFNE	 	cytokine	Activated	2.200	 	4.19E-07	HERC5,ISG15,ISG20,MX2,STAT1	7 (2)
Irgm1	 	other	Inhibited	-2.236	bias	5.29E-07	ID2,IFI16,IFIT3,OAS2,RSAD2	 
ITK	 	kinase	 	0.361	 	5.60E-07	CX3CR1,EOMES,HLA-A,KLRB1,KLRD1,TNFSF10	9 (2)
RARA	 	ligand-dependent nuclear receptor	 	0.216	 	5.66E-07	CD38,HLA-B,HLA-C,IFI44,IFI44L,OAS1,RSAD2,SAMD9,SP100,STAT1	38 (5)
TERT	 	enzyme	 	 	 	6.75E-07	CTSC,ETS1,HLA-B,IFI16,IFIT1,ISG15,MX1	 
NFATC2	 	transcription regulator	 	1.673	 	7.23E-07	CD3G,CX3CR1,IFIT3,ISG15,ISG20,RSAD2,STAT1,STAT2	 
SB203580	 	chemical - kinase inhibitor	Inhibited	-3.268	 	7.48E-07	CCL4,CX3CR1,EIF2AK2,GZMB,IFIT1,IFIT3,ISG15,ISG20,MX1,STAT1,TNFSF10	57 (17)
decitabine	 	chemical drug	 	1.801	 	7.93E-07	CD8A,CX3CR1,EEF1A1,EIF2AK2,EIF4B,HLA-B,HLA-C,IFI16,ISG15,MX1,OAS1,PABPC1,STAT1,TNFSF10	38 (4)
ZNF395	 	other	 	 	 	8.42E-07	IFI16,IFI44,IFIT1	 
IL7	 	cytokine	 	1.941	 	8.95E-07	CCL4,CD247,CD3D,CD3G,CD8A,MX1,TNFSF10	 
PTGER4	 	G-protein coupled receptor	Inhibited	-2.611	 	9.36E-07	CCL4,IFI16,ISG20,PARP14,RSAD2,TNFSF10,XAF1	42 (6)
