© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
IL-10 Signaling	1.19E00	1.45E-02	NaN	SOCS3	
Role of JAK1 and JAK3 in γc Cytokine Signaling	1.19E00	1.45E-02	NaN	SOCS3	
GM-CSF Signaling	1.18E00	1.43E-02	NaN	PIM1	
Growth Hormone Signaling	1.18E00	1.41E-02	NaN	SOCS3	
ERK5 Signaling	1.17E00	1.39E-02	NaN	MYC	
Leptin Signaling in Obesity	1.16E00	1.35E-02	NaN	SOCS3	
IL-15 Signaling	1.15E00	1.33E-02	NaN	MYC	
Erythropoietin Signaling	1.15E00	1.32E-02	NaN	SOCS3	
Thyroid Cancer Signaling	1.13E00	1.27E-02	NaN	MYC	
BEX2 Signaling Pathway	1.13E00	1.27E-02	NaN	BCL2	
Role of MAPK Signaling in the Pathogenesis of Influenza	1.13E00	1.25E-02	NaN	BCL2	
JAK/Stat Signaling	1.13E00	1.25E-02	NaN	SOCS3	
PEDF Signaling	1.12E00	1.22E-02	NaN	BCL2	
PDGF Signaling	1.1E00	1.16E-02	NaN	MYC	
Ceramide Signaling	1.09E00	1.14E-02	NaN	BCL2	
Death Receptor Signaling	1.07E00	1.1E-02	NaN	BCL2	
Melanocyte Development and Pigmentation Signaling	1.06E00	1.06E-02	NaN	BCL2	
TGF-β Signaling	1.05E00	1.04E-02	NaN	BCL2	
Amyotrophic Lateral Sclerosis Signaling	1.05E00	1.03E-02	NaN	BCL2	
Bladder Cancer Signaling	1.05E00	1.03E-02	NaN	MYC	
Salvage Pathways of Pyrimidine Ribonucleotides	1.05E00	1.03E-02	NaN	PIM1	
p53 Signaling	1.04E00	1.02E-02	NaN	BCL2	
Apoptosis Signaling	1.04E00	1.01E-02	NaN	BCL2	
VEGF Signaling	1.04E00	1.01E-02	NaN	BCL2	
Chronic Myeloid Leukemia Signaling	1.02E00	9.71E-03	NaN	MYC	
Mouse Embryonic Stem Cell Pluripotency	1.02E00	9.71E-03	NaN	MYC	
IGF-1 Signaling	1.02E00	9.62E-03	NaN	SOCS3	
T Cell Receptor Signaling	1.01E00	9.52E-03	NaN	PTPRC	
Pancreatic Adenocarcinoma Signaling	1E00	9.17E-03	NaN	BCL2	
Antioxidant Action of Vitamin C	1E00	9.17E-03	NaN	SLC2A3	
iCOS-iCOSL Signaling in T Helper Cells	9.91E-01	9.01E-03	NaN	PTPRC	
p38 MAPK Signaling	9.67E-01	8.47E-03	NaN	MYC	
CD28 Signaling in T Helper Cells	9.59E-01	8.33E-03	NaN	PTPRC	
Th1 Pathway	9.55E-01	8.26E-03	NaN	SOCS3	
Inhibition of ARE-Mediated mRNA Degradation Pathway	9.51E-01	8.2E-03	NaN	ZFP36L2	
IL-6 Signaling	9.43E-01	8E-03	NaN	SOCS3	
PTEN Signaling	9.39E-01	7.94E-03	NaN	BCL2	
P2Y Purigenic Receptor Signaling Pathway	9.36E-01	7.87E-03	NaN	MYC	
Adipogenesis pathway	9.14E-01	7.46E-03	NaN	TXNIP	
Androgen Signaling	9.07E-01	7.35E-03	NaN	HSP90AA1	
Th2 Pathway	9.07E-01	7.35E-03	NaN	SOCS3	
Ovarian Cancer Signaling	9E-01	7.19E-03	NaN	BCL2	
PI3K Signaling in B Lymphocytes	9E-01	7.25E-03	NaN	PTPRC	
Insulin Receptor Signaling	8.96E-01	7.14E-03	NaN	SOCS3	
Type II Diabetes Mellitus Signaling	8.89E-01	7.04E-03	NaN	SOCS3	
Endocannabinoid Cancer Inhibition Pathway	8.86E-01	6.99E-03	NaN	MYC	
Factors Promoting Cardiogenesis in Vertebrates	8.66E-01	6.67E-03	NaN	MYC	
Necroptosis Signaling Pathway	8.48E-01	6.37E-03	NaN	CYLD	
HOTAIR Regulatory Pathway	8.42E-01	6.25E-03	NaN	MYC	
Glioblastoma Multiforme Signaling	8.3E-01	6.06E-03	NaN	MYC	
Mitochondrial Dysfunction	8.15E-01	5.85E-03	NaN	BCL2	
Th1 and Th2 Activation Pathway	8.15E-01	5.85E-03	NaN	SOCS3	
Wnt/β-catenin Signaling	8.1E-01	5.78E-03	NaN	MYC	
Acute Phase Response Signaling	7.96E-01	5.59E-03	NaN	SOCS3	
B Cell Receptor Signaling	7.83E-01	5.41E-03	NaN	PTPRC	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	7.8E-01	5.38E-03	NaN	BCL2	
Endothelin-1 Signaling	7.77E-01	5.32E-03	NaN	MYC	
ILK Signaling	7.72E-01	5.26E-03	NaN	MYC	
ERK/MAPK Signaling	7.67E-01	5.18E-03	NaN	MYC	
Adrenomedullin signaling pathway	7.57E-01	5.08E-03	NaN	BCL2	
IL-8 Signaling	7.52E-01	5E-03	NaN	BCL2	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	7.14E-01	4.55E-03	NaN	BCL2	
Huntington's Disease Signaling	6.86E-01	4.22E-03	NaN	HSPA5	
Opioid Signaling Pathway	6.7E-01	4.05E-03	NaN	MYC	
Colorectal Cancer Metastasis Signaling	6.6E-01	3.95E-03	NaN	MYC	
Phospholipase C Signaling	6.54E-01	3.89E-03	NaN	AHNAK	
Sirtuin Signaling Pathway	6.07E-01	3.44E-03	NaN	MYC	
Protein Kinase A Signaling	4.92E-01	2.51E-03	NaN	PTPRC	
Cardiac Hypertrophy Signaling (Enhanced)	4.21E-01	2.05E-03	NaN	MYC	
