© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
PEDF Signaling	6.18E-01	1.22E-02	NaN	SOD2	
Acute Myeloid Leukemia Signaling	5.88E-01	1.12E-02	NaN	CSF3R	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	5.88E-01	1.12E-02	NaN	FYN	
Th17 Activation Pathway	5.8E-01	1.1E-02	NaN	AHR	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	5.67E-01	1.06E-02	NaN	FYN	
FAK Signaling	5.64E-01	1.05E-02	NaN	FYN	
Bladder Cancer Signaling	5.56E-01	1.03E-02	NaN	CXCL8	
Salvage Pathways of Pyrimidine Ribonucleotides	5.56E-01	1.03E-02	NaN	APOBEC3A	
T Cell Receptor Signaling	5.27E-01	9.52E-03	NaN	FYN	
CDK5 Signaling	5.17E-01	9.26E-03	NaN	ITGA6	
Glucocorticoid Receptor Signaling	5.09E-01	5.95E-03	NaN	CD163,CXCL8	
Breast Cancer Regulation by Stathmin1	4.99E-01	5.08E-03	NaN	CCR2,FPR1,NMUR1	
Apelin Endothelial Signaling Pathway	4.93E-01	8.7E-03	NaN	MEF2C	
fMLP Signaling in Neutrophils	4.91E-01	8.62E-03	NaN	FPR1	
Fc Epsilon RI Signaling	4.88E-01	8.55E-03	NaN	FYN	
p38 MAPK Signaling	4.85E-01	8.47E-03	NaN	MEF2C	
Cholecystokinin/Gastrin-mediated Signaling	4.81E-01	8.4E-03	NaN	MEF2C	
GP6 Signaling Pathway	4.81E-01	8.4E-03	NaN	FYN	
LXR/RXR Activation	4.76E-01	8.26E-03	NaN	CD36	
Gαi Signaling	4.65E-01	8E-03	NaN	FPR1	
IL-6 Signaling	4.65E-01	8E-03	NaN	CXCL8	
Phagosome Formation	4.65E-01	8E-03	NaN	ITGAX	
Hepatic Fibrosis Signaling Pathway	4.56E-01	5.43E-03	NaN	CXCL8,SOD2	
Gα12/13 Signaling	4.51E-01	7.69E-03	NaN	MEF2C	
Iron homeostasis signaling pathway	4.33E-01	7.3E-03	NaN	CD163	
Insulin Receptor Signaling	4.26E-01	7.14E-03	NaN	FYN	
Type II Diabetes Mellitus Signaling	4.2E-01	7.04E-03	NaN	CD36	
Aryl Hydrocarbon Receptor Signaling	4.18E-01	6.99E-03	NaN	AHR	
Xenobiotic Metabolism General Signaling Pathway	4.18E-01	6.99E-03	NaN	AHR	
Corticotropin Releasing Hormone Signaling	4.13E-01	6.9E-03	NaN	MEF2C	
Factors Promoting Cardiogenesis in Vertebrates	4.02E-01	6.67E-03	NaN	MEF2C	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	3.94E-01	6.49E-03	NaN	CXCL8	
HMGB1 Signaling	3.71E-01	6.06E-03	NaN	CXCL8	
Germ Cell-Sertoli Cell Junction Signaling	3.59E-01	5.85E-03	NaN	ITGA6	
Acute Phase Response Signaling	3.44E-01	5.59E-03	NaN	SOD2	
NF-κB Signaling	3.44E-01	5.59E-03	NaN	TNFAIP3	
Ephrin Receptor Signaling	3.43E-01	5.56E-03	NaN	FYN	
Hepatic Cholestasis	3.33E-01	5.41E-03	NaN	CXCL8	
B Cell Receptor Signaling	3.33E-01	5.41E-03	NaN	MEF2C	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	3.33E-01	5.38E-03	NaN	CXCL8	
NRF2-mediated Oxidative Stress Response	3.27E-01	5.29E-03	NaN	SOD2	
ERK/MAPK Signaling	3.21E-01	5.18E-03	NaN	FYN	
RAR Activation	3.19E-01	5.15E-03	NaN	PRMT2	
Natural Killer Cell Signaling	3.14E-01	5.08E-03	NaN	FYN	
Leukocyte Extravasation Signaling	3.14E-01	5.08E-03	NaN	ITGA6	
Cardiac Hypertrophy Signaling (Enhanced)	3.12E-01	4.11E-03	NaN	CXCL8,MEF2C	
Calcium Signaling	3.01E-01	4.85E-03	NaN	MEF2C	
Role of NFAT in Cardiac Hypertrophy	2.89E-01	4.67E-03	NaN	MEF2C	
EIF2 Signaling	2.76E-01	4.46E-03	NaN	WARS1	
cAMP-mediated signaling	2.71E-01	4.39E-03	NaN	FPR1	
Cardiac Hypertrophy Signaling	2.56E-01	4.17E-03	NaN	MEF2C	
Xenobiotic Metabolism Signaling	2.08E-01	3.48E-03	NaN	AHR	
Axonal Guidance Signaling	-0E00	2.07E-03	NaN	FYN	
Molecular Mechanisms of Cancer	-0E00	2.56E-03	NaN	FYN	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	-0E00	3.21E-03	NaN	CXCL8	
Estrogen Receptor Signaling	-0E00	3.05E-03	NaN	SOD2	
Synaptogenesis Signaling Pathway	-0E00	3.21E-03	NaN	FYN	
