© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Molecular Mechanisms of Cancer	5.48E-01	5.12E-03	NaN	GNAS,JAK1	
CCR3 Signaling in Eosinophils	5.47E-01	8.06E-03	NaN	GNAS	
Gαi Signaling	5.44E-01	8E-03	NaN	GNAS	
Phagosome Formation	5.44E-01	8E-03	NaN	FCGR3A/FCGR3B	
p70S6K Signaling	5.32E-01	7.75E-03	NaN	JAK1	
White Adipose Tissue Browning Pathway	5.32E-01	7.75E-03	NaN	GNAS	
Cellular Effects of Sildenafil (Viagra)	5.26E-01	7.63E-03	NaN	GNAS	
IL-12 Signaling and Production in Macrophages	5.23E-01	7.58E-03	NaN	STAT1	
Human Embryonic Stem Cell Pluripotency	5.16E-01	7.41E-03	NaN	GNAS	
Androgen Signaling	5.13E-01	7.35E-03	NaN	GNAS	
Insulin Receptor Signaling	5.02E-01	7.14E-03	NaN	JAK1	
Cardiac β-adrenergic Signaling	5E-01	7.09E-03	NaN	GNAS	
Corticotropin Releasing Hormone Signaling	4.89E-01	6.9E-03	NaN	GNAS	
Relaxin Signaling	4.78E-01	6.67E-03	NaN	GNAS	
PKCθ Signaling in T Lymphocytes	4.66E-01	6.45E-03	NaN	CD247	
Regulation of eIF4 and p70S6K Signaling	4.62E-01	6.37E-03	NaN	PABPC1	
Gαq Signaling	4.6E-01	6.33E-03	NaN	GNAS	
eNOS Signaling	4.57E-01	6.29E-03	NaN	GNAS	
Dopamine-DARPP32 Feedback in cAMP Signaling	4.49E-01	6.13E-03	NaN	GNAS	
HMGB1 Signaling	4.45E-01	6.06E-03	NaN	TNFSF10	
CXCR4 Signaling	4.4E-01	5.99E-03	NaN	GNAS	
Cdc42 Signaling	4.4E-01	5.99E-03	NaN	CD247	
Tight Junction Signaling	4.38E-01	5.95E-03	NaN	EPB41	
GNRH Signaling	4.28E-01	5.78E-03	NaN	GNAS	
PI3K/AKT Signaling	4.24E-01	5.71E-03	NaN	JAK1	
Cardiac Hypertrophy Signaling (Enhanced)	4.24E-01	4.11E-03	NaN	GNAS,TNFSF10	
NF-κB Signaling	4.17E-01	5.59E-03	NaN	EIF2AK2	
RhoGDI Signaling	4.15E-01	5.56E-03	NaN	GNAS	
Ephrin Receptor Signaling	4.15E-01	5.56E-03	NaN	GNAS	
Hepatic Cholestasis	4.06E-01	5.41E-03	NaN	TNFSF10	
Sertoli Cell-Sertoli Cell Junction Signaling	4.06E-01	5.41E-03	NaN	EPB41	
B Cell Receptor Signaling	4.06E-01	5.41E-03	NaN	ETS1	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	4.03E-01	5.38E-03	NaN	STAT1	
Endothelin-1 Signaling	4E-01	5.32E-03	NaN	GNAS	
Synaptic Long Term Depression	3.98E-01	5.29E-03	NaN	GNAS	
Xenobiotic Metabolism CAR Signaling Pathway	3.98E-01	5.29E-03	NaN	RACK1	
PPARα/RXRα Activation	3.97E-01	5.26E-03	NaN	GNAS	
Adrenomedullin signaling pathway	3.84E-01	5.08E-03	NaN	GNAS	
Gap Junction Signaling	3.83E-01	5.05E-03	NaN	GNAS	
IL-8 Signaling	3.8E-01	5E-03	NaN	GNAS	
Calcium Signaling	3.7E-01	4.85E-03	NaN	TPM4	
CREB Signaling in Neurons	3.69E-01	4.83E-03	NaN	GNAS	
Thrombin Signaling	3.67E-01	4.81E-03	NaN	GNAS	
mTOR Signaling	3.64E-01	4.76E-03	NaN	EIF4B	
AMPK Signaling	3.58E-01	4.67E-03	NaN	GNAS	
Role of NFAT in Cardiac Hypertrophy	3.58E-01	4.67E-03	NaN	GNAS	
cAMP-mediated signaling	3.37E-01	4.39E-03	NaN	GNAS	
Huntington's Disease Signaling	3.25E-01	4.22E-03	NaN	PSME2	
Cardiac Hypertrophy Signaling	3.21E-01	4.17E-03	NaN	GNAS	
Signaling by Rho Family GTPases	3.16E-01	4.1E-03	NaN	GNAS	
Opioid Signaling Pathway	3.12E-01	4.05E-03	NaN	GNAS	
G-Protein Coupled Receptor Signaling	2.83E-01	3.68E-03	NaN	GNAS	
Senescence Pathway	2.8E-01	3.64E-03	NaN	ETS1	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	2.44E-01	3.21E-03	NaN	FCGR3A/FCGR3B	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	2.26E-01	3E-03	NaN	CD247	
Hepatic Fibrosis Signaling Pathway	2E-01	2.72E-03	NaN	JAK1	
Axonal Guidance Signaling	-0E00	2.07E-03	NaN	GNAS	
Protein Kinase A Signaling	-0E00	2.51E-03	NaN	GNAS	
Breast Cancer Regulation by Stathmin1	-0E00	1.69E-03	NaN	CX3CR1	
