© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
NF-κB Signaling	1.78E00	1.12E-02	NaN	IGF2R,TRGV9	
Sperm Motility	1.61E00	8.97E-03	NaN	JAK1,SYK	
EIF2 Signaling	1.6E00	8.93E-03	NaN	EIF1,PABPC1	
IL-22 Signaling	1.58E00	4.17E-02	NaN	JAK1	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	1.58E00	4.17E-02	NaN	JAK1	
Role of JAK family kinases in IL-6-type Cytokine Signaling	1.57E00	4E-02	NaN	JAK1	
Lipid Antigen Presentation by CD1	1.55E00	3.85E-02	NaN	TRGV9	
IL-9 Signaling	1.45E00	3.03E-02	NaN	JAK1	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	1.44E00	7.27E-03	NaN	JAK1,SYK	
Role of JAK2 in Hormone-like Cytokine Signaling	1.43E00	2.94E-02	NaN	JAK1	
Antigen Presentation Pathway	1.38E00	2.56E-02	NaN	HLA-C	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	1.34E00	6.41E-03	NaN	FCGR3A/FCGR3B,IL32	
Oncostatin M Signaling	1.33E00	2.33E-02	NaN	JAK1	
iNOS Signaling	1.32E00	2.22E-02	NaN	JAK1	
Estrogen Receptor Signaling	1.3E00	6.1E-03	NaN	IGF2R,JAK1	
Primary Immunodeficiency Signaling	1.27E00	2E-02	NaN	CD3D	
Role of Cytokines in Mediating Communication between Immune Cells	1.24E00	1.85E-02	NaN	IL32	
EGF Signaling	1.23E00	1.82E-02	NaN	JAK1	
CNTF Signaling	1.22E00	1.75E-02	NaN	JAK1	
IL-17A Signaling in Airway Cells	1.16E00	1.54E-02	NaN	JAK1	
IL-10 Signaling	1.13E00	1.45E-02	NaN	JAK1	
SPINK1 General Cancer Pathway	1.13E00	1.45E-02	NaN	JAK1	
Caveolar-mediated Endocytosis Signaling	1.11E00	1.37E-02	NaN	HLA-C	
T Helper Cell Differentiation	1.11E00	1.37E-02	NaN	TRGV9	
FcγRIIB Signaling in B Lymphocytes	1.1E00	1.33E-02	NaN	SYK	
IL-7 Signaling Pathway	1.08E00	1.28E-02	NaN	JAK1	
IL-3 Signaling	1.08E00	1.27E-02	NaN	JAK1	
IL-17 Signaling	1.07E00	1.25E-02	NaN	JAK1	
JAK/Stat Signaling	1.07E00	1.25E-02	NaN	JAK1	
IL-4 Signaling	1.05E00	1.18E-02	NaN	JAK1	
PDGF Signaling	1.04E00	1.16E-02	NaN	JAK1	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	1.02E00	1.11E-02	NaN	TRGV9	
TGF-β Signaling	9.96E-01	1.04E-02	NaN	RUNX3	
VEGF Signaling	9.83E-01	1.01E-02	NaN	EIF1	
SAPK/JNK Signaling	9.75E-01	9.8E-03	NaN	TRGV9	
Mouse Embryonic Stem Cell Pluripotency	9.71E-01	9.71E-03	NaN	JAK1	
IGF-1 Signaling	9.67E-01	9.62E-03	NaN	JAK1	
Virus Entry via Endocytic Pathways	9.55E-01	9.35E-03	NaN	HLA-C	
Telomerase Signaling	9.55E-01	9.35E-03	NaN	IL2RB	
Pancreatic Adenocarcinoma Signaling	9.47E-01	9.17E-03	NaN	JAK1	
Glioma Signaling	9.43E-01	9.09E-03	NaN	IGF2R	
Fc Epsilon RI Signaling	9.17E-01	8.55E-03	NaN	SYK	
Role of PKR in Interferon Induction and Antiviral Response	9.17E-01	8.55E-03	NaN	JAK1	
Neuroprotective Role of THOP1 in Alzheimer's Disease	9.17E-01	8.55E-03	NaN	HLA-C	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	9.1E-01	8.4E-03	NaN	JAK1	
GP6 Signaling Pathway	9.1E-01	8.4E-03	NaN	SYK	
PTEN Signaling	8.86E-01	7.94E-03	NaN	IGF2R	
Iron homeostasis signaling pathway	8.54E-01	7.3E-03	NaN	JAK1	
PI3K Signaling in B Lymphocytes	8.51E-01	7.25E-03	NaN	SYK	
Insulin Receptor Signaling	8.45E-01	7.14E-03	NaN	JAK1	
Phagosome Maturation	8.12E-01	6.62E-03	NaN	HLA-C	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	8.04E-01	6.49E-03	NaN	SYK	
Necroptosis Signaling Pathway	7.99E-01	6.37E-03	NaN	JAK1	
B Cell Receptor Signaling	7.33E-01	5.41E-03	NaN	SYK	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	7.26E-01	5.32E-03	NaN	JAK1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	7.19E-01	5.21E-03	NaN	JAK1	
Colorectal Cancer Metastasis Signaling	6.13E-01	3.95E-03	NaN	JAK1	
Protein Ubiquitination Pathway	5.83E-01	3.66E-03	NaN	HLA-C	
Hepatic Fibrosis Signaling Pathway	4.75E-01	2.72E-03	NaN	JAK1	
Molecular Mechanisms of Cancer	4.53E-01	2.56E-03	NaN	JAK1	
Cardiac Hypertrophy Signaling (Enhanced)	3.78E-01	2.05E-03	NaN	IL2RB	
Breast Cancer Regulation by Stathmin1	3.16E-01	1.69E-03	NaN	CX3CR1	
