© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Regulation of Actin-based Motility by Rho	1.08E00	1.06E-02	NaN	ACTB	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	1.08E00	1.06E-02	NaN	ACTB	
Melanocyte Development and Pigmentation Signaling	1.08E00	1.06E-02	NaN	BCL2	
FAK Signaling	1.07E00	1.05E-02	NaN	ACTB	
TGF-β Signaling	1.07E00	1.04E-02	NaN	BCL2	
Amyotrophic Lateral Sclerosis Signaling	1.07E00	1.03E-02	NaN	BCL2	
ATM Signaling	1.07E00	1.03E-02	NaN	NFKBIA	
p53 Signaling	1.06E00	1.02E-02	NaN	BCL2	
Sumoylation Pathway	1.04E00	9.71E-03	NaN	NFKBIA	
PPAR Signaling	1.04E00	9.62E-03	NaN	NFKBIA	
T Cell Receptor Signaling	1.03E00	9.52E-03	NaN	NFKBIA	
Virus Entry via Endocytic Pathways	1.02E00	9.35E-03	NaN	ACTB	
Paxillin Signaling	1.02E00	9.26E-03	NaN	ACTB	
Pancreatic Adenocarcinoma Signaling	1.02E00	9.17E-03	NaN	BCL2	
Antioxidant Action of Vitamin C	1.02E00	9.17E-03	NaN	NFKBIA	
iCOS-iCOSL Signaling in T Helper Cells	1.01E00	9.01E-03	NaN	NFKBIA	
Rac Signaling	1.01E00	8.93E-03	NaN	IQGAP1	
fMLP Signaling in Neutrophils	9.91E-01	8.62E-03	NaN	NFKBIA	
Role of PKR in Interferon Induction and Antiviral Response	9.87E-01	8.55E-03	NaN	NFKBIA	
CD28 Signaling in T Helper Cells	9.79E-01	8.33E-03	NaN	NFKBIA	
RhoA Signaling	9.67E-01	8.13E-03	NaN	ACTB	
IL-6 Signaling	9.63E-01	8E-03	NaN	NFKBIA	
PTEN Signaling	9.59E-01	7.94E-03	NaN	BCL2	
14-3-3-mediated Signaling	9.55E-01	7.87E-03	NaN	VIM	
Cellular Effects of Sildenafil (Viagra)	9.43E-01	7.63E-03	NaN	ACTB	
Gα12/13 Signaling	9.43E-01	7.69E-03	NaN	NFKBIA	
STAT3 Pathway	9.28E-01	7.41E-03	NaN	BCL2	
PI3K Signaling in B Lymphocytes	9.21E-01	7.25E-03	NaN	NFKBIA	
Ovarian Cancer Signaling	9.17E-01	7.19E-03	NaN	BCL2	
Hereditary Breast Cancer Signaling	9.14E-01	7.14E-03	NaN	ACTB	
Type II Diabetes Mellitus Signaling	9.1E-01	7.04E-03	NaN	NFKBIA	
Endocannabinoid Cancer Inhibition Pathway	9.07E-01	6.99E-03	NaN	VIM	
Relaxin Signaling	8.86E-01	6.67E-03	NaN	NFKBIA	
Gustation Pathway	8.76E-01	6.49E-03	NaN	P2RY8	
PKCθ Signaling in T Lymphocytes	8.73E-01	6.45E-03	NaN	NFKBIA	
Gαq Signaling	8.66E-01	6.33E-03	NaN	NFKBIA	
Tec Kinase Signaling	8.51E-01	6.1E-03	NaN	ACTB	
Tight Junction Signaling	8.42E-01	5.95E-03	NaN	ACTB	
Cdc42 Signaling	8.42E-01	5.99E-03	NaN	IQGAP1	
Mitochondrial Dysfunction	8.33E-01	5.85E-03	NaN	BCL2	
Acute Phase Response Signaling	8.15E-01	5.59E-03	NaN	NFKBIA	
NF-κB Signaling	8.15E-01	5.59E-03	NaN	NFKBIA	
RhoGDI Signaling	8.12E-01	5.56E-03	NaN	ACTB	
Role of NFAT in Regulation of the Immune Response	8.1E-01	5.52E-03	NaN	NFKBIA	
Dendritic Cell Maturation	8.07E-01	5.46E-03	NaN	NFKBIA	
Hepatic Cholestasis	8.01E-01	5.41E-03	NaN	NFKBIA	
Sertoli Cell-Sertoli Cell Junction Signaling	8.01E-01	5.41E-03	NaN	ACTB	
B Cell Receptor Signaling	8.01E-01	5.41E-03	NaN	NFKBIA	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	7.99E-01	5.38E-03	NaN	BCL2	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	7.96E-01	5.32E-03	NaN	NFKBIA	
NRF2-mediated Oxidative Stress Response	7.93E-01	5.29E-03	NaN	ACTB	
Xenobiotic Metabolism CAR Signaling Pathway	7.93E-01	5.29E-03	NaN	RACK1	
PPARα/RXRα Activation	7.9E-01	5.26E-03	NaN	NFKBIA	
Clathrin-mediated Endocytosis Signaling	7.85E-01	5.18E-03	NaN	ACTB	
Agranulocyte Adhesion and Diapedesis	7.85E-01	5.18E-03	NaN	ACTB	
RAR Activation	7.83E-01	5.15E-03	NaN	ACTB	
Leukocyte Extravasation Signaling	7.77E-01	5.08E-03	NaN	ACTB	
Adrenomedullin signaling pathway	7.77E-01	5.08E-03	NaN	BCL2	
Gap Junction Signaling	7.75E-01	5.05E-03	NaN	ACTB	
AMPK Signaling	7.45E-01	4.67E-03	NaN	ACTB	
Integrin Signaling	7.45E-01	4.69E-03	NaN	ACTB	
Opioid Signaling Pathway	6.88E-01	4.05E-03	NaN	NFKBIA	
G-Protein Coupled Receptor Signaling	6.5E-01	3.68E-03	NaN	NFKBIA	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	6.46E-01	3.64E-03	NaN	BCL2	
Neuroinflammation Signaling Pathway	6.13E-01	3.33E-03	NaN	BCL2	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	5.99E-01	3.21E-03	NaN	NFKBIA	
Estrogen Receptor Signaling	5.8E-01	3.05E-03	NaN	BCL2	
Protein Kinase A Signaling	5.09E-01	2.51E-03	NaN	NFKBIA	
