© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
geldanamycin	 	chemical - endogenous non-mammalian	 	0.845	 	6.15E-06	BCL2,HSP90AA1,HSP90AB1,HSPA5,MYC	7 (3)
IL5	 	cytokine	 	1.130	bias	6.47E-06	BCL2,HSPA5,MYC,PIM1,PTPRC	7 (5)
BCR (complex)	 	complex	 	 	 	7.38E-06	BCL2,HSPA5,MYC,PIM1	12 (13)
glucocorticoid	 	chemical drug	Inhibited	-2.183	 	7.51E-06	BCL2,MYC,SOCS3,TSC22D3,TXNIP	10 (10)
PI3K (complex)	 	complex	Activated	2.190	 	7.51E-06	BCL2,MYC,PIM1,SOCS3,TXNIP	11 (11)
tetradecanoylphorbol acetate	 	chemical drug	Activated	2.485	 	7.87E-06	BCL2,HSP90AB1,HSPA5,MYC,PIM1,PTPRC,SOCS3,TSC22D3	11 (8)
FLT3	 	kinase	 	 	 	8.31E-06	BCL2,MYC,PIM1	7 (6)
UTP18	 	other	 	 	 	8.60E-06	BCL2,MYC	 
APAF1	 	other	 	 	 	8.60E-06	BCL2,HSPA5	 
ampelopsin	 	chemical drug	 	 	 	8.60E-06	BCL2,HSPA5	 
beta-estradiol	 	chemical - endogenous mammalian	Activated	2.813	 	8.74E-06	BCL2,HLA-E,HSP90AB1,HSPA5,MYC,SLC2A3,SOCS3,TSC22D3,TXNIP,ZFP36L2	11 (5)
mibolerone	 	chemical drug	 	1.000	 	8.77E-06	AHNAK,HLA-E,HSPA5,MYC	 
ETV6-RUNX1	 	fusion gene/product	 	-0.492	 	9.96E-06	MYC,PIM1,PTPRC,STK17B,TSC22D3	 
IL27	 	cytokine	 	 	 	1.01E-05	HLA-E,MYC,PIM1,SOCS3	7 (5)
RBM5	 	other	 	 	 	1.03E-05	BCL2,HSP90AA1,PIM1	 
2-amino-1-methyl-6-phenylimidazo-4-5-b-pyridine	 	chemical toxicant	 	 	 	1.03E-05	BCL2,HSP90AA1,HSPA5	 
IL7	 	cytokine	 	0.501	 	1.03E-05	BCL2,MYC,PIM1,SOCS3	11 (12)
tamoxifen	 	chemical drug	 	0.104	 	1.06E-05	AHNAK,BCL2,HSP90AB1,MYC,SLC2A3	 
imatinib	 	chemical drug	 	-1.993	 	1.19E-05	BCL2,HSP90AB1,HSPA5,MYC,PIM1	9 (6)
dexamethasone	 	chemical drug	 	-1.541	 	1.22E-05	BCL2,HSPA5,MYC,NFKBIZ,PIM1,SLC2A3,SOCS3,TSC22D3,TXNIP,ZFP36L2	11 (7)
PDGF BB	 	complex	 	1.601	 	1.26E-05	HLA-E,MYC,PIM1,SLC2A3,SOCS3	5 (2)
ATP2B2	 	transporter	 	 	 	1.29E-05	BCL2,HSPA5	 
COL4A1	 	other	 	 	 	1.29E-05	BCL2,HSPA5	 
fenebrutinib	 	chemical drug	 	 	 	1.29E-05	BCL2,MYC	 
FOXO3	 	transcription regulator	 	-0.975	 	1.38E-05	BCL2,MBNL1,MYC,PTPRC,TXNIP	 
nitric oxide	 	chemical - endogenous mammalian	 	 	 	1.44E-05	BCL2,HSP90AA1,HSP90AB1,MYC	7 (3)
EGR2	 	transcription regulator	 	1.987	bias	1.52E-05	BCL2,HSPA5,MYC,SOCS3	7 (4)
camptothecin	 	chemical drug	 	 	 	1.65E-05	BCL2,HLA-E,HLA-F,HSPA5,MYC,STK17B	 
MTOR	 	kinase	 	0.765	 	1.77E-05	BCL2,HSP90AB1,MYC,SOCS3,TXNIP	11 (13)
NKX3-1	 	transcription regulator	 	 	 	1.78E-05	MYC,PIM1,PTPRC	 
androgen	 	chemical drug	 	 	 	1.79E-05	BCL2,MYC,PIM1,PTPRC	 
ganetespib	 	chemical drug	 	 	 	1.80E-05	BCL2,MYC	 
curcumin	 	chemical drug	 	-1.945	 	1.87E-05	BCL2,MYC,PIM1,SOCS3,TSC22D3	13 (12)
PTH	 	other	 	 	 	1.88E-05	AHNAK,BCL2,HSPA5,SOCS3	7 (4)
PIM1	0.468	kinase	 	 	 	1.88E-05	BCL2,MYC,PIM1	 
SMARCA4	 	transcription regulator	 	-0.156	bias	2.04E-05	AHNAK,BCL2,HLA-E,HLA-F,MYC,NFKBIZ	 
PAX5	 	transcription regulator	 	 	 	2.10E-05	BCL2,SLC2A3,TXNIP	 
CSF3	 	cytokine	 	1.000	 	2.10E-05	BCL2,MYC,PIM1,SOCS3	12 (11)
CD3	 	complex	 	1.489	 	2.15E-05	BCL2,HSP90AA1,HSPA5,MYC,PTPRC,SOCS3	10 (13)
LEPR	 	transmembrane receptor	 	 	 	2.20E-05	BCL2,SOCS3,STK17B,TSC22D3	 
THPO	 	cytokine	 	 	 	2.21E-05	MYC,PIM1,SOCS3	12 (13)
NFkB (complex)	 	complex	 	1.889	bias	2.27E-05	BCL2,CYLD,HLA-F,MYC,NFKBIZ,SOCS3	 
SULT2B1	 	enzyme	 	 	 	2.40E-05	BCL2,MYC	 
MM-401	 	chemical reagent	 	 	 	2.40E-05	BCL2,MYC	2 (2)
adenosine	 	chemical - endogenous mammalian	 	 	 	2.45E-05	HSPA5,SOCS3,TXNIP	 
cadmium chloride	 	chemical toxicant	 	 	 	2.45E-05	HSP90AA1,HSPA5,MYC	 
acetaminophen	 	chemical drug	 	 	 	2.50E-05	BCL2,HSPA5,MYC,SOCS3	11 (11)
TLR4	 	transmembrane receptor	 	1.932	 	2.67E-05	BCL2,HSPA5,MYC,NFKBIZ,SOCS3	10 (14)
SIN3A	 	transcription regulator	 	 	 	2.71E-05	BCL2,MYC,TXNIP	 
KRAS	 	enzyme	 	 	 	2.83E-05	AHNAK,BCL2,HSPA5,MYC,PIM1,PTPRC	7 (4)
OSMR	 	transmembrane receptor	 	 	 	2.84E-05	BCL2,PIM1,SOCS3	7 (5)
IL6ST	 	transmembrane receptor	 	 	 	2.84E-05	MYC,PIM1,SOCS3	12 (13)
ethanol	 	chemical - endogenous mammalian	 	-0.072	 	2.98E-05	BCL2,HSP90AB1,HSPA5,MYC,TSC22D3	8 (7)
MAP2K1	 	kinase	 	 	 	3.08E-05	BCL2,HSPA5,MYC,PIM1	8 (7)
bazedoxifene	 	chemical drug	 	 	 	3.09E-05	BCL2,MYC	 
GPR183	 	G-protein coupled receptor	 	 	 	3.09E-05	BCL2,MYC	 
dantrolene	 	chemical drug	 	 	 	3.09E-05	BCL2,HSPA5	 
prodigiosin	 	chemical toxicant	 	 	 	3.09E-05	BCL2,HSPA5	 
genistein	 	chemical drug	 	-1.516	 	3.24E-05	BCL2,HSPA5,MYC,PIM1,STK17B	8 (7)
CRH	 	cytokine	 	 	 	3.27E-05	BCL2,SLC2A3,SOCS3	 
EDN1	 	cytokine	 	 	 	3.47E-05	BCL2,HSPA5,MYC,SOCS3	9 (14)
Igm	 	complex	 	 	 	3.57E-05	BCL2,MYC,PIM1	11 (13)
calphostin C	 	chemical - kinase inhibitor	 	 	 	3.57E-05	BCL2,HSPA5,MYC	9 (15)
NR3C1	 	ligand-dependent nuclear receptor	 	 	 	3.62E-05	BCL2,HSP90AB1,MYC,SLC2A3,STK17B,TSC22D3	 
PTEN	 	phosphatase	 	-1.008	 	3.68E-05	BCL2,MYC,PIM1,PTPRC,SOCS3,TSC22D3	8 (4)
Shc	 	group	 	 	 	3.86E-05	BCL2,MYC	2 (6)
IL9R	 	transmembrane receptor	 	 	 	3.86E-05	MYC,PIM1	 
acriflavine	 	chemical toxicant	 	 	 	3.86E-05	MYC,SOCS3	 
premarin	 	chemical drug	 	 	 	3.86E-05	BCL2,MYC	 
carmustine	 	chemical drug	 	 	 	3.86E-05	HSP90AA1,HSP90AB1	 
bromobenzene	 	chemical toxicant	 	 	 	3.90E-05	HSP90AA1,HSPA5,MYC	 
IKZF3	 	transcription regulator	 	 	 	4.07E-05	BCL2,MYC,NFKBIZ	 
triamcinolone acetonide	 	chemical drug	 	-1.953	 	4.12E-05	BCL2,MYC,TSC22D3,TXNIP	 
CEBPB	 	transcription regulator	 	1.452	 	4.21E-05	BCL2,HSP90AA1,MYC,NFKBIZ,SOCS3	9 (8)
HIF1A	 	transcription regulator	 	0.105	 	4.36E-05	BCL2,HSPA5,MYC,SLC2A3,SOCS3	12 (16)
ANGPT2	 	growth factor	 	1.964	 	4.51E-05	BCL2,HSP90AA1,HSPA5,TXNIP	 
EP300	 	transcription regulator	 	 	 	4.70E-05	HSP90AB1,MYC,SOCS3,TXNIP,ZFP36L2	 
RAF1	 	kinase	 	-1.412	bias	4.77E-05	BCL2,MYC,TXNIP,ZFP36L2	 
LIF	 	cytokine	 	1.952	 	4.77E-05	AHNAK,MYC,PIM1,SOCS3	7 (5)
CSF1	 	cytokine	 	1.958	bias	4.85E-05	BCL2,HSPA5,MYC,PTPRC	7 (4)
NFKBIA	 	transcription regulator	 	1.114	 	4.91E-05	BCL2,HSPA5,MYC,PIM1,SOCS3	12 (16)
Il3	 	cytokine	 	 	 	4.99E-05	BCL2,MYC,PIM1	10 (12)
CD40	 	transmembrane receptor	 	 	 	5.21E-05	BCL2,HSPA5,MYC,PIM1	8 (10)
PRNP	 	other	 	 	 	5.39E-05	BCL2,HSPA5,MYC	8 (13)
embelin	 	chemical - endogenous non-mammalian	 	 	 	5.66E-05	BCL2,MYC	 
JUP	 	other	 	 	 	5.66E-05	BCL2,MYC	2 (2)
MAPKAPK3	 	kinase	 	 	 	5.66E-05	BCL2,HSPA5	 
cucurbitacin B	 	chemical - endogenous non-mammalian	 	 	 	5.66E-05	BCL2,MYC	 
Mt	 	group	 	 	 	5.66E-05	BCL2,HSPA5	 
dehydroisoandrosterone	 	chemical - endogenous mammalian	 	 	 	6.03E-05	BCL2,HSP90AB1,MYC	7 (4)
palmitic acid	 	chemical - endogenous mammalian	 	1.103	 	6.08E-05	BCL2,HSPA5,SOCS3,TXNIP	7 (8)
Growth hormone	 	group	 	1.310	 	6.28E-05	BCL2,MYC,SOCS3,TXNIP	11 (17)
SB203580	 	chemical - kinase inhibitor	Inhibited	-2.153	bias	6.44E-05	BCL2,HSPA5,MYC,SOCS3,STK17B	10 (15)
Ppp2c	 	group	 	 	 	6.68E-05	BCL2,PIM1	 
CSF2RA	 	transmembrane receptor	 	 	 	6.68E-05	MYC,PIM1	 
pimozide	 	chemical drug	 	 	 	6.68E-05	BCL2,PIM1	 
gambogic acid	 	chemical - endogenous non-mammalian	 	 	 	6.68E-05	BCL2,MYC	2 (4)
VDR	 	transcription regulator	 	-1.000	 	6.82E-05	BCL2,MYC,SOCS3,TXNIP	9 (10)
estrogen receptor	 	group	 	1.131	 	7.16E-05	BCL2,HSP90AA1,MYC,TSC22D3	7 (2)
homocysteine	 	chemical - endogenous mammalian	 	 	 	7.22E-05	BCL2,HSPA5,SOCS3	8 (10)
IFNA2	 	cytokine	 	-0.124	bias	7.40E-05	BCL2,HLA-E,MYC,SOCS3	7 (4)
NFYA	 	transcription regulator	 	 	 	7.47E-05	BCL2,HSPA5,TXNIP	 
TLR9	 	transmembrane receptor	 	1.901	bias	7.51E-05	BCL2,MYC,NFKBIZ,SOCS3	11 (12)
Insulin	 	group	Activated	2.183	 	7.70E-05	BCL2,HSP90AA1,HSPA5,MYC,SLC2A3	10 (10)
IKBKE	 	kinase	 	 	 	7.73E-05	BCL2,MYC,SLC2A3	 
lenalidomide	 	chemical drug	 	-0.068	 	7.76E-05	HSPA5,MYC,NFKBIZ,PTPRC	 
VCP	 	enzyme	 	 	 	7.79E-05	BCL2,HSPA5	 
GTF2I	 	transcription regulator	 	 	 	7.79E-05	HSPA5,MYC	 
pyruvic acid	 	chemical - endogenous mammalian	 	 	 	7.79E-05	BCL2,SLC2A3	 
zeranol	 	chemical - endogenous mammalian	 	 	 	7.79E-05	BCL2,MYC	 
pyrimidin-2-one beta-ribofuranoside	 	chemical reagent	 	 	 	7.79E-05	BCL2,HSPA5	 
growth factor	 	group	 	 	 	7.79E-05	BCL2,MYC	2 (3)
MAX	 	transcription regulator	 	 	 	7.99E-05	MYC,SLC2A3,TXNIP	 
tert-butyl-hydroquinone	 	chemical reagent	 	 	 	7.99E-05	BCL2,HSPA5,ZFP36L2	 
CSF2	 	cytokine	Activated	2.192	bias	8.00E-05	BCL2,MYC,PIM1,SLC2A3,SOCS3	11 (10)
bortezomib	 	chemical drug	 	0.620	 	8.00E-05	BCL2,HSP90AA1,HSPA5,MYC	8 (4)
IKZF1	 	transcription regulator	 	-1.958	 	8.51E-05	MYC,NFKBIZ,SLC2A3,TXNIP	 
6-hydroxydopamine	 	chemical toxicant	 	 	 	8.54E-05	BCL2,HSP90AB1,HSPA5	 
MYC	0.319	transcription regulator	 	1.277	 	8.69E-05	BCL2,HLA-E,HSP90AA1,MYC,PTPRC,SLC2A3,TXNIP	 
1'-acetoxychavicol acetate	 	chemical reagent	 	 	 	8.98E-05	BCL2,MYC	2 (4)
costunolide	 	chemical - endogenous non-mammalian	 	 	 	8.98E-05	BCL2,MYC	 
KITLG	 	growth factor	 	 	 	9.05E-05	BCL2,PIM1,TSC22D3,TXNIP	 
IL17A	 	cytokine	 	1.247	 	9.33E-05	BCL2,MYC,NFKBIZ,SOCS3	11 (12)
hydrogen peroxide	 	chemical - endogenous mammalian	 	-0.183	 	9.93E-05	BCL2,HSPA5,MYC,PIM1,TXNIP	10 (14)
Stat5 dimer	 	complex	 	 	 	1.03E-04	BCL2,MYC	 
hydrogen sulfide	 	chemical - endogenous mammalian	 	 	 	1.03E-04	BCL2,HSPA5	 
myricetin	 	chemical - endogenous non-mammalian	 	 	 	1.03E-04	BCL2,MYC	2 (2)
tauroursodeoxycholic acid	 	chemical - endogenous mammalian	 	 	 	1.03E-04	BCL2,HSPA5	 
cyclic AMP	 	chemical - endogenous mammalian	 	1.067	 	1.05E-04	BCL2,MYC,SOCS3,TXNIP	11 (17)
LGALS3	 	other	 	 	 	1.06E-04	BCL2,MYC,SOCS3	14 (21)
EIF2AK2	 	kinase	 	 	 	1.06E-04	BCL2,MYC,SOCS3	11 (17)
CDKN1A	 	kinase	 	 	 	1.10E-04	BCL2,HSPA5,MYC,PTPRC	 
NRG1	 	growth factor	 	 	 	1.11E-04	BCL2,MYC,SLC2A3,ZFP36L2	 
vorinostat	 	chemical drug	 	-0.339	 	1.14E-04	BCL2,HSPA5,MYC,SOCS3	11 (15)
Smad2/3-Smad4	 	complex	 	 	 	1.16E-04	BCL2,MYC	 
Integrin	 	complex	 	 	 	1.16E-04	MYC,SOCS3	 
PPP1R1B	 	phosphatase	 	 	 	1.16E-04	BCL2,MYC	2 (3)
MDK	 	growth factor	 	 	 	1.16E-04	BCL2,PTPRC	 
CCAT2	 	other	 	 	 	1.16E-04	BCL2,MYC	 
mir-154	 	microRNA	 	 	 	1.31E-04	BCL2,MYC	 
GFI1B	 	transcription regulator	 	 	 	1.31E-04	MYC,SOCS3	 
antimycin A	 	chemical - endogenous non-mammalian	 	 	 	1.31E-04	BCL2,TXNIP	 
indirubin	 	chemical drug	 	 	 	1.31E-04	BCL2,MYC	2 (4)
IGF1R	 	transmembrane receptor	 	 	 	1.31E-04	BCL2,HSPA5,MYC,ZFP36L2	 
PRL	 	cytokine	 	1.857	 	1.33E-04	BCL2,MYC,PIM1,SOCS3	11 (9)
potassium chloride	 	chemical drug	 	 	 	1.34E-04	HSPA5,MYC,TXNIP	 
resiquimod	 	chemical drug	 	 	 	1.37E-04	BCL2,HSPA5,NFKBIZ,PTPRC	 
trichostatin A	 	chemical drug	 	-0.708	 	1.41E-04	BCL2,HSPA5,MBNL1,MYC,PIM1,TXNIP	8 (7)
OSM	 	cytokine	 	1.244	 	1.44E-04	BCL2,HLA-F,HSPA5,MYC,SOCS3	13 (19)
DPP-23	 	chemical reagent	 	 	 	1.46E-04	HSP90AA1,HSPA5	 
EIF2AK3	 	kinase	 	 	 	1.46E-04	HSPA5,MYC,TXNIP	 
SYK	 	kinase	 	 	 	1.58E-04	BCL2,PIM1,TSC22D3	 
bisindolylmaleimide I	 	chemical - kinase inhibitor	 	 	 	1.58E-04	BCL2,HSP90AB1,HSPA5	6 (3)
resveratrol	 	chemical drug	 	 	 	1.60E-04	BCL2,HSPA5,MALAT1,MYC	7 (8)
dactolisib	 	chemical drug	 	 	 	1.62E-04	BCL2,MYC	2 (5)
PTP4A3	 	phosphatase	 	 	 	1.62E-04	HSP90AA1,MYC	 
STAU1	 	transporter	 	 	 	1.62E-04	MYC,SLC2A3	 
KIT	 	transmembrane receptor	 	 	 	1.62E-04	BCL2,MYC,SOCS3	13 (20)
SP1	 	transcription regulator	 	 	 	1.65E-04	BCL2,HSPA5,MYC,PIM1,SLC2A3	6 (4)
hyaluronic acid	 	chemical - endogenous mammalian	 	 	 	1.67E-04	BCL2,PTPRC,SOCS3	 
salinosporamide A	 	chemical drug	 	 	 	1.79E-04	BCL2,MYC	 
YWHAZ	 	enzyme	 	 	 	1.79E-04	HSPA5,TSC22D3	 
MGAT5	 	enzyme	 	 	 	1.79E-04	MYC,PTPRC	 
SIN3B	 	transcription regulator	 	 	 	1.79E-04	MYC,TXNIP	 
NLRC5	 	transcription regulator	 	 	 	1.79E-04	HLA-E,HLA-F	 
epirubicin	 	chemical drug	 	 	 	1.79E-04	BCL2,MYC	 
ERK1/2	 	group	 	 	 	1.82E-04	BCL2,HSPA5,MYC,SOCS3	12 (12)
paclitaxel	 	chemical drug	 	 	 	1.82E-04	BCL2,HSP90AB1,MYC,SLC2A3	4 (2)
CDKN1B	 	kinase	 	 	 	1.85E-04	BCL2,HSPA5,MYC	8 (7)
JQ1	 	chemical reagent	 	 	 	1.94E-04	BCL2,HSPA5,MYC	8 (7)
IKK (complex)	 	complex	 	 	 	1.97E-04	BCL2,MYC	2 (4)
IL15RA	 	transmembrane receptor	 	 	 	1.97E-04	BCL2,PTPRC	 
Alpha catenin	 	group	 	 	 	1.99E-04	MYC,NFKBIZ,SOCS3	 
GSK3B	 	kinase	 	 	 	1.99E-04	BCL2,MYC,NFKBIZ	6 (4)
prostaglandin E2	 	chemical - endogenous mammalian	 	 	 	2.01E-04	BCL2,MYC,SOCS3,TSC22D3	10 (9)
ARNT	 	transcription regulator	 	 	 	2.04E-04	BCL2,SLC2A3,SOCS3	5 (2)
staurosporine	 	chemical - kinase inhibitor	 	 	 	2.04E-04	BCL2,MYC,PIM1	8 (7)
STAT3	 	transcription regulator	Activated	2.164	 	2.10E-04	BCL2,MYC,NFKBIZ,PIM1,SOCS3	12 (10)
pregna-4,17-diene-3,16-dione	 	chemical - endogenous non-mammalian	 	 	 	2.15E-04	BCL2,MYC	 
SGPL1	 	enzyme	 	 	 	2.15E-04	BCL2,HSPA5	 
oxymatrine	 	chemical drug	 	 	 	2.15E-04	BCL2,PTPRC	 
ibrutinib	 	chemical drug	 	 	 	2.15E-04	BCL2,MYC	 
MBP	 	other	 	 	 	2.15E-04	MYC,PTPRC	 
LOX	 	enzyme	 	 	 	2.15E-04	BCL2,MYC	2 (3)
CRHR2	 	G-protein coupled receptor	 	 	 	2.15E-04	BCL2,SLC2A3	 
PD184352	 	chemical drug	 	 	 	2.15E-04	BCL2,HSPA5	 
evodiamine	 	chemical - endogenous non-mammalian	 	 	 	2.15E-04	BCL2,MYC	2 (4)
