© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Retinoic acid Mediated Apoptosis Signaling	1.59E00	3.33E-02	NaN	PARP14,PARP9	
PCP pathway	1.59E00	3.33E-02	NaN	JUN,JUNB	
IL-2 Signaling	1.58E00	3.28E-02	NaN	JAK1,JUN	
PKCθ Signaling in T Lymphocytes	1.58E00	1.94E-02	NaN	HLA-A,HLA-B,JUN	
Regulation of eIF4 and p70S6K Signaling	1.56E00	1.91E-02	NaN	EIF1,PABPC1,PPP2R5C	
Thrombopoietin Signaling	1.55E00	3.17E-02	NaN	JUN,STAT1	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	1.54E00	3.12E-02	NaN	CCL5,CCR5	
Calcium-induced T Lymphocyte Apoptosis	1.51E00	3.03E-02	NaN	HLA-A,HLA-B	
Tec Kinase Signaling	1.51E00	1.83E-02	NaN	ACTB,JAK1,STAT1	
Cell Cycle: G1/S Checkpoint Regulation	1.5E00	2.99E-02	NaN	ATM,RBL2	
Tight Junction Signaling	1.49E00	1.79E-02	NaN	ACTB,JUN,PPP2R5C	
Wnt/β-catenin Signaling	1.45E00	1.73E-02	NaN	JUN,PPP2R5C,UBA52	
Breast Cancer Regulation by Stathmin1	1.44E00	1.02E-02	NaN	ADGRG1,CCR5,JUN,PPP2R5C,STMN1,TUBB	
PI3K/AKT Signaling	1.44E00	1.71E-02	NaN	IL7R,JAK1,PPP2R5C	
Hypoxia Signaling in the Cardiovascular System	1.42E00	2.7E-02	NaN	ATM,JUN	
IL-15 Signaling	1.41E00	2.67E-02	NaN	GZMB,JAK1	
Role of NFAT in Regulation of the Immune Response	1.4E00	1.66E-02	NaN	HLA-A,HLA-B,JUN	
Sertoli Cell-Sertoli Cell Junction Signaling	1.38E00	1.62E-02	NaN	ACTB,JUN,TUBB	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	1.37E00	1.61E-02	NaN	CCL5,CCR5,STAT1	
BEX2 Signaling Pathway	1.37E00	2.53E-02	NaN	JUN,PPP2R5C	
IL-17 Signaling	1.36E00	2.5E-02	NaN	JAK1,JUN	
NRF2-mediated Oxidative Stress Response	1.36E00	1.59E-02	NaN	ACTB,JUN,JUNB	
Prolactin Signaling	1.35E00	2.47E-02	NaN	JUN,STAT1	
Cyclins and Cell Cycle Regulation	1.35E00	2.47E-02	NaN	ATM,PPP2R5C	
ERK/MAPK Signaling	1.34E00	1.55E-02	NaN	ETS1,PPP2R5C,STAT1	
RAR Activation	1.33E00	1.55E-02	NaN	ACTB,JUN,PNRC1	
Ceramide Signaling	1.29E00	2.27E-02	NaN	JUN,PPP2R5C	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	1.27E00	2.22E-02	NaN	HLA-A,HLA-B	
DNA Double-Strand Break Repair by Homologous Recombination	1.25E00	7.14E-02	NaN	ATM	
DNA Double-Strand Break Repair by Non-Homologous End Joining	1.25E00	7.14E-02	NaN	ATM	
Regulation of Actin-based Motility by Rho	1.24E00	2.13E-02	NaN	ACTB,ARPC2	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	1.24E00	2.13E-02	NaN	ACTB,ARPC2	
Integrin Signaling	1.23E00	1.41E-02	NaN	ACTB,ARPC2,ITGAL	
AMPK Signaling	1.23E00	1.4E-02	NaN	ACTB,EEF2,PPP2R5C	
p53 Signaling	1.2E00	2.04E-02	NaN	ATM,JUN	
VEGF Signaling	1.2E00	2.02E-02	NaN	ACTB,EIF1	
NER Pathway	1.17E00	1.94E-02	NaN	H4C3,TOP2A	
IGF-1 Signaling	1.16E00	1.92E-02	NaN	JAK1,JUN	
T Cell Receptor Signaling	1.15E00	1.9E-02	NaN	CD8A,JUN	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	1.14E00	5.56E-02	NaN	CCL5	
Telomerase Signaling	1.14E00	1.87E-02	NaN	ETS1,PPP2R5C	
Paxillin Signaling	1.13E00	1.85E-02	NaN	ACTB,ITGAL	
Pancreatic Adenocarcinoma Signaling	1.12E00	1.83E-02	NaN	JAK1,STAT1	
Huntington's Disease Signaling	1.12E00	1.27E-02	NaN	HSPA8,JUN,UBA52	
GADD45 Signaling	1.12E00	5.26E-02	NaN	ATM	
DNA damage-induced 14-3-3σ Signaling	1.12E00	5.26E-02	NaN	ATM	
iCOS-iCOSL Signaling in T Helper Cells	1.11E00	1.8E-02	NaN	HLA-A,HLA-B	
HGF Signaling	1.11E00	1.8E-02	NaN	ETS1,JUN	
Rac Signaling	1.1E00	1.79E-02	NaN	ARPC2,JUN	
Apelin Endothelial Signaling Pathway	1.08E00	1.74E-02	NaN	JUN,KLF2	
Colorectal Cancer Metastasis Signaling	1.06E00	1.19E-02	NaN	JAK1,JUN,STAT1	
IL-15 Production	1.05E00	1.65E-02	NaN	JAK1,STAT1	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	1.04E00	4.35E-02	NaN	RSAD2	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	1.04E00	4.35E-02	NaN	CCL5	
RhoA Signaling	1.03E00	1.63E-02	NaN	ACTB,ARPC2	
14-3-3-mediated Signaling	1.01E00	1.57E-02	NaN	JUN,TUBB	
Reelin Signaling in Neurons	1E00	1.55E-02	NaN	ARPC2,ITGAL	
Lipid Antigen Presentation by CD1	9.91E-01	3.85E-02	NaN	B2M	
TNFR2 Signaling	9.32E-01	3.33E-02	NaN	JUN	
Sirtuin Signaling Pathway	9.21E-01	1.03E-02	NaN	H1-2,H1-3,JUN	
4-1BB Signaling in T Lymphocytes	9.07E-01	3.12E-02	NaN	JUN	
Inhibition of Angiogenesis by TSP1	8.79E-01	2.94E-02	NaN	JUN	
DNA Methylation and Transcriptional Repression Signaling	8.7E-01	2.86E-02	NaN	H4C3	
IL-17A Signaling in Fibroblasts	8.7E-01	2.86E-02	NaN	JUN	
Cell Cycle Regulation by BTG Family Proteins	8.48E-01	2.7E-02	NaN	PPP2R5C	
April Mediated Signaling	8.27E-01	2.56E-02	NaN	JUN	
Antiproliferative Role of TOB in T Cell Signaling	8.27E-01	2.56E-02	NaN	PABPC1	
Estrogen Receptor Signaling	8.1E-01	9.15E-03	NaN	DDX5,JAK1,JUN	
B Cell Activating Factor Signaling	8.04E-01	2.44E-02	NaN	JUN	
Germ Cell-Sertoli Cell Junction Signaling	8.01E-01	1.17E-02	NaN	ACTB,TUBB	
MIF Regulation of Innate Immunity	7.96E-01	2.38E-02	NaN	JUN	
BAG2 Signaling Pathway	7.88E-01	2.33E-02	NaN	HSPA8	
RhoGDI Signaling	7.67E-01	1.11E-02	NaN	ACTB,ARPC2	
Granulocyte Adhesion and Diapedesis	7.67E-01	1.11E-02	NaN	CCL5,ITGAL	
FAT10 Cancer Signaling Pathway	7.59E-01	2.17E-02	NaN	EEF1A1	
B Cell Receptor Signaling	7.5E-01	1.08E-02	NaN	ETS1,JUN	
Hematopoiesis from Pluripotent Stem Cells	7.35E-01	2.04E-02	NaN	CD8A	
Xenobiotic Metabolism CAR Signaling Pathway	7.35E-01	1.06E-02	NaN	PPP2R5C,RACK1	
TNFR1 Signaling	7.28E-01	2E-02	NaN	JUN	
Regulation of the Epithelial-Mesenchymal Transition Pathway	7.24E-01	1.04E-02	NaN	ETS1,JAK1	
Agranulocyte Adhesion and Diapedesis	7.21E-01	1.04E-02	NaN	ACTB,CCL5	
UVC-Induced MAPK Signaling	7.19E-01	1.96E-02	NaN	JUN	
UVB-Induced MAPK Signaling	7.12E-01	1.92E-02	NaN	JUN	
Leukocyte Extravasation Signaling	7.08E-01	1.02E-02	NaN	ACTB,ITGAL	
Hepatic Fibrosis Signaling Pathway	7.08E-01	8.15E-03	NaN	CCL5,JAK1,JUN	
CD27 Signaling in Lymphocytes	7.03E-01	1.89E-02	NaN	JUN	
Gap Junction Signaling	7.03E-01	1.01E-02	NaN	ACTB,TUBB	
Transcriptional Regulatory Network in Embryonic Stem Cells	6.97E-01	1.85E-02	NaN	H4C3	
Role of IL-17A in Arthritis	6.9E-01	1.82E-02	NaN	CCL5	
Unfolded protein response	6.82E-01	1.79E-02	NaN	HSPA8	
MSP-RON Signaling Pathway	6.7E-01	1.72E-02	NaN	ACTB	
mTOR Signaling	6.66E-01	9.52E-03	NaN	EIF4B,PPP2R5C	
Osteoarthritis Pathway	6.64E-01	9.48E-03	NaN	S100A8,S100A9	
Molecular Mechanisms of Cancer	6.58E-01	7.67E-03	NaN	ATM,JAK1,JUN	
Actin Cytoskeleton Signaling	6.42E-01	9.17E-03	NaN	ACTB,ARPC2	
CD40 Signaling	6.25E-01	1.54E-02	NaN	JUN	
IL-17A Signaling in Airway Cells	6.25E-01	1.54E-02	NaN	JAK1	
ErbB2-ErbB3 Signaling	6.25E-01	1.54E-02	NaN	JUN	
Pyridoxal 5'-phosphate Salvage Pathway	6.25E-01	1.54E-02	NaN	EIF2AK2	
Mitotic Roles of Polo-Like Kinase	6.2E-01	1.52E-02	NaN	PPP2R5C	
SPINK1 General Cancer Pathway	6.04E-01	1.45E-02	NaN	JAK1	
Growth Hormone Signaling	5.93E-01	1.41E-02	NaN	STAT1	
Actin Nucleation by ARP-WASP Complex	5.87E-01	1.39E-02	NaN	ARPC2	
Estrogen-Dependent Breast Cancer Signaling	5.77E-01	1.35E-02	NaN	JUN	
Erythropoietin Signaling	5.67E-01	1.32E-02	NaN	JUN	
GDNF Family Ligand-Receptor Interactions	5.67E-01	1.32E-02	NaN	JUN	
Neurotrophin/TRK Signaling	5.67E-01	1.32E-02	NaN	JUN	
Dopamine Receptor Signaling	5.62E-01	1.3E-02	NaN	PPP2R5C	
VDR/RXR Activation	5.58E-01	1.28E-02	NaN	CCL5	
Thyroid Cancer Signaling	5.53E-01	1.27E-02	NaN	JUN	
FLT3 Signaling in Hematopoietic Progenitor Cells	5.48E-01	1.25E-02	NaN	STAT1	
Role of MAPK Signaling in the Pathogenesis of Influenza	5.48E-01	1.25E-02	NaN	CCL5	
LPS-stimulated MAPK Signaling	5.39E-01	1.22E-02	NaN	JUN	
HIPPO signaling	5.26E-01	1.18E-02	NaN	PPP2R5C	
BMP signaling pathway	5.26E-01	1.18E-02	NaN	JUN	
RANK Signaling in Osteoclasts	5.14E-01	1.14E-02	NaN	JUN	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	5.1E-01	1.12E-02	NaN	JUN	
IL-1 Signaling	5.02E-01	1.1E-02	NaN	JUN	
Th17 Activation Pathway	5.02E-01	1.1E-02	NaN	JAK1	
ErbB Signaling	4.91E-01	1.06E-02	NaN	JUN	
FAK Signaling	4.87E-01	1.05E-02	NaN	ACTB	
GABA Receptor Signaling	4.87E-01	1.05E-02	NaN	UBA52	
TGF-β Signaling	4.83E-01	1.04E-02	NaN	JUN	
Salvage Pathways of Pyrimidine Ribonucleotides	4.79E-01	1.03E-02	NaN	EIF2AK2	
SAPK/JNK Signaling	4.61E-01	9.8E-03	NaN	JUN	
Chronic Myeloid Leukemia Signaling	4.58E-01	9.71E-03	NaN	RBL2	
Mouse Embryonic Stem Cell Pluripotency	4.58E-01	9.71E-03	NaN	JAK1	
PPAR Signaling	4.55E-01	9.62E-03	NaN	JUN	
CDK5 Signaling	4.41E-01	9.26E-03	NaN	PPP2R5C	
Glioma Signaling	4.35E-01	9.09E-03	NaN	RBL2	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	4.31E-01	6.41E-03	NaN	CCL5,JUN	
Synaptogenesis Signaling Pathway	4.31E-01	6.41E-03	NaN	ARPC2,HSPA8	
HIF1α Signaling	4.26E-01	8.85E-03	NaN	JUN	
fMLP Signaling in Neutrophils	4.17E-01	8.62E-03	NaN	ARPC2	
p38 MAPK Signaling	4.11E-01	8.47E-03	NaN	STAT1	
Cholecystokinin/Gastrin-mediated Signaling	4.09E-01	8.4E-03	NaN	JUN	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	4.09E-01	8.4E-03	NaN	JAK1	
LXR/RXR Activation	4.03E-01	8.26E-03	NaN	S100A8	
Inhibition of ARE-Mediated mRNA Degradation Pathway	4E-01	8.2E-03	NaN	PPP2R5C	
IL-6 Signaling	3.93E-01	8E-03	NaN	JUN	
Atherosclerosis Signaling	3.89E-01	7.94E-03	NaN	S100A8	
P2Y Purigenic Receptor Signaling Pathway	3.87E-01	7.87E-03	NaN	JUN	
Gα12/13 Signaling	3.79E-01	7.69E-03	NaN	JUN	
Cellular Effects of Sildenafil (Viagra)	3.77E-01	7.63E-03	NaN	ACTB	
STAT3 Pathway	3.67E-01	7.41E-03	NaN	IL7R	
Androgen Signaling	3.65E-01	7.35E-03	NaN	JUN	
Iron homeostasis signaling pathway	3.63E-01	7.3E-03	NaN	JAK1	
PI3K Signaling in B Lymphocytes	3.6E-01	7.25E-03	NaN	JUN	
Insulin Receptor Signaling	3.56E-01	7.14E-03	NaN	JAK1	
Cardiac β-adrenergic Signaling	3.53E-01	7.09E-03	NaN	PPP2R5C	
Corticotropin Releasing Hormone Signaling	3.44E-01	6.9E-03	NaN	JUN	
Relaxin Signaling	3.33E-01	6.67E-03	NaN	JUN	
Aldosterone Signaling in Epithelial Cells	3.17E-01	6.33E-03	NaN	HSPA8	
eNOS Signaling	3.15E-01	6.29E-03	NaN	HSPA8	
Protein Kinase A Signaling	3.08E-01	5.03E-03	NaN	H1-2,H1-3	
Dopamine-DARPP32 Feedback in cAMP Signaling	3.07E-01	6.13E-03	NaN	PPP2R5C	
HMGB1 Signaling	3.04E-01	6.06E-03	NaN	JUN	
CXCR4 Signaling	3E-01	5.99E-03	NaN	JUN	
GNRH Signaling	2.9E-01	5.78E-03	NaN	JUN	
Acute Phase Response Signaling	2.8E-01	5.59E-03	NaN	JUN	
NF-κB Signaling	2.8E-01	5.59E-03	NaN	EIF2AK2	
Ephrin Receptor Signaling	2.78E-01	5.56E-03	NaN	ARPC2	
Hepatic Cholestasis	2.7E-01	5.41E-03	NaN	JUN	
Endothelin-1 Signaling	2.65E-01	5.32E-03	NaN	JUN	
Synaptic Long Term Depression	2.64E-01	5.29E-03	NaN	PPP2R5C	
PPARα/RXRα Activation	2.62E-01	5.26E-03	NaN	JUN	
IL-8 Signaling	2.48E-01	5E-03	NaN	JUN	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	2.22E-01	4.55E-03	NaN	JUN	
Sperm Motility	2.18E-01	4.48E-03	NaN	JAK1	
LPS/IL-1 Mediated Inhibition of RXR Function	2.17E-01	4.46E-03	NaN	JUN	
Cardiac Hypertrophy Signaling	1.99E-01	4.17E-03	NaN	JUN	
Axonal Guidance Signaling	-0E00	4.13E-03	NaN	ARPC2,TUBB	
Phospholipase C Signaling	-0E00	3.89E-03	NaN	AHNAK	
Xenobiotic Metabolism Signaling	-0E00	3.48E-03	NaN	PPP2R5C	
Cardiac Hypertrophy Signaling (Enhanced)	-0E00	4.11E-03	NaN	IL7R,JUN	
