© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Activation of IRF by Cytosolic Pattern Recognition Receptors	1.04E00	1.59E-02	NaN	STAT1	
Thrombopoietin Signaling	1.04E00	1.59E-02	NaN	STAT1	
Cell Cycle: G1/S Checkpoint Regulation	1.02E00	1.49E-02	NaN	CCND2	
Remodeling of Epithelial Adherens Junctions	1.01E00	1.47E-02	NaN	ACTB	
Role of JAK1 and JAK3 in γc Cytokine Signaling	1.01E00	1.45E-02	NaN	STAT1	
SPINK1 General Cancer Pathway	1.01E00	1.45E-02	NaN	GZMA	
Growth Hormone Signaling	9.96E-01	1.41E-02	NaN	STAT1	
T Helper Cell Differentiation	9.83E-01	1.37E-02	NaN	STAT1	
IL-15 Signaling	9.75E-01	1.33E-02	NaN	GZMB	
IL-7 Signaling Pathway	9.59E-01	1.28E-02	NaN	STAT1	
IL-3 Signaling	9.51E-01	1.27E-02	NaN	STAT1	
Agrin Interactions at Neuromuscular Junction	9.51E-01	1.27E-02	NaN	ACTB	
BEX2 Signaling Pathway	9.51E-01	1.27E-02	NaN	LGALS1	
FLT3 Signaling in Hematopoietic Progenitor Cells	9.47E-01	1.25E-02	NaN	STAT1	
Renal Cell Carcinoma Signaling	9.47E-01	1.25E-02	NaN	ETS1	
JAK/Stat Signaling	9.47E-01	1.25E-02	NaN	STAT1	
Prolactin Signaling	9.43E-01	1.23E-02	NaN	STAT1	
Cyclins and Cell Cycle Regulation	9.43E-01	1.23E-02	NaN	CCND2	
PDGF Signaling	9.17E-01	1.16E-02	NaN	STAT1	
Regulation of Actin-based Motility by Rho	8.79E-01	1.06E-02	NaN	ACTB	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	8.79E-01	1.06E-02	NaN	ACTB	
FAK Signaling	8.76E-01	1.05E-02	NaN	ACTB	
p53 Signaling	8.63E-01	1.02E-02	NaN	CCND2	
VEGF Signaling	8.6E-01	1.01E-02	NaN	ACTB	
Sumoylation Pathway	8.45E-01	9.71E-03	NaN	ETS1	
Gαs Signaling	8.3E-01	9.35E-03	NaN	ADD3	
Paxillin Signaling	8.24E-01	9.26E-03	NaN	ACTB	
Pancreatic Adenocarcinoma Signaling	8.21E-01	9.17E-03	NaN	STAT1	
HGF Signaling	8.12E-01	9.01E-03	NaN	ETS1	
HIF1α Signaling	8.07E-01	8.85E-03	NaN	HSP90AA1	
Renin-Angiotensin Signaling	7.9E-01	8.47E-03	NaN	STAT1	
p38 MAPK Signaling	7.9E-01	8.47E-03	NaN	STAT1	
LXR/RXR Activation	7.8E-01	8.26E-03	NaN	S100A8	
IL-15 Production	7.8E-01	8.26E-03	NaN	STAT1	
Th1 Pathway	7.8E-01	8.26E-03	NaN	STAT1	
Inhibition of ARE-Mediated mRNA Degradation Pathway	7.77E-01	8.2E-03	NaN	ZFP36L2	
RhoA Signaling	7.72E-01	8.13E-03	NaN	ACTB	
Atherosclerosis Signaling	7.64E-01	7.94E-03	NaN	S100A8	
14-3-3-mediated Signaling	7.59E-01	7.87E-03	NaN	VIM	
Cellular Effects of Sildenafil (Viagra)	7.47E-01	7.63E-03	NaN	ACTB	
Androgen Signaling	7.33E-01	7.35E-03	NaN	HSP90AA1	
Hereditary Breast Cancer Signaling	7.21E-01	7.14E-03	NaN	ACTB	
Epithelial Adherens Junction Signaling	6.9E-01	6.58E-03	NaN	ACTB	
Necroptosis Signaling Pathway	6.78E-01	6.37E-03	NaN	STAT1	
HOTAIR Regulatory Pathway	6.7E-01	6.25E-03	NaN	VIM	
Breast Cancer Regulation by Stathmin1	6.56E-01	3.38E-03	NaN	CCND2,CX3CR1	
Tight Junction Signaling	6.52E-01	5.95E-03	NaN	ACTB	
Germ Cell-Sertoli Cell Junction Signaling	6.44E-01	5.85E-03	NaN	ACTB	
Th1 and Th2 Activation Pathway	6.44E-01	5.85E-03	NaN	STAT1	
RhoGDI Signaling	6.25E-01	5.56E-03	NaN	ACTB	
Sertoli Cell-Sertoli Cell Junction Signaling	6.14E-01	5.41E-03	NaN	ACTB	
B Cell Receptor Signaling	6.14E-01	5.41E-03	NaN	ETS1	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	6.13E-01	5.38E-03	NaN	STAT1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	6E-01	5.21E-03	NaN	ETS1	
Agranulocyte Adhesion and Diapedesis	5.99E-01	5.18E-03	NaN	ACTB	
RAR Activation	5.97E-01	5.15E-03	NaN	ACTB	
Leukocyte Extravasation Signaling	5.9E-01	5.08E-03	NaN	ACTB	
Gap Junction Signaling	5.88E-01	5.05E-03	NaN	ACTB	
IL-8 Signaling	5.85E-01	5E-03	NaN	CCND2	
Integrin Signaling	5.62E-01	4.69E-03	NaN	ACTB	
AMPK Signaling	5.61E-01	4.67E-03	NaN	ACTB	
Actin Cytoskeleton Signaling	5.53E-01	4.59E-03	NaN	ACTB	
Colorectal Cancer Metastasis Signaling	4.99E-01	3.95E-03	NaN	STAT1	
Phospholipase C Signaling	4.93E-01	3.89E-03	NaN	AHNAK	
Senescence Pathway	4.7E-01	3.64E-03	NaN	ETS1	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	4.26E-01	3.21E-03	NaN	IL32	
Synaptogenesis Signaling Pathway	4.26E-01	3.21E-03	NaN	HSPA8	
Molecular Mechanisms of Cancer	3.51E-01	2.56E-03	NaN	CCND2	
Protein Kinase A Signaling	3.45E-01	2.51E-03	NaN	ADD3	
