© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Acute Phase Response Signaling	9.79E-01	1.12E-02	NaN	IL6ST,SOCS3	
Role of NFAT in Regulation of the Immune Response	9.71E-01	1.1E-02	NaN	HLA-A,HLA-B	
Hepatic Cholestasis	9.55E-01	1.08E-02	NaN	LTB,TNFSF10	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	9.43E-01	1.06E-02	NaN	S100A8,STAT1	
Antiproliferative Role of TOB in T Cell Signaling	9.43E-01	2.56E-02	NaN	PABPC1	
Clathrin-mediated Endocytosis Signaling	9.24E-01	1.04E-02	NaN	S100A8,UBA52	
BAG2 Signaling Pathway	9.07E-01	2.33E-02	NaN	MYC	
Role of RIG1-like Receptors in Antiviral Innate Immunity	8.96E-01	2.27E-02	NaN	IFIH1	
IL-23 Signaling Pathway	8.96E-01	2.27E-02	NaN	SOCS3	
iNOS Signaling	8.86E-01	2.22E-02	NaN	STAT1	
FAT10 Cancer Signaling Pathway	8.76E-01	2.17E-02	NaN	EEF1A1	
Osteoarthritis Pathway	8.6E-01	9.48E-03	NaN	S100A8,S100A9	
Primary Immunodeficiency Signaling	8.45E-01	2E-02	NaN	IL7R	
Myc Mediated Apoptosis Signaling	8.45E-01	2E-02	NaN	MYC	
Lymphotoxin β Receptor Signaling	8.21E-01	1.89E-02	NaN	LTB	
EGF Signaling	8.07E-01	1.82E-02	NaN	STAT1	
Unfolded protein response	7.99E-01	1.79E-02	NaN	XBP1	
Endometrial Cancer Signaling	7.72E-01	1.67E-02	NaN	MYC	
Induction of Apoptosis by HIV1	7.64E-01	1.64E-02	NaN	SLC25A6	
ErbB2-ErbB3 Signaling	7.4E-01	1.54E-02	NaN	MYC	
IL-10 Signaling	7.17E-01	1.45E-02	NaN	SOCS3	
Small Cell Lung Cancer Signaling	7.06E-01	1.41E-02	NaN	MYC	
Leptin Signaling in Obesity	6.88E-01	1.35E-02	NaN	SOCS3	
IL-15 Signaling	6.84E-01	1.33E-02	NaN	MYC	
Senescence Pathway	6.82E-01	7.27E-03	NaN	ETS1,RBL2	
Erythropoietin Signaling	6.8E-01	1.32E-02	NaN	SOCS3	
IL-3 Signaling	6.64E-01	1.27E-02	NaN	STAT1	
Thyroid Cancer Signaling	6.64E-01	1.27E-02	NaN	MYC	
FLT3 Signaling in Hematopoietic Progenitor Cells	6.6E-01	1.25E-02	NaN	STAT1	
NF-κB Activation by Viruses	6.5E-01	1.22E-02	NaN	EIF2AK2	
Th17 Activation Pathway	6.11E-01	1.1E-02	NaN	SOCS3	
GABA Receptor Signaling	5.93E-01	1.05E-02	NaN	UBA52	
Neuregulin Signaling	5.9E-01	1.04E-02	NaN	MYC	
Bladder Cancer Signaling	5.87E-01	1.03E-02	NaN	MYC	
IGF-1 Signaling	5.61E-01	9.62E-03	NaN	SOCS3	
Pancreatic Adenocarcinoma Signaling	5.44E-01	9.17E-03	NaN	STAT1	
Glioma Signaling	5.39E-01	9.09E-03	NaN	RBL2	
HGF Signaling	5.36E-01	9.01E-03	NaN	ETS1	
HIF1α Signaling	5.3E-01	8.85E-03	NaN	LDHB	
Renin-Angiotensin Signaling	5.14E-01	8.47E-03	NaN	STAT1	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	5.11E-01	8.4E-03	NaN	IL6ST	
LXR/RXR Activation	5.06E-01	8.26E-03	NaN	S100A8	
IL-15 Production	5.06E-01	8.26E-03	NaN	STAT1	
Atherosclerosis Signaling	4.91E-01	7.94E-03	NaN	S100A8	
P2Y Purigenic Receptor Signaling Pathway	4.88E-01	7.87E-03	NaN	MYC	
p70S6K Signaling	4.83E-01	7.75E-03	NaN	EEF2	
White Adipose Tissue Browning Pathway	4.83E-01	7.75E-03	NaN	LDHB	
Adipogenesis pathway	4.69E-01	7.46E-03	NaN	XBP1	
Hereditary Breast Cancer Signaling	4.53E-01	7.14E-03	NaN	UBA52	
Insulin Receptor Signaling	4.53E-01	7.14E-03	NaN	SOCS3	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	4.51E-01	7.09E-03	NaN	SOCS3	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	4.51E-01	7.09E-03	NaN	SOCS3	
Type II Diabetes Mellitus Signaling	4.49E-01	7.04E-03	NaN	SOCS3	
Endocannabinoid Cancer Inhibition Pathway	4.46E-01	6.99E-03	NaN	MYC	
Factors Promoting Cardiogenesis in Vertebrates	4.29E-01	6.67E-03	NaN	MYC	
3-phosphoinositide Degradation	4.19E-01	6.45E-03	NaN	SOCS3	
D-myo-inositol-5-phosphate Metabolism	4.17E-01	6.41E-03	NaN	SOCS3	
Regulation of eIF4 and p70S6K Signaling	4.15E-01	6.37E-03	NaN	PABPC1	
HOTAIR Regulatory Pathway	4.08E-01	6.25E-03	NaN	MYC	
Glioblastoma Multiforme Signaling	3.98E-01	6.06E-03	NaN	MYC	
3-phosphoinositide Biosynthesis	3.98E-01	6.06E-03	NaN	SOCS3	
NF-κB Signaling	3.71E-01	5.59E-03	NaN	EIF2AK2	
B Cell Receptor Signaling	3.61E-01	5.41E-03	NaN	ETS1	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	3.59E-01	5.38E-03	NaN	STAT1	
Endothelin-1 Signaling	3.55E-01	5.32E-03	NaN	MYC	
Xenobiotic Metabolism CAR Signaling Pathway	3.54E-01	5.29E-03	NaN	RACK1	
ILK Signaling	3.52E-01	5.26E-03	NaN	MYC	
Regulation of the Epithelial-Mesenchymal Transition Pathway	3.48E-01	5.21E-03	NaN	ETS1	
Superpathway of Inositol Phosphate Compounds	3.38E-01	5.05E-03	NaN	SOCS3	
mTOR Signaling	3.2E-01	4.76E-03	NaN	EIF4B	
AMPK Signaling	3.14E-01	4.67E-03	NaN	EEF2	
Role of NFAT in Cardiac Hypertrophy	3.14E-01	4.67E-03	NaN	IL6ST	
Huntington's Disease Signaling	2.83E-01	4.22E-03	NaN	UBA52	
Opioid Signaling Pathway	2.72E-01	4.05E-03	NaN	MYC	
Phospholipase C Signaling	2.6E-01	3.89E-03	NaN	AHNAK	
Glucocorticoid Receptor Signaling	-0E00	2.98E-03	NaN	STAT1	
Molecular Mechanisms of Cancer	-0E00	2.56E-03	NaN	MYC	
Estrogen Receptor Signaling	-0E00	3.05E-03	NaN	MYC	
Hepatic Fibrosis Signaling Pathway	-0E00	2.72E-03	NaN	MYC	
