© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
stearic acid	 	chemical - endogenous mammalian	 	 	3.44E-04	BCL2,NFKBIA	2 (3)
VAV3	 	cytokine	 	 	3.69E-04	BCL2,VIM	 
ferulic acid	 	chemical - endogenous non-mammalian	 	 	3.69E-04	BCL2,MKI67	 
H89	 	chemical - kinase inhibitor	 	 	3.89E-04	BCL2,MKI67,NFKBIA	9 (8)
PRKAR1A	 	kinase	 	 	3.94E-04	BCL2,VIM	 
CLU	 	other	 	 	3.94E-04	BCL2,NFKBIA	 
VAV2	 	transcription regulator	 	 	3.94E-04	BCL2,VIM	 
fluvoxamine	 	chemical drug	 	 	3.94E-04	ACTB,RACK1	 
cycloheximide	 	chemical reagent	 	1.941	4.02E-04	ACTB,EEF1A1,EEF1D,NFKBIA	 
grape seed extract	 	chemical drug	 	 	4.20E-04	MKI67,VIM	 
PRKCZ	 	kinase	 	 	4.20E-04	BCL2,NFKBIA	 
alitretinoin	 	chemical drug	 	 	4.27E-04	BCL2,MKI67,VIM	11 (11)
MAPK1	 	kinase	 	1.091	4.39E-04	BCL2,LGALS1,MKI67,VIM	9 (8)
IGF2BP1	 	translation regulator	 	 	4.47E-04	ACTB,LGALS1	 
beta-estradiol	 	chemical - endogenous mammalian	 	1.434	4.71E-04	ACTB,BCL2,IQGAP1,MKI67,NFKBIA,RACK1,SPOCK2,VIM	13 (7)
fisetin	 	chemical toxicant	 	 	4.75E-04	BCL2,VIM	 
EZH2	 	transcription regulator	 	 	4.79E-04	ACTB,BCL2,NFKBIA,SPOCK2	 
TWIST1	 	transcription regulator	 	 	4.94E-04	BCL2,SPOCK2,VIM	 
nitrofurantoin	 	chemical drug	 	 	5.03E-04	ACTB,EEF1A1,NFKBIA	 
MIR124	 	group	 	 	5.03E-04	IQGAP1,VIM	 
indole-3-carbinol	 	chemical drug	 	 	5.03E-04	BCL2,LCP1	 
SATB1	 	transcription regulator	 	 	5.11E-04	BCL2,P2RY8,VIM	 
androgen	 	chemical drug	 	 	5.30E-04	BCL2,NFKBIA,TPT1	 
GTF2B	 	transcription regulator	 	 	5.32E-04	ACTB,NFKBIA	 
NDRG1	 	kinase	 	 	5.63E-04	BCL2,VIM	 
EGFR	 	kinase	 	-0.849	5.72E-04	ACTB,BCL2,NFKBIA,VIM	10 (11)
CP-55940	 	chemical reagent	 	 	5.93E-04	ACTB,NFKBIA	 
rasagiline	 	chemical drug	 	 	5.93E-04	BCL2,RACK1	 
gefitinib	 	chemical drug	 	 	6.16E-04	BCL2,MKI67,VIM	9 (8)
4-methylnitrosoamino-1-(3-pyridinyl)-1-butanone	 	chemical toxicant	 	 	6.25E-04	BCL2,LCP1	 
STAT6	 	transcription regulator	 	 	6.31E-04	ACTB,BCL2,NFKBIA,VIM	6 (6)
ERBB2	 	kinase	 	1.165	6.39E-04	ACTB,BCL2,LGALS1,MKI67,VIM	11 (13)
4-hydroxytamoxifen	 	chemical drug	 	 	6.68E-04	BCL2,MKI67,NFKBIA	9 (7)
tetradecanoylphorbol acetate	 	chemical drug	 	1.121	6.73E-04	ACTB,BCL2,EEF1D,NFKBIA,RACK1,VIM	9 (7)
TLR7/8	 	group	 	 	6.91E-04	BCL2,NFKBIA	 
doxorubicin	 	chemical drug	 	0.079	6.94E-04	BCL2,EEF1A1,NFKBIA,VIM	5 (5)
cinnamaldehyde	 	chemical toxicant	 	 	7.25E-04	BCL2,MKI67	 
phenacetin	 	chemical drug	 	 	7.25E-04	TMSB10/TMSB4X,VIM	 
cyclopamine	 	chemical reagent	 	 	7.25E-04	BCL2,MKI67	 
IL6	 	cytokine	 	 	7.27E-04	BCL2,LGALS1,MKI67,NFKBIA,VIM	9 (10)
cisplatin	 	chemical drug	 	 	7.31E-04	ACTB,BCL2,NFKBIA,TMSB10/TMSB4X,VIM	10 (8)
butyric acid	 	chemical - endogenous mammalian	 	 	7.42E-04	BCL2,IQGAP1,MKI67,NFKBIA	 
ouabain	 	chemical drug	 	 	7.60E-04	ACTB,VIM	 
cyclosporin A	 	biologic drug	 	-1.000	7.74E-04	BCL2,NFKBIA,TMSB10/TMSB4X,VIM	6 (7)
TXN	 	enzyme	 	 	7.96E-04	BCL2,NFKBIA	 
advanced glycation end-products	 	chemical - endogenous mammalian	 	 	7.96E-04	BCL2,MKI67	 
temozolomide	 	chemical drug	 	 	7.96E-04	BCL2,NFKBIA	 
HDAC6	 	transcription regulator	 	 	8.32E-04	BCL2,VIM	 
NRAS	 	enzyme	 	 	8.64E-04	BCL2,LGALS1,MKI67	7 (4)
PRKAA	 	group	 	 	8.70E-04	BCL2,VIM	 
hexamethylene bisacetamide	 	chemical reagent	 	 	8.70E-04	BCL2,RACK1	 
TNFAIP3	 	enzyme	 	 	9.08E-04	BCL2,NFKBIA	 
C11orf95-RELA	 	fusion gene/product	 	 	9.08E-04	BCL2,NFKBIA	 
vincristine	 	chemical drug	 	 	9.08E-04	BCL2,LCP1	 
wortmannin	 	chemical - kinase inhibitor	 	 	9.15E-04	BCL2,NFKBIA,VIM	5 (8)
ELAVL1	 	other	 	 	9.28E-04	NFKBIA,RACK1,VIM	 
CD 437	 	chemical drug	 	 	9.28E-04	LGALS1,NFKBIA,TMSB10/TMSB4X	 
MYBL2	 	transcription regulator	 	 	9.47E-04	BCL2,IQGAP1	 
Hdac1/2	 	group	 	 	9.51E-04	MKI67	 
sodium thiosulfate	 	chemical drug	 	 	9.51E-04	BCL2	 
RGN	 	enzyme	 	 	9.51E-04	BCL2	 
MACROD1	 	enzyme	 	 	9.51E-04	NFKBIA	 
METAP2	 	peptidase	 	 	9.51E-04	BCL2	 
voxtalisib	 	chemical drug	 	 	9.51E-04	BCL2	 
NAPA	 	transporter	 	 	9.51E-04	BCL2	 
EIF2B2	 	other	 	 	9.51E-04	ACTB	 
DYNLT3	 	other	 	 	9.51E-04	BCL2	 
EPSTI1	 	other	 	 	9.51E-04	NFKBIA	 
RIT1	 	enzyme	 	 	9.51E-04	BCL2	 
TPD52	 	other	 	 	9.51E-04	BCL2	 
melarsoprol	 	chemical drug	 	 	9.51E-04	BCL2	 
AuNP@PEG@e14a2	 	chemical reagent	 	 	9.51E-04	BCL2	 
6alpha-fluorotestosterone	 	chemical toxicant	 	 	9.51E-04	BCL2	 
Hsp70	 	group	 	 	9.86E-04	BCL2,NFKBIA	 
2-bromoethylamine	 	chemical reagent	 	 	9.86E-04	TMSB10/TMSB4X,VIM	 
FN1	 	enzyme	 	 	1.02E-03	BCL2,NFKBIA,VIM	10 (12)
IGF1	 	growth factor	 	 	1.02E-03	BCL2,MKI67,NFKBIA,VIM	12 (12)
ID2	 	transcription regulator	 	 	1.05E-03	BCL2,EEF1D,LGALS1	 
mir-182	 	microRNA	 	 	1.07E-03	MALAT1,VIM	 
PRMT1	 	enzyme	 	 	1.07E-03	BCL2,VIM	 
inosine	 	chemical - endogenous mammalian	 	 	1.11E-03	LCP1,VIM	 
TGFB1	 	growth factor	 	0.776	1.16E-03	BCL2,EEF1A1,MALAT1,MKI67,NFKBIA,RACK1,VIM	12 (5)
platelet activating factor	 	chemical - endogenous mammalian	 	 	1.20E-03	NFKBIA,VIM	 
AKT2	 	kinase	 	 	1.20E-03	BCL2,VIM	 
MMP1	 	peptidase	 	 	1.20E-03	BCL2,NFKBIA	 
CDK9	 	kinase	 	 	1.24E-03	NFKBIA,VIM	 
E2F4	 	transcription regulator	 	 	1.24E-03	BCL2,MKI67,SFPQ	 
BIRC5	 	other	 	 	1.29E-03	BCL2,VIM	 
PTPN6	 	phosphatase	 	 	1.29E-03	BCL2,VIM	2 (3)
NGF	 	growth factor	 	 	1.31E-03	BCL2,EEF1A1,RACK1	 
palmitic acid	 	chemical - endogenous mammalian	 	 	1.31E-03	BCL2,EEF1A1,NFKBIA	 
ESR2	 	ligand-dependent nuclear receptor	 	 	1.32E-03	BCL2,MKI67,NFKBIA,VIM	11 (8)
hexachlorobenzene	 	chemical toxicant	 	 	1.33E-03	TMSB10/TMSB4X,VIM	 
PAX5	 	transcription regulator	 	 	1.33E-03	BCL2,VIM	 
IL32	 	cytokine	 	 	1.33E-03	BCL2,VIM	 
Growth hormone	 	group	 	 	1.34E-03	ACTB,BCL2,NFKBIA	7 (5)
REL	 	transcription regulator	 	 	1.41E-03	BCL2,NFKBIA,VIM	10 (5)
ADCYAP1	 	other	 	 	1.41E-03	BCL2,NFKBIA,TMSB10/TMSB4X	 
VDR	 	transcription regulator	 	 	1.43E-03	BCL2,IQGAP1,LGALS1	 
U0126	 	chemical - kinase inhibitor	 	-1.172	1.47E-03	BCL2,CCNL1,EEF1A1,VIM	 
phenylbutazone	 	chemical drug	 	 	1.48E-03	TMSB10/TMSB4X,VIM	 
cadmium chloride	 	chemical toxicant	 	 	1.48E-03	EEF1D,VIM	 
ursolic acid	 	chemical drug	 	 	1.48E-03	BCL2,MKI67	 
IL1A	 	cytokine	 	 	1.50E-03	BCL2,NFKBIA,VIM	11 (11)
poly rI:rC-RNA	 	biologic drug	 	0.254	1.52E-03	BCL2,MKI67,NFKBIA,VIM	9 (11)
azoxymethane	 	chemical toxicant	 	 	1.52E-03	BCL2,MKI67	 
gentamicin	 	chemical drug	 	 	1.55E-03	CCNL1,EEF1A1,SFPQ	 
miR-17-5p (and other miRNAs w/seed AAAGUGC)	 	mature microRNA	 	 	1.57E-03	BCL2,VIM	 
BCL3	 	transcription regulator	 	 	1.63E-03	BCL2,NFKBIA	 
Hif1	 	complex	 	 	1.63E-03	BCL2,LGALS1	 
gentamicin C	 	chemical drug	 	 	1.68E-03	TMSB10/TMSB4X,VIM	 
lomustine	 	chemical drug	 	 	1.68E-03	TMSB10/TMSB4X,VIM	 
Sn50 peptide	 	chemical toxicant	 	 	1.68E-03	BCL2,RACK1	 
IL1B	 	cytokine	Activated	2.191	1.68E-03	BCL2,LCP1,NFKBIA,TPT1,VIM	6 (7)
PDCD1	 	phosphatase	 	 	1.73E-03	BCL2,MKI67	 
NRG2	 	growth factor	 	 	1.73E-03	BCL2,EEF1A1	 
miR-122-5p (miRNAs w/seed GGAGUGU)	 	mature microRNA	 	 	1.78E-03	EEF1A1,VIM	 
triamterene	 	chemical drug	 	 	1.78E-03	TMSB10/TMSB4X,VIM	 
caffeine	 	chemical drug	 	 	1.78E-03	BCL2,VIM	 
IL17A	 	cytokine	 	 	1.80E-03	ACTB,BCL2,VIM	7 (5)
IFNG	 	cytokine	 	-1.237	1.81E-03	ACTB,BCL2,EEF1A1,NFKBIA,RACK1,SLFN5	 
PD98059	 	chemical - kinase inhibitor	 	-1.126	1.84E-03	BCL2,EEF1A1,MKI67,VIM	6 (5)
TSC1	 	other	 	 	1.89E-03	BCL2,MKI67	 
silibinin	 	chemical drug	 	 	1.89E-03	NFKBIA,VIM	 
CREB1	 	transcription regulator	 	1.125	1.89E-03	BCL2,MKI67,TPT1,VIM	 
amikacin	 	chemical drug	 	 	1.90E-03	BCL2	 
MICU1	 	other	 	 	1.90E-03	BCL2	 
AEOL-10150	 	chemical drug	 	 	1.90E-03	BCL2	 
thymol	 	chemical reagent	 	 	1.90E-03	BCL2	 
FAM168A	 	other	 	 	1.90E-03	NFKBIA	 
ADRM1	 	other	 	 	1.90E-03	NFKBIA	 
Rps15a-ps4	 	other	 	 	1.90E-03	NFKBIA	 
PCDH9	 	other	 	 	1.90E-03	BCL2	 
SETX	 	enzyme	 	 	1.90E-03	ACTB	 
MAP3K21	 	kinase	 	 	1.90E-03	VIM	 
soy isoflavones	 	chemical drug	 	 	1.90E-03	MKI67	 
BCL6 peptide inhibitor	 	chemical drug	 	 	1.90E-03	BCL2	 
bucillamine	 	chemical drug	 	 	1.90E-03	BCL2	 
CACYBP	 	other	 	 	1.90E-03	BCL2	 
safflor yellow B	 	chemical - endogenous non-mammalian	 	 	1.90E-03	BCL2	 
NOSIP	 	other	 	 	1.90E-03	BCL2	 
SYCP3	 	other	 	 	1.90E-03	BCL2	 
mir-153	 	microRNA	 	 	1.90E-03	BCL2	 
HIF1A-AS1	 	other	 	 	1.90E-03	BCL2	 
PIM	 	group	 	 	1.90E-03	BCL2	 
PLIN3	 	other	 	 	1.90E-03	BCL2	 
cyclo(iso-Asp-GR)-LLIIKLAKLAKKLAKLAK	 	chemical reagent	 	 	1.90E-03	BCL2	 
TIAM2	 	enzyme	 	 	1.90E-03	VIM	 
NTSR2	 	G-protein coupled receptor	 	 	1.90E-03	BCL2	 
RAMP3	 	other	 	 	1.90E-03	VIM	 
NEU2	 	enzyme	 	 	1.90E-03	BCL2	 
UBE2V1	 	transcription regulator	 	 	1.90E-03	BCL2	 
Gm4836 (includes others)	 	other	 	 	1.90E-03	BCL2	 
RPS4Y1	 	other	 	 	1.90E-03	VIM	 
VNN1	 	enzyme	 	 	1.90E-03	BCL2	 
3830403N18Rik/Xlr	 	other	 	 	1.90E-03	BCL2	 
S7	 	chemical - kinase inhibitor	 	 	1.90E-03	BCL2	 
SI163	 	chemical - kinase inhibitor	 	 	1.90E-03	BCL2	 
S29	 	chemical - kinase inhibitor	 	 	1.90E-03	BCL2	 
daphnoretin	 	chemical - endogenous non-mammalian	 	 	1.90E-03	BCL2	 
XK469	 	chemical drug	 	 	1.90E-03	BCL2	 
talipexole	 	chemical drug	 	 	1.90E-03	BCL2	 
AN-207	 	chemical toxicant	 	 	1.90E-03	BCL2	 
SSR180575	 	chemical drug	 	 	1.90E-03	BCL2	 
isoalantolactone	 	chemical - endogenous non-mammalian	 	 	1.90E-03	BCL2	 
swainsonine	 	chemical - endogenous non-mammalian	 	 	1.90E-03	BCL2	 
fenamic acid	 	chemical reagent	 	 	1.95E-03	TMSB10/TMSB4X,VIM	 
SPI1	 	transcription regulator	 	 	1.98E-03	ACTB,RACK1,VIM	 
NRG1	 	growth factor	 	 	2.04E-03	BCL2,EEF1A1,VIM	 
GDNF	 	growth factor	 	 	2.06E-03	ACTB,LGALS1	 
NFYB	 	transcription regulator	 	 	2.07E-03	ACTB,BCL2,VIM	 
HIPK2	 	kinase	 	 	2.12E-03	BCL2,VIM	 
RNA polymerase II	 	complex	 	 	2.13E-03	ACTB,BCL2,NFKBIA	 
methamphetamine	 	chemical drug	 	 	2.23E-03	BCL2,LGALS1	 
PTTG1	 	transcription regulator	 	 	2.29E-03	BCL2,VIM	 
RELB	 	transcription regulator	 	 	2.29E-03	BCL2,NFKBIA	 
PRL	 	cytokine	 	 	2.34E-03	ACTB,BCL2,VIM	8 (8)
Y 27632	 	chemical drug	 	 	2.35E-03	ACTB,VIM	 
E. coli B4 lipopolysaccharide	 	chemical toxicant	 	 	2.36E-03	BCL2,LCP1,NFKBIA	5 (4)
YY1	 	transcription regulator	 	 	2.38E-03	MKI67,SFPQ,VIM	 
resiquimod	 	chemical drug	 	 	2.38E-03	BCL2,NFKBIA,SFPQ	 
PRNP	 	other	 	 	2.48E-03	BCL2,NFKBIA	 
IL5	 	cytokine	 	 	2.50E-03	BCL2,SFPQ,VIM	 
KLF6	 	transcription regulator	 	 	2.54E-03	MKI67,NFKBIA	 
ciglitazone	 	chemical drug	 	 	2.60E-03	BCL2,NFKBIA	 
CXCL8	 	cytokine	 	 	2.67E-03	BCL2,NFKBIA	 
PPP3CA	 	phosphatase	 	 	2.67E-03	BCL2,VIM	 
resveratrol	 	chemical drug	 	 	2.68E-03	BCL2,MALAT1,NFKBIA	 
ZBTB17	 	transcription regulator	 	 	2.73E-03	BCL2,MKI67	 
PP2/AG1879 tyrosine kinase inhibitor	 	chemical - kinase inhibitor	 	 	2.80E-03	BCL2,VIM	2 (3)
VEGFA	 	growth factor	 	 	2.83E-03	BCL2,MKI67,TMSB10/TMSB4X	 
L-tyrosine	 	chemical - endogenous mammalian	 	 	2.85E-03	BCL2	 
ANTXR2	 	transmembrane receptor	 	 	2.85E-03	VIM	 
sethoxydim	 	chemical toxicant	 	 	2.85E-03	BCL2	 
CHD5	 	enzyme	 	 	2.85E-03	VIM	 
SPRED2	 	cytokine	 	 	2.85E-03	VIM	 
hyperoside	 	chemical - endogenous non-mammalian	 	 	2.85E-03	BCL2	 
LAPTM4B	 	other	 	 	2.85E-03	BCL2	 
Integrin alpha 4 beta 1	 	complex	 	 	2.85E-03	BCL2	 
CKLF	 	cytokine	 	 	2.85E-03	BCL2	 
KLHL21	 	other	 	 	2.85E-03	NFKBIA	 
PTPN23	 	phosphatase	 	 	2.85E-03	VIM	 
xenon	 	chemical drug	 	 	2.85E-03	BCL2	 
TH17 Cytokine	 	group	 	 	2.85E-03	LGALS1	 
GEM231	 	chemical drug	 	 	2.85E-03	BCL2	 
cerebrolysin	 	chemical drug	 	 	2.85E-03	BCL2	 
YARS1	 	enzyme	 	 	2.85E-03	NFKBIA	 
miR-136-5p (miRNAs w/seed CUCCAUU)	 	mature microRNA	 	 	2.85E-03	BCL2	 
miR-153-3p (miRNAs w/seed UGCAUAG)	 	mature microRNA	 	 	2.85E-03	BCL2	 
NRP2	 	kinase	 	 	2.85E-03	BCL2	 
ANKRD1	 	transcription regulator	 	 	2.85E-03	BCL2	 
SLC12A6	 	transporter	 	 	2.85E-03	VIM	 
CCNL2	 	other	 	 	2.85E-03	BCL2	 
MAP1S	 	enzyme	 	 	2.85E-03	BCL2	 
AP2A2	 	transporter	 	 	2.85E-03	BCL2	 
ERC1	 	other	 	 	2.85E-03	NFKBIA	 
MT3	 	other	 	 	2.85E-03	BCL2	 
(S)-duloxetine	 	chemical drug	 	 	2.85E-03	ACTB	 
pramipexole	 	chemical drug	 	 	2.85E-03	BCL2	 
salsalate	 	chemical drug	 	 	2.85E-03	NFKBIA	 
lead nitrate	 	chemical toxicant	 	 	2.85E-03	BCL2	 
imisopasem manganese	 	chemical drug	 	 	2.85E-03	BCL2	 
10-hydroxycamptothecin	 	chemical - endogenous mammalian	 	 	2.85E-03	BCL2	 
CNTF	 	cytokine	 	 	2.87E-03	ACTB,VIM	 
CDH1	 	other	 	 	2.87E-03	ACTB,VIM	 
PIK3R1	 	kinase	 	 	3.00E-03	BCL2,MKI67	 
LYN	 	kinase	 	 	3.00E-03	BCL2,NFKBIA	 
AREG	 	growth factor	 	 	3.14E-03	BCL2,MKI67	 
IKBKE	 	kinase	 	 	3.14E-03	BCL2,NFKBIA	 
