© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
beta-estradiol	 	chemical - endogenous mammalian	 	-0.271	5.48E-03	ACTB,ETS1,HSPA8,NFKBIA,RACK1	 
RORA	 	ligand-dependent nuclear receptor	 	 	5.62E-03	ACTB,NFKBIA	 
NFkB (complex)	 	complex	 	 	5.70E-03	ETS1,IL32,NFKBIA	 
thapsigargin	 	chemical toxicant	 	 	5.79E-03	ETS1,NFKBIA	 
NEIL2	 	enzyme	 	 	5.87E-03	ACTB	 
TAF5	 	transcription regulator	 	 	5.87E-03	ACTB	 
NCR1	 	transmembrane receptor	 	 	5.87E-03	CD3E	 
S100P	 	other	 	 	5.87E-03	ACTB	 
SU1498	 	chemical - kinase inhibitor	 	 	5.87E-03	ETS1	 
perilla alcohol	 	chemical drug	 	 	5.87E-03	NFKBIA	 
lactacystin	 	chemical - protease inhibitor	 	 	5.91E-03	ACTB,NFKBIA	 
EDN1	 	cytokine	 	 	5.96E-03	ACTB,HSPA8	 
deferoxamine	 	chemical drug	 	 	6.20E-03	CD300A,IL32	 
ELAVL1	 	other	 	 	6.26E-03	NFKBIA,RACK1	 
CD 437	 	chemical drug	 	 	6.26E-03	HSPA8,NFKBIA	 
G2535	 	chemical reagent	 	 	6.46E-03	NFKBIA	 
miR-208a-3p (and other miRNAs w/seed UAAGACG)	 	mature microRNA	 	 	6.46E-03	ETS1	 
miR-193a-3p (and other miRNAs w/seed ACUGGCC)	 	mature microRNA	 	 	6.46E-03	ETS1	 
KLRD1	 	transmembrane receptor	 	 	6.46E-03	CD3E	 
triamcinolone acetonide	 	chemical drug	 	 	6.50E-03	ARL4C,NFKBIA	 
tunicamycin	 	chemical - endogenous non-mammalian	 	 	6.74E-03	ETS1,NFKBIA	 
ANGPT2	 	growth factor	 	 	6.80E-03	ARL4C,ETS1	 
TLR7	 	transmembrane receptor	 	 	6.98E-03	CD300A,NFKBIA	 
CST3	 	other	 	 	7.05E-03	NFKBIA	 
DDB2	 	other	 	 	7.05E-03	NFKBIA	 
LY-2510924	 	biologic drug	 	 	7.05E-03	CD300A	 
azetidyl-2-carboxylic acid	 	chemical reagent	 	 	7.05E-03	HSPA8	 
SR 144528	 	chemical reagent	 	 	7.05E-03	NFKBIA	 
NR1H3	 	ligand-dependent nuclear receptor	 	 	7.49E-03	ARL4C,NFKBIA	 
AGN194204	 	chemical drug	 	 	7.55E-03	ARL4C,CD3E	 
SAMHD1	 	enzyme	 	 	7.63E-03	NFKBIA	 
iron dextran	 	chemical drug	 	 	7.63E-03	NFKBIA	 
KT5720	 	chemical - kinase inhibitor	 	 	7.63E-03	NFKBIA	 
forskolin	 	chemical toxicant	 	 	7.88E-03	ACTB,ARL4C,NFKBIA	 
Growth hormone	 	group	 	 	8.01E-03	ACTB,NFKBIA	 
brodalumab	 	biologic drug	 	 	8.21E-03	CD3E	 
PSMB10	 	peptidase	 	 	8.21E-03	NFKBIA	 
gamma-tocotrienol	 	chemical drug	 	 	8.21E-03	NFKBIA	 
actinomycin D	 	biologic drug	 	 	8.48E-03	ACTB,ETS1	 
IL1A	 	cytokine	 	 	8.62E-03	IL32,NFKBIA	 
PPARα-RXRα	 	complex	 	 	8.80E-03	NFKBIA	 
TIFA	 	other	 	 	8.80E-03	NFKBIA	 
GATA3	 	transcription regulator	 	 	8.83E-03	CD3E,ETS1	 
IL33	 	cytokine	 	 	8.90E-03	ACTB,NFKBIA	 
Lh	 	complex	 	 	9.25E-03	ACTB,ARL4C	 
GC-GCR dimer	 	complex	 	 	9.38E-03	NFKBIA	 
DPH5	 	enzyme	 	 	9.38E-03	NFKBIA	 
BMP10	 	growth factor	 	 	9.38E-03	NFKBIA	 
H1-2	 	other	 	 	9.38E-03	ACTB	 
mir-205	 	microRNA	 	 	9.38E-03	IL32	 
IL2RB	 	transmembrane receptor	 	 	9.38E-03	ETS1	 
S1PR3	 	G-protein coupled receptor	 	 	9.38E-03	ETS1	 
concanamycin A	 	chemical drug	 	 	9.38E-03	NFKBIA	 
KITLG	 	growth factor	 	 	9.60E-03	ACTB,NFKBIA	 
IL17A	 	cytokine	 	 	9.75E-03	ACTB,IL32	 
E. coli B5 lipopolysaccharide	 	chemical - endogenous non-mammalian	 	 	9.97E-03	IL32,NFKBIA	 
DDX25	 	enzyme	 	 	9.97E-03	NFKBIA	 
PSMB8	 	peptidase	 	 	9.97E-03	NFKBIA	 
THY1	 	other	 	 	9.97E-03	ETS1	 
HNRNPU	 	transporter	 	 	9.97E-03	ACTB	 
7-nitroindazole	 	chemical reagent	 	 	9.97E-03	NFKBIA	 
TCF3-PBX1	 	fusion gene/product	 	 	9.97E-03	ARL4C	 
SOD1	 	enzyme	 	 	1.00E-02	ACTB,HSPA8	 
CD22	 	transmembrane receptor	 	 	1.06E-02	ETS1	 
latrunculin B	 	chemical reagent	 	 	1.06E-02	ACTB	 
helenalin	 	chemical - endogenous non-mammalian	 	 	1.06E-02	NFKBIA	 
TNFSF11	 	cytokine	 	 	1.06E-02	ETS1,NFKBIA	 
MYD88	 	other	 	 	1.09E-02	IL32,NFKBIA	 
NFKB1	 	transcription regulator	 	 	1.11E-02	NFKBIA,RACK1	 
ZBP1	 	other	 	 	1.11E-02	NFKBIA	 
NOX1	 	enzyme	 	 	1.11E-02	NFKBIA	 
TREM2	 	transmembrane receptor	 	 	1.11E-02	NFKBIA	 
diethylmaleate	 	chemical toxicant	 	 	1.11E-02	NFKBIA	 
PS-1145	 	chemical - kinase inhibitor	 	 	1.11E-02	NFKBIA	 
11,12-epoxyeicosatrienoic acid	 	chemical - endogenous mammalian	 	 	1.17E-02	NFKBIA	 
BIRC3	 	enzyme	 	 	1.17E-02	NFKBIA	 
TIMP2	 	other	 	 	1.17E-02	NFKBIA	 
LY6E	 	other	 	 	1.17E-02	NFKBIA	 
sulfasalazine	 	chemical drug	 	 	1.17E-02	NFKBIA	 
IKBKB	 	kinase	 	 	1.21E-02	ETS1,NFKBIA	 
SP100	 	transcription regulator	 	 	1.23E-02	HSPA8	 
NTN1	 	other	 	 	1.23E-02	ACTB	 
CYP2J2	 	enzyme	 	 	1.23E-02	NFKBIA	 
THZ1	 	chemical - kinase inhibitor	 	 	1.23E-02	ARL4C	 
EPO	 	cytokine	 	 	1.26E-02	ACTB,NFKBIA	 
resveratrol	 	chemical drug	 	 	1.28E-02	MALAT1,NFKBIA	 
prostaglandin A1	 	chemical - endogenous non-mammalian	 	 	1.29E-02	NFKBIA	 
IPMK	 	kinase	 	 	1.29E-02	ACTB	 
EIF4G2	 	translation regulator	 	 	1.29E-02	ACTB	 
IND S1	 	chemical - kinase inhibitor	 	 	1.29E-02	ACTB	 
TERF2IP	 	other	 	 	1.29E-02	NFKBIA	 
L-buthionine (SR)-sulfoximine	 	chemical drug	 	 	1.29E-02	NFKBIA	 
PI3K (complex)	 	complex	 	 	1.29E-02	ETS1,NFKBIA	 
NfkB-RelA	 	complex	 	 	1.35E-02	NFKBIA	 
TF	 	transporter	 	 	1.35E-02	NFKBIA	 
MBP	 	other	 	 	1.35E-02	CD300A	 
dexamethasone phosphate	 	chemical drug	 	 	1.40E-02	NFKBIA	 
Fus	 	transcription regulator	 	 	1.40E-02	HNRNPH1	 
chelerythrine	 	chemical drug	 	 	1.40E-02	NFKBIA	 
poly dA-dT	 	chemical reagent	 	 	1.40E-02	NFKBIA	 
prostaglandin E2	 	chemical - endogenous mammalian	 	 	1.43E-02	ETS1,NFKBIA	 
calpain	 	complex	 	 	1.46E-02	NFKBIA	 
SLPI	 	other	 	 	1.46E-02	NFKBIA	 
mir-9	 	microRNA	 	 	1.46E-02	ETS1	 
HEXIM1	 	transcription regulator	 	 	1.46E-02	HNRNPH1	 
COMMD1	 	transporter	 	 	1.46E-02	NFKBIA	 
kaempferol	 	chemical toxicant	 	 	1.46E-02	IL32	 
CHI3L1	 	enzyme	 	 	1.52E-02	ARL4C	 
AKT3	 	kinase	 	 	1.52E-02	ETS1	 
TAF4B	 	transcription regulator	 	 	1.52E-02	NFKBIA	 
amino acids	 	chemical - endogenous mammalian	 	 	1.52E-02	ACTB	 
linolenic acid	 	chemical - endogenous mammalian	 	 	1.52E-02	NFKBIA	 
SGPP2	 	phosphatase	 	 	1.52E-02	HSPA8	 
arsenic trioxide	 	chemical drug	 	 	1.57E-02	HSPA8,NFKBIA	 
GnRH analog	 	biologic drug	 	 	1.58E-02	IL32,NFKBIA	 
ASAH1	 	enzyme	 	 	1.58E-02	ETS1	 
ECSIT	 	transcription regulator	 	 	1.58E-02	NFKBIA	 
Mt1	 	other	 	 	1.58E-02	NFKBIA	 
rifaximin	 	chemical drug	 	 	1.58E-02	RACK1	 
progestin	 	chemical drug	 	 	1.58E-02	NFKBIA	 
PDGF BB	 	complex	 	 	1.59E-02	ETS1,RACK1	 
choline fenofibrate	 	chemical drug	 	 	1.64E-02	NFKBIA	 
TRADD	 	other	 	 	1.64E-02	NFKBIA	 
IND S7	 	chemical - kinase inhibitor	 	 	1.64E-02	ACTB	 
RC3H1	 	enzyme	 	 	1.64E-02	ACTB	 
POLG	 	enzyme	 	 	1.69E-02	RACK1	 
ROCK1	 	kinase	 	 	1.69E-02	ETS1	 
miR-133a-3p (and other miRNAs w/seed UUGGUCC)	 	mature microRNA	 	 	1.69E-02	MALAT1	 
HOXB13	 	transcription regulator	 	 	1.69E-02	NFKBIA	 
MEL S3	 	chemical - kinase inhibitor	 	 	1.69E-02	ACTB	 
IRAK3	 	kinase	 	 	1.69E-02	NFKBIA	 
stearic acid	 	chemical - endogenous mammalian	 	 	1.69E-02	NFKBIA	 
SRSF1	 	other	 	 	1.81E-02	HNRNPH1	 
CLU	 	other	 	 	1.81E-02	NFKBIA	 
grape seed extract	 	chemical drug	 	 	1.87E-02	HSPA8	 
deferasirox	 	chemical drug	 	 	1.87E-02	CD300A	 
mir-221	 	microRNA	 	 	1.87E-02	ETS1	 
UXT	 	transcription regulator	 	 	1.87E-02	NFKBIA	 
KN 93	 	chemical - kinase inhibitor	 	 	1.87E-02	ETS1	 
IL4	 	cytokine	 	 	1.90E-02	ACTB,CD300A,NFKBIA	 
BMS-690514	 	chemical drug	 	 	1.93E-02	HSPA8	 
IGF2BP1	 	translation regulator	 	 	1.93E-02	ACTB	 
bafilomycin A1	 	chemical drug	 	 	1.93E-02	NFKBIA	 
ZBED6	 	transcription regulator	 	 	1.98E-02	ARL4C	 
bardoxolone	 	chemical drug	 	 	1.98E-02	NFKBIA	 
P38 MAPK	 	group	 	 	1.99E-02	ETS1,IL32	 
cycloheximide	 	chemical reagent	 	 	2.01E-02	ACTB,NFKBIA	 
IL17F	 	cytokine	 	 	2.04E-02	IL32	 
sodium orthovanadate	 	chemical reagent	 	 	2.04E-02	NFKBIA	 
MAPT	 	other	 	 	2.06E-02	ACTB,HSPA8	 
ACVRL1	 	kinase	 	 	2.10E-02	ACTB	 
troglitazone	 	chemical drug	 	 	2.10E-02	ETS1,NFKBIA	 
NORAD	 	other	 	 	2.16E-02	IL32	 
KDM3A	 	transcription regulator	 	 	2.16E-02	ETS1	 
RNASE2	 	enzyme	 	 	2.16E-02	CD300A	 
TRH	 	other	 	 	2.16E-02	ACTB	 
QKI	 	other	 	 	2.16E-02	HNRNPH1	 
PSEN1	 	peptidase	 	 	2.20E-02	ACTB,HSPA8	 
EZH2	 	transcription regulator	 	 	2.20E-02	ACTB,NFKBIA	 
rasagiline	 	chemical drug	 	 	2.22E-02	RACK1	 
MBTD1	 	other	 	 	2.22E-02	NFKBIA	 
SUMO3	 	other	 	 	2.22E-02	HSPA8	 
SPRY2	 	other	 	 	2.22E-02	ETS1	 
miR-182-5p (and other miRNAs w/seed UUGGCAA)	 	mature microRNA	 	 	2.27E-02	MALAT1	 
memantine	 	chemical drug	 	 	2.27E-02	NFKBIA	 
FSH	 	complex	 	 	2.28E-02	ACTB,ARL4C	 
RUVBL1	 	transcription regulator	 	 	2.33E-02	ETS1	 
Tcf7	 	transcription regulator	 	 	2.33E-02	CD3E	 
propranolol	 	chemical drug	 	 	2.33E-02	NFKBIA	 
tetraethylammonium	 	chemical drug	 	 	2.33E-02	HSPA8	 
RNASEH2A	 	enzyme	 	 	2.39E-02	NFKBIA	 
TLR7/8	 	group	 	 	2.39E-02	NFKBIA	 
pentoxifylline	 	chemical drug	 	 	2.39E-02	NFKBIA	 
eflornithine	 	chemical drug	 	 	2.39E-02	IL32	 
SUMO2	 	enzyme	 	 	2.45E-02	HSPA8	 
SAHM1	 	chemical reagent	 	 	2.45E-02	CD300A	 
H2AX	 	transcription regulator	 	 	2.50E-02	ACTB	 
SRSF2	 	transcription regulator	 	 	2.50E-02	HNRNPH1	 
S-nitrosoglutathione	 	chemical toxicant	 	 	2.50E-02	NFKBIA	 
STAT6	 	transcription regulator	 	 	2.52E-02	ACTB,NFKBIA	 
ILK	 	kinase	 	 	2.56E-02	HSPA8	 
TXN	 	enzyme	 	 	2.56E-02	NFKBIA	 
temozolomide	 	chemical drug	 	 	2.56E-02	NFKBIA	 
Collagen(s)	 	complex	 	 	2.62E-02	ACTB	 
RBM5	 	other	 	 	2.62E-02	IL32	 
2-amino-1-methyl-6-phenylimidazo-4-5-b-pyridine	 	chemical toxicant	 	 	2.62E-02	HSPA8	 
RELA	 	transcription regulator	 	 	2.66E-02	IL32,NFKBIA	 
HOTAIR	 	other	 	 	2.68E-02	NFKBIA	 
CYP1A2	 	enzyme	 	 	2.68E-02	CD3E	 
IFIH1	 	enzyme	 	 	2.68E-02	NFKBIA	 
NFKBIA	0.299	transcription regulator	 	 	2.70E-02	HSPA8,NFKBIA	 
butyric acid	 	chemical - endogenous mammalian	 	 	2.73E-02	IL32,NFKBIA	 
TNFAIP3	 	enzyme	 	 	2.73E-02	NFKBIA	 
C11orf95-RELA	 	fusion gene/product	 	 	2.73E-02	NFKBIA	 
MYBL2	 	transcription regulator	 	 	2.79E-02	HSPA8	 
N-formyl-Met-Leu-Phe	 	chemical reagent	 	 	2.79E-02	NFKBIA	 
Hsp70	 	group	 	 	2.85E-02	NFKBIA	 
LTBR	 	transmembrane receptor	 	 	2.85E-02	NFKBIA	 
CD86	 	transmembrane receptor	 	 	2.85E-02	NFKBIA	 
Interferon alpha	 	group	 	 	2.86E-02	IL32,NFKBIA	 
SQSTM1	 	transcription regulator	 	 	2.91E-02	NFKBIA	 
NLRX1	 	other	 	 	2.91E-02	NFKBIA	 
mir-182	 	microRNA	 	 	2.96E-02	MALAT1	 
HSPA5	 	enzyme	 	 	2.96E-02	HSPA8	 
BRD2	 	kinase	 	 	2.96E-02	CD300A	 
ZBTB20	 	transcription regulator	 	 	3.02E-02	NFKBIA	 
IGFBP2	 	other	 	 	3.02E-02	MALAT1	 
carrageenan	 	chemical drug	 	 	3.02E-02	NFKBIA	 
Rock	 	group	 	 	3.08E-02	ETS1	 
PTPN1	 	phosphatase	 	 	3.08E-02	NFKBIA	 
AGT	 	growth factor	 	 	3.10E-02	ETS1,NFKBIA	 
MYC	 	transcription regulator	 	 	3.12E-02	ACTB,HNRNPH1,NFKBIA	 
platelet activating factor	 	chemical - endogenous mammalian	 	 	3.13E-02	NFKBIA	 
L-methionine	 	chemical - endogenous mammalian	 	 	3.13E-02	NFKBIA	 
NKX3-1	 	transcription regulator	 	 	3.13E-02	ETS1	 
NFKBIB	 	transcription regulator	 	 	3.13E-02	NFKBIA	 
MMP1	 	peptidase	 	 	3.13E-02	NFKBIA	 
RB1	 	transcription regulator	 	 	3.16E-02	ACTB,NFKBIA	 
IL2RG	 	transmembrane receptor	 	 	3.19E-02	ETS1	 
Ccl2	 	cytokine	 	 	3.19E-02	ETS1	 
bicuculline	 	chemical - endogenous non-mammalian	 	 	3.19E-02	HSPA8	 
PTPN6	 	phosphatase	 	 	3.25E-02	ETS1	 
CBL	 	transcription regulator	 	 	3.25E-02	CD3E	 
CYP1B1	 	enzyme	 	 	3.25E-02	CD3E	 
CSF2	 	cytokine	 	 	3.26E-02	IL32,NFKBIA	 
SERPINF1	 	other	 	 	3.31E-02	NFKBIA	 
MAPKAPK2	 	kinase	 	 	3.31E-02	NFKBIA	 
GPER1	 	G-protein coupled receptor	 	 	3.36E-02	NFKBIA	 
E2F1	 	transcription regulator	 	 	3.41E-02	HSPA8,NFKBIA	 
BNIP3L	 	other	 	 	3.48E-02	NFKBIA	 
GPS2	 	transcription regulator	 	 	3.48E-02	NFKBIA	 
dalfampridine	 	chemical drug	 	 	3.48E-02	HSPA8	 
FBXW7	 	enzyme	 	 	3.53E-02	HSPA8	 
vitamin D	 	chemical drug	 	 	3.53E-02	NFKBIA	 
mitomycin C	 	chemical drug	 	 	3.53E-02	MALAT1	 
hydrogen peroxide	 	chemical - endogenous mammalian	 	 	3.55E-02	ETS1,IL32	 
ESR2	 	ligand-dependent nuclear receptor	 	 	3.64E-02	CD3E,NFKBIA	 
BCL3	 	transcription regulator	 	 	3.65E-02	NFKBIA	 
MMP12	 	peptidase	 	 	3.70E-02	NFKBIA	 
CD247	 	transmembrane receptor	 	 	3.70E-02	CD3E	 
napabucasin	 	chemical drug	 	 	3.70E-02	ACTB	 
Sn50 peptide	 	chemical toxicant	 	 	3.70E-02	RACK1	 
tributyrin	 	chemical drug	 	 	3.76E-02	ETS1	 
PDCD1	 	phosphatase	 	 	3.76E-02	FGFBP2	 
MUC1	 	other	 	 	3.76E-02	NFKBIA	 
gemcitabine	 	chemical drug	 	 	3.76E-02	IL32	 
25-hydroxycholesterol	 	chemical reagent	 	 	3.76E-02	NFKBIA	 
infliximab	 	biologic drug	 	 	3.82E-02	NFKBIA	 
MBD2	 	transcription regulator	 	 	3.82E-02	ACTB	 
TRIM28	 	transcription regulator	 	 	3.88E-02	ETS1	 
NR5A1	 	ligand-dependent nuclear receptor	 	 	3.88E-02	ETS1	 
poly rI:rC-RNA	 	biologic drug	 	 	3.90E-02	IL32,NFKBIA	 
miR-21-5p (and other miRNAs w/seed AGCUUAU)	 	mature microRNA	 	 	3.93E-02	IL32	 
Map3k7	 	kinase	 	 	3.93E-02	NFKBIA	 
silibinin	 	chemical drug	 	 	3.93E-02	NFKBIA	 
calphostin C	 	chemical - kinase inhibitor	 	 	3.93E-02	ETS1	 
trovafloxacin	 	chemical drug	 	 	3.93E-02	NFKBIA	 
3,3'-diindolylmethane	 	chemical drug	 	 	3.93E-02	NFKBIA	 
