© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Actin Cytoskeleton Signaling	4.39E00	5.5E-02	-0.333	ACTN1,ARPC1B,CD14,CFL1,CYFIP2,FGD3,FLNA,ITGB1,MYH9,PFN1,RAP1A,TMSB10/TMSB4X	
Phagosome Formation	4.32E00	7.2E-02	NaN	C3AR1,FCGR1A,FCGR1B,FCGR3A/FCGR3B,ITGB1,MRC1,PDIA3,PLCB2,RHOC	
STAT3 Pathway	4.06E00	6.67E-02	0.816	BMPR2,CDKN1A,IL10RB,IL1B,IL6R,PIM1,PTPN6,RAP1A,SOCS3	
PD-1, PD-L1 cancer immunotherapy pathway	4.04E00	7.55E-02	-1.134	HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,JAK1,JAK3,PTEN	
Th2 Pathway	4.03E00	6.62E-02	0.447	BMPR2,CCR1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-DRB5,JAK1,JAK3,SOCS3	
Iron homeostasis signaling pathway	4.01E00	6.57E-02	NaN	ATP6V0E1,BMPR2,CD163,FTL,HMOX1,IL6R,JAK1,JAK3,SLC25A37	
Unfolded protein response	4E00	1.07E-01	2.000	CEBPB,HSPA1A/HSPA1B,HSPA5,HSPA8,HSPH1,INSIG1	
B Cell Development	3.95E00	1.39E-01	NaN	CD79B,HLA-DRA,HLA-DRB1,HLA-DRB5,SPN	
Complement System	3.89E00	1.35E-01	1.000	C1QA,C1QB,C1QC,C3AR1,CFD	
Hepatic Fibrosis Signaling Pathway	3.84E00	4.08E-02	0.258	BMPR2,CEBPB,CYBB,FTL,IL1B,ITGB1,JAK1,MYD88,NCF1,NFKBIA,PTEN,RAP1A,RHOC,TCF7L2,TIMP1	
IL-4 Signaling	3.84E00	8.24E-02	NaN	HLA-DRA,HLA-DRB1,HLA-DRB5,JAK1,JAK3,PTPN6,RAP1A	
Acute Phase Response Signaling	3.8E00	5.59E-02	0.333	CEBPB,FTL,HMOX1,IL1B,IL6R,MYD88,NFKBIA,RAP1A,SERPINA1,SOCS3	
Crosstalk between Dendritic Cells and Natural Killer Cells	3.71E00	7.87E-02	0.378	HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,ICAM3,ITGAL,TNFSF10	
LXR/RXR Activation	3.64E00	6.61E-02	0.000	APOL1,CD14,CD36,CLU,IL1B,NR1H3,S100A8,SERPINA1	
IL-22 Signaling	3.57E00	1.67E-01	0.000	IL10RB,JAK1,SOCS3,STAT1	
Clathrin-mediated Endocytosis Signaling	3.54E00	5.18E-02	NaN	AP1S2,APOL1,ARPC1B,CBL,CLU,DAB2,HSPA8,ITGB1,S100A8,SERPINA1	
Role of JAK family kinases in IL-6-type Cytokine Signaling	3.5E00	1.6E-01	NaN	IL6R,JAK1,SOCS3,STAT1	
Protein Ubiquitination Pathway	3.47E00	4.4E-02	NaN	CBL,DNAJA1,HLA-E,HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,HSPA5,HSPA8,HSPH1,PSMB9,PSME2,UBE2L6	
Leukocyte Extravasation Signaling	3.47E00	5.08E-02	-1.134	ACTN1,CYBB,ICAM3,ITGAL,ITGB1,NCF1,RAP1A,SELPLG,SPN,TIMP1	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	3.44E00	4.36E-02	0.000	CBL,CD79B,FYN,IL1B,IL6R,JAK1,MYD88,PAG1,PTPN6,RAP1A,STAT1,TNFSF10	
Cdc42 Signaling	3.36E00	5.39E-02	-1.000	ARPC1B,CFL1,FGD3,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,ITGB1	
Caveolar-mediated Endocytosis Signaling	3.36E00	8.22E-02	NaN	FLNA,FYN,HLA-E,ITGAL,ITGB1,MAP3K2	
T Helper Cell Differentiation	3.36E00	8.22E-02	NaN	HLA-DRA,HLA-DRB1,HLA-DRB5,IL10RB,IL6R,STAT1	
Graft-versus-Host Disease Signaling	3.35E00	1.04E-01	NaN	HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,IL1B	
Estrogen Receptor Signaling	3.29E00	3.96E-02	-0.905	CDKN1A,CFL1,CTBP2,DDX5,HSP90AA1,HSP90AB1,JAK1,JAK3,PDIA3,PLCB2,PRKDC,PTEN,RAP1A	
PI3K Signaling in B Lymphocytes	3.26E00	5.8E-02	0.378	CBL,CD79B,FYN,NFKBIA,PDIA3,PLCB2,PTEN,RAP1A	
Virus Entry via Endocytic Pathways	3.22E00	6.54E-02	NaN	AP1S2,FLNA,FYN,HLA-E,ITGAL,ITGB1,RAP1A	
Integrin Signaling	3.2E00	4.69E-02	-1.265	ACTN1,ARPC1B,CAPN2,FYN,ITGAL,ITGB1,PFN1,PTEN,RAP1A,RHOC	
Prolactin Signaling	3.12E00	7.41E-02	-1.000	CEBPB,FYN,NMI,RAP1A,SOCS3,STAT1	
Rac Signaling	3.1E00	6.25E-02	-0.816	ARPC1B,CFL1,CYBB,CYFIP2,ITGB1,NCF1,RAP1A	
B Cell Receptor Signaling	3.04E00	4.86E-02	-0.333	BCL2A1,CD79B,CFL1,MAP3K2,NFKBIA,PAG1,PTEN,PTPN6,RAP1A	
IL-9 Signaling	3.02E00	1.21E-01	0.000	JAK1,JAK3,SOCS3,STAT1	
fMLP Signaling in Neutrophils	3.01E00	6.03E-02	0.000	ARPC1B,CYBB,FPR1,NCF1,NFKBIA,PLCB2,RAP1A	
Epithelial Adherens Junction Signaling	2.98E00	5.26E-02	NaN	ACTN1,ARPC1B,BMPR2,MYH9,PTEN,RAP1A,TCF7L2,TUBA1A	
Role of JAK2 in Hormone-like Cytokine Signaling	2.97E00	1.18E-01	NaN	JAK1,PTPN6,SOCS3,STAT1	
PPARα/RXRα Activation	2.96E00	4.74E-02	-0.816	BMPR2,CD36,HSP90AA1,HSP90AB1,IL1B,NFKBIA,PDIA3,PLCB2,RAP1A	
Systemic Lupus Erythematosus Signaling	2.96E00	4.37E-02	NaN	CBL,CD79B,FCGR1A,FCGR1B,FCGR3A/FCGR3B,HLA-E,IL1B,IL6R,PTPN6,RAP1A	
ILK Signaling	2.96E00	4.74E-02	-0.333	ACTN1,CFL1,FLNA,ITGB1,MYH9,NACA,PTEN,RHOC,TMSB10/TMSB4X	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	2.96E00	3.85E-02	NaN	CEBPB,FCGR1A,FCGR3A/FCGR3B,IL1B,IL6R,MYD88,NFKBIA,PDIA3,PLCB2,RAP1A,SOCS3,TCF7L2	
CD28 Signaling in T Helper Cells	2.93E00	5.83E-02	NaN	ARPC1B,FYN,HLA-DRA,HLA-DRB1,HLA-DRB5,NFKBIA,PTPN6	
Necroptosis Signaling Pathway	2.89E00	5.1E-02	0.707	CAPN2,CYBB,GLUL,JAK1,SLC25A6,STAT1,TNFSF10,TSPO	
OX40 Signaling Pathway	2.88E00	6.67E-02	NaN	HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,NFKBIA	
Prostate Cancer Signaling	2.85E00	6.59E-02	NaN	CDKN1A,HSP90AA1,HSP90AB1,NFKBIA,PTEN,RAP1A	
IL-6 Signaling	2.83E00	5.6E-02	0.816	CD14,CEBPB,IL1B,IL6R,NFKBIA,RAP1A,SOCS3	
Atherosclerosis Signaling	2.81E00	5.56E-02	NaN	APOL1,CD36,CLU,IL1B,S100A8,SELPLG,SERPINA1	
PTEN Signaling	2.81E00	5.56E-02	0.000	BMPR2,CBL,CDKN1A,ITGB1,PTEN,RAP1A,YWHAH	
p70S6K Signaling	2.75E00	5.43E-02	-1.633	CD79B,EEF2,JAK1,PDIA3,PLCB2,RAP1A,YWHAH	
Communication between Innate and Adaptive Immune Cells	2.73E00	6.25E-02	NaN	CD79B,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,IL1B	
IL-12 Signaling and Production in Macrophages	2.69E00	5.3E-02	NaN	APOL1,CEBPB,CLU,MYD88,S100A8,SERPINA1,STAT1	
Inflammasome pathway	2.64E00	1.5E-01	NaN	CTSB,IL1B,MYD88	
Role of JAK1 and JAK3 in γc Cytokine Signaling	2.63E00	7.25E-02	NaN	JAK1,JAK3,RAP1A,SOCS3,STAT1	
GM-CSF Signaling	2.61E00	7.14E-02	0.000	BCL2A1,PIM1,RACK1,RAP1A,STAT1	
Molecular Mechanisms of Cancer	2.6E00	3.32E-02	NaN	BMPR2,CBL,CDKN1A,FYN,HIPK2,ITGB1,JAK1,JAK3,NFKBIA,PLCB2,PRKDC,RAP1A,RHOC	
Oncostatin M Signaling	2.59E00	9.3E-02	0.000	JAK1,JAK3,RAP1A,STAT1	
PPAR Signaling	2.56E00	5.77E-02	-1.633	HSP90AA1,HSP90AB1,IL1B,NFKBIA,NR1H3,RAP1A	
Insulin Receptor Signaling	2.55E00	5E-02	-1.134	CBL,FYN,JAK1,PTEN,RAP1A,SGK1,SOCS3	
Hypoxia Signaling in the Cardiovascular System	2.5E00	6.76E-02	NaN	HSP90AA1,HSP90AB1,NFKBIA,PTEN,UBE2L6	
Erythropoietin Signaling	2.45E00	6.58E-02	NaN	CBL,NFKBIA,PTPN6,RAP1A,SOCS3	
Macropinocytosis Signaling	2.45E00	6.58E-02	NaN	CD14,CSF1R,ITGB1,MRC1,RAP1A	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	2.41E00	1.25E-01	NaN	JAK1,PTPN6,STAT1	
Autoimmune Thyroid Disease Signaling	2.38E00	8.16E-02	NaN	HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	2.38E00	8.16E-02	NaN	CDKN1A,HIPK2,PRKDC,YWHAH	
BEX2 Signaling Pathway	2.38E00	6.33E-02	-2.000	CDKN1A,NFKBIA,PTEN,SWAP70,TCF7L2	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	2.32E00	2.5E-01	NaN	APOBEC3B,TYMP	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	2.32E00	4.55E-02	1.342	C1QA,C1QB,C1QC,C3AR1,IL1B,MYD88,TNFSF10	
Role of Tissue Factor in Cancer	2.3E00	5.13E-02	NaN	CFL1,FYN,IL1B,ITGB1,PTEN,RAP1A	
PKCθ Signaling in T Lymphocytes	2.3E00	4.52E-02	0.378	FYN,HLA-DRA,HLA-DRB1,HLA-DRB5,MAP3K2,NFKBIA,RAP1A	
Allograft Rejection Signaling	2.22E00	5.81E-02	NaN	HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E	
Tec Kinase Signaling	2.17E00	4.27E-02	-0.816	FYN,ITGB1,JAK1,JAK3,RHOC,STAT1,TNFSF10	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	2.14E00	5.56E-02	NaN	CD79B,HLA-DRA,HLA-DRB1,HLA-DRB5,IL1B	
Colorectal Cancer Metastasis Signaling	2.14E00	3.56E-02	-0.378	GRK2,GRK3,IL6R,JAK1,JAK3,RAP1A,RHOC,STAT1,TCF7L2	
14-3-3-mediated Signaling	2.13E00	4.72E-02	0.000	CBL,PDIA3,PLCB2,RAP1A,TUBA1A,YWHAH	
Osteoarthritis Pathway	2.11E00	3.79E-02	0.816	BMPR2,CEBPB,IL1B,ITGB1,NAMPT,S100A8,S100A9,TCF7L2	
Reelin Signaling in Neurons	2.1E00	4.65E-02	-0.816	ARPC1B,CFL1,FYN,ITGAL,ITGB1,RAP1A	
Nur77 Signaling in T Lymphocytes	2.09E00	6.78E-02	NaN	HLA-DRA,HLA-DRB1,HLA-DRB5,MAP3K2	
Germ Cell-Sertoli Cell Junction Signaling	2.08E00	4.09E-02	NaN	ACTN1,CFL1,ITGB1,MAP3K2,RAP1A,RHOC,TUBA1A	
Semaphorin Signaling in Neurons	2.07E00	6.67E-02	NaN	CFL1,FYN,ITGB1,RHOC	
Regulation of Actin-based Motility by Rho	2.06E00	5.32E-02	-1.000	ARPC1B,CFL1,ITGB1,PFN1,RHOC	
Autophagy	2.04E00	6.56E-02	NaN	CTSA,CTSB,CTSD,CTSH	
FAK Signaling	2.04E00	5.26E-02	NaN	CAPN2,FYN,ITGB1,PTEN,RAP1A	
Neuregulin Signaling	2.02E00	5.21E-02	NaN	HSP90AA1,HSP90AB1,ITGB1,PTEN,RAP1A	
p53 Signaling	1.99E00	5.1E-02	-1.000	CDKN1A,DRAM1,HIPK2,PRKDC,PTEN	
MIF-mediated Glucocorticoid Regulation	1.98E00	8.82E-02	NaN	CD14,CD74,NFKBIA	
IL-17A Signaling in Airway Cells	1.95E00	6.15E-02	0.000	JAK1,JAK3,NFKBIA,PTEN	
Regulation of Cellular Mechanics by Calpain Protease	1.95E00	6.15E-02	NaN	ACTN1,CAPN2,ITGB1,RAP1A	
Calcium-induced T Lymphocyte Apoptosis	1.93E00	6.06E-02	1.000	CAPN2,HLA-DRA,HLA-DRB1,HLA-DRB5	
Interferon Signaling	1.91E00	8.33E-02	NaN	IFITM3,JAK1,STAT1	
Type II Diabetes Mellitus Signaling	1.91E00	4.23E-02	1.000	ACSL1,CD36,CEBPB,NFKBIA,PKM,SOCS3	
Role of IL-17A in Psoriasis	1.9E00	1.54E-01	NaN	S100A8,S100A9	
Mouse Embryonic Stem Cell Pluripotency	1.9E00	4.85E-02	-1.342	BMPR2,JAK1,JAK3,RAP1A,TCF7L2	
Aryl Hydrocarbon Receptor Signaling	1.9E00	4.2E-02	-0.447	ALDH2,CDKN1A,CTSD,HSP90AA1,HSP90AB1,IL1B	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	1.89E00	3.76E-02	NaN	CD14,IL1B,IL6R,KLF6,MYH9,STAT1,TIMP1	
Glutamine Biosynthesis I	1.87E00	1E00	NaN	GLUL	
T Cell Receptor Signaling	1.87E00	4.76E-02	NaN	CBL,FYN,NFKBIA,PAG1,RAP1A	
SPINK1 General Cancer Pathway	1.86E00	5.8E-02	0.000	IL6R,JAK1,JAK3,RAP1A	
NRF2-mediated Oxidative Stress Response	1.85E00	3.7E-02	0.447	BACH1,DNAJA1,FTL,HMOX1,PRDX1,RAP1A,SOD1	
Telomerase Signaling	1.84E00	4.67E-02	NaN	CDKN1A,HSP90AA1,HSP90AB1,RAP1A,TPP1	
Glycogen Degradation III	1.84E00	1.43E-01	NaN	GAA,TYMP	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	1.83E00	3E-02	0.632	CBL,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,ITGAL,RAP1A,RHOC,SELPLG	
Huntington's Disease Signaling	1.83E00	3.38E-02	-1.000	CAPN2,CTSD,HSPA1A/HSPA1B,HSPA5,HSPA8,PLCB2,PSME2,SGK1	
Pancreatic Adenocarcinoma Signaling	1.8E00	4.59E-02	1.342	CDKN1A,HMOX1,JAK1,JAK3,STAT1	
Xenobiotic Metabolism Signaling	1.8E00	3.14E-02	NaN	ALDH2,CAMK1D,FTL,HMOX1,HSP90AA1,HSP90AB1,IL1B,MAP3K2,RAP1A	
ERK5 Signaling	1.8E00	5.56E-02	0.000	MAP3K2,RAP1A,SGK1,YWHAH	
Actin Nucleation by ARP-WASP Complex	1.8E00	5.56E-02	-1.000	ARPC1B,ITGB1,RAP1A,RHOC	
iCOS-iCOSL Signaling in T Helper Cells	1.77E00	4.5E-02	2.000	HLA-DRA,HLA-DRB1,HLA-DRB5,NFKBIA,PTEN	
Sirtuin Signaling Pathway	1.77E00	3.09E-02	0.000	NAMPT,NDUFB2,NR1H3,PGK1,PRKDC,SLC25A6,SOD1,TSPO,TUBA1A	
Signaling by Rho Family GTPases	1.76E00	3.28E-02	-0.816	ARPC1B,CDH23,CFL1,CYBB,ITGB1,NCF1,RHOC,SEPTIN9	
MIF Regulation of Innate Immunity	1.73E00	7.14E-02	NaN	CD14,CD74,NFKBIA	
Protein Kinase A Signaling	1.72E00	2.76E-02	0.707	DUSP1,FLNA,NFKBIA,PDIA3,PLCB2,PTEN,PTPN6,PTPRE,RAP1A,TCF7L2,YWHAH	
Toll-like Receptor Signaling	1.72E00	5.26E-02	1.000	CD14,IL1B,MYD88,NFKBIA	
Gαq Signaling	1.7E00	3.8E-02	0.447	GRK2,HMOX1,NFKBIA,PLCB2,RGS2,RHOC	
IL-7 Signaling Pathway	1.68E00	5.13E-02	0.000	FYN,JAK1,JAK3,STAT1	
IL-23 Signaling Pathway	1.68E00	6.82E-02	NaN	IL1B,NFKBIA,SOCS3	
IL-3 Signaling	1.67E00	5.06E-02	0.000	JAK1,PTPN6,RAP1A,STAT1	
Agrin Interactions at Neuromuscular Junction	1.67E00	5.06E-02	NaN	ITGAL,ITGB1,RAP1A,UTRN	
IL-17 Signaling	1.65E00	5E-02	NaN	CEBPB,JAK1,RAP1A,TIMP1	
Chemokine Signaling	1.65E00	5E-02	-1.000	CAMK1D,CFL1,PLCB2,RAP1A	
Phospholipase C Signaling	1.64E00	3.11E-02	-2.646	AHNAK,CD79B,FYN,HMOX1,ITGB1,PLCB2,RAP1A,RHOC	
IL-15 Production	1.63E00	4.13E-02	-0.447	CSF1R,FYN,JAK1,JAK3,STAT1	
FAT10 Cancer Signaling Pathway	1.63E00	6.52E-02	NaN	BMPR2,EEF1A1,NFKBIA	
Glioblastoma Multiforme Signaling	1.62E00	3.64E-02	-1.342	CDKN1A,PDIA3,PLCB2,PTEN,RAP1A,RHOC	
Inhibition of ARE-Mediated mRNA Degradation Pathway	1.61E00	4.1E-02	1.342	PSME2,TNFSF10,YWHAH,ZFP36L1,ZFP36L2	
NF-κB Activation by Viruses	1.61E00	4.88E-02	-1.000	ITGAL,ITGB1,NFKBIA,RAP1A	
Oxidative Ethanol Degradation III	1.58E00	1.05E-01	NaN	ACSL1,ALDH2	
FXR/RXR Activation	1.56E00	3.97E-02	NaN	APOL1,CLU,IL1B,NR1H3,SERPINA1	
PDGF Signaling	1.55E00	4.65E-02	0.000	JAK1,JAK3,RAP1A,STAT1	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	1.54E00	3.18E-02	NaN	BMPR2,CBL,CSF1R,IL1B,ITGB1,NFKBIA,TCF7L2	
Melanoma Signaling	1.53E00	6E-02	NaN	CDKN1A,PTEN,RAP1A	
G-Protein Coupled Receptor Signaling	1.51E00	2.94E-02	NaN	DUSP1,FPR1,FYN,GRK2,NFKBIA,PLCB2,RAP1A,RGS2	
CTLA4 Signaling in Cytotoxic T Lymphocytes	1.5E00	4.49E-02	NaN	AP1S2,FYN,HLA-E,PTPN6	
Acute Myeloid Leukemia Signaling	1.5E00	4.49E-02	NaN	CSF1R,PIM1,RAP1A,TCF7L2	
Cardiac Hypertrophy Signaling (Enhanced)	1.5E00	2.46E-02	0.302	BMPR2,CYBB,IL10RB,IL1B,IL6R,ITGB1,MAP3K2,PDIA3,PLCB2,PTEN,RAP1A,TNFSF10	
Senescence Pathway	1.49E00	2.91E-02	0.000	BMPR2,CAPN2,CDKN1A,CEBPB,HIPK2,PTEN,RAP1A,ZFP36L1	
RhoGDI Signaling	1.46E00	3.33E-02	0.000	ARHGDIB,ARPC1B,CDH23,CFL1,ITGB1,RHOC	
Granulocyte Adhesion and Diapedesis	1.46E00	3.33E-02	NaN	FPR1,IL1B,ITGAL,ITGB1,SDC3,SELPLG	
Ethanol Degradation IV	1.42E00	8.7E-02	NaN	ACSL1,ALDH2	
Hepatic Cholestasis	1.41E00	3.24E-02	NaN	CD14,IL1B,MYD88,NFKBIA,NR1H3,TNFSF10	
Sertoli Cell-Sertoli Cell Junction Signaling	1.41E00	3.24E-02	NaN	ACTN1,ITGB1,MAP3K2,PTEN,RAP1A,TUBA1A	
Diphthamide Biosynthesis	1.4E00	3.33E-01	NaN	EEF2	
Thyroid Hormone Biosynthesis	1.4E00	3.33E-01	NaN	CTSD	
Tumoricidal Function of Hepatic Natural Killer Cells	1.39E00	8.33E-02	NaN	ITGAL,SERPINB9	
CNTF Signaling	1.39E00	5.26E-02	NaN	JAK1,RAP1A,STAT1	
UVA-Induced MAPK Signaling	1.37E00	4.08E-02	0.000	PDIA3,PLCB2,RAP1A,STAT1	
Xenobiotic Metabolism General Signaling Pathway	1.36E00	3.5E-02	0.447	FTL,HMOX1,MAP3K2,NR1H3,RAP1A	
Apoptosis Signaling	1.36E00	4.04E-02	0.000	BCL2A1,CAPN2,NFKBIA,RAP1A	
ERK/MAPK Signaling	1.34E00	3.11E-02	-0.447	DUSP1,FYN,ITGB1,RAP1A,STAT1,YWHAH	
Glycolysis I	1.33E00	7.69E-02	NaN	PGK1,PKM	
IL-2 Signaling	1.32E00	4.92E-02	NaN	JAK1,JAK3,RAP1A	
Sumoylation Pathway	1.3E00	3.88E-02	NaN	ARHGDIB,CTBP2,NFKBIA,RHOC	
Gap Junction Signaling	1.29E00	3.03E-02	NaN	CSNK1G2,MAP3K2,PDIA3,PLCB2,RAP1A,TUBA1A	
IGF-1 Signaling	1.29E00	3.85E-02	NaN	JAK1,RAP1A,SOCS3,YWHAH	
Phospholipases	1.28E00	4.76E-02	NaN	HMOX1,PDIA3,PLCB2	
Heme Degradation	1.28E00	2.5E-01	NaN	HMOX1	
Phenylethylamine Degradation I	1.28E00	2.5E-01	NaN	ALDH2	
Glutathione Redox Reactions II	1.28E00	2.5E-01	NaN	PDIA3	
Acetate Conversion to Acetyl-CoA	1.28E00	2.5E-01	NaN	ACSL1	
IL-8 Signaling	1.28E00	3E-02	-0.447	CYBB,HMOX1,NCF1,PLCB2,RAP1A,RHOC	
ErbB2-ErbB3 Signaling	1.25E00	4.62E-02	NaN	JAK3,PTEN,RAP1A	
Pyridoxal 5'-phosphate Salvage Pathway	1.25E00	4.62E-02	NaN	PDXK,PIM1,SGK1	
Paxillin Signaling	1.24E00	3.7E-02	NaN	ACTN1,ITGAL,ITGB1,RAP1A	
Antioxidant Action of Vitamin C	1.23E00	3.67E-02	-1.000	HMOX1,NFKBIA,PDIA3,PLCB2	
D-myo-inositol-5-phosphate Metabolism	1.23E00	3.21E-02	-1.342	DUSP1,PLCB2,PTEN,PTPN6,SOCS3	
Regulation of eIF4 and p70S6K Signaling	1.22E00	3.18E-02	NaN	EIF3L,EIF4A2,ITGB1,PABPC1,RAP1A	
Glioma Signaling	1.22E00	3.64E-02	NaN	CAMK1D,CDKN1A,PTEN,RAP1A	
HGF Signaling	1.21E00	3.6E-02	-2.000	CDKN1A,ITGB1,MAP3K2,RAP1A	
eNOS Signaling	1.2E00	3.14E-02	NaN	HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,HSPA5,HSPA8	
Remodeling of Epithelial Adherens Junctions	1.2E00	4.41E-02	NaN	ACTN1,ARPC1B,TUBA1A	
mTOR Signaling	1.19E00	2.86E-02	-1.000	EIF3L,EIF4A2,EIF4B,HMOX1,RAP1A,RHOC	
HOTAIR Regulatory Pathway	1.19E00	3.12E-02	-1.342	CDKN1A,NFKBIA,PTEN,RHOC,TCF7L2	
Creatine-phosphate Biosynthesis	1.19E00	2E-01	NaN	CKB	
Ethanol Degradation II	1.17E00	6.25E-02	NaN	ACSL1,ALDH2	
