© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
HGF Signaling	3.19E00	6.31E-02	-1.633	ETS1,FOS,GRB2,ITGB1,JUN,MAP3K1,PRKCB	
Prolactin Signaling	3.17E00	7.41E-02	-1.342	CREBBP,FOS,GRB2,JUN,PRKCB,STAT1	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	3.01E00	1.18E-01	NaN	HLA-A,HLA-B,HLA-C,HLA-E	
ERK/MAPK Signaling	2.99E00	4.66E-02	-1.000	CREBBP,DUSP1,ETS1,FOS,GRB2,H3-3A/H3-3B,ITGB1,PRKCB,STAT1	
CTLA4 Signaling in Cytotoxic T Lymphocytes	2.95E00	6.74E-02	NaN	GRB2,HLA-A,HLA-B,HLA-C,HLA-E,SYK	
IL-2 Signaling	2.92E00	8.2E-02	-2.000	FOS,GRB2,JAK1,JUN,SYK	
Thrombopoietin Signaling	2.85E00	7.94E-02	-1.342	FOS,GRB2,JUN,PRKCB,STAT1	
April Mediated Signaling	2.79E00	1.03E-01	-1.000	FOS,JUN,MAP3K1,NFKBIA	
B Cell Activating Factor Signaling	2.7E00	9.76E-02	NaN	FOS,JUN,MAP3K1,NFKBIA	
IL-10 Signaling	2.68E00	7.25E-02	NaN	FOS,IL4R,JAK1,JUN,NFKBIA	
Role of JAK1 and JAK3 in γc Cytokine Signaling	2.68E00	7.25E-02	NaN	GRB2,IL4R,JAK1,STAT1,SYK	
MIF Regulation of Innate Immunity	2.66E00	9.52E-02	-2.000	CD74,FOS,JUN,NFKBIA	
PI3K/AKT Signaling	2.66E00	4.57E-02	0.378	GRB2,HSP90AA1,HSP90B1,IL4R,ITGB1,JAK1,NFKBIA,YWHAE	
BAG2 Signaling Pathway	2.63E00	9.3E-02	1.000	HSP90AA1,HSPA5,HSPA8,PSME2	
Protein Kinase A Signaling	2.62E00	3.27E-02	0.632	ADD1,AKAP13,CREBBP,DUSP1,H1-3,H3-3A/H3-3B,MAP3K1,NFKBIA,PDIA3,PRKCB,PTPRC,TTN,YWHAE	
T Cell Receptor Signaling	2.59E00	5.71E-02	NaN	FOS,GRB2,JUN,MAP3K1,NFKBIA,PTPRC	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	2.55E00	3.53E-02	NaN	CREBBP,FOS,IGHG1,IGHG2,IGHG3,IGHG4,JUN,LTB,NFKBIA,PDIA3,PRKCB	
EIF2 Signaling	2.54E00	4.02E-02	-2.236	EIF1,EIF3F,EIF4G1,GRB2,HSPA5,PABPC1,PPP1R15A,UBA52,WARS1	
FcγRIIB Signaling in B Lymphocytes	2.52E00	6.67E-02	-2.236	CD79A,CD79B,GRB2,LYN,SYK	
Erythropoietin Signaling	2.49E00	6.58E-02	NaN	FOS,GRB2,JUN,NFKBIA,PRKCB	
Toll-like Receptor Signaling	2.49E00	6.58E-02	NaN	FOS,JUN,MAP3K1,NFKBIA,UBA52	
PPARα/RXRα Activation	2.44E00	4.21E-02	0.000	CREBBP,GRB2,HSP90AA1,HSP90B1,JUN,NFKBIA,PDIA3,PRKCB	
JAK/Stat Signaling	2.4E00	6.25E-02	-1.342	FOS,GRB2,JAK1,JUN,STAT1	
Chemokine Signaling	2.4E00	6.25E-02	-2.236	CAMK1D,CXCR4,FOS,JUN,PRKCB	
RAR Activation	2.38E00	4.12E-02	NaN	CREBBP,DUSP1,FOS,JUN,MAP3K1,PNRC1,PRKCB,REL	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	2.37E00	4.55E-02	NaN	LTB,OAS1,OAS2,OAS3,PRKCB,SYK,TNFSF10	
Lipid Antigen Presentation by CD1	2.34E00	1.15E-01	NaN	CALR,CANX,PDIA3	
Renin-Angiotensin Signaling	2.34E00	5.08E-02	-2.236	FOS,GRB2,JUN,MAP3K1,PRKCB,STAT1	
UVB-Induced MAPK Signaling	2.32E00	7.69E-02	NaN	FOS,H3-3A/H3-3B,JUN,PRKCB	
CD27 Signaling in Lymphocytes	2.29E00	7.55E-02	NaN	FOS,JUN,MAP3K1,NFKBIA	
Inhibition of ARE-Mediated mRNA Degradation Pathway	2.27E00	4.92E-02	1.633	LTB,PSME2,TNFSF10,YWHAE,ZFP36L1,ZFP36L2	
Molecular Mechanisms of Cancer	2.25E00	3.07E-02	NaN	ATM,BIRC3,CCND2,CREBBP,FNBP1,FOS,GRB2,ITGB1,JAK1,JUN,NFKBIA,PRKCB	
RANK Signaling in Osteoclasts	2.22E00	5.68E-02	-2.000	BIRC3,FOS,JUN,MAP3K1,NFKBIA	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	2.2E00	5.62E-02	NaN	FOS,GRB2,JUN,MAP3K1,NFKBIA	
14-3-3-mediated Signaling	2.18E00	4.72E-02	-0.816	FOS,GRB2,JUN,PDIA3,PRKCB,YWHAE	
Prostate Cancer Signaling	2.16E00	5.49E-02	NaN	CREBBP,GRB2,HSP90AA1,HSP90B1,NFKBIA	
Calcium Transport I	2.15E00	2E-01	NaN	ATP2A2,ATP2B1	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	2.1E00	5.32E-02	-1.342	ACTG1,EZR,LYN,PRKCB,SYK	
Induction of Apoptosis by HIV1	2.08E00	6.56E-02	0.000	BIRC3,CXCR4,NFKBIA,SLC25A6	
Neuregulin Signaling	2.07E00	5.21E-02	NaN	GRB2,HSP90AA1,HSP90B1,ITGB1,PRKCB	
UVA-Induced MAPK Signaling	2.03E00	5.1E-02	NaN	ATM,FOS,JUN,PDIA3,STAT1	
VEGF Signaling	2.01E00	5.05E-02	NaN	ACTG1,EIF1,GRB2,PRKCB,YWHAE	
IL-17A Signaling in Fibroblasts	1.97E00	8.57E-02	NaN	FOS,JUN,NFKBIA	
Aryl Hydrocarbon Receptor Signaling	1.94E00	4.2E-02	-1.633	ATM,CCND2,FOS,HSP90AA1,HSP90B1,JUN	
Estrogen Receptor Signaling	1.94E00	3.05E-02	-2.121	CREBBP,DDX5,FOS,GRB2,HSP90AA1,HSP90B1,JAK1,JUN,PDIA3,PRKCB	
IGF-1 Signaling	1.92E00	4.81E-02	-2.000	FOS,GRB2,JAK1,JUN,YWHAE	
Role of IL-17A in Psoriasis	1.92E00	1.54E-01	NaN	S100A8,S100A9	
ILK Signaling	1.89E00	3.68E-02	-1.134	ACTG1,CREBBP,FNBP1,FOS,ITGB1,JUN,NACA	
Huntington's Disease Signaling	1.88E00	3.38E-02	-2.236	CREBBP,GRB2,HSPA5,HSPA8,JUN,PRKCB,PSME2,UBA52	
Clathrin-mediated Endocytosis Signaling	1.86E00	3.63E-02	NaN	ACTG1,GRB2,HSPA8,ITGB1,LYZ,S100A8,UBA52	
DNA Double-Strand Break Repair by Homologous Recombination	1.85E00	1.43E-01	NaN	ATM,ATRX	
Regulation of eIF4 and p70S6K Signaling	1.76E00	3.82E-02	NaN	EIF1,EIF3F,EIF4G1,GRB2,ITGB1,PABPC1	
Neurotrophin/TRK Signaling	1.75E00	5.26E-02	-2.000	CREBBP,FOS,GRB2,JUN	
Oncostatin M Signaling	1.73E00	6.98E-02	NaN	GRB2,JAK1,STAT1	
Neuroprotective Role of THOP1 in Alzheimer's Disease	1.72E00	4.27E-02	NaN	HLA-A,HLA-B,HLA-C,HLA-E,YWHAE	
Agrin Interactions at Neuromuscular Junction	1.7E00	5.06E-02	NaN	ACTG1,ITGB1,JUN,UTRN	
Cholecystokinin/Gastrin-mediated Signaling	1.69E00	4.2E-02	-2.236	FNBP1,FOS,GRB2,JUN,PRKCB	
FAT10 Cancer Signaling Pathway	1.65E00	6.52E-02	NaN	CXCR4,EEF1A1,NFKBIA	
LPS-stimulated MAPK Signaling	1.65E00	4.88E-02	-2.000	FOS,JUN,NFKBIA,PRKCB	
NF-κB Activation by Viruses	1.65E00	4.88E-02	-1.000	ITGB1,MAP3K1,NFKBIA,PRKCB	
CXCR4 Signaling	1.64E00	3.59E-02	-2.236	CXCR4,FNBP1,FOS,JUN,LYN,PRKCB	
Granzyme A Signaling	1.6E00	1.05E-01	NaN	CREBBP,H1-3	
GADD45 Signaling	1.6E00	1.05E-01	NaN	ATM,CCND2	
P2Y Purigenic Receptor Signaling Pathway	1.59E00	3.94E-02	-1.342	CREBBP,FOS,JUN,PDIA3,PRKCB	
GNRH Signaling	1.58E00	3.47E-02	-2.449	CREBBP,FOS,GRB2,JUN,MAP3K1,PRKCB	
UVC-Induced MAPK Signaling	1.54E00	5.88E-02	NaN	FOS,JUN,PRKCB	
IL-1 Signaling	1.5E00	4.4E-02	-2.000	FOS,JUN,MAP3K1,NFKBIA	
Death Receptor Signaling	1.5E00	4.4E-02	2.000	ACTG1,BIRC3,NFKBIA,TNFSF10	
Th17 Activation Pathway	1.5E00	4.4E-02	-1.000	HSP90AA1,HSP90B1,IRF4,JAK1	
Lymphotoxin β Receptor Signaling	1.49E00	5.66E-02	NaN	CREBBP,LTB,NFKBIA	
Androgen Signaling	1.48E00	3.68E-02	-2.000	CALR,CREBBP,HSP90AA1,JUN,PRKCB	
ErbB Signaling	1.46E00	4.26E-02	-2.000	FOS,GRB2,JUN,PRKCB	
TGF-β Signaling	1.43E00	4.17E-02	-2.000	CREBBP,FOS,GRB2,JUN	
CNTF Signaling	1.41E00	5.26E-02	NaN	GRB2,JAK1,STAT1	
ATM Signaling	1.41E00	4.12E-02	NaN	ATM,CREBBP,JUN,NFKBIA	
Diphthamide Biosynthesis	1.41E00	3.33E-01	NaN	EEF2	
NADH Repair	1.41E00	3.33E-01	NaN	GAPDH	
IL-22 Signaling	1.41E00	8.33E-02	NaN	JAK1,STAT1	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	1.41E00	8.33E-02	NaN	JAK1,STAT1	
Nitric Oxide Signaling in the Cardiovascular System	1.39E00	4.04E-02	0.000	ATP2A2,HSP90AA1,HSP90B1,PRKCB	
IL-17A Signaling in Gastric Cells	1.38E00	8E-02	NaN	FOS,JUN	
Role of JAK family kinases in IL-6-type Cytokine Signaling	1.38E00	8E-02	NaN	JAK1,STAT1	
Corticotropin Releasing Hormone Signaling	1.38E00	3.45E-02	-2.000	CREBBP,FOS,JUN,JUND,PRKCB	
Signaling by Rho Family GTPases	1.38E00	2.87E-02	-1.134	ACTG1,EZR,FNBP1,FOS,ITGB1,JUN,SEPTIN7	
Neuropathic Pain Signaling In Dorsal Horn Neurons	1.36E00	3.96E-02	-1.000	CAMK1D,FOS,PDIA3,PRKCB	
PCP pathway	1.36E00	5E-02	NaN	JUN,JUNB,JUND	
Opioid Signaling Pathway	1.35E00	2.83E-02	-1.633	CAMK1D,CREBBP,FOS,FOSB,LYN,NFKBIA,PRKCB	
Leukocyte Extravasation Signaling	1.34E00	3.05E-02	-0.447	ACTG1,CXCR4,EZR,ITGB1,PRKCB,SPN	
Glutathione Redox Reactions II	1.29E00	2.5E-01	NaN	PDIA3	
Telomerase Signaling	1.28E00	3.74E-02	0.000	ETS1,GRB2,HSP90AA1,HSP90B1	
CD40 Signaling	1.27E00	4.62E-02	NaN	FOS,JUN,NFKBIA	
Regulation of Cellular Mechanics by Calpain Protease	1.27E00	4.62E-02	NaN	EZR,GRB2,ITGB1	
Hepatic Fibrosis Signaling Pathway	1.27E00	2.45E-02	-1.000	CREBBP,FNBP1,FOS,ITGB1,JAK1,JUN,NFKBIA,PRKCB,TTN	
Necroptosis Signaling Pathway	1.25E00	3.18E-02	-0.447	BIRC3,JAK1,SLC25A6,STAT1,TNFSF10	
eNOS Signaling	1.24E00	3.14E-02	NaN	HSP90AA1,HSP90B1,HSPA5,HSPA8,PRKCB	
Rac Signaling	1.22E00	3.57E-02	-1.000	CYFIP2,ITGB1,JUN,MAP3K1	
HIF1α Signaling	1.21E00	3.54E-02	NaN	CREBBP,HSP90AA1,JUN,LDHA	
Integrin Signaling	1.21E00	2.82E-02	-0.447	ACTG1,FNBP1,GRB2,ITGB1,TSPAN3,TTN	
4-1BB Signaling in T Lymphocytes	1.18E00	6.25E-02	NaN	JUN,NFKBIA	
HMGB1 Signaling	1.18E00	3.03E-02	NaN	FNBP1,FOS,JUN,LTB,TNFSF10	
Growth Hormone Signaling	1.18E00	4.23E-02	NaN	FOS,PRKCB,STAT1	
Actin Cytoskeleton Signaling	1.17E00	2.75E-02	0.000	ACTG1,CYFIP2,EZR,GRB2,ITGB1,TTN	
Fc Epsilon RI Signaling	1.17E00	3.42E-02	-2.000	GRB2,LYN,PRKCB,SYK	
Role of Tissue Factor in Cancer	1.17E00	3.42E-02	NaN	ITGB1,LYN,P4HB,PDIA6	
ERK5 Signaling	1.16E00	4.17E-02	NaN	CREBBP,FOS,YWHAE	
Actin Nucleation by ARP-WASP Complex	1.16E00	4.17E-02	NaN	FNBP1,GRB2,ITGB1	
IL-9 Signaling	1.16E00	6.06E-02	NaN	JAK1,STAT1	
p38 MAPK Signaling	1.16E00	3.39E-02	0.000	CREBBP,DUSP1,H3-3A/H3-3B,STAT1	
GP6 Signaling Pathway	1.15E00	3.36E-02	-2.000	LYN,PRKCB,RASGRP2,SYK	
