© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
ERK5 Signaling	4.33E00	1.25E-01	0.333	CREBBP,MAP3K8,RAP2B,RRAS,WNK1,YWHAB,YWHAE,YWHAG,YWHAH	
T Helper Cell Differentiation	4.28E00	1.23E-01	NaN	HLA-DMB,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,IFNGR1,STAT1,STAT3,TNFRSF1B	
Reelin Signaling in Neurons	4.26E00	9.3E-02	-2.309	ACTR2,APP,ARPC2,CDC42,FGR,HCK,ITGAL,ITGB1,LYN,MAPK1,PDK4,PIK3R1	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	4.26E00	6.41E-02	NaN	C5AR1,CALM1 (includes others),CREBBP,FCGR1A,FCGR3A/FCGR3B,IRAK3,LRP1,LTB,MAPK1,MYD88,PDIA3,PIK3R1,PRKCB,RAP2B,RRAS,STAT3,TCF7L2,TLR2,TNFRSF1B,TNFSF13B	
Prostate Cancer Signaling	4.26E00	1.1E-01	NaN	CDKN1A,CREBBP,HSP90AA1,HSP90AB1,HSP90B1,MAPK1,MDM2,PIK3R1,RAP2B,RRAS	
Th1 and Th2 Activation Pathway	4.26E00	8.19E-02	NaN	CCR1,HAVCR2,HLA-DMB,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,IFNGR1,IRF1,LGALS9,PIK3R1,STAT1,STAT3	
IL-12 Signaling and Production in Macrophages	4.16E00	9.09E-02	NaN	IFNGR1,IRF1,LYZ,MAP3K8,MAPK1,MYD88,PIK3R1,PRKCB,RXRA,S100A8,STAT1,TLR2	
Semaphorin Signaling in Neurons	4.11E00	1.33E-01	NaN	CDC42,DPYSL2,ITGB1,MAPK1,PAK2,RAC2,RHOB,RHOC	
Protein Kinase A Signaling	4.11E00	5.78E-02	0.000	ADD3,AKAP13,AKAP9,CALM1 (includes others),CREBBP,DUSP1,GNAI3,GNB2,MAPK1,PDIA3,PPP1R12A,PRKCB,PTK2B,PTPN6,PTPRC,PTPRE,SIRPA,TCF7L2,VASP,YWHAB,YWHAE,YWHAG,YWHAH	
Inflammasome pathway	4.09E00	2.5E-01	0.447	CASP1,CTSB,MYD88,NAIP,NLRP1	
Neuregulin Signaling	4.06E00	1.04E-01	-1.342	ERBIN,HSP90AA1,HSP90AB1,HSP90B1,ITGB1,MAPK1,PIK3R1,PRKCB,RAP2B,RRAS	
Protein Ubiquitination Pathway	4.04E00	6.59E-02	NaN	CBL,CUL1,DNAJA1,HLA-E,HSP90AA1,HSP90AB1,HSP90B1,HSPA1A/HSPA1B,HSPA5,HSPA8,HSPB1,HSPE1,MDM2,PSMA5,PSME2,TAP1,TAP2,UBE2R2	
Ephrin Receptor Signaling	4.02E00	7.78E-02	-1.069	ACTR2,ARPC2,CDC42,CREBBP,GNAI3,GNB2,ITGB1,MAPK1,PAK2,RAC2,RAP2B,RRAS,SDCBP,STAT3	
IL-3 Signaling	4.01E00	1.14E-01	0.333	INPP5D,MAPK1,PIK3R1,PRKCB,PTPN6,RAP2B,RRAS,STAT1,STAT3	
Agrin Interactions at Neuromuscular Junction	4.01E00	1.14E-01	-1.414	CDC42,ITGAL,ITGB1,MAPK1,PAK2,RAC2,RAP2B,RRAS,UTRN	
JAK/Stat Signaling	3.97E00	1.13E-01	0.333	CDKN1A,MAPK1,PIK3R1,PTPN6,RAP2B,RRAS,STAT1,STAT2,STAT3	
Thrombopoietin Signaling	3.96E00	1.27E-01	-0.707	IRS2,MAPK1,PIK3R1,PRKCB,RAP2B,RRAS,STAT1,STAT3	
Systemic Lupus Erythematosus Signaling	3.95E00	6.99E-02	NaN	CBL,CD79B,FCGR1A,FCGR1B,FCGR2A,FCGR3A/FCGR3B,HLA-E,INPP5D,LYN,MAPK1,PIK3R1,PTPN6,PTPRC,RAP2B,RRAS,TNFSF13B	
Prolactin Signaling	3.92E00	1.11E-01	-0.707	CREBBP,IRF1,MAPK1,PIK3R1,PRKCB,RAP2B,RRAS,STAT1,STAT3	
HMGB1 Signaling	3.83E00	7.88E-02	-1.000	CDC42,IFNGR1,LTB,MAPK1,PIK3R1,RAC2,RAP2B,RHOB,RHOC,RRAS,TNFRSF1B,TNFSF10,TNFSF13B	
Calcium-induced T Lymphocyte Apoptosis	3.81E00	1.21E-01	1.414	ATP2A2,CALM1 (includes others),HLA-DMB,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,PRKCB	
Xenobiotic Metabolism CAR Signaling Pathway	3.79E00	7.41E-02	0.535	ALDH2,ALDH3B1,CHST2,CREBBP,GSTK1,GSTM1,HSP90AA1,HSP90AB1,HSP90B1,MAPK1,PRKCB,RACK1,RXRA,SRA1	
Synaptogenesis Signaling Pathway	3.78E00	6.09E-02	-1.414	ACTR2,AP2M1,ARPC2,CALM1 (includes others),CDC42,CREBBP,EIF4EBP2,FGR,HCK,HSPA8,LRP1,LYN,MAPK1,MARCKS,NAP1L1,PIK3R1,RAP2B,RRAS,THBS1	
CXCR4 Signaling	3.77E00	7.78E-02	-0.632	CDC42,GNAI3,GNB2,LYN,MAPK1,PAK2,PIK3R1,PRKCB,RAC2,RAP2B,RHOB,RHOC,RRAS	
PPAR Signaling	3.76E00	9.62E-02	-0.632	CREBBP,HSP90AA1,HSP90AB1,HSP90B1,MAPK1,RAP2B,RRAS,RXRA,SRA1,TNFRSF1B	
IGF-1 Signaling	3.76E00	9.62E-02	-0.816	IRS2,MAPK1,PIK3R1,RAP2B,RRAS,STAT3,YWHAB,YWHAE,YWHAG,YWHAH	
PDGF Signaling	3.72E00	1.05E-01	-0.333	EIF2AK2,INPP5D,MAPK1,PIK3R1,PRKCB,RAP2B,RRAS,STAT1,STAT3	
Cardiac Hypertrophy Signaling	3.71E00	6.67E-02	-0.577	CALM1 (includes others),CDC42,CREBBP,GNAI3,GNB2,HSPB1,MAP3K8,MAPK1,MAPKAPK3,PDIA3,PIK3R1,RAC2,RAP2B,RHOB,RHOC,RRAS	
PTEN Signaling	3.71E00	8.73E-02	1.000	CBL,CDC42,CDKN1A,INPP5D,ITGB1,MAPK1,PIK3R1,RAC2,RAP2B,RRAS,YWHAH	
Clathrin-mediated Endocytosis Signaling	3.7E00	7.25E-02	NaN	ACTR2,AP2M1,ARPC2,ARRB2,CBL,CDC42,DAB2,HSPA8,ITGB1,LYZ,MDM2,PIK3R1,S100A8,SH3KBP1	
PD-1, PD-L1 cancer immunotherapy pathway	3.7E00	9.43E-02	-1.000	HLA-DMB,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,IFNGR1,PIK3R1,TNFRSF1B	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	3.68E00	2.08E-01	NaN	IFNGR1,PTPN6,STAT1,STAT2,STAT3	
14-3-3-mediated Signaling	3.68E00	8.66E-02	0.000	CBL,MAPK1,PDIA3,PIK3R1,PRKCB,RAP2B,RRAS,YWHAB,YWHAE,YWHAG,YWHAH	
Role of JAK1 and JAK3 in γc Cytokine Signaling	3.68E00	1.16E-01	NaN	IRS2,MAPK1,PIK3R1,PTK2B,RAP2B,RRAS,STAT1,STAT3	
Virus Entry via Endocytic Pathways	3.66E00	9.35E-02	NaN	AP2M1,CDC42,HLA-E,ITGAL,ITGB1,PIK3R1,PRKCB,RAC2,RAP2B,RRAS	
Paxillin Signaling	3.63E00	9.26E-02	-1.414	CDC42,ITGAL,ITGAM,ITGB1,MAPK1,PAK2,PIK3R1,PTK2B,RAP2B,RRAS	
Opioid Signaling Pathway	3.57E00	6.48E-02	-1.291	AP2M1,ARRB2,CALM1 (includes others),CDC42,CREBBP,FGR,GNAI3,GRK6,HCK,LYN,MAPK1,PRKCB,RAC2,RAP2B,RGS19,RRAS	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	3.57E00	1E-01	NaN	CD79B,HLA-DMB,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,LTB,TLR2,TNFSF13B	
EIF2 Signaling	3.54E00	6.7E-02	-1.134	EIF1,EIF2AK2,EIF3C,EIF3F,EIF3H,EIF3L,EIF4A2,EIF4G2,HSPA5,MAPK1,PABPC1,PIK3R1,PPP1R15A,RAP2B,RRAS	
Senescence Pathway	3.52E00	6.18E-02	-0.728	CALM1 (includes others),CDKN1A,CREBBP,ETS1,ETS2,MAPK1,MAPKAPK3,MDM2,PDK4,PIK3R1,RAP2B,RASSF5,RRAS,SOD2,TLR2,TMEM173,ZFP36L1	
Hypoxia Signaling in the Cardiovascular System	3.46E00	1.08E-01	NaN	CREBBP,HSP90AA1,HSP90AB1,HSP90B1,LDHA,MDM2,P4HB,UBE2R2	
Regulation of Actin-based Motility by Rho	3.43E00	9.57E-02	-1.000	ACTR2,ARPC2,CDC42,ITGB1,PAK2,PPP1R12A,RAC2,RHOB,RHOC	
Gαq Signaling	3.43E00	7.59E-02	-1.000	CALM1 (includes others),CDC42,GNB2,HMOX1,MAPK1,PIK3R1,PRKCB,PTK2B,RAC2,RGS2,RHOB,RHOC	
Macropinocytosis Signaling	3.39E00	1.05E-01	-1.342	CD14,CDC42,ITGB1,MRC1,PIK3R1,PRKCB,RAP2B,RRAS	
Sphingosine-1-phosphate Signaling	3.35E00	8.55E-02	0.000	CASP1,CDC42,GNAI3,MAPK1,PDIA3,PIK3R1,PTK2B,RAC2,RHOB,RHOC	
Antiproliferative Role of Somatostatin Receptor 2	3.35E00	1.04E-01	-1.633	CDKN1A,GNB2,MAPK1,PIK3R1,PTPN6,RAP2B,RRAS,SMARCC2	
Nur77 Signaling in T Lymphocytes	3.34E00	1.19E-01	NaN	CALM1 (includes others),HLA-DMB,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,RXRA	
Oncostatin M Signaling	3.32E00	1.4E-01	0.816	MAPK1,MT2A,RAP2B,RRAS,STAT1,STAT3	
Renin-Angiotensin Signaling	3.32E00	8.47E-02	-1.414	MAPK1,PAK2,PIK3R1,PRKCB,PTK2B,PTPN6,RAP2B,RRAS,STAT1,STAT3	
VEGF Signaling	3.26E00	9.09E-02	-0.378	EIF1,MAPK1,PIK3R1,PRKCB,PTK2B,PTPN6,RAP2B,RRAS,YWHAE	
Autophagy	3.25E00	1.15E-01	NaN	CTSB,CTSD,CTSL,CTSS,CTSZ,LAMP2,VPS41	
Renal Cell Carcinoma Signaling	3.23E00	1E-01	-1.134	CDC42,CREBBP,ETS1,MAPK1,PAK2,PIK3R1,RAP2B,RRAS	
Chemokine Signaling	3.23E00	1E-01	-0.707	CALM1 (includes others),GNAI3,MAPK1,PPP1R12A,PRKCB,PTK2B,RAP2B,RRAS	
ILK Signaling	3.23E00	6.84E-02	-2.111	CDC42,CREBBP,IRS2,ITGB1,MAPK1,MYH9,NACA,PIK3R1,PPP1R12A,RAC2,RHOB,RHOC,TMSB10/TMSB4X	
Xenobiotic Metabolism PXR Signaling Pathway	3.19E00	6.77E-02	-1.387	ALDH2,ALDH3B1,CHST2,CREBBP,GSTK1,GSTM1,HSP90AA1,HSP90AB1,HSP90B1,PPP1R12A,PRKCB,RXRA,SRA1	
NF-κB Activation by Viruses	3.16E00	9.76E-02	-1.414	EIF2AK2,ITGAL,ITGB1,MAPK1,PIK3R1,PRKCB,RAP2B,RRAS	
CCR3 Signaling in Eosinophils	3.15E00	8.06E-02	-0.816	CALM1 (includes others),GNAI3,GNB2,MAPK1,PAK2,PIK3R1,PPP1R12A,PRKCB,RAP2B,RRAS	
Sumoylation Pathway	3.14E00	8.74E-02	0.378	ARHGDIB,CDC42,CREBBP,ETS1,MDM2,RAC2,RHOB,RHOC,SENP6	
HER-2 Signaling in Breast Cancer	3.09E00	9.52E-02	NaN	CDC42,CDKN1A,ITGB1,MDM2,PIK3R1,PRKCB,RAP2B,RRAS	
