© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Actin Cytoskeleton Signaling	4.98E00	5.5E-02	-2.333	ACTG1,ACTR2,ARPC2,CD14,CFL1,CYFIP1,CYFIP2,MAPK1,MYL6,PFN1,TMSB10/TMSB4X,WASF2	
Calcium-induced T Lymphocyte Apoptosis	4.93E00	1.06E-01	0.816	CALM1 (includes others),FCER1G,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,PRKCB	
CD28 Signaling in T Helper Cells	4.92E00	7.5E-02	-2.000	ACTR2,ARPC2,CALM1 (includes others),FCER1G,FOS,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5	
Neuroinflammation Signaling Pathway	4.89E00	4.67E-02	1.732	CX3CR1,CXCL10,CYBB,FOS,GLUL,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,IRAK3,MAPK1,STAT1,TLR4	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	4.86E00	5.85E-02	0.302	CYBB,FOS,LYZ,MAP3K3,MAPK1,PRKCB,RHOB,S100A8,STAT1,TLR4,TNFRSF1B	
CCR5 Signaling in Macrophages	4.84E00	8.51E-02	-2.236	CALM1 (includes others),FCER1G,FOS,GNAS,GNB1,GNG2,MAPK1,PRKCB	
RhoA Signaling	4.84E00	7.32E-02	-1.667	ACTG1,ACTR2,ARHGAP4,ARPC2,CFL1,LPAR6,MYL6,PFN1,SEPTIN9	
Systemic Lupus Erythematosus Signaling	4.76E00	5.24E-02	NaN	FCER1G,FCGR1B,FOS,HLA-A,HLA-E,HNRNPA2B1,IGHG1,IGHG2,IGHG4,IGHM,LYN,MAPK1	
Graft-versus-Host Disease Signaling	4.71E00	1.25E-01	NaN	FCER1G,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E	
Leukocyte Extravasation Signaling	4.67E00	5.58E-02	-1.667	ACTG1,ARHGAP4,CD44,CYBB,ITGAL,ITGAM,MAPK1,MYL6,PRKCB,SPN,TIMP1	
T Helper Cell Differentiation	4.64E00	9.59E-02	NaN	FCER1G,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,STAT1,TNFRSF1B	
T Cell Exhaustion Signaling Pathway	4.38E00	5.71E-02	NaN	FCER1G,FOS,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,MAPK1,STAT1,STAT2	
Rac Signaling	4.29E00	7.14E-02	-1.414	ACTR2,ARPC2,CD44,CFL1,CYBB,CYFIP1,CYFIP2,MAPK1	
Necroptosis Signaling Pathway	4.01E00	5.73E-02	1.667	CYBB,GLUL,SLC25A3,SLC25A6,STAT1,STAT2,TLR4,TNFRSF1B,TNFSF10	
MIF Regulation of Innate Immunity	3.9E00	1.19E-01	0.447	CD14,CD74,FOS,MAPK1,TLR4	
IL-8 Signaling	3.9E00	5E-02	-1.265	CYBB,FOS,GNAS,GNB1,GNG2,IRAK3,ITGAM,MAPK1,PRKCB,RHOB	
UVA-Induced MAPK Signaling	3.82E00	7.14E-02	NaN	ATM,FOS,MAPK1,PARP14,PARP9,PDIA3,STAT1	
CXCR4 Signaling	3.8E00	5.39E-02	-2.121	FOS,GNAS,GNB1,GNG2,LYN,MAPK1,MYL6,PRKCB,RHOB	
IL-12 Signaling and Production in Macrophages	3.79E00	6.06E-02	NaN	FOS,LYZ,MAPK1,PRKCB,RXRA,S100A8,STAT1,TLR4	
Ephrin B Signaling	3.71E00	8.33E-02	NaN	CFL1,GNAS,GNB1,GNG2,ITSN2,MAPK1	
Hematopoiesis from Pluripotent Stem Cells	3.58E00	1.02E-01	NaN	FCER1G,IGHG1,IGHG2,IGHG4,IGHM	
Primary Immunodeficiency Signaling	3.54E00	1E-01	NaN	IGHG1,IGHG2,IGHG4,IGHM,TAP1	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	3.49E00	3.85E-02	NaN	CALM1 (includes others),FOS,IGHG1,IGHG2,IGHG4,IRAK3,MAPK1,PDIA3,PRKCB,TCF7L2,TLR4,TNFRSF1B	
Hepatic Fibrosis Signaling Pathway	3.38E00	3.53E-02	-0.832	CALM1 (includes others),CYBB,FOS,FTL,IRAK3,MAPK1,MYL6,PRKCB,RHOB,TCF7L2,TIMP1,TLR4,TNFRSF1B	
Role of PKR in Interferon Induction and Antiviral Response	3.34E00	5.98E-02	0.816	FOS,IFIH1,MAPK1,MSR1,STAT1,STAT2,TLR4	
PKCθ Signaling in T Lymphocytes	3.31E00	5.16E-02	0.000	FCER1G,FOS,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,MAP3K3,MAPK1	
Gαq Signaling	3.26E00	5.06E-02	-1.414	CALM1 (includes others),GNAS,GNB1,GNG2,MAPK1,PRKCB,RGS2,RHOB	
MIF-mediated Glucocorticoid Regulation	3.2E00	1.18E-01	1.000	CD14,CD74,MAPK1,TLR4	
CCR3 Signaling in Eosinophils	3.19E00	5.65E-02	NaN	CALM1 (includes others),CFL1,GNAS,GNB1,GNG2,MAPK1,PRKCB	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	3.18E00	6.67E-02	NaN	FCER1G,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,TLR4	
OX40 Signaling Pathway	3.18E00	6.67E-02	NaN	FCER1G,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E	
Opioid Signaling Pathway	3.17E00	4.05E-02	-1.897	CALM1 (includes others),FOS,GNAS,GNB1,GNG2,GRK3,LYN,MAPK1,PRKCB,RGS19	
IL-1 Signaling	3.16E00	6.59E-02	-2.000	FOS,GNAS,GNB1,GNG2,IRAK3,MAPK1	
Death Receptor Signaling	3.16E00	6.59E-02	0.000	ACTG1,ARHGDIB,PARP14,PARP9,TNFRSF1B,TNFSF10	
Autophagy	3.14E00	8.2E-02	NaN	CTSA,CTSB,CTSH,CTSL,LAMP2	
Colorectal Cancer Metastasis Signaling	3.09E00	3.95E-02	-1.000	FOS,GNAS,GNB1,GNG2,GRK3,MAPK1,RHOB,STAT1,TCF7L2,TLR4	
Regulation of Actin-based Motility by Rho	3.08E00	6.38E-02	-1.342	ACTR2,ARPC2,CFL1,MYL6,PFN1,RHOB	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	3.08E00	6.38E-02	-2.449	ACTG1,ACTR2,ARPC2,LYN,MAPK1,PRKCB	
Activation of IRF by Cytosolic Pattern Recognition Receptors	3.07E00	7.94E-02	0.447	ADAR,IFIH1,ISG15,STAT1,STAT2	
Protein Kinase A Signaling	3.06E00	3.27E-02	-1.508	CALM1 (includes others),DUSP1,GNAS,GNB1,GNG2,H3-3A/H3-3B,MAPK1,MYL6,PDIA3,PRKCB,PTPN18,TCF7L2,YWHAB	
α-Adrenergic Signaling	3.04E00	6.25E-02	-2.000	CALM1 (includes others),GNAS,GNB1,GNG2,MAPK1,PRKCB	
Integrin Signaling	3.03E00	4.23E-02	-1.414	ACTG1,ACTR2,ARPC2,ITGAL,ITGAM,MAPK1,NEDD9,PFN1,RHOB	
GNRH Signaling	3E00	4.62E-02	-2.646	CALM1 (includes others),FOS,GNAS,GNB1,GNG2,MAP3K3,MAPK1,PRKCB	
Antiproliferative Role of TOB in T Cell Signaling	2.97E00	1.03E-01	NaN	FCER1G,MAPK1,PABPC1,PABPC4	
Androgen Signaling	2.95E00	5.15E-02	-2.236	CALM1 (includes others),CALR,GNAS,GNB1,GNG2,MAPK1,PRKCB	
PI3K Signaling in B Lymphocytes	2.92E00	5.07E-02	-1.134	CALM1 (includes others),FOS,LYN,MAPK1,PDIA3,PRKCB,TLR4	
Ephrin Receptor Signaling	2.89E00	4.44E-02	-2.121	ACTR2,ARPC2,CFL1,GNAS,GNB1,GNG2,MAPK1,SDCBP	
GM-CSF Signaling	2.87E00	7.14E-02	-1.342	LYN,MAPK1,PRKCB,RACK1,STAT1	
PD-1, PD-L1 cancer immunotherapy pathway	2.81E00	5.66E-02	-1.633	HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,TNFRSF1B	
BAG2 Signaling Pathway	2.81E00	9.3E-02	2.000	ANXA2,CDKN1A,CTSB,MAPK1	
Caveolar-mediated Endocytosis Signaling	2.79E00	6.85E-02	NaN	ACTG1,HLA-A,HLA-E,ITGAL,ITGAM	
Estrogen Receptor Signaling	2.76E00	3.35E-02	-2.111	CDKN1A,CFL1,FOS,GNAS,GNB1,GNG2,MAPK1,MYL6,NRIP1,PDIA3,PRKCB	
Axonal Guidance Signaling	2.76E00	2.89E-02	NaN	ACTR2,ARPC2,CFL1,DPYSL2,GNAS,GNB1,GNG2,LNPEP,MAPK1,MYL6,PDIA3,PFN1,PRKCB,SDCBP	
NRF2-mediated Oxidative Stress Response	2.76E00	4.23E-02	0.000	ACTG1,FOS,FTL,JUNB,MAPK1,PRDX1,PRKCB,SOD1	
ILK Signaling	2.74E00	4.21E-02	-2.121	ACTG1,CFL1,FOS,MAPK1,MYL6,NACA,RHOB,TMSB10/TMSB4X	
iCOS-iCOSL Signaling in T Helper Cells	2.71E00	5.41E-02	1.342	CALM1 (includes others),FCER1G,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	2.71E00	3.3E-02	0.905	CD44,FCER1G,FOS,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,ITGAL,MAPK1,RHOB	
Toll-like Receptor Signaling	2.71E00	6.58E-02	0.000	CD14,FOS,IRAK3,MAPK1,TLR4	
Cardiac Hypertrophy Signaling	2.67E00	3.75E-02	-1.667	CALM1 (includes others),GNAS,GNB1,GNG2,MAP3K3,MAPK1,MYL6,PDIA3,RHOB	
VDR/RXR Activation	2.66E00	6.41E-02	1.342	CD14,CDKN1A,CXCL10,PRKCB,RXRA	
IL-7 Signaling Pathway	2.66E00	6.41E-02	0.447	IGHG1,IGHM,LYN,MAPK1,STAT1	
Natural Killer Cell Signaling	2.64E00	4.06E-02	-0.707	CFL1,FCER1G,HLA-A,HLA-E,ITGAL,MAP3K3,MAPK1,TNFSF10	
JAK/Stat Signaling	2.61E00	6.25E-02	-0.447	CDKN1A,FOS,MAPK1,STAT1,STAT2	
Chemokine Signaling	2.61E00	6.25E-02	-1.342	CALM1 (includes others),CFL1,FOS,MAPK1,PRKCB	
Regulation of eIF4 and p70S6K Signaling	2.6E00	4.46E-02	NaN	EIF1,EIF3C,EIF3F,EIF3L,FAU,MAPK1,PABPC1	
LPS-stimulated MAPK Signaling	2.56E00	6.1E-02	-0.447	CD14,FOS,MAPK1,PRKCB,TLR4	
IL-17A Signaling in Gastric Cells	2.52E00	1.2E-01	NaN	CXCL10,FOS,MAPK1	
UVB-Induced MAPK Signaling	2.5E00	7.69E-02	NaN	FOS,H3-3A/H3-3B,MAPK1,PRKCB	
Thrombin Signaling	2.5E00	3.85E-02	-0.447	GNAS,GNB1,GNG2,MAPK1,MYL6,PDIA3,PRKCB,RHOB	
Lipid Antigen Presentation by CD1	2.47E00	1.15E-01	NaN	CALR,FCER1G,PDIA3	
mTOR Signaling	2.47E00	3.81E-02	-1.000	EIF3C,EIF3F,EIF3L,EIF4B,FAU,MAPK1,PRKCB,RHOB	
P2Y Purigenic Receptor Signaling Pathway	2.42E00	4.72E-02	-1.633	FOS,GNB1,GNG2,MAPK1,PDIA3,PRKCB	
Reelin Signaling in Neurons	2.39E00	4.65E-02	-1.633	ACTR2,ARPC2,CFL1,ITGAL,LYN,MAPK1	
p70S6K Signaling	2.39E00	4.65E-02	-1.342	EEF2,LYN,MAPK1,PDIA3,PRKCB,YWHAB	
Glutamate Receptor Signaling	2.36E00	7.02E-02	NaN	CALM1 (includes others),GLUL,GNB1,GNG2	
Cellular Effects of Sildenafil (Viagra)	2.35E00	4.58E-02	NaN	ACTG1,CALM1 (includes others),GNAS,MYL6,PABPC4,PDIA3	
Pathogenesis of Multiple Sclerosis	2.33E00	2.22E-01	NaN	CCR1,CXCL10	
EIF2 Signaling	2.31E00	3.57E-02	NaN	EIF1,EIF3C,EIF3F,EIF3L,FAU,MAPK1,PABPC1,PPP1R15A	
Semaphorin Signaling in Neurons	2.28E00	6.67E-02	NaN	CFL1,DPYSL2,MAPK1,RHOB	
Retinoic acid Mediated Apoptosis Signaling	2.28E00	6.67E-02	NaN	PARP14,PARP9,RXRA,TNFSF10	
Granulocyte Adhesion and Diapedesis	2.27E00	3.89E-02	NaN	CXCL10,FPR1,FPR3,ITGAL,ITGAM,SDC3,TNFRSF1B	
G Protein Signaling Mediated by Tubby	2.26E00	9.68E-02	NaN	GNAS,GNB1,GNG2	
Hepatic Cholestasis	2.21E00	3.78E-02	NaN	CD14,IRAK3,PRKCB,RXRA,TLR4,TNFRSF1B,TNFSF10	
Thrombopoietin Signaling	2.2E00	6.35E-02	-1.000	FOS,MAPK1,PRKCB,STAT1	
Glucocorticoid Receptor Signaling	2.2E00	2.98E-02	NaN	CD163,CDKN1A,CDKN1C,DUSP1,FOS,MAPK1,NRIP1,POU2F2,STAT1,TSC22D3	
Aryl Hydrocarbon Receptor Signaling	2.17E00	4.2E-02	-0.816	ATM,CDKN1A,FOS,MAPK1,NRIP1,RXRA	
PPARα/RXRα Activation	2.15E00	3.68E-02	0.000	ABCA1,CD36,GNAS,MAPK1,PDIA3,PRKCB,RXRA	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	2.14E00	8.82E-02	NaN	FCER1G,HLA-A,HLA-E	
PPAR Signaling	2.12E00	4.81E-02	1.342	FOS,MAPK1,NRIP1,RXRA,TNFRSF1B	
ERK/MAPK Signaling	2.11E00	3.63E-02	-0.816	DUSP1,FOS,H3-3A/H3-3B,MAPK1,PRKCB,STAT1,YWHAB	
IL-17A Signaling in Fibroblasts	2.11E00	8.57E-02	NaN	FOS,MAPK1,NFKBIZ	
RAR Activation	2.1E00	3.61E-02	NaN	DUSP1,FOS,MAPK1,NRIP1,PNRC1,PRKCB,RXRA	
Virus Entry via Endocytic Pathways	2.07E00	4.67E-02	NaN	ACTG1,HLA-A,HLA-E,ITGAL,PRKCB	
Gαs Signaling	2.07E00	4.67E-02	-1.342	GNAS,GNB1,GNG2,MAPK1,RGS2	
Adrenomedullin signaling pathway	2.07E00	3.55E-02	-1.134	ADM,CALM1 (includes others),FOS,GNAS,MAPK1,PDIA3,RXRA	
IL-10 Signaling	2.06E00	5.8E-02	NaN	CCR1,CD14,FOS,MAPK1	
Growth Hormone Signaling	2.02E00	5.63E-02	-1.000	FOS,MAPK1,PRKCB,STAT1	
Role of IL-17A in Psoriasis	2.01E00	1.54E-01	NaN	S100A8,S100A9	
HGF Signaling	2.01E00	4.5E-02	-2.236	CDKN1A,FOS,MAP3K3,MAPK1,PRKCB	
Melatonin Signaling	2E00	5.56E-02	-1.000	CALM1 (includes others),MAPK1,PDIA3,PRKCB	
Glioma Invasiveness Signaling	1.96E00	5.41E-02	-1.000	CD44,MAPK1,RHOB,TIMP1	
CREB Signaling in Neurons	1.95E00	3.38E-02	-1.342	CALM1 (includes others),GNAS,GNB1,GNG2,MAPK1,PDIA3,PRKCB	
Apelin Endothelial Signaling Pathway	1.95E00	4.35E-02	-2.236	CALM1 (includes others),FOS,GNAS,MAPK1,PRKCB	
Synaptogenesis Signaling Pathway	1.94E00	2.88E-02	-2.121	ACTR2,ARPC2,CALM1 (includes others),CFL1,ITSN2,LYN,MAPK1,MARCKS,NAP1L1	
Glutamine Biosynthesis I	1.93E00	1E00	NaN	GLUL	
p38 MAPK Signaling	1.9E00	4.24E-02	-0.447	DUSP1,H3-3A/H3-3B,IRAK3,STAT1,TNFRSF1B	
Antiproliferative Role of Somatostatin Receptor 2	1.9E00	5.19E-02	-2.000	CDKN1A,GNB1,GNG2,MAPK1	
HMGB1 Signaling	1.88E00	3.64E-02	-1.000	FOS,MAPK1,RHOB,TLR4,TNFRSF1B,TNFSF10	
Role of NFAT in Cardiac Hypertrophy	1.88E00	3.27E-02	-1.890	CALM1 (includes others),GNAS,GNB1,GNG2,MAPK1,PDIA3,PRKCB	
IL-3 Signaling	1.86E00	5.06E-02	-1.000	FOS,MAPK1,PRKCB,STAT1	
Th1 Pathway	1.86E00	4.13E-02	2.236	HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,STAT1	
G Beta Gamma Signaling	1.84E00	4.1E-02	-2.236	GNAS,GNB1,GNG2,MAPK1,PRKCB	
Inhibition of ARE-Mediated mRNA Degradation Pathway	1.84E00	4.1E-02	-0.447	MAPK1,TNFRSF1B,TNFSF10,YWHAB,ZFP36L2	
Prolactin Signaling	1.82E00	4.94E-02	-1.000	FOS,MAPK1,PRKCB,STAT1	
Th1 and Th2 Activation Pathway	1.81E00	3.51E-02	NaN	CCR1,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,STAT1	
Apelin Adipocyte Signaling Pathway	1.81E00	4.88E-02	-1.000	CYBB,GPX1,MAPK1,SOD1	
Gαi Signaling	1.8E00	4E-02	-1.342	FPR1,GNAS,GNB1,GNG2,MAPK1	
LPS/IL-1 Mediated Inhibition of RXR Function	1.78E00	3.12E-02	0.447	ABCA1,ACSL1,CD14,CHST2,RXRA,TLR4,TNFRSF1B	
14-3-3-mediated Signaling	1.77E00	3.94E-02	-1.342	FOS,MAPK1,PDIA3,PRKCB,YWHAB	
IL-4 Signaling	1.75E00	4.71E-02	NaN	HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5	
PDGF Signaling	1.74E00	4.65E-02	-1.000	FOS,MAPK1,PRKCB,STAT1	
NF-κB Signaling	1.73E00	3.35E-02	-0.816	FCER1G,IRAK3,MAP3K3,PRKCB,TLR4,TNFRSF1B	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	1.71E00	6.12E-02	NaN	ATM,CDKN1A,YWHAB	
RANK Signaling in Osteoclasts	1.71E00	4.55E-02	-2.000	CALM1 (includes others),FOS,MAP3K3,MAPK1	
GADD45 Signaling	1.69E00	1.05E-01	NaN	ATM,CDKN1A	
UVC-Induced MAPK Signaling	1.66E00	5.88E-02	NaN	FOS,MAPK1,PRKCB	
Th2 Pathway	1.66E00	3.68E-02	NaN	CCR1,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	1.65E00	3.23E-02	NaN	CD14,MYL6,STAT1,TIMP1,TLR4,TNFRSF1B	
Inflammasome pathway	1.65E00	1E-01	NaN	CTSB,TLR4	
Xenobiotic Metabolism CAR Signaling Pathway	1.62E00	3.17E-02	0.000	CHST2,MAPK1,NRIP1,PRKCB,RACK1,RXRA	
Type II Diabetes Mellitus Signaling	1.59E00	3.52E-02	-1.000	ACSL1,CD36,MAPK1,PRKCB,TNFRSF1B	
Clathrin-mediated Endocytosis Signaling	1.58E00	3.11E-02	NaN	ACTG1,ACTR2,ARPC2,LYZ,S100A8,SH3KBP1	
EGF Signaling	1.58E00	5.45E-02	NaN	FOS,MAPK1,STAT1	
Xenobiotic Metabolism General Signaling Pathway	1.58E00	3.5E-02	-1.342	FTL,MAP3K3,MAPK1,PRKCB,RXRA	
Corticotropin Releasing Hormone Signaling	1.56E00	3.45E-02	-2.000	CALM1 (includes others),FOS,GNAS,MAPK1,PRKCB	
Cardiac Hypertrophy Signaling (Enhanced)	1.55E00	2.26E-02	-1.897	CALM1 (includes others),CYBB,GNAS,GNB1,GNG2,MAP3K3,MAPK1,PDIA3,PRKCB,TNFRSF1B,TNFSF10	
VEGF Signaling	1.54E00	4.04E-02	NaN	ACTG1,EIF1,MAPK1,PRKCB	
Apelin Cardiomyocyte Signaling Pathway	1.54E00	4.04E-02	-1.000	MAPK1,MYL6,PDIA3,PRKCB	
MSP-RON Signaling Pathway	1.52E00	5.17E-02	NaN	ACTG1,ITGAM,TLR4	
Neuropathic Pain Signaling In Dorsal Horn Neurons	1.51E00	3.96E-02	-1.000	FOS,MAPK1,PDIA3,PRKCB	
Relaxin Signaling	1.5E00	3.33E-02	-2.236	FOS,GNAS,GNB1,GNG2,MAPK1	
IL-22 Signaling	1.5E00	8.33E-02	NaN	MAPK1,STAT1	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	1.5E00	8.33E-02	NaN	STAT1,STAT2	
SAPK/JNK Signaling	1.5E00	3.92E-02	-2.000	FCER1G,GNB1,GNG2,MAP3K3	
Epithelial Adherens Junction Signaling	1.48E00	3.29E-02	NaN	ACTG1,ACTR2,ARPC2,MYL6,TCF7L2	
Role of JAK family kinases in IL-6-type Cytokine Signaling	1.47E00	8E-02	NaN	MAPK1,STAT1	
Induction of Apoptosis by HIV1	1.46E00	4.92E-02	NaN	SLC25A3,SLC25A6,TNFRSF1B	
Diphthamide Biosynthesis	1.46E00	3.33E-01	NaN	EEF2	
T Cell Receptor Signaling	1.46E00	3.81E-02	NaN	CALM1 (includes others),FOS,MAPK1,PAG1	
Osteoarthritis Pathway	1.42E00	2.84E-02	NaN	ANXA2,S100A8,S100A9,TCF7L2,TLR4,TNFRSF1B	
Paxillin Signaling	1.42E00	3.7E-02	NaN	ACTG1,ITGAL,ITGAM,MAPK1	
eNOS Signaling	1.41E00	3.14E-02	-1.000	AQP9,CALM1 (includes others),GNAS,LPAR6,PRKCB	
HOTAIR Regulatory Pathway	1.4E00	3.12E-02	-1.000	CD44,CDKN1A,H3-3A/H3-3B,TCF7L2,TLR4	
Glioma Signaling	1.4E00	3.64E-02	NaN	CALM1 (includes others),CDKN1A,MAPK1,PRKCB	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	1.37E00	3.57E-02	-1.000	GNAS,GNG2,PDIA3,PRKCB	
Remodeling of Epithelial Adherens Junctions	1.34E00	4.41E-02	NaN	ACTG1,ACTR2,ARPC2	
Spermine and Spermidine Degradation I	1.34E00	2.5E-01	NaN	SAT1	
Glutathione Redox Reactions II	1.34E00	2.5E-01	NaN	PDIA3	
Acetate Conversion to Acetyl-CoA	1.34E00	2.5E-01	NaN	ACSL1	
TNFR2 Signaling	1.32E00	6.67E-02	NaN	FOS,TNFRSF1B	
Fc Epsilon RI Signaling	1.32E00	3.42E-02	-2.000	FCER1G,LYN,MAPK1,PRKCB	
Renin-Angiotensin Signaling	1.3E00	3.39E-02	NaN	FOS,MAPK1,PRKCB,STAT1	
Germ Cell-Sertoli Cell Junction Signaling	1.3E00	2.92E-02	NaN	ACTG1,CFL1,MAP3K3,MAPK1,RHOB	
Cholecystokinin/Gastrin-mediated Signaling	1.29E00	3.36E-02	-1.000	FOS,MAPK1,PRKCB,RHOB	
