© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Factors Promoting Cardiogenesis in Vertebrates	5.42E-01	6.67E-03	NaN	ATF4	
Gustation Pathway	5.33E-01	6.49E-03	NaN	LPAR6	
PKCθ Signaling in T Lymphocytes	5.3E-01	6.45E-03	NaN	CD28	
3-phosphoinositide Degradation	5.3E-01	6.45E-03	NaN	SOCS3	
D-myo-inositol-5-phosphate Metabolism	5.27E-01	6.41E-03	NaN	SOCS3	
eNOS Signaling	5.21E-01	6.29E-03	NaN	LPAR6	
Dopamine-DARPP32 Feedback in cAMP Signaling	5.11E-01	6.13E-03	NaN	ATF4	
Tec Kinase Signaling	5.1E-01	6.1E-03	NaN	STAT1	
3-phosphoinositide Biosynthesis	5.07E-01	6.06E-03	NaN	SOCS3	
CXCR4 Signaling	5.03E-01	5.99E-03	NaN	CXCR4	
Germ Cell-Sertoli Cell Junction Signaling	4.95E-01	5.85E-03	NaN	ITGA6	
GNRH Signaling	4.91E-01	5.78E-03	NaN	ATF4	
Wnt/β-catenin Signaling	4.91E-01	5.78E-03	NaN	UBA52	
Acute Phase Response Signaling	4.79E-01	5.59E-03	NaN	SOCS3	
NF-κB Signaling	4.79E-01	5.59E-03	NaN	EIF2AK2	
Role of NFAT in Regulation of the Immune Response	4.75E-01	5.52E-03	NaN	CD28	
B Cell Receptor Signaling	4.67E-01	5.41E-03	NaN	ATF4	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	4.65E-01	5.38E-03	NaN	STAT1	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	4.61E-01	5.32E-03	NaN	STAT1	
NRF2-mediated Oxidative Stress Response	4.6E-01	5.29E-03	NaN	ATF4	
Xenobiotic Metabolism CAR Signaling Pathway	4.6E-01	5.29E-03	NaN	RACK1	
Clathrin-mediated Endocytosis Signaling	4.52E-01	5.18E-03	NaN	UBA52	
Superpathway of Inositol Phosphate Compounds	4.42E-01	5.05E-03	NaN	SOCS3	
Calcium Signaling	4.29E-01	4.85E-03	NaN	ATF4	
CREB Signaling in Neurons	4.28E-01	4.83E-03	NaN	ATF4	
mTOR Signaling	4.23E-01	4.76E-03	NaN	EIF4B	
Osteoarthritis Pathway	4.21E-01	4.74E-03	NaN	ATF4	
Integrin Signaling	4.18E-01	4.69E-03	NaN	ITGA6	
Breast Cancer Regulation by Stathmin1	4.16E-01	3.38E-03	NaN	ATF4,LPAR6	
Actin Cytoskeleton Signaling	4.1E-01	4.59E-03	NaN	TMSB10/TMSB4X	
cAMP-mediated signaling	3.95E-01	4.39E-03	NaN	ATF4	
Systemic Lupus Erythematosus Signaling	3.94E-01	4.37E-03	NaN	CD28	
Opioid Signaling Pathway	3.69E-01	4.05E-03	NaN	ATF4	
Colorectal Cancer Metastasis Signaling	3.61E-01	3.95E-03	NaN	STAT1	
G-Protein Coupled Receptor Signaling	3.38E-01	3.68E-03	NaN	ATF4	
Protein Ubiquitination Pathway	3.36E-01	3.66E-03	NaN	UBA52	
Sirtuin Signaling Pathway	3.17E-01	3.44E-03	NaN	H1-3	
Synaptogenesis Signaling Pathway	2.95E-01	3.21E-03	NaN	ATF4	
Estrogen Receptor Signaling	2.81E-01	3.05E-03	NaN	ATF4	
Glucocorticoid Receptor Signaling	2.73E-01	2.98E-03	NaN	STAT1	
Hepatic Fibrosis Signaling Pathway	2.47E-01	2.72E-03	NaN	ATF4	
Axonal Guidance Signaling	-0E00	2.07E-03	NaN	CXCR4	
