© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	4.44E00	4.5E-02	0.258	B2M,CBL,CD44,FCER1G,FOS,HLA-A,HLA-B,HLA-DRA,HLA-DRB1,HLA-E,ITGAL,MAPK1,RAC1,RAC2,RHOC	
Graft-versus-Host Disease Signaling	4.43E00	1.25E-01	NaN	FCER1G,HLA-A,HLA-B,HLA-DRA,HLA-DRB1,HLA-E	
PKCθ Signaling in T Lymphocytes	4.41E00	6.45E-02	1.265	FCER1G,FOS,HLA-A,HLA-B,HLA-DRA,HLA-DRB1,MAPK1,NFKBIA,RAC1,RAC2	
Ephrin B Signaling	4.36E00	9.72E-02	0.000	CAP1,CBL,CFL1,GNB1,MAPK1,RAC1,RAC2	
Gαq Signaling	4.34E00	6.33E-02	-1.134	GNB1,HMOX1,MAPK1,NFKBIA,PLCB2,PRKCB,RAC1,RAC2,RGS2,RHOC	
T Helper Cell Differentiation	4.32E00	9.59E-02	NaN	FCER1G,HLA-A,HLA-B,HLA-DRA,HLA-DRB1,STAT1,TNFRSF1B	
CXCR4 Signaling	4.14E00	5.99E-02	-2.121	FOS,GNB1,LYN,MAPK1,MYL6,PLCB2,PRKCB,RAC1,RAC2,RHOC	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	4.12E00	1.47E-01	NaN	B2M,FCER1G,HLA-A,HLA-B,HLA-E	
MIF-mediated Glucocorticoid Regulation	4.12E00	1.47E-01	1.342	CD14,CD74,MAPK1,NFKBIA,TLR4	
PD-1, PD-L1 cancer immunotherapy pathway	4.11E00	7.55E-02	-1.414	B2M,HLA-A,HLA-B,HLA-DRA,HLA-DRB1,HLA-E,JAK1,TNFRSF1B	
Agrin Interactions at Neuromuscular Junction	4.1E00	8.86E-02	-1.890	ACTB,ACTG1,ITGA4,ITGAL,MAPK1,RAC1,RAC2	
Paxillin Signaling	4.05E00	7.41E-02	-1.342	ACTB,ACTG1,ITGA4,ITGAL,ITGAM,ITGAX,MAPK1,RAC1	
LPS-stimulated MAPK Signaling	4E00	8.54E-02	1.134	CD14,FOS,MAPK1,NFKBIA,PRKCB,RAC1,TLR4	
Nur77 Signaling in T Lymphocytes	3.92E00	1.02E-01	NaN	FCER1G,HLA-A,HLA-B,HLA-DRA,HLA-DRB1,RXRA	
IL-4 Signaling	3.9E00	8.24E-02	NaN	HLA-A,HLA-B,HLA-DRA,HLA-DRB1,INPP5D,JAK1,PTPN6	
Glucocorticoid Receptor Signaling	3.82E00	4.17E-02	NaN	ACTB,CD163,CDKN1A,CDKN1C,DUSP1,FOS,JAK1,MAPK1,NFKBIA,POU2F2,RAC1,SGK1,STAT1,TSC22D3	
Activation of IRF by Cytosolic Pattern Recognition Receptors	3.76E00	9.52E-02	0.000	ADAR,IFIH1,IRF7,ISG15,NFKBIA,STAT1	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	3.74E00	7.78E-02	NaN	FCER1G,HLA-A,HLA-B,HLA-DRA,HLA-DRB1,TLR4,TLR7	
LXR/RXR Activation	3.71E00	6.61E-02	-0.378	CD14,CD36,MSR1,NR1H3,RXRA,S100A8,TLR4,TNFRSF1B	
Calcium-induced T Lymphocyte Apoptosis	3.65E00	9.09E-02	1.342	FCER1G,HLA-A,HLA-B,HLA-DRA,HLA-DRB1,PRKCB	
Axonal Guidance Signaling	3.63E00	3.51E-02	NaN	ACTR2,ACTR3,ARPC2,CFL1,GNB1,ITGA4,LNPEP,MAPK1,MYL6,PFN1,PLCB2,PRKCB,RAC1,RAC2,RASSF5,RTN4,VASP	
FAK Signaling	3.6E00	7.37E-02	NaN	ACTB,ACTG1,ASAP1,CAPNS1,ITGA4,MAPK1,RAC1	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	3.59E00	4.17E-02	NaN	FCGR3A/FCGR3B,FOS,IGHG1,IGHG4,IRAK3,MAPK1,NFKBIA,PLCB2,PRKCB,RAC1,TLR4,TLR7,TNFRSF1B	
Remodeling of Epithelial Adherens Junctions	3.58E00	8.82E-02	-1.000	ACTB,ACTG1,ACTR2,ACTR3,ARPC2,CTNND1	
GM-CSF Signaling	3.51E00	8.57E-02	-1.633	HCK,LYN,MAPK1,PRKCB,RACK1,STAT1	
Sumoylation Pathway	3.38E00	6.8E-02	NaN	ARHGDIB,FOS,NFKBIA,RAC1,RAC2,RHOC,ZNF217	
Glioma Invasiveness Signaling	3.38E00	8.11E-02	-2.000	CD44,MAPK1,RAC1,RAC2,RHOC,TIMP1	
T Cell Receptor Signaling	3.33E00	6.67E-02	NaN	CBL,FOS,MAPK1,NFKBIA,PAG1,PTPRC,RAC1	
mTOR Signaling	3.33E00	4.76E-02	-0.816	EIF3C,EIF3H,EIF3L,EIF4B,HMOX1,MAPK1,PRKCB,RAC1,RAC2,RHOC	
Erythropoietin Signaling	3.32E00	7.89E-02	NaN	CBL,FOS,MAPK1,NFKBIA,PRKCB,PTPN6	
Primary Immunodeficiency Signaling	3.32E00	1E-01	NaN	IGHG1,IGHG4,PTPRC,TAP1,TAP2	
Colorectal Cancer Metastasis Signaling	3.27E00	4.35E-02	0.333	FOS,GNB1,GRK3,JAK1,MAPK1,RAC1,RAC2,RHOC,STAT1,TLR4,TLR7	
IL-7 Signaling Pathway	3.26E00	7.69E-02	-0.816	IGHG1,JAK1,LYN,MAPK1,MCL1,STAT1	
TNFR2 Signaling	3.22E00	1.33E-01	NaN	FOS,NFKBIA,TNFAIP3,TNFRSF1B	
Ephrin Receptor Signaling	3.2E00	5E-02	-2.333	ACTR2,ACTR3,ARPC2,CFL1,GNB1,ITGA4,MAPK1,RAC1,RAC2	
JAK/Stat Signaling	3.2E00	7.5E-02	0.000	CDKN1A,FOS,JAK1,MAPK1,PTPN6,STAT1	
Chemokine Signaling	3.2E00	7.5E-02	0.000	CFL1,FOS,MAPK1,PLCB2,PPP1CB,PRKCB	
Fc Epsilon RI Signaling	3.05E00	5.98E-02	-1.134	FCER1G,INPP5D,LYN,MAPK1,PRKCB,RAC1,RAC2	
Synaptogenesis Signaling Pathway	3.05E00	3.85E-02	-0.905	ACTR2,ACTR3,ARPC2,CFL1,CTNND1,HCK,LYN,MAPK1,MARCKS,NAP1L1,RAC1,THBS1	
NRF2-mediated Oxidative Stress Response	3.05E00	4.76E-02	0.000	ACTB,ACTG1,FOS,FTL,HMOX1,MAPK1,PRDX1,PRKCB,SOD2	
Epithelial Adherens Junction Signaling	3.05E00	5.26E-02	NaN	ACTB,ACTG1,ACTR2,ACTR3,ARPC2,CTNND1,MYL6,RAC1	
PDGF Signaling	3.03E00	6.98E-02	-0.816	FOS,INPP5D,JAK1,MAPK1,PRKCB,STAT1	
Cholecystokinin/Gastrin-mediated Signaling	3.01E00	5.88E-02	-1.342	FOS,MAPK1,PLCB2,PRKCB,RAC1,RAC2,RHOC	
Heme Degradation	3E00	5E-01	NaN	BLVRB,HMOX1	
ERK/MAPK Signaling	2.99E00	4.66E-02	0.333	DUSP1,FOS,ITGA4,MAPK1,PPP1CB,PRKCB,RAC1,RAC2,STAT1	
Th1 Pathway	2.97E00	5.79E-02	1.633	HLA-A,HLA-B,HLA-DRA,HLA-DRB1,JAK1,LGALS9,STAT1	
IL-17A Signaling in Fibroblasts	2.96E00	1.14E-01	NaN	FOS,MAPK1,NFKBIA,NFKBIZ	
CTLA4 Signaling in Cytotoxic T Lymphocytes	2.95E00	6.74E-02	NaN	B2M,FCER1G,HLA-A,HLA-B,HLA-E,PTPN6	
Semaphorin Signaling in Neurons	2.95E00	8.33E-02	NaN	CFL1,MAPK1,RAC1,RAC2,RHOC	
CCR3 Signaling in Eosinophils	2.9E00	5.65E-02	-1.000	CFL1,GNB1,MAPK1,PLCB2,PPP1CB,PRKCB,RAC1	
Estrogen Receptor Signaling	2.87E00	3.66E-02	-2.309	CDKN1A,CFL1,DDX5,FOS,GNB1,JAK1,MAPK1,MYL6,PLCB2,PPP1CB,PRKCB,SOD2	
PTEN Signaling	2.86E00	5.56E-02	0.816	CBL,CDKN1A,INPP5D,ITGA4,MAPK1,RAC1,RAC2	
Opioid Signaling Pathway	2.79E00	4.05E-02	-1.265	FOS,GNB1,GRK3,HCK,LYN,MAPK1,NFKBIA,PRKCB,RAC1,RAC2	
Antiproliferative Role of TOB in T Cell Signaling	2.79E00	1.03E-01	NaN	FCER1G,MAPK1,PABPC1,PABPC4	
Thrombin Signaling	2.76E00	4.33E-02	-2.000	GNB1,MAPK1,MYL6,PLCB2,PPP1CB,PRKCB,RAC1,RAC2,RHOC	
IL-12 Signaling and Production in Macrophages	2.75E00	5.3E-02	NaN	FOS,MAPK1,PRKCB,RXRA,S100A8,STAT1,TLR4	
Germ Cell-Sertoli Cell Junction Signaling	2.72E00	4.68E-02	NaN	ACTB,ACTG1,CFL1,CTNND1,MAPK1,RAC1,RAC2,RHOC	
Th1 and Th2 Activation Pathway	2.72E00	4.68E-02	NaN	CCR1,HLA-A,HLA-B,HLA-DRA,HLA-DRB1,JAK1,LGALS9,STAT1	
VEGF Signaling	2.71E00	6.06E-02	-0.447	ACTB,ACTG1,EIF1,MAPK1,PRKCB,PTPN6	
Molecular Mechanisms of Cancer	2.69E00	3.32E-02	NaN	CBL,CDKN1A,CTNND1,FOS,ITGA4,JAK1,MAPK1,NFKBIA,PLCB2,PRKCB,RAC1,RAC2,RHOC	
Iron homeostasis signaling pathway	2.66E00	5.11E-02	NaN	CD163,FTL,HMOX1,JAK1,MAPK1,SLC11A1,SLC40A1	
Oncostatin M Signaling	2.63E00	9.3E-02	0.000	JAK1,MAPK1,MT2A,STAT1	
Growth Hormone Signaling	2.62E00	7.04E-02	0.447	FOS,MAPK1,PRKCB,PTPN6,STAT1	
Protein Kinase A Signaling	2.62E00	3.27E-02	0.333	DUSP1,FLNA,GNB1,MAPK1,MYL6,NFKBIA,PLCB2,PPP1CB,PRKCB,PTPN18,PTPN6,PTPRC,VASP	
PPAR Signaling	2.61E00	5.77E-02	-0.816	FOS,MAPK1,NFKBIA,NR1H3,RXRA,TNFRSF1B	
Acute Phase Response Signaling	2.6E00	4.47E-02	0.000	FOS,FTL,HMOX1,MAPK1,NFKBIA,SERPING1,SOD2,TNFRSF1B	
NF-κB Signaling	2.6E00	4.47E-02	-0.707	FCER1G,IRAK3,NFKBIA,PRKCB,TLR4,TLR7,TNFAIP3,TNFRSF1B	
Hepatic Cholestasis	2.51E00	4.32E-02	NaN	CD14,IRAK3,NFKBIA,NR1H3,PRKCB,RXRA,TLR4,TNFRSF1B	
Pancreatic Adenocarcinoma Signaling	2.5E00	5.5E-02	0.816	CDKN1A,HMOX1,JAK1,MAPK1,RAC1,STAT1	
HGF Signaling	2.47E00	5.41E-02	-0.816	CDKN1A,FOS,ITGA4,MAPK1,PRKCB,RAC1	
IL-22 Signaling	2.44E00	1.25E-01	NaN	JAK1,MAPK1,STAT1	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	2.44E00	1.25E-01	NaN	JAK1,PTPN6,STAT1	
Clathrin-mediated Endocytosis Signaling	2.4E00	4.15E-02	NaN	ACTB,ACTG1,ACTR2,ACTR3,ARPC2,CBL,RAC1,S100A8	
Role of JAK family kinases in IL-6-type Cytokine Signaling	2.39E00	1.2E-01	NaN	JAK1,MAPK1,STAT1	
NF-κB Activation by Viruses	2.35E00	6.1E-02	-1.342	ITGA4,ITGAL,MAPK1,NFKBIA,PRKCB	
PEDF Signaling	2.35E00	6.1E-02	0.000	MAPK1,NFKBIA,RAC1,SOD2,WASF2	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	2.34E00	2.5E-01	NaN	APOBEC3A,APOBEC3B	
Renin-Angiotensin Signaling	2.34E00	5.08E-02	-0.447	FOS,MAPK1,PRKCB,PTPN6,RAC1,STAT1	
Regulation of eIF4 and p70S6K Signaling	2.33E00	4.46E-02	NaN	EIF1,EIF3C,EIF3H,EIF3L,ITGA4,MAPK1,PABPC1	
Necroptosis Signaling Pathway	2.33E00	4.46E-02	-0.378	CAPNS1,GLUL,JAK1,SLC25A6,STAT1,TLR4,TNFRSF1B	
HOTAIR Regulatory Pathway	2.28E00	4.37E-02	-1.890	CD44,CDKN1A,KMT2C,NFKBIA,RHOC,STK38,TLR4	
EGF Signaling	2.24E00	7.27E-02	0.000	FOS,JAK1,MAPK1,STAT1	
IL-6 Signaling	2.21E00	4.8E-02	-0.447	CD14,FOS,MAPK1,MCL1,NFKBIA,TNFRSF1B	
HMGB1 Signaling	2.21E00	4.24E-02	-0.447	FOS,MAPK1,RAC1,RAC2,RHOC,TLR4,TNFRSF1B	
Tight Junction Signaling	2.17E00	4.17E-02	NaN	ACTB,ACTG1,FOS,MYL6,RAC1,TNFRSF1B,VASP	
IL-1 Signaling	2.16E00	5.49E-02	0.000	FOS,GNB1,IRAK3,MAPK1,NFKBIA	
Death Receptor Signaling	2.16E00	5.49E-02	-2.236	ACTB,ACTG1,ARHGDIB,NFKBIA,TNFRSF1B	
MSP-RON Signaling Pathway	2.16E00	6.9E-02	NaN	ACTB,ACTG1,ITGAM,TLR4	
p70S6K Signaling	2.15E00	4.65E-02	-2.449	EEF2,JAK1,LYN,MAPK1,PLCB2,PRKCB	
Cellular Effects of Sildenafil (Viagra)	2.12E00	4.58E-02	NaN	ACTB,ACTG1,MYL6,PABPC4,PLCB2,PPP1CB	
CCR5 Signaling in Macrophages	2.1E00	5.32E-02	NaN	FCER1G,FOS,GNB1,MAPK1,PRKCB	
PI3K/AKT Signaling	2.08E00	4E-02	-0.816	CDKN1A,INPP5D,ITGA4,JAK1,MAPK1,MCL1,NFKBIA	
PAK Signaling	2.05E00	5.15E-02	-1.000	CFL1,ITGA4,MAPK1,MYL6,RAC1	
Salvage Pathways of Pyrimidine Ribonucleotides	2.05E00	5.15E-02	1.342	APOBEC3A,APOBEC3B,CMPK2,MAPK1,SGK1	
Th2 Pathway	2.04E00	4.41E-02	NaN	CCR1,HLA-A,HLA-B,HLA-DRA,HLA-DRB1,JAK1	
Thrombopoietin Signaling	2.03E00	6.35E-02	0.000	FOS,MAPK1,PRKCB,STAT1	
EIF2 Signaling	2.02E00	3.57E-02	NaN	ACTB,EIF1,EIF3C,EIF3H,EIF3L,MAPK1,PABPC1,PPP1CB	
Granulocyte Adhesion and Diapedesis	2.01E00	3.89E-02	NaN	FPR1,FPR3,ITGA4,ITGAL,ITGAM,SDC3,TNFRSF1B	
Apoptosis Signaling	2.01E00	5.05E-02	0.447	CAPNS1,MAPK1,MCL1,NFKBIA,TNFRSF1B	
Inhibition of Angiogenesis by TSP1	2.01E00	8.82E-02	NaN	CD36,MAPK1,THBS1	
Role of JAK2 in Hormone-like Cytokine Signaling	2.01E00	8.82E-02	NaN	JAK1,PTPN6,STAT1	
Protein Ubiquitination Pathway	2E00	3.3E-02	NaN	B2M,CBL,HLA-A,HLA-B,HLA-E,HSPH1,PSMB9,TAP1,TAP2	
CD40 Signaling	1.98E00	6.15E-02	-1.000	FOS,MAPK1,NFKBIA,TNFAIP3	
Insulin Receptor Signaling	1.98E00	4.29E-02	-0.816	CBL,INPP5D,JAK1,MAPK1,PPP1CB,SGK1	
Xenobiotic Metabolism General Signaling Pathway	1.94E00	4.2E-02	0.000	FTL,HMOX1,MAPK1,NR1H3,PRKCB,RXRA	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	1.94E00	3.76E-02	NaN	CD14,KLF6,MYL6,STAT1,TIMP1,TLR4,TNFRSF1B	
Role of IL-17A in Psoriasis	1.92E00	1.54E-01	NaN	S100A8,S100A9	
Glutamine Biosynthesis I	1.88E00	1E00	NaN	GLUL	
Cardiac Hypertrophy Signaling	1.85E00	3.33E-02	-2.449	GNB1,MAPK1,MAPKAPK3,MYL6,PLCB2,RAC1,RAC2,RHOC	
RAR Activation	1.85E00	3.61E-02	NaN	ACTB,DUSP1,FOS,MAPK1,PRKCB,RAC1,RXRA	
April Mediated Signaling	1.84E00	7.69E-02	NaN	FOS,MAPK1,NFKBIA	
Adenosine Nucleotides Degradation II	1.8E00	1.33E-01	NaN	ADA2,NT5C3A	
B Cell Activating Factor Signaling	1.79E00	7.32E-02	NaN	FOS,MAPK1,NFKBIA	
Mechanisms of Viral Exit from Host Cells	1.79E00	7.32E-02	NaN	ACTB,ACTG1,PRKCB	
TREM1 Signaling	1.77E00	5.33E-02	0.000	ITGAX,MAPK1,TLR4,TLR7	
Macropinocytosis Signaling	1.75E00	5.26E-02	NaN	CD14,CSF1R,PRKCB,RAC1	
Aldosterone Signaling in Epithelial Cells	1.75E00	3.8E-02	-1.000	DUSP1,HSPH1,MAPK1,PLCB2,PRKCB,SGK1	
Antiproliferative Role of Somatostatin Receptor 2	1.74E00	5.19E-02	-2.000	CDKN1A,GNB1,MAPK1,PTPN6	
