© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	7.49E00	1.06E-01	0.943	CREBBP,FOS,IFNGR1,IRF1,JAK1,MAP3K2,MAPK1,NCF2,NCF4,PIK3CG,PPP1R12A,PPP2R5C,PRKCB,RAC2,RAP1A,RHOA,S100A8,STAT1,TLR2,TLR4	
Prolactin Signaling	7.16E00	1.6E-01	-1.155	CREBBP,FOS,GRB2,IRF1,MAPK1,PIK3CG,PRKCB,RAP1A,SOCS3,SP1,STAT1,STAT3,STAT5B	
iNOS Signaling	7.04E00	2.22E-01	0.000	CALM1 (includes others),CD14,CREBBP,FOS,IFNGR1,IRF1,JAK1,MAPK1,STAT1,TLR4	
Signaling by Rho Family GTPases	6.88E00	9.02E-02	-1.147	ACTB,ACTR3,ARHGEF1,ARHGEF6,ARPC1B,ARPC4,ARPC5,CLIP1,EZR,FOS,GNAI3,MAPK1,MYL12B,NCF2,PIK3CG,PKN1,PPP1R12A,RAC2,RHOA,ROCK1,SEPTIN9,VIM	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	6.69E00	1.1E-01	2.309	C1QA,C1QB,C1QC,C3AR1,C5AR1,IFIH1,IRF7,LTB,MAPK1,OAS2,OAS3,PIK3CG,PRKCB,TLR2,TLR4,TLR7,TNFSF10	
Crosstalk between Dendritic Cells and Natural Killer Cells	6.67E00	1.46E-01	2.530	ACTB,CD86,CSF2RB,HLA-A,HLA-C,HLA-DRA,HLA-DRB1,HLA-DRB5,LTB,PRF1,TLR4,TLR7,TNFSF10	
RhoA Signaling	6.54E00	1.22E-01	-0.775	ACTB,ACTR3,ARHGAP9,ARHGEF1,ARPC1B,ARPC4,ARPC5,EZR,LPAR6,MYL12B,PKN1,PPP1R12A,RHOA,ROCK1,SEPTIN9	
Telomerase Signaling	6.52E00	1.31E-01	-1.000	CDKN1A,ETS1,GRB2,HDAC1,HSP90AA1,HSP90AB1,HSP90B1,MAPK1,PIK3CG,PPP2R5C,RAP1A,SP1,TERF2IP,TPP1	
Neuroinflammation Signaling Pathway	6.47E00	8E-02	2.294	ATF4,CD86,CREBBP,CX3CR1,FOS,GLUL,HLA-A,HLA-C,HLA-DRA,HLA-DRB1,HLA-DRB5,HMGB1,IFNGR1,IRF7,JAK1,MAPK1,NCF2,PIK3CG,PYCARD,SOD2,STAT1,TLR2,TLR4,TLR7	
Phagosome Formation	6.45E00	1.2E-01	NaN	C3AR1,C5AR1,FCGR1B,FCGR3A/FCGR3B,ITGAM,MARCKS,MARCO,MSR1,PIK3CG,PRKCB,RAC2,RHOA,TLR2,TLR4,TLR7	
JAK/Stat Signaling	6.33E00	1.5E-01	-1.155	CDKN1A,FOS,GRB2,JAK1,MAPK1,PIK3CG,PTPN1,RAP1A,SOCS3,STAT1,STAT3,STAT5B	
Cdc42 Signaling	6.19E00	1.02E-01	-1.000	ACTR3,ARHGEF6,ARPC1B,ARPC4,ARPC5,CLIP1,FOS,HLA-A,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-DRB5,MAPK1,MYL12B,PPP1R12A	
Oncostatin M Signaling	6.15E00	2.09E-01	0.333	GRB2,IL6ST,JAK1,MAPK1,MT2A,RAP1A,STAT1,STAT3,STAT5B	
Th2 Pathway	5.97E00	1.1E-01	1.667	CCR1,CD86,GRB2,HLA-A,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-DRB5,IL4R,JAK1,PIK3CG,RUNX3,SOCS3,STAT5B	
IL-22 Signaling	5.95E00	2.92E-01	-0.378	IL10RB,JAK1,MAPK1,SOCS3,STAT1,STAT3,STAT5B	
CD28 Signaling in T Helper Cells	5.91E00	1.17E-01	-0.632	ACTR3,ARPC1B,ARPC4,ARPC5,CALM1 (includes others),CD86,CSK,FOS,GRB2,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,PIK3CG	
T Helper Cell Differentiation	5.87E00	1.51E-01	NaN	CD86,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,IFNGR1,IL10RB,IL4R,IL6ST,STAT1,STAT3	
Necroptosis Signaling Pathway	5.86E00	1.02E-01	1.500	CAPNS1,GLUD1,GLUL,JAK1,MERTK,PYCARD,RBCK1,RBL2,SLC25A3,SLC25A5,SLC25A6,STAT1,TAB2,TIMM23,TLR4,TNFSF10	
Leukocyte Extravasation Signaling	5.82E00	9.14E-02	-0.243	ACTB,ARHGAP9,CTNNA1,EZR,GNAI3,ITGAM,MAPK1,NCF2,NCF4,PIK3CG,PRKCB,RAC2,RAP1A,RHOA,ROCK1,SPN,TIMP1,TIMP2	
Role of JAK family kinases in IL-6-type Cytokine Signaling	5.82E00	2.8E-01	NaN	IL6ST,JAK1,MAPK1,SOCS3,STAT1,STAT3,STAT5B	
RhoGDI Signaling	5.73E00	9.44E-02	0.258	ACTB,ACTR3,ARHGAP9,ARHGEF1,ARHGEF6,ARPC1B,ARPC4,ARPC5,CREBBP,EZR,GNAI3,MYL12B,PPP1R12A,RAC2,RHOA,ROCK1,WASF2	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	5.67E00	7.21E-02	2.858	ATF4,CBL,CD86,CREBBP,EZR,FOS,GNAI3,GRB2,HLA-A,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-DRB5,MAPK1,PIK3CG,PPP2R5C,RAC2,RAP1A,RHOA,ROCK1,SP1,STAT3	
Complement System	5.64E00	2.16E-01	0.816	C1QA,C1QB,C1QC,C3AR1,C5AR1,CD55,ITGAM,SERPING1	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	5.56E00	1.28E-01	-0.577	ACTB,ACTR3,ARPC1B,ARPC4,ARPC5,CBL,EZR,FCGR3A/FCGR3B,MAPK1,PIK3CG,PRKCB,RAC2	
Type I Diabetes Mellitus Signaling	5.55E00	1.17E-01	-0.816	CD86,HLA-A,HLA-C,HLA-DRA,HLA-DRB1,HLA-DRB5,IFNGR1,IRF1,JAK1,MAPK1,PRF1,SOCS3,STAT1	
IL-3 Signaling	5.52E00	1.39E-01	-0.302	CSF2RB,FOS,GRB2,JAK1,MAPK1,PIK3CG,PRKCB,RAP1A,STAT1,STAT3,STAT5B	
ILK Signaling	5.41E00	8.95E-02	-0.535	ACTB,ARHGEF6,ATF4,CREBBP,FLNA,FLNB,FOS,MAPK1,MYH9,NACA,PIK3CG,PPP1R12A,PPP2R5C,RAC2,RHOA,TMSB10/TMSB4X,VIM	
ERK/MAPK Signaling	5.32E00	8.81E-02	0.243	ATF4,CREBBP,DUSP1,DUSP6,ETS1,FOS,GRB2,MAPK1,PIK3CG,PPP1R12A,PPP2R5C,PRKCB,RAC2,RAP1A,SRF,STAT1,STAT3	
Remodeling of Epithelial Adherens Junctions	5.29E00	1.47E-01	-1.000	ACTB,ACTR3,ARPC1B,ARPC4,ARPC5,CLIP1,CTNNA1,DNM2,MAPRE1,TUBA1A	
IL-10 Signaling	5.23E00	1.45E-01	NaN	CCR1,CD14,FOS,IL10RB,IL4R,JAK1,MAPK1,SOCS3,SP1,STAT3	
Role of JAK1 and JAK3 in γc Cytokine Signaling	5.23E00	1.45E-01	NaN	GRB2,IL4R,JAK1,MAPK1,PIK3CG,RAP1A,SOCS3,STAT1,STAT3,STAT5B	
PI3K Signaling in B Lymphocytes	5.18E00	1.01E-01	-0.302	ATF4,CALM1 (includes others),CBL,CD79B,FOS,FOXO3,IL4R,MAPK1,PIK3AP1,PIK3CG,PLEKHA2,PRKCB,RAP1A,TLR4	
Ephrin Receptor Signaling	5.09E00	8.89E-02	-0.775	ACTR3,ADAM10,ARPC1B,ARPC4,ARPC5,ATF4,CREBBP,GNAI3,GRB2,MAPK1,PIK3CG,RAC2,RAP1A,RHOA,ROCK1,STAT3	
Glucocorticoid Receptor Signaling	5.09E00	6.85E-02	NaN	ACTB,ARID2,CD163,CDKN1A,CDKN1C,CREBBP,DUSP1,FOS,FOXO3,GRB2,HMGB1,HSP90AA1,HSP90AB1,HSP90B1,JAK1,MAPK1,PIK3CG,RAP1A,SMARCC1,SMARCC2,STAT1,STAT3,STAT5B	
Actin Nucleation by ARP-WASP Complex	5.06E00	1.39E-01	-0.707	ACTR3,ARPC1B,ARPC4,ARPC5,GRB2,PPP1R12A,RAC2,RAP1A,RHOA,ROCK1	
Role of NFAT in Regulation of the Immune Response	5.06E00	8.84E-02	1.000	CALM1 (includes others),CD79B,CD86,CSNK1G2,FCGR1B,FCGR3A/FCGR3B,FOS,GNAI3,GRB2,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,MAPK1,PIK3CG,RAP1A	
PD-1, PD-L1 cancer immunotherapy pathway	5.01E00	1.13E-01	-0.632	CSK,HLA-A,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-DRB5,IFNGR1,JAK1,PIK3CG,STAT5B	
Caveolar-mediated Endocytosis Signaling	5.01E00	1.37E-01	NaN	ACTB,CD55,DNM2,FLNA,FLNB,HLA-A,HLA-C,ITGAM,MAP3K2,PTPN1	
Dendritic Cell Maturation	5E00	8.74E-02	2.000	ATF4,CD86,CREBBP,FCGR1B,FCGR3A/FCGR3B,HLA-A,HLA-C,HLA-DRA,HLA-DRB1,HLA-DRB5,LTB,MAPK1,PIK3CG,STAT1,TLR2,TLR4	
Prostate Cancer Signaling	4.92E00	1.21E-01	NaN	ATF4,CDKN1A,CREBBP,GRB2,GSTP1,HSP90AA1,HSP90AB1,HSP90B1,MAPK1,PIK3CG,RAP1A	
NRF2-mediated Oxidative Stress Response	4.82E00	8.47E-02	-1.265	ACTB,ATF4,BACH1,CREBBP,DNAJA1,DNAJC13,FOS,FTH1,FTL,GSTP1,JUNB,MAPK1,PIK3CG,PRKCB,RAP1A,SOD2	
Phagosome Maturation	4.74E00	9.27E-02	NaN	ATP6AP1,CTSB,CTSL,CTSS,HLA-A,HLA-C,HLA-DRA,HLA-DRB1,HLA-DRB5,NAPA,NCF2,TAP1,TCIRG1,TUBA1A	
Thrombopoietin Signaling	4.71E00	1.43E-01	-0.333	FOS,GRB2,MAPK1,PIK3CG,PRKCB,RAP1A,STAT1,STAT3,STAT5B	
RAR Activation	4.68E00	8.25E-02	NaN	ACTB,ADCY7,ARID2,CREBBP,CSF2RB,CSK,DUSP1,FOS,MAPK1,PIK3CG,PRKCB,PRMT2,SMARCC1,SMARCC2,SNW1,STAT5B	
B Cell Development	4.68E00	1.94E-01	NaN	CD79B,CD86,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,SPN	
FLT3 Signaling in Hematopoietic Progenitor Cells	4.65E00	1.25E-01	-0.632	ATF4,CBL,CREBBP,GRB2,MAPK1,PIK3CG,RAP1A,STAT1,STAT3,STAT5B	
PI3K/AKT Signaling	4.62E00	8.57E-02	-1.265	CDKN1A,CSF2RB,FOXO3,GRB2,HSP90AA1,HSP90AB1,HSP90B1,IL10RB,IL4R,IL6ST,JAK1,MAPK1,PIK3CG,PPP2R5C,RAP1A	
fMLP Signaling in Neutrophils	4.61E00	1.03E-01	-0.905	ACTR3,ARPC1B,ARPC4,ARPC5,CALM1 (includes others),FPR1,GNAI3,MAPK1,NCF2,PIK3CG,PRKCB,RAP1A	
Sirtuin Signaling Pathway	4.53E00	6.87E-02	0.277	ADAM10,CYC1,DUSP6,FOXO3,GLUD1,H1-10,MAPK1,NAMPT,NBN,PGK1,PRKDC,SLC25A5,SLC25A6,SOD2,SP1,STAT3,TIMM23,TUBA1A,UCP2,XRCC6	
Hepatic Fibrosis Signaling Pathway	4.46E00	6.25E-02	0.209	ATF4,BRD4,CALM1 (includes others),CREBBP,FOS,FTH1,FTL,GNAI3,JAK1,MAPK1,MYL12B,NCF2,PIK3CG,PRKCB,RAC2,RAP1A,RHOA,ROCK1,SOD2,SP1,STAT3,TIMP1,TLR4	
PDGF Signaling	4.37E00	1.16E-01	-0.632	FOS,GRB2,JAK1,MAPK1,PIK3CG,PRKCB,RAP1A,SRF,STAT1,STAT3	
B Cell Receptor Signaling	4.34E00	8.11E-02	-1.291	ATF4,BCL2A1,CALM1 (includes others),CD79B,CREBBP,CSK,ETS1,GRB2,MAP3K2,MAPK1,PIK3AP1,PIK3CG,PRKCB,RAC2,RAP1A	
EGF Signaling	4.31E00	1.45E-01	0.707	FOS,GRB2,JAK1,MAPK1,PIK3CG,SRF,STAT1,STAT3	
Growth Hormone Signaling	4.29E00	1.27E-01	-0.333	FOS,MAPK1,PIK3CG,PRKCB,SOCS3,SRF,STAT1,STAT3,STAT5B	
Virus Entry via Endocytic Pathways	4.25E00	1.03E-01	NaN	ACTB,CD55,DNM2,FLNA,FLNB,HLA-A,HLA-C,PIK3CG,PRKCB,RAC2,RAP1A	
Phospholipase C Signaling	4.24E00	7E-02	-1.500	ADCY7,AHNAK,ARHGEF1,ARHGEF6,ATF4,CALM1 (includes others),CD79B,CREBBP,GRB2,HDAC1,MAPK1,MARCKS,MYL12B,PPP1R12A,PRKCB,RAC2,RAP1A,RHOA	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	4.2E00	1.11E-01	NaN	CD79B,CD86,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,LTB,TLR2,TLR4,TLR7	
CNTF Signaling	4.2E00	1.4E-01	0.707	GRB2,IL6ST,JAK1,MAPK1,PIK3CG,RAP1A,STAT1,STAT3	
Integrin Signaling	4.19E00	7.51E-02	0.258	ACTB,ACTR3,ARPC1B,ARPC4,ARPC5,CAPNS1,GRB2,ITGAM,MAPK1,MYL12B,PIK3CG,PPP1R12A,RAC2,RAP1A,RHOA,ROCK1	
Nur77 Signaling in T Lymphocytes	4.09E00	1.36E-01	NaN	CALM1 (includes others),CD86,HDAC1,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,MAP3K2	
Erythropoietin Signaling	4.06E00	1.18E-01	NaN	CBL,FOS,GRB2,MAPK1,PIK3CG,PRKCB,RAP1A,SOCS3,STAT5B	
Regulation of Actin-based Motility by Rho	4.04E00	1.06E-01	0.000	ACTB,ACTR3,ARPC1B,ARPC4,ARPC5,MYL12B,PPP1R12A,RAC2,RHOA,ROCK1	
Communication between Innate and Adaptive Immune Cells	3.97E00	1.04E-01	NaN	CD79B,CD86,HLA-A,HLA-C,HLA-DRA,HLA-DRB1,HLA-DRB5,TLR2,TLR4,TLR7	
EIF2 Signaling	3.93E00	7.14E-02	-0.378	ACTB,ATF4,EIF1,EIF2S3,EIF3E,EIF3H,EIF3K,EIF3L,EIF4A2,GRB2,MAPK1,PABPC1,PIK3CG,PPP1R15A,RAP1A,WARS1	
Regulation of eIF4 and p70S6K Signaling	3.93E00	8.28E-02	0.447	EIF1,EIF2S3,EIF3E,EIF3H,EIF3K,EIF3L,EIF4A2,GRB2,MAPK1,PABPC1,PIK3CG,PPP2R5C,RAP1A	
IL-9 Signaling	3.91E00	1.82E-01	0.000	JAK1,PIK3CG,SOCS3,STAT1,STAT3,STAT5B	
Chemokine Signaling	3.88E00	1.13E-01	-0.333	CALM1 (includes others),FOS,GNAI3,MAPK1,PIK3CG,PPP1R12A,PRKCB,RAP1A,RHOA	
VEGF Signaling	3.85E00	1.01E-01	0.378	ACTB,EIF1,EIF2S3,FOXO3,GRB2,MAPK1,PIK3CG,PRKCB,RAP1A,ROCK1	
Graft-versus-Host Disease Signaling	3.84E00	1.46E-01	NaN	CD86,HLA-A,HLA-C,HLA-DRA,HLA-DRB1,HLA-DRB5,PRF1	
Role of JAK2 in Hormone-like Cytokine Signaling	3.84E00	1.76E-01	NaN	JAK1,PTPN1,SOCS3,STAT1,STAT3,STAT5B	
Colorectal Cancer Metastasis Signaling	3.82E00	6.72E-02	1.807	ADCY7,FOS,GRB2,GRK3,IFNGR1,IL6ST,JAK1,MAPK1,PIK3CG,RAC2,RAP1A,RHOA,STAT1,STAT3,TLR2,TLR4,TLR7	
Autoimmune Thyroid Disease Signaling	3.79E00	1.43E-01	NaN	CD86,HLA-A,HLA-C,HLA-DRA,HLA-DRB1,HLA-DRB5,PRF1	
Tec Kinase Signaling	3.74E00	7.93E-02	0.632	ACTB,FOS,GNAI3,JAK1,PIK3CG,PRKCB,RAC2,RHOA,STAT1,STAT3,STAT5B,TLR4,TNFSF10	
IL-4 Signaling	3.68E00	1.06E-01	NaN	GRB2,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,IL4R,JAK1,PIK3CG,RAP1A	
PPAR Signaling	3.68E00	9.62E-02	1.897	CREBBP,FOS,GRB2,HSP90AA1,HSP90AB1,HSP90B1,MAPK1,RAP1A,SNW1,STAT5B	
IGF-1 Signaling	3.68E00	9.62E-02	-0.333	FOS,FOXO3,GRB2,JAK1,MAPK1,PIK3CG,RAP1A,SOCS3,SRF,STAT3	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	3.64E00	6.09E-02	NaN	ATF4,C5AR1,CALM1 (includes others),CREBBP,FCGR3A/FCGR3B,FOS,IL6ST,LTB,MAPK1,PIK3CG,PRKCB,RAP1A,RHOA,ROCK1,SOCS3,STAT3,TLR2,TLR4,TLR7	
Allograft Rejection Signaling	3.64E00	1.05E-01	NaN	CD86,HLA-A,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-DRB5,PRF1	
Acute Myeloid Leukemia Signaling	3.53E00	1.01E-01	-0.378	CSF2RB,GRB2,JUP,MAPK1,PIK3CG,PIM1,RAP1A,STAT3,STAT5B	
p70S6K Signaling	3.52E00	8.53E-02	-0.302	CD79B,EEF2,GNAI3,GRB2,IL4R,JAK1,MAPK1,PIK3CG,PPP2R5C,PRKCB,RAP1A	
Epithelial Adherens Junction Signaling	3.48E00	7.89E-02	NaN	ACTB,ACTR3,ARPC1B,ARPC4,ARPC5,CLIP1,CTNNA1,JUP,MYH9,RAP1A,RHOA,TUBA1A	
ERK5 Signaling	3.47E00	1.11E-01	-2.121	ATF4,CREBBP,FOS,FOXO3,IL6ST,MAP3K2,RAP1A,WNK1	
iCOS-iCOSL Signaling in T Helper Cells	3.44E00	9.01E-02	1.414	CALM1 (includes others),CD86,CSK,GRB2,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,PIK3CG,PLEKHA2	
HGF Signaling	3.44E00	9.01E-02	-1.000	CDKN1A,ETS1,FOS,GRB2,MAP3K2,MAPK1,PIK3CG,PRKCB,RAP1A,STAT3	
PKCθ Signaling in T Lymphocytes	3.4E00	7.74E-02	0.577	CD86,FOS,GRB2,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,MAP3K2,MAPK1,PIK3CG,RAC2,RAP1A	
Estrogen-Dependent Breast Cancer Signaling	3.39E00	1.08E-01	-2.121	ATF4,CREBBP,FOS,MAPK1,PIK3CG,RAP1A,SP1,STAT5B	
TREM1 Signaling	3.35E00	1.07E-01	1.414	CD86,GRB2,MAPK1,STAT3,STAT5B,TLR2,TLR4,TLR7	
Endocannabinoid Developing Neuron Pathway	3.32E00	8.7E-02	-0.632	ADCY7,ATF4,CREBBP,GNAI3,MAPK1,PIK3CG,RAC2,RAP1A,RHOA,STAT3	
Systemic Lupus Erythematosus Signaling	3.32E00	6.55E-02	NaN	CBL,CD72,CD79B,CD86,FCGR1B,FCGR3A/FCGR3B,FOS,GRB2,HLA-A,HLA-C,LSM14A,MAPK1,PIK3CG,RAP1A,TLR7	
Toll-like Receptor Signaling	3.31E00	1.05E-01	0.816	CD14,FOS,MAPK1,TAB2,TLR2,TLR4,TLR7,TNFAIP3	
Iron homeostasis signaling pathway	3.3E00	8.03E-02	NaN	ATP6AP1,CD163,FBXL5,FTH1,FTL,HBB,JAK1,MAPK1,STAT3,STAT5B,TCIRG1	
Neuregulin Signaling	3.28E00	9.38E-02	-1.342	ERBIN,GRB2,HSP90AA1,HSP90AB1,HSP90B1,MAPK1,PRKCB,RAP1A,STAT5B	
HOTAIR Regulatory Pathway	3.28E00	7.5E-02	-0.577	BRD4,CDKN1A,CREBBP,HDAC1,IRF1,PIK3CG,ROCK1,SRF,STAT3,TLR4,VIM,YY1	
BAG2 Signaling Pathway	3.26E00	1.4E-01	0.816	ANXA2,CDKN1A,CTSB,HSP90AA1,MAPK1,SP1	
Thrombin Signaling	3.25E00	6.73E-02	-0.905	ADCY7,ARHGEF1,ARHGEF6,GNAI3,GRB2,MAPK1,MYL12B,PIK3CG,PPP1R12A,PRKCB,RAC2,RAP1A,RHOA,ROCK1	
Hereditary Breast Cancer Signaling	3.22E00	7.86E-02	NaN	ACTB,ARID2,CDKN1A,CREBBP,HDAC1,NBN,NPM1,PIK3CG,RAP1A,SMARCC1,SMARCC2	
mTOR Signaling	3.21E00	6.67E-02	-0.707	EIF3E,EIF3H,EIF3K,EIF3L,EIF4A2,EIF4B,MAPK1,MAPKAP1,PIK3CG,PPP2R5C,PRKCB,RAC2,RAP1A,RHOA	
IL-2 Signaling	3.19E00	1.15E-01	-1.134	FOS,GRB2,JAK1,MAPK1,PIK3CG,RAP1A,STAT5B	
Role of BRCA1 in DNA Damage Response	3.16E00	1E-01	NaN	ACTB,ARID2,CDKN1A,NBN,RBL2,SMARCC1,SMARCC2,STAT1	
HMGB1 Signaling	3.16E00	7.27E-02	-0.707	FOS,HMGB1,IFNGR1,LTB,MAPK1,PIK3CG,RAC2,RAP1A,RHOA,SP1,TLR4,TNFSF10	
Protein Kinase A Signaling	3.13E00	5.28E-02	-1.147	ADCY7,ANAPC5,ATF4,CALM1 (includes others),CREBBP,DUSP1,DUSP6,FLNA,FLNB,GNAI3,H1-10,MAPK1,MYL12B,PPP1R12A,PRKCB,PTPN1,PTPN12,PTPRJ,RAP1A,RHOA,ROCK1	
Activation of IRF by Cytosolic Pattern Recognition Receptors	3.1E00	1.11E-01	0.378	ADAR,CREBBP,IFIH1,IFIT2,IRF7,ISG15,STAT1	
Corticotropin Releasing Hormone Signaling	3.09E00	7.59E-02	-1.414	ADCY7,ARPC5,ATF4,CALM1 (includes others),CREBBP,FOS,GNAI3,MAPK1,PRKCB,RAP1A,SMARCC2	
LPS-stimulated MAPK Signaling	3.09E00	9.76E-02	0.000	CD14,FOS,MAPK1,PIK3CG,PRKCB,RAP1A,SRF,TLR4	
PEDF Signaling	3.09E00	9.76E-02	-0.707	MAPK1,PIK3CG,RAP1A,RHOA,ROCK1,SOD2,SRF,WASF2	
Sumoylation Pathway	3.06E00	8.74E-02	0.000	CREBBP,ETS1,FOS,HDAC1,RAC2,RHOA,SENP6,SP1,SUMO3	
IL-6 Signaling	3.04E00	8E-02	0.333	CD14,FOS,GRB2,IL6ST,MAPK1,PIK3CG,RAP1A,SOCS3,SRF,STAT3	
ErbB2-ErbB3 Signaling	3.02E00	1.08E-01	-0.378	GRB2,MAPK1,PIK3CG,RAP1A,SP1,STAT3,STAT5B	
Granzyme A Signaling	3.01E00	2.11E-01	NaN	CREBBP,GZMA,H1-10,PRF1	
Natural Killer Cell Signaling	2.98E00	6.6E-02	-1.387	FCGR3A/FCGR3B,GRB2,HLA-A,HLA-C,LAIR1,LILRB1,MAP3K2,MAPK1,PIK3CG,RAC2,RAP1A,ROCK1,TNFSF10	
14-3-3-mediated Signaling	2.98E00	7.87E-02	-1.134	CBL,FOS,GRB2,MAPK1,PDCD6IP,PIK3CG,PRKCB,RAP1A,TUBA1A,VIM	
Calcium-induced T Lymphocyte Apoptosis	2.98E00	1.06E-01	0.816	CALM1 (includes others),HDAC1,HLA-A,HLA-DRA,HLA-DRB1,HLA-DRB5,PRKCB	
Protein Ubiquitination Pathway	2.98E00	5.86E-02	NaN	ANAPC5,CBL,DNAJA1,DNAJC13,HLA-A,HLA-C,HSP90AA1,HSP90AB1,HSP90B1,HSPH1,PSMB2,PSMB6,PSMC2,TAP1,USP7,USP9X	
Gap Junction Signaling	2.96E00	6.57E-02	NaN	ACTB,ADCY7,CSNK1G2,GNAI3,GRB2,MAP3K2,MAPK1,PIK3CG,PRKCB,RAP1A,SMARCC2,SP1,TUBA1A	
Senescence Pathway	2.95E00	5.82E-02	-1.291	ANAPC5,CALM1 (includes others),CAPNS1,CDKN1A,CREBBP,ETS1,FOXO3,MAPK1,NBN,PIK3CG,PPP2R5C,RAP1A,RBL2,SOD2,TLR2,ZFP36L1	
Reelin Signaling in Neurons	2.93E00	7.75E-02	-1.265	ACTR3,ARHGEF1,ARHGEF6,ARPC1B,ARPC4,ARPC5,MAPK1,PIK3CG,RAP1A,RHOA	
