© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
curcumin	 	chemical drug	Inhibited	-2.586	 	3.53E-08	FOS,HSPA8,JUNB,KLF9,MYC,NFKBIA,PIM1,SOCS3	17 (18)
BCR (complex)	 	complex	 	1.512	bias	3.72E-08	CD69,FOS,JUNB,KLF9,MYC,PIM1	15 (17)
TCR	 	complex	Activated	2.633	 	4.64E-08	CD69,FOS,IL7R,JUNB,MYC,NFKBIA,PIM1,SOCS3	14 (14)
JAK1	 	kinase	 	1.446	bias	5.22E-08	FOS,HLA-C,IL6ST,JUNB,SOCS3	14 (13)
IL7	 	cytokine	 	0.449	 	6.18E-08	CD69,IL7R,LTB,MYC,PIM1,SOCS3	19 (19)
beta-estradiol	 	chemical - endogenous mammalian	 	1.243	 	6.25E-08	ARID5B,CD69,FOS,GPRIN3,HLA-E,HSPA8,IL6ST,IL7R,JUNB,KLF9,LTB,MYC,NFKBIA,SOCS3,TRA2B	20 (15)
CD40LG	 	cytokine	 	1.641	bias	7.79E-08	CD69,FOS,IL7R,JUNB,LTB,MYC,NFKBIA,PIM1	18 (15)
E. coli B5 lipopolysaccharide	 	chemical - endogenous non-mammalian	 	1.890	 	7.79E-08	CD69,FOS,IL6ST,IL7R,JUNB,NFKBIA,SOCS3	19 (18)
PRKCE	 	kinase	Activated	2.186	bias	9.03E-08	FOS,IL6ST,JUNB,MYC,PIM1	19 (21)
TNFSF11	 	cytokine	Activated	2.519	bias	9.81E-08	FOS,JUNB,MYC,NFKBIA,NFKBIZ,PIM1,SOCS3	16 (16)
IGF2	 	growth factor	 	 	 	1.46E-07	JUNB,KLF9,MYC,NFKBIA,PIM1,SOCS3	19 (18)
STAT5A	 	transcription regulator	 	1.516	 	1.59E-07	FOS,IL6ST,IL7R,LTB,MYC,PIM1,SOCS3	19 (19)
IL15	 	cytokine	Activated	2.186	 	1.70E-07	CD69,HSPA8,IL7R,JUNB,MYC,NFKBIA,PDK1,PIM1	19 (17)
NFkB (complex)	 	complex	 	1.736	bias	2.25E-07	CD69,FOS,IL7R,JUNB,LTB,MYC,NFKBIA,NFKBIZ,SOCS3	17 (18)
STAT	 	group	 	1.951	bias	2.32E-07	FOS,IL6ST,JUNB,SOCS3	 
CTF1	 	cytokine	 	 	 	2.32E-07	FOS,IL6ST,JUNB,SOCS3	17 (16)
JUN	 	transcription regulator	 	1.352	 	3.13E-07	FOS,IL7R,JUNB,MYC,NFKBIA,NFKBIZ,PDK1,SOCS3	18 (21)
IL9R	 	transmembrane receptor	 	 	 	3.30E-07	JUNB,MYC,PIM1	 
H-7	 	chemical - kinase inhibitor	 	-1.914	bias	3.54E-07	FOS,JUNB,MYC,PIM1	17 (20)
CSF2	 	cytokine	Activated	2.291	bias	3.66E-07	CD69,FOS,JUNB,LTB,MYC,NFKBIA,PIM1,SOCS3	19 (15)
IFNG	 	cytokine	 	1.429	 	3.96E-07	FOS,HLA-C,HLA-E,HSPA8,IL7R,JUNB,LTB,MYC,NFKBIA,NFKBIZ,PIM1,SOCS3	17 (16)
CD 437	 	chemical drug	 	1.485	bias	4.41E-07	FOS,HLA-C,HSPA8,MYC,NFKBIA,TMSB10/TMSB4X	13 (4)
EPHB1	 	kinase	 	 	 	4.53E-07	FOS,IL6ST,JUNB	 
IL3	 	cytokine	Activated	2.235	bias	4.86E-07	CD69,FOS,JUNB,KLF9,MYC,PIM1,SOCS3	18 (16)
triamcinolone acetonide	 	chemical drug	 	0.000	 	4.94E-07	FOS,IL6ST,JUNB,KLF9,MYC,NFKBIA	 
APP	 	other	 	1.121	 	5.54E-07	ACTG1,CD69,FOS,HLA-E,HSPA8,IL6ST,JUNB,MYC,PDK1,SOCS3	16 (18)
IL1B	 	cytokine	Activated	2.521	 	5.70E-07	CD69,FOS,HLA-E,JUNB,MYC,NFKBIA,NFKBIZ,PDK1,PIM1,SOCS3	15 (19)
CD28	 	transmembrane receptor	 	1.459	 	6.36E-07	CD69,FOS,HSPA8,IL7R,MYC,NFKBIA,SOCS3	16 (14)
ETS1	 	transcription regulator	 	 	 	7.04E-07	CD69,HSPA8,IL7R,JUNB,LTB,MYC	 
CD40	 	transmembrane receptor	 	1.503	 	7.04E-07	CD69,FOS,KLF9,MYC,NFKBIA,PIM1	18 (17)
STAT4	 	transcription regulator	 	1.516	bias	7.61E-07	AHNAK,H3-3A/H3-3B,KLF9,MYC,PDK1,SOCS3	 
salmonella minnesota R595 lipopolysaccharides	 	chemical - endogenous non-mammalian	Activated	2.183	bias	8.14E-07	FOS,JUNB,NFKBIA,NFKBIZ,SOCS3	17 (18)
Alpha catenin	 	group	 	-1.982	bias	8.14E-07	IL6ST,MYC,NFKBIA,NFKBIZ,SOCS3	 
TNF	 	cytokine	 	1.282	 	8.38E-07	ARID5B,CD69,FOS,HLA-E,HSPA8,IL7R,JUNB,LTB,MYC,NFKBIA,NFKBIZ,PIM1,SOCS3	18 (13)
Growth hormone	 	group	 	1.219	 	9.33E-07	ARID5B,FOS,JUNB,MYC,NFKBIA,SOCS3	18 (23)
growth factor	 	group	 	 	 	9.96E-07	FOS,IL7R,MYC	13 (10)
platelet activating factor	 	chemical - endogenous mammalian	 	1.214	bias	1.09E-06	CD69,FOS,NFKBIA,SOCS3	17 (17)
SAFB	 	other	 	1.000	bias	1.09E-06	FOS,HLA-C,HLA-E,LTB	 
CDK9	 	kinase	 	 	 	1.18E-06	FOS,HNRNPH1,MYC,NFKBIA	13 (9)
IL2RG	 	transmembrane receptor	 	1.177	 	1.18E-06	FOS,IL7R,LTB,MYC	13 (9)
MET	 	kinase	 	1.000	 	1.21E-06	FOS,MYC,NFKBIZ,PIM1,SOCS3	17 (20)
IL6	 	cytokine	Activated	2.676	 	1.22E-06	AHNAK,FOS,IL6ST,IL7R,JUNB,MYC,NFKBIA,PIM1,SOCS3	21 (21)
EBI3	 	cytokine	 	0.152	 	1.27E-06	FOS,HLA-C,MYC,PIM1	12 (5)
THPO	 	cytokine	 	1.980	bias	1.46E-06	FOS,MYC,PIM1,SOCS3	19 (14)
IL11	 	cytokine	 	 	 	1.56E-06	FOS,IL6ST,JUNB,SOCS3	17 (16)
STAT3	 	transcription regulator	Activated	2.635	 	1.72E-06	FOS,IL6ST,JUNB,MYC,NFKBIZ,PDK1,PIM1,SOCS3	17 (18)
EGFR	 	kinase	 	1.460	 	1.77E-06	FOS,HNRNPH1,JUNB,MYC,NFKBIA,PDK1,SOCS3	18 (21)
Integrin	 	complex	 	 	 	1.86E-06	FOS,MYC,SOCS3	15 (18)
OMG	 	G-protein coupled receptor	 	 	 	2.04E-06	FOS,MYC	 
IL6ST	0.495	transmembrane receptor	 	 	 	2.04E-06	JUNB,MYC,PIM1,SOCS3	19 (17)
NCOA1	 	transcription regulator	 	-0.762	 	2.20E-06	FOS,JUNB,MYC,NFKBIA,NFKBIZ	16 (16)
TSH	 	complex	 	1.987	 	2.46E-06	FOS,JUNB,MYC,SOCS3	16 (22)
CD3E	 	transmembrane receptor	 	 	 	2.46E-06	CD69,FOS,MYC,NFKBIA	14 (16)
ESR1	 	ligand-dependent nuclear receptor	 	1.680	 	2.50E-06	AHNAK,CD69,FOS,HLA-C,HLA-E,IL6ST,JUNB,LTB,MYC,NFKBIA,SFPQ	18 (11)
SMARCA4	 	transcription regulator	 	0.000	bias	2.50E-06	AHNAK,FOS,HLA-C,HLA-E,IL7R,MYC,NFKBIZ,PDK1	 
IL2	 	cytokine	Activated	2.335	 	2.56E-06	CD69,FOS,IL7R,LTB,MYC,PIM1,SOCS3,STK17B	15 (13)
RELA	 	transcription regulator	 	1.927	 	2.57E-06	CD69,FOS,IL7R,JUNB,LTB,MYC,NFKBIA	20 (16)
POLR2A	 	enzyme	 	 	 	2.61E-06	FOS,HNRNPH1,MYC,NFKBIA	6 (2)
CD3	 	complex	 	1.413	bias	2.68E-06	CD69,FOS,HSPA8,IL7R,JUNB,MYC,NFKBIA,SOCS3	17 (14)
trovafloxacin	 	chemical drug	Activated	2.000	 	2.77E-06	FOS,JUNB,NFKBIA,SOCS3	14 (7)
STAT5B	 	transcription regulator	Activated	2.236	 	3.06E-06	AHNAK,FOS,LTB,MYC,PIM1,SOCS3	17 (13)
IKBKB	 	kinase	 	0.000	 	3.25E-06	FOS,JUNB,LTB,MYC,NFKBIA,SOCS3	15 (20)
IL5	 	cytokine	 	0.723	bias	3.32E-06	CD69,LTB,MYC,PDK1,PIM1,SFPQ	 
LCK	 	kinase	Activated	2.000	 	3.49E-06	CD69,FOS,MYC,SFPQ	16 (16)
acetaldehyde	 	chemical - endogenous mammalian	 	 	 	3.61E-06	FOS,KLF9,MYC	3 (2)
EPO	 	cytokine	Activated	2.228	 	3.66E-06	FOS,JUNB,MYC,NFKBIA,PIM1,SOCS3	20 (22)
resveratrol	 	chemical drug	 	-0.832	 	3.80E-06	CD69,FOS,IL7R,MALAT1,MYC,NFKBIA	16 (14)
PI3K (complex)	 	complex	Activated	2.183	bias	3.95E-06	FOS,IL7R,MYC,NFKBIA,PIM1,SOCS3	16 (15)
RPS6KA5	 	kinase	 	 	 	4.18E-06	FOS,JUNB,MYC	15 (15)
CSF3	 	cytokine	 	1.305	 	5.14E-06	FOS,LTB,MYC,PIM1,SOCS3	17 (13)
TGFB1	 	growth factor	Activated	2.032	 	5.27E-06	AHNAK,ARID5B,CD69,FOS,HNRNPH1,JUNB,KLF9,MALAT1,MYC,NFKBIA,PIM1,SOCS3	20 (17)
NR3C1	 	ligand-dependent nuclear receptor	 	-0.176	 	5.31E-06	CD69,FOS,IL7R,KLF9,LTB,MYC,NFKBIA,STK17B	15 (12)
prostaglandin E2	 	chemical - endogenous mammalian	 	0.659	 	5.33E-06	CD69,FOS,IL7R,MYC,NFKBIA,SOCS3	14 (13)
SAFB2	 	other	 	 	 	5.48E-06	FOS,HLA-C,HLA-E	 
KLHL21	 	other	 	 	 	6.10E-06	NFKBIA,NFKBIZ	 
ELL	 	transcription regulator	 	 	 	6.10E-06	FOS,MYC	3 (2)
TOR2A	 	other	 	 	 	6.10E-06	FOS,MYC	 
atipamezole	 	chemical drug	 	 	 	6.10E-06	FOS,JUNB	7 (5)
2-amino-3-phosphonopropionic acid	 	chemical - endogenous mammalian	 	 	 	6.10E-06	FOS,JUNB	 
4-hydroxytamoxifen	 	chemical drug	 	0.355	 	6.22E-06	FOS,IL7R,JUNB,MYC,NFKBIA	15 (15)
dibutyl phthalate	 	chemical toxicant	 	 	 	6.23E-06	FOS,JUNB,MYC	16 (11)
CNTF	 	cytokine	 	 	 	6.46E-06	FOS,IL6ST,JUNB,SOCS3	16 (15)
ionomycin	 	chemical reagent	 	1.499	bias	6.91E-06	AHNAK,CD69,FOS,MYC,PIM1	16 (13)
thyroid hormone receptor	 	group	 	 	 	7.03E-06	FOS,KLF9,MYC	3 (4)
amino acids	 	chemical - endogenous mammalian	 	 	 	7.03E-06	FOS,JUNB,MYC	19 (21)
LYN	 	kinase	 	 	 	7.10E-06	MYC,NFKBIA,NFKBIZ,SOCS3	15 (17)
topotecan	 	chemical drug	 	-1.109	 	7.28E-06	HLA-E,HSPA8,JUNB,MYC,SFPQ	 
MAPK3	 	kinase	 	 	 	7.44E-06	CD69,FOS,JUNB,MYC	18 (18)
ECSIT	 	transcription regulator	 	 	 	7.90E-06	JUNB,NFKBIA,PIM1	 
Mt1	 	other	 	 	 	7.90E-06	FOS,MYC,NFKBIA	13 (7)
FADD	 	other	 	-1.387	 	8.14E-06	FOS,JUNB,MYC,PIM1	17 (13)
LY294002	 	chemical - kinase inhibitor	Inhibited	-2.564	bias	8.61E-06	CD69,FOS,JUNB,MYC,NFKBIA,PIM1,SOCS3	17 (18)
EDN1	 	cytokine	 	1.983	bias	9.58E-06	FOS,HSPA8,JUNB,MYC,SOCS3	17 (19)
desmopressin	 	biologic drug	 	 	 	9.69E-06	AHNAK,FOS,H3-3A/H3-3B,HSPA8	 
AG490	 	chemical - kinase inhibitor	 	-1.964	bias	9.69E-06	FOS,MYC,PIM1,SOCS3	19 (14)
CXCL12	 	cytokine	Activated	2.207	 	9.81E-06	CD69,FOS,JUNB,MYC,SOCS3	16 (18)
okadaic acid	 	chemical toxicant	 	1.929	 	1.05E-05	FOS,JUNB,MYC,PIM1	13 (20)
bee venom	 	chemical - endogenous non-mammalian	 	 	 	1.19E-05	CCNL1,JUNB,NFKBIA,SOCS3	 
EIF2AK2	 	kinase	 	0.243	bias	1.19E-05	FOS,MYC,NFKBIA,SOCS3	15 (20)
crocidolite asbestos	 	chemical toxicant	 	 	 	1.21E-05	FOS,JUNB,MYC	13 (15)
GCLC	 	enzyme	 	 	 	1.22E-05	FOS,JUNB	 
ACP1	 	phosphatase	 	 	 	1.22E-05	FOS,MYC	6 (7)
abrocitinib	 	chemical drug	 	 	 	1.22E-05	MYC,SOCS3	 
TNFSF10	 	cytokine	 	-1.449	 	1.29E-05	CD69,FOS,HLA-C,NFKBIA	 
CHUK	 	kinase	 	1.838	bias	1.30E-05	FOS,JUNB,MYC,NFKBIA,SOCS3	17 (15)
BCL6	 	transcription regulator	 	 	 	1.42E-05	CD69,IL7R,JUNB,MYC,SOCS3	18 (19)
decitabine	 	chemical drug	 	-0.843	 	1.48E-05	HLA-C,HLA-E,IL7R,JUNB,MYC,NFKBIA,SOCS3,TMSB10/TMSB4X	16 (7)
cycloheximide	 	chemical reagent	 	1.224	 	1.51E-05	FOS,IL7R,JUNB,MYC,NFKBIA,SOCS3	17 (15)
glutamine	 	chemical - endogenous mammalian	 	-0.832	 	1.57E-05	FOS,JUNB,MYC,NFKBIA	14 (13)
TAL1	 	transcription regulator	 	0.108	 	1.66E-05	CD69,HLA-C,HLA-E,MYC,NFKBIZ	 
MAPK1	 	kinase	 	1.770	 	1.72E-05	CD69,FOS,HLA-C,HLA-E,JUNB,MYC	18 (15)
SU6656	 	chemical toxicant	 	 	 	1.75E-05	JUNB,MYC,SOCS3	16 (16)
Immunoglobulin	 	complex	 	0.937	 	1.79E-05	CD69,FOS,IL7R,MYC,NFKBIA,PDK1,SOCS3	17 (16)
CREBBP	 	transcription regulator	 	 	 	1.90E-05	FOS,GIMAP7,IL7R,MYC,NFKBIA,SOCS3	15 (12)
ARRB2	 	other	 	 	 	1.91E-05	JUNB,MYC,NFKBIZ	10 (7)
epigallocatechin-gallate	 	chemical drug	 	-0.770	 	1.92E-05	FOS,IL6ST,JUNB,MYC,NFKBIA	19 (23)
peptidoglycan	 	chemical - endogenous non-mammalian	 	1.000	bias	1.95E-05	CD69,FOS,JUNB,TMSB10/TMSB4X	14 (8)
ADRA1	 	group	 	 	 	2.03E-05	FOS,JUNB	10 (8)
GRAP2	 	other	 	 	 	2.03E-05	CD69,MYC	 
KIDINS220	 	transcription regulator	 	 	 	2.03E-05	CD69,FOS	 
SH2B2	 	other	 	 	 	2.03E-05	FOS,MYC	13 (12)
HIVEP2	 	transcription regulator	 	 	 	2.03E-05	FOS,MYC	 
GCLM	 	enzyme	 	 	 	2.03E-05	FOS,JUNB	 
scoparone	 	chemical - endogenous non-mammalian	 	 	 	2.03E-05	MYC,SOCS3	 
U 50488H	 	chemical reagent	 	 	 	2.03E-05	FOS,IL7R	 
IL27RA	 	transmembrane receptor	 	 	 	2.08E-05	CD69,LTB,SOCS3	12 (6)
INSR	 	kinase	 	 	 	2.10E-05	FOS,JUNB,KLF9,MYC,PIM1,SOCS3	16 (18)
ADCYAP1	 	other	 	0.219	 	2.17E-05	FOS,MYC,NFKBIA,SOCS3,TMSB10/TMSB4X	19 (23)
camptothecin	 	chemical drug	 	0.447	 	2.19E-05	FOS,H3-3A/H3-3B,HLA-C,HLA-E,MYC,NFKBIA,STK17B	16 (10)
CP-55940	 	chemical reagent	 	 	 	2.25E-05	JUNB,MYC,NFKBIA	 
IL9	 	cytokine	 	 	 	2.25E-05	JUNB,MYC,PIM1	 
IL1A	 	cytokine	Activated	2.164	bias	2.40E-05	FOS,JUNB,MYC,NFKBIA,NFKBIZ	15 (17)
IFNA2	 	cytokine	 	-0.594	bias	2.45E-05	CD69,HLA-C,HLA-E,MYC,SOCS3	12 (6)
gentamicin	 	chemical drug	Activated	2.236	 	2.55E-05	CCNL1,H3-3A/H3-3B,JUNB,MYC,SFPQ	 
IL33	 	cytokine	 	1.627	bias	2.60E-05	CD69,JUNB,NFKBIA,NFKBIZ,SOCS3	16 (14)
propranolol	 	chemical drug	 	 	 	2.64E-05	FOS,MYC,NFKBIA	18 (17)
6,7-dinitroquinoxaline-2,3-dione	 	chemical reagent	 	 	 	3.04E-05	FOS,JUNB	 
6-cyano-7-nitroquinoxaline-2,3-dione	 	chemical reagent	 	 	 	3.04E-05	FOS,JUNB	 
saquinavir	 	chemical drug	 	 	 	3.04E-05	MYC,NFKBIA	 
quisqualic acid	 	chemical - endogenous non-mammalian	 	 	 	3.04E-05	FOS,JUNB	7 (5)
CSF1R	 	kinase	 	 	 	3.06E-05	FOS,JUNB,MYC	19 (18)
D-galactosamine	 	chemical - endogenous mammalian	 	 	 	3.28E-05	FOS,JUNB,MYC	12 (7)
EP300	 	transcription regulator	 	 	 	3.45E-05	FOS,GIMAP7,IL7R,MYC,NFKBIA,SOCS3	15 (13)
TMPRSS2-ERG	 	fusion gene/product	 	-0.655	 	3.52E-05	KLF9,LTB,MYC,PIM1	 
tetradecanoylphorbol acetate	 	chemical drug	 	1.649	 	3.55E-05	CD69,FOS,IL7R,JUNB,LTB,MYC,NFKBIA,PIM1,SOCS3	15 (12)
TLR3	 	transmembrane receptor	 	1.987	bias	3.57E-05	CD69,FOS,JUNB,NFKBIZ,SOCS3	18 (18)
IL12 (family)	 	group	 	 	 	3.74E-05	CD69,MYC,NFKBIZ,PIM1	14 (7)
MYC	0.335	transcription regulator	 	1.012	 	3.91E-05	CD69,FOS,H3-3A/H3-3B,HLA-E,HNRNPH1,MYC,NFKBIA,PDK1,TMSB10/TMSB4X	12 (5)
IFNA4	 	cytokine	 	 	 	4.02E-05	CD69,HLA-E,MYC	11 (6)
nicotinic acetylcholine receptor	 	complex	 	 	 	4.26E-05	FOS,JUNB	7 (5)
MS4A1	 	other	 	 	 	4.26E-05	CD69,MYC	 
teasaponin	 	chemical - endogenous non-mammalian	 	 	 	4.26E-05	NFKBIA,SOCS3	 
MYD88	 	other	 	1.671	bias	4.27E-05	FOS,MYC,NFKBIA,NFKBIZ,SOCS3	14 (17)
quinolinic acid	 	chemical - endogenous mammalian	 	 	 	4.29E-05	FOS,JUNB,MYC	16 (13)
RNA polymerase II	 	complex	 	 	 	4.35E-05	FOS,JUNB,MYC,NFKBIA,SOCS3	7 (3)
ICAM1	 	transmembrane receptor	 	 	 	4.58E-05	CD69,FOS,MYC	19 (19)
IKBKG	 	kinase	 	1.982	bias	4.59E-05	FOS,JUNB,NFKBIA,SOCS3	15 (20)
SB203580	 	chemical - kinase inhibitor	Inhibited	-2.310	bias	4.99E-05	CD69,FOS,JUNB,MYC,SOCS3,STK17B	15 (16)
PRL	 	cytokine	Activated	2.119	bias	5.07E-05	CD69,FOS,MYC,PIM1,SOCS3	17 (13)
BRD4	 	kinase	 	 	 	5.13E-05	FOS,IL7R,MYC,PIM1	14 (7)
ZBTB16	 	transcription regulator	 	-1.192	 	5.27E-05	IL6ST,IL7R,MYC,NFKBIZ	 
saikosaponin A	 	chemical reagent	 	 	 	5.67E-05	FOS,JUNB	 
R59949	 	chemical - kinase inhibitor	 	 	 	5.67E-05	FOS,MYC	11 (8)
aplidine	 	biologic drug	 	 	 	5.67E-05	FOS,JUNB	 
cordycepin	 	chemical drug	 	 	 	5.67E-05	FOS,MYC	10 (5)
Akt	 	group	 	0.483	 	5.78E-05	FOS,IL7R,MYC,NFKBIA,SOCS3	15 (12)
carrageenan	 	chemical drug	 	 	 	5.83E-05	FOS,JUNB,NFKBIA	13 (7)
Tgf beta	 	group	 	0.243	 	5.97E-05	CD69,FOS,JUNB,MYC,SOCS3	16 (18)
GATA1	 	transcription regulator	 	 	 	6.07E-05	IL6ST,IL7R,JUNB,MYC,PIM1	11 (7)
IGF1	 	growth factor	Activated	2.133	 	6.08E-05	FOS,JUNB,MYC,NFKBIA,PIM1,SOCS3	20 (17)
PTPRJ	 	phosphatase	 	 	 	6.17E-05	CD69,FOS,NFKBIZ	 
DICER1	 	enzyme	 	-0.277	 	6.47E-05	FOS,HNRNPH1,IL7R,MYC,SOCS3	15 (14)
MAP3K8	 	kinase	Activated	2.000	 	6.51E-05	FOS,JUNB,SOCS3,STK17B	14 (16)
NKX3-1	 	transcription regulator	 	 	 	6.52E-05	FOS,MYC,PIM1	5 (4)
MMP1	 	peptidase	 	 	 	6.52E-05	FOS,MYC,NFKBIA	16 (18)
alefacept	 	biologic drug	 	 	 	6.89E-05	CD69,IL7R,SOCS3	 
bicuculline	 	chemical - endogenous non-mammalian	 	 	 	6.89E-05	FOS,HSPA8,JUNB	3 (2)
cytokine	 	group	 	1.948	bias	7.03E-05	CD69,FOS,MYC,SOCS3	16 (17)
Pam3-Cys-Ser-Lys4	 	chemical reagent	 	 	 	7.21E-05	CD69,LTB,NFKBIA,NFKBIZ	13 (7)
L-cysteine	 	chemical - endogenous mammalian	 	 	 	7.28E-05	FOS,MYC	4 (3)
4-nonylphenol	 	chemical toxicant	 	 	 	7.28E-05	FOS,MYC	5 (6)
Ck2	 	complex	 	 	 	7.28E-05	FOS,MYC	8 (9)
AFF4	 	transcription regulator	 	 	 	7.28E-05	HNRNPH1,MYC	 
MEMO1	 	other	 	 	 	7.28E-05	FOS,MYC	 
ING4	 	transcription regulator	 	 	 	7.28E-05	MYC,NFKBIA	 
MPL	 	transmembrane receptor	 	 	 	7.28E-05	FOS,MYC	13 (10)
E2F1	 	transcription regulator	 	 	 	7.35E-05	FOS,HSPA8,MYC,NFKBIA,PDK1,STK17B	12 (10)
NCOR2	 	transcription regulator	 	 	 	7.67E-05	CD69,FOS,MYC	 
Ins1	 	other	 	1.566	 	8.04E-05	FOS,IL6ST,JUNB,MYC,SOCS3	18 (17)
GPER1	 	G-protein coupled receptor	 	 	 	8.09E-05	FOS,MYC,NFKBIA	14 (20)
nitric oxide	 	chemical - endogenous mammalian	 	 	 	8.16E-05	FOS,IL7R,JUNB,MYC	17 (20)
EGR2	 	transcription regulator	 	 	 	8.56E-05	FOS,IL7R,MYC,SOCS3	17 (17)
ESR2	 	ligand-dependent nuclear receptor	 	 	 	8.93E-05	ARID5B,FOS,JUNB,MYC,NFKBIA,SOCS3	19 (21)
adenosine	 	chemical - endogenous mammalian	 	 	 	8.95E-05	CD69,FOS,SOCS3	17 (15)
CXCR4	 	G-protein coupled receptor	 	 	 	8.95E-05	CD69,JUNB,MYC	19 (16)
dalfampridine	 	chemical drug	 	 	 	8.95E-05	FOS,HSPA8,JUNB	 
ursolic acid	 	chemical drug	 	 	 	8.95E-05	CD69,FOS,MYC	16 (16)
Shc	 	group	 	 	 	9.09E-05	FOS,MYC	6 (5)
NCK1	 	kinase	 	 	 	9.09E-05	CD69,FOS	 
Igkv1-117	 	other	 	 	 	9.09E-05	JUNB,MYC	 
acriflavine	 	chemical toxicant	 	 	 	9.09E-05	MYC,SOCS3	 
acetic acid	 	chemical - endogenous mammalian	 	 	 	9.09E-05	FOS,JUNB	 
ERBB2	 	kinase	 	 	 	9.36E-05	AHNAK,FOS,IL6ST,JUNB,MYC,PDK1,STK17B	18 (19)
TNFRSF8	 	transmembrane receptor	 	 	 	9.40E-05	AHNAK,JUNB,MYC	 
SATB1	 	transcription regulator	 	-0.132	 	9.63E-05	ACTG1,CD69,HSPA8,IL7R	 
androgen	 	chemical drug	 	 	 	1.01E-04	FOS,MYC,NFKBIA,PIM1	18 (20)
BCL3	 	transcription regulator	 	 	 	1.04E-04	CD69,FOS,NFKBIA	13 (7)
U0126	 	chemical - kinase inhibitor	Inhibited	-2.368	bias	1.04E-04	CCNL1,CD69,FOS,JUNB,MYC,SOCS3	18 (19)
methylprednisolone	 	chemical drug	 	1.997	 	1.04E-04	FOS,IL6ST,KLF9,MYC,PDK1,TMSB10/TMSB4X	6 (2)
Ige	 	complex	 	1.342	bias	1.08E-04	IL7R,JUNB,MYC,NFKBIA,SOCS3	17 (15)
DRD1	 	G-protein coupled receptor	 	 	 	1.11E-04	FOS,JUNB	6 (5)
clonidine	 	chemical drug	 	 	 	1.11E-04	FOS,MYC	 
cisplatin	 	chemical drug	 	-0.277	 	1.13E-04	FOS,IL6ST,MYC,NFKBIA,SOCS3,STK17B,TMSB10/TMSB4X	17 (16)
25-hydroxycholesterol	 	chemical reagent	 	 	 	1.14E-04	FOS,JUNB,NFKBIA	13 (7)
CRH	 	cytokine	 	 	 	1.19E-04	FOS,JUNB,SOCS3	16 (20)
MYB	 	transcription regulator	 	 	 	1.21E-04	GIMAP7,HSPA8,IL7R,MYC	 
