© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
NF-κB Activation by Viruses	7.24E-01	1.22E-02	NaN	NFKBIA	
PEDF Signaling	7.24E-01	1.22E-02	NaN	NFKBIA	
RANK Signaling in Osteoclasts	6.95E-01	1.14E-02	NaN	NFKBIA	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	6.9E-01	1.12E-02	NaN	NFKBIA	
IL-1 Signaling	6.82E-01	1.1E-02	NaN	NFKBIA	
Th17 Activation Pathway	6.82E-01	1.1E-02	NaN	HSP90B1	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	6.7E-01	1.06E-02	NaN	ACTG1	
FAK Signaling	6.66E-01	1.05E-02	NaN	ACTG1	
Neuregulin Signaling	6.62E-01	1.04E-02	NaN	HSP90B1	
ATM Signaling	6.58E-01	1.03E-02	NaN	NFKBIA	
Nitric Oxide Signaling in the Cardiovascular System	6.5E-01	1.01E-02	NaN	HSP90B1	
Apoptosis Signaling	6.5E-01	1.01E-02	NaN	NFKBIA	
VEGF Signaling	6.5E-01	1.01E-02	NaN	ACTG1	
Sumoylation Pathway	6.35E-01	9.71E-03	NaN	NFKBIA	
NER Pathway	6.35E-01	9.71E-03	NaN	H4C3	
T Cell Receptor Signaling	6.27E-01	9.52E-03	NaN	NFKBIA	
Telomerase Signaling	6.2E-01	9.35E-03	NaN	HSP90B1	
Paxillin Signaling	6.16E-01	9.26E-03	NaN	ACTG1	
Antioxidant Action of Vitamin C	6.13E-01	9.17E-03	NaN	NFKBIA	
fMLP Signaling in Neutrophils	5.9E-01	8.62E-03	NaN	NFKBIA	
Role of Tissue Factor in Cancer	5.87E-01	8.55E-03	NaN	PDIA6	
Molecular Mechanisms of Cancer	5.78E-01	5.12E-03	NaN	CCND2,NFKBIA	
Inhibition of ARE-Mediated mRNA Degradation Pathway	5.7E-01	8.2E-03	NaN	LTB	
RhoA Signaling	5.67E-01	8.13E-03	NaN	ACTG1	
IL-6 Signaling	5.62E-01	8E-03	NaN	NFKBIA	
p70S6K Signaling	5.5E-01	7.75E-03	NaN	CD79B	
Gα12/13 Signaling	5.47E-01	7.69E-03	NaN	NFKBIA	
Cellular Effects of Sildenafil (Viagra)	5.45E-01	7.63E-03	NaN	ACTG1	
Androgen Signaling	5.32E-01	7.35E-03	NaN	CALR	
Type II Diabetes Mellitus Signaling	5.16E-01	7.04E-03	NaN	NFKBIA	
Endocannabinoid Cancer Inhibition Pathway	5.13E-01	6.99E-03	NaN	CCND2	
Relaxin Signaling	4.96E-01	6.67E-03	NaN	NFKBIA	
Epithelial Adherens Junction Signaling	4.91E-01	6.58E-03	NaN	ACTG1	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	4.87E-01	6.49E-03	NaN	LTB	
Gαq Signaling	4.78E-01	6.33E-03	NaN	NFKBIA	
HOTAIR Regulatory Pathway	4.72E-01	6.25E-03	NaN	NFKBIA	
Tec Kinase Signaling	4.63E-01	6.1E-03	NaN	ACTG1	
HMGB1 Signaling	4.62E-01	6.06E-03	NaN	LTB	
Tight Junction Signaling	4.56E-01	5.95E-03	NaN	ACTG1	
Germ Cell-Sertoli Cell Junction Signaling	4.5E-01	5.85E-03	NaN	ACTG1	
Acute Phase Response Signaling	4.34E-01	5.59E-03	NaN	NFKBIA	
NF-κB Signaling	4.34E-01	5.59E-03	NaN	NFKBIA	
RhoGDI Signaling	4.32E-01	5.56E-03	NaN	ACTG1	
Sertoli Cell-Sertoli Cell Junction Signaling	4.23E-01	5.41E-03	NaN	ACTG1	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	4.2E-01	5.38E-03	NaN	KLF6	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	4.17E-01	5.32E-03	NaN	NFKBIA	
NRF2-mediated Oxidative Stress Response	4.15E-01	5.29E-03	NaN	ACTG1	
Xenobiotic Metabolism PXR Signaling Pathway	4.1E-01	5.21E-03	NaN	HSP90B1	
Agranulocyte Adhesion and Diapedesis	4.08E-01	5.18E-03	NaN	ACTG1	
Leukocyte Extravasation Signaling	4.01E-01	5.08E-03	NaN	ACTG1	
Gap Junction Signaling	3.99E-01	5.05E-03	NaN	ACTG1	
IL-8 Signaling	3.96E-01	5E-03	NaN	CCND2	
Calcium Signaling	3.86E-01	4.85E-03	NaN	CALR	
Integrin Signaling	3.76E-01	4.69E-03	NaN	ACTG1	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	3.65E-01	4.55E-03	NaN	NFKBIA	
EIF2 Signaling	3.59E-01	4.46E-03	NaN	HSPA5	
Signaling by Rho Family GTPases	3.32E-01	4.1E-03	NaN	ACTG1	
Opioid Signaling Pathway	3.28E-01	4.05E-03	NaN	NFKBIA	
G-Protein Coupled Receptor Signaling	2.98E-01	3.68E-03	NaN	NFKBIA	
Xenobiotic Metabolism Signaling	2.82E-01	3.48E-03	NaN	HSP90B1	
Synaptogenesis Signaling Pathway	2.58E-01	3.21E-03	NaN	HSPA8	
Estrogen Receptor Signaling	2.44E-01	3.05E-03	NaN	HSP90B1	
Hepatic Fibrosis Signaling Pathway	2.13E-01	2.72E-03	NaN	NFKBIA	
Protein Kinase A Signaling	-0E00	2.51E-03	NaN	NFKBIA	
Breast Cancer Regulation by Stathmin1	-0E00	1.69E-03	NaN	CCND2	
Cardiac Hypertrophy Signaling (Enhanced)	-0E00	2.05E-03	NaN	LTB	
