© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Thrombopoietin Signaling	5.14E00	1.9E-01	-0.577	FOS,GRB2,JUN,MAPK1,PIK3CD,PIK3R1,PRKCB,PRKCH,PTPN11,RAF1,RAP1B,RRAS2	
Hepatic Fibrosis Signaling Pathway	5.12E00	9.24E-02	-1.029	ATF4,BCL2,BRD4,CALM1 (includes others),CCL5,CDC42,CDKN1B,COL5A3,FNBP1,FOS,FTL,GNAI2,ITGA4,JUN,MAPK1,MYL12A,MYL12B,MYL6,NFKBIA,PDGFD,PIK3CD,PIK3R1,PRKCB,PRKCH,PTEN,RAF1,RAP1B,ROCK1,RRAS2,TCF7,TFRC,TGFB1,TGFBR3,TNFRSF1B	
Th1 Pathway	5.1E00	1.4E-01	0.832	CD3D,CD3G,CD8A,GATA3,GRB2,HLA-DOA,ICOS,IL10RA,IL18R1,KLRD1,LTA,mir-29,NFATC2,PIK3CD,PIK3R1,RUNX3,STAT4	
Senescence Pathway	5.1E00	1.02E-01	-1.134	ASXL1,CALM1 (includes others),CAPN7,CAPNS1,CBX7,CDC25B,CDK2,CDKN1B,ELF1,ELK3,EP300,EP400,ETS1,GADD45B,JUN,MAPK1,NFATC2,PARP1,PIK3CD,PIK3R1,PTEN,RAF1,RAP1B,RBL2,RRAS2,TGFB1,TGFBR3,ZFP36L1	
PI3K/AKT Signaling	5.04E00	1.2E-01	-1.000	BCL2,CDKN1B,EPM2A,GRB2,HSP90B1,IL10RA,IL11RA,IL18R1,INPP5B,ITGA4,MAPK1,MCL1,NFKBIA,PIK3CD,PIK3R1,PTEN,RAF1,RAP1B,RRAS2,YWHAQ,YWHAZ	
Huntington's Disease Signaling	4.88E00	1.05E-01	-0.500	ATF4,ATP5F1B,CAPN7,CAPNS1,DNAJB1,EP300,GLS,GNG2,GRB2,HDAC1,HSPA8,HTT,IGF1R,JUN,MAPK1,NCOR1,NCOR2,PIK3CD,PIK3R1,PRKCB,PRKCH,PSME2,UBA52,UBB,UBC	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	4.88E00	1.57E-01	NaN	CALM1 (includes others),CD3D,CD3G,FOS,GRB2,JUN,MAPK1,NFATC2,NFKBIA,RAF1,RAP1B,RRAS2,TGFB1,TOB1	
Thrombin Signaling	4.87E00	1.11E-01	-1.213	ARHGEF3,ARHGEF6,CDC42,FNBP1,GATA3,GNAI2,GNG2,GRB2,MAPK1,MPRIP,MYL12A,MYL12B,MYL6,PDIA3,PIK3CD,PIK3R1,PLCL1,PRKCB,PRKCH,RAF1,RAP1B,ROCK1,RRAS2	
Role of NFAT in Regulation of the Immune Response	4.82E00	1.16E-01	-0.229	CALM1 (includes others),CD3D,CD3G,CSNK1G2,CSNK1G3,FOS,GNAI2,GNG2,GRB2,HLA-DOA,JUN,LCK,MAPK1,NFATC2,NFKBIA,PIK3CD,PIK3R1,RAF1,RAP1B,RCAN3,RRAS2	
IL-3 Signaling	4.79E00	1.65E-01	-0.832	FOS,GRB2,JUN,MAPK1,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,RAP1B,RAPGEF1,RRAS2,STAT6	
Prostate Cancer Signaling	4.76E00	1.54E-01	NaN	ATF4,BCL2,CDK2,CDKN1B,GRB2,HSP90B1,MAPK1,NFKBIA,PIK3CD,PIK3R1,PTEN,RAF1,RAP1B,RRAS2	
Sumoylation Pathway	4.76E00	1.46E-01	2.333	ARHGDIB,CDC42,EP300,ETS1,FNBP1,FOS,HDAC1,ISG20,JUN,NFKBIA,NR3C1,SERBP1,SP100,UBE2I,ZNF217	
fMLP Signaling in Neutrophils	4.74E00	1.38E-01	-2.000	ACTR2,ARPC1B,CALM1 (includes others),CDC42,GNAI2,GNG2,MAPK1,NFATC2,NFKBIA,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
Phospholipase C Signaling	4.73E00	1.01E-01	-1.706	ARHGEF3,ARHGEF6,ATF4,CALM1 (includes others),CD3D,CD3G,CDC42,EP300,FNBP1,GNG2,GRB2,HDAC1,ITGA4,LCK,MAPK1,MPRIP,MYL12A,MYL12B,MYL6,NFATC2,PEBP1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
TNFR2 Signaling	4.73E00	2.67E-01	0.816	BIRC3,FOS,JUN,LTA,NFKBIA,TANK,TNFAIP3,TNFRSF1B	
Chemokine Signaling	4.73E00	1.63E-01	-0.277	CALM1 (includes others),CCL5,CFL1,FOS,GNAI2,JUN,LIMK1,MAPK1,MPRIP,PRKCB,RAF1,RAP1B,RRAS2	
Antiproliferative Role of TOB in T Cell Signaling	4.69E00	2.31E-01	1.000	CD3D,CD3G,CDK2,CDKN1B,MAPK1,PABPC4,SKP1,TGFB1,TOB1	
IL-8 Signaling	4.65E00	1.1E-01	-0.655	BCL2,CCND3,CDC42,FNBP1,FOS,GNAI2,GNG2,IQGAP1,JUN,LASP1,LIMK1,MAPK1,MYL12B,PAK2,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,RAP1B,ROCK1,RRAS2	
NF-κB Activation by Viruses	4.61E00	1.59E-01	-0.832	ITGA4,ITGA6,ITGAL,LCK,MAPK1,NFKBIA,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
HOTAIR Regulatory Pathway	4.56E00	1.19E-01	-2.065	AGO2,BRD4,CD44,EP300,HDAC1,KMT2A,KMT2C,mir-29,MMP11,NFKBIA,PIK3CD,PIK3R1,PTEN,ROCK1,STK38,TCF7,TGFB1,VIM,YY1	
IL-2 Signaling	4.52E00	1.8E-01	-0.632	FOS,GRB2,JUN,LCK,MAPK1,PIK3CD,PIK3R1,PTPN11,RAF1,RAP1B,RRAS2	
T Cell Exhaustion Signaling Pathway	4.52E00	1.14E-01	-0.832	EOMES,FOS,FOXP1,HLA-C,HLA-DOA,HLA-E,IL10RA,JUN,MAPK1,NFATC2,PIK3CD,PIK3R1,PRDM1,PTPN11,RAP1B,RRAS2,STAT4,TCF7,TGFB1,TGFBR3	
TGF-β Signaling	4.49E00	1.46E-01	-0.277	BCL2,CDC42,EP300,FOS,GRB2,HDAC1,JUN,MAPK1,RAF1,RAP1B,RRAS2,RUNX3,SMURF2,TGFB1	
Th2 Pathway	4.43E00	1.25E-01	-1.732	CD3D,CD3G,CHD4,GATA3,GRB2,HLA-DOA,ICOS,IKZF1,JUN,NFATC2,PIK3CD,PIK3R1,RUNX3,STAT4,STAT6,TGFB1,TGFBR3	
RhoA Signaling	4.42E00	1.3E-01	-0.500	ACTG1,ACTR2,ARHGAP9,ARPC1B,CFL1,IGF1R,LIMK1,MPRIP,MSN,MYL12A,MYL12B,MYL6,PIP4K2C,ROCK1,SEPTIN6,SEPTIN7	
CCR3 Signaling in Eosinophils	4.37E00	1.29E-01	-0.333	CALM1 (includes others),CFL1,GNAI2,GNG2,LIMK1,MAPK1,MPRIP,PAK2,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,RAP1B,ROCK1,RRAS2	
PI3K Signaling in B Lymphocytes	4.35E00	1.23E-01	-0.243	ATF4,CALM1 (includes others),FOS,JUN,MAPK1,NFATC2,NFKBIA,PDIA3,PIK3CD,PIK3R1,PLCL1,PRKCB,PTEN,PTPRC,RAF1,RAP1B,RRAS2	
Ephrin Receptor Signaling	4.35E00	1.11E-01	-2.065	ACTR2,ARPC1B,ATF4,CDC42,CFL1,GNAI2,GNG2,GRB2,ITGA4,LIMK1,MAPK1,PAK2,PDGFD,PTPN11,RAF1,RAP1B,RAPGEF1,ROCK1,RRAS2,WIPF1	
Apoptosis Signaling	4.34E00	1.41E-01	0.535	BCL2,BIRC3,BIRC6,CAPN7,CAPNS1,MAPK1,MCL1,NFKBIA,PARP1,RAF1,RAP1B,ROCK1,RRAS2,TNFRSF1B	
VEGF Signaling	4.34E00	1.41E-01	-1.069	ACTG1,ACTN4,BCL2,GRB2,MAPK1,PIK3CD,PIK3R1,PRKCB,PTPN11,RAF1,RAP1B,ROCK1,RRAS2,VCL	
CXCR4 Signaling	4.3E00	1.14E-01	-1.213	CDC42,FNBP1,FOS,GNAI2,GNG2,JUN,MAPK1,MYL12A,MYL12B,MYL6,PAK2,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,RAP1B,ROCK1,RRAS2	
Erythropoietin Signaling	4.28E00	1.58E-01	NaN	FOS,GRB2,JUN,MAPK1,NFKBIA,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
Neurotrophin/TRK Signaling	4.28E00	1.58E-01	-1.155	ATF4,CDC42,FOS,GRB2,JUN,MAPK1,PIK3CD,PIK3R1,PTPN11,RAF1,RAP1B,RRAS2	
CTLA4 Signaling in Cytotoxic T Lymphocytes	4.22E00	1.46E-01	NaN	AP2B1,AP2M1,B2M,CD3D,CD3G,CD8A,GRB2,HLA-C,HLA-E,LCK,PIK3CD,PIK3R1,PTPN11	
Systemic Lupus Erythematosus Signaling	4.21E00	1E-01	NaN	CD3D,CD3G,FOS,GRB2,HLA-C,HLA-E,HNRNPA2B1,HNRNPC,JUN,LCK,MAPK1,NFATC2,PIK3CD,PIK3R1,PRPF3,PRPF38B,PRPF4B,PTPRC,RAP1B,RRAS2,SART1,SNRNP70,SNRPD2	
Agrin Interactions at Neuromuscular Junction	4.11E00	1.52E-01	-0.905	ACTG1,ARHGEF6,CDC42,ITGA4,ITGA6,ITGAL,JUN,MAPK1,PAK2,RAP1B,RRAS2,UTRN	
JAK/Stat Signaling	4.06E00	1.5E-01	-0.577	FOS,GRB2,JUN,MAPK1,PIK3CD,PIK3R1,PTPN11,RAF1,RAP1B,RRAS2,STAT4,STAT6	
ErbB Signaling	3.97E00	1.38E-01	-0.277	CDC42,FOS,GRB2,JUN,MAPK1,PAK2,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
GM-CSF Signaling	3.95E00	1.57E-01	-1.508	ETS1,GRB2,MAPK1,PIK3CD,PIK3R1,PRKCB,PTPN11,RACK1,RAF1,RAP1B,RRAS2	
LPS-stimulated MAPK Signaling	3.95E00	1.46E-01	0.000	CDC42,FOS,JUN,MAPK1,NFKBIA,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
ERK/MAPK Signaling	3.92E00	1.04E-01	-0.943	ATF4,ELF1,ELK3,ETS1,FOS,GRB2,ITGA4,KSR1,MAPK1,PAK2,PIK3CD,PIK3R1,PRKCB,RAF1,RAP1B,RAPGEF1,RRAS2,TLN1,YWHAQ,YWHAZ	
Cardiac Hypertrophy Signaling	3.9E00	9.58E-02	0.000	CALM1 (includes others),CDC42,EP300,FNBP1,GNAI2,GNG2,GRB2,IGF1R,JUN,MAP3K13,MAPK1,MYL12A,MYL12B,MYL6,PDIA3,PIK3CD,PIK3R1,PLCL1,RAF1,RAP1B,ROCK1,RRAS2,TGFB1	
NF-κB Signaling	3.89E00	1.06E-01	-0.471	EP300,HDAC1,IGF1R,LCK,LTA,NFKBIA,PIK3CD,PIK3R1,PRKCB,RAF1,RAP1B,RRAS2,SIGIRR,TANK,TGFBR3,TNFAIP3,TNFRSF1B,TNIP1,UBE2V1	
Neuregulin Signaling	3.88E00	1.35E-01	-1.508	CDKN1B,GRB2,HSP90B1,ITGA4,MAPK1,PIK3R1,PRKCB,PRKCH,PTEN,PTPN11,RAF1,RAP1B,RRAS2	
Actin Nucleation by ARP-WASP Complex	3.84E00	1.53E-01	-2.333	ACTR2,ARPC1B,CDC42,FNBP1,GRB2,ITGA4,PPP1R12C,RAP1B,ROCK1,RRAS2,WIPF1	
Glioma Signaling	3.84E00	1.27E-01	-0.277	CALM1 (includes others),GRB2,IGF1R,MAPK1,PDGFD,PIK3CD,PIK3R1,PRKCB,PRKCH,PTEN,RAF1,RAP1B,RBL2,RRAS2	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	3.82E00	9.09E-02	0.200	BCL2,CALM1 (includes others),CCND3,CSK,FOS,GRB2,IGHA1,INPP5B,ISG20,JUN,LCK,LTA,MAPK1,MCL1,NFATC2,PIK3CD,PIK3R1,PRKCB,PRKCH,PTPN11,RAF1,RAP1B,RRAS2,TGFB1,YES1	
iCOS-iCOSL Signaling in T Helper Cells	3.8E00	1.26E-01	-0.632	CALM1 (includes others),CD3D,CD3G,CSK,GRB2,HLA-DOA,ICOS,LCK,NFATC2,NFKBIA,PIK3CD,PIK3R1,PTEN,PTPRC	
Caveolar-mediated Endocytosis Signaling	3.79E00	1.51E-01	NaN	ACTG1,B2M,COPA,FLOT2,HLA-C,HLA-E,ITGA4,ITGA6,ITGAL,ITGB7,RAB5A	
PDGF Signaling	3.75E00	1.4E-01	0.000	FOS,GRB2,INPP5B,JUN,MAPK1,PDGFD,PIK3CD,PIK3R1,PRKCB,RAF1,RAP1B,RRAS2	
PTEN Signaling	3.74E00	1.19E-01	2.138	BCL2,CDC42,CDKN1B,GRB2,IGF1R,INPP5B,ITGA4,MAPK1,PIK3CD,PIK3R1,PTEN,RAF1,RAP1B,RRAS2,TGFBR3	
P2Y Purigenic Receptor Signaling Pathway	3.7E00	1.18E-01	0.258	ATF4,FOS,GNAI2,GNG2,JUN,MAPK1,PDIA3,PIK3CD,PIK3R1,PLCL1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
Germ Cell-Sertoli Cell Junction Signaling	3.68E00	1.05E-01	NaN	ACTG1,ACTN4,CDC42,CFL1,FNBP1,IQGAP1,ITGA6,LIMK1,MAP3K13,MAPK1,PAK2,PIK3CD,PIK3R1,RAP1B,RRAS2,TGFB1,TUBB2B,VCL	
Ceramide Signaling	3.65E00	1.36E-01	1.155	BCL2,CERK,FOS,JUN,KSR1,PIK3CD,PIK3R1,RAF1,RAP1B,RRAS2,S1PR5,TNFRSF1B	
Regulation of eIF4 and p70S6K Signaling	3.65E00	1.08E-01	-1.414	AGO2,EIF3A,EIF3D,EIF3F,EIF3G,EIF3L,EIF4A2,EIF4G1,EIF4G2,GRB2,ITGA4,MAPK1,PIK3CD,PIK3R1,RAF1,RAP1B,RRAS2	
Macropinocytosis Signaling	3.63E00	1.45E-01	-1.134	ACTN4,CDC42,ITGB7,PDGFD,PIK3CD,PIK3R1,PRKCB,PRKCH,RAB5A,RAP1B,RRAS2	
p70S6K Signaling	3.63E00	1.16E-01	-0.832	EEF2,GNAI2,GRB2,MAPK1,PDIA3,PIK3CD,PIK3R1,PLCL1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2,YWHAQ,YWHAZ	
Crosstalk between Dendritic Cells and Natural Killer Cells	3.61E00	1.35E-01	-0.707	ACTG1,CD69,CD83,HLA-C,HLA-E,ICAM3,ITGAL,KLRD1,LTA,PRF1,TLN1,TNFRSF1B	
Glutathione Redox Reactions II	3.59E00	7.5E-01	NaN	GLRX,GSR,PDIA3	
ErbB2-ErbB3 Signaling	3.57E00	1.54E-01	-1.414	CDKN1B,GRB2,JUN,MAPK1,PIK3CD,PIK3R1,PTEN,RAF1,RAP1B,RRAS2	
ILK Signaling	3.56E00	1E-01	-1.886	ACTG1,ACTN4,ARHGEF6,ATF4,CDC42,CFL1,FNBP1,FOS,ITGB7,JUN,MAPK1,MYL6,NACA,PIK3CD,PIK3R1,PTEN,TMSB10/TMSB4X,VCL,VIM	
IGF-1 Signaling	3.53E00	1.25E-01	-0.302	FOS,GRB2,IGF1R,JUN,MAPK1,PIK3CD,PIK3R1,PTPN11,RAF1,RAP1B,RRAS2,YWHAQ,YWHAZ	
Death Receptor Signaling	3.52E00	1.32E-01	-0.302	ACTG1,ARHGDIB,BCL2,BIRC3,LIMK1,NFKBIA,PARP1,PARP10,ROCK1,TANK,TNFRSF1B,TNKS	
Calcium-induced T Lymphocyte Apoptosis	3.51E00	1.52E-01	0.707	CALM1 (includes others),CD3D,CD3G,EP300,HDAC1,HLA-DOA,LCK,NFATC2,PRKCB,PRKCH	
Molecular Mechanisms of Cancer	3.5E00	7.93E-02	NaN	ARHGEF3,ARHGEF6,BCL2,BIRC3,CCND3,CDC25B,CDC42,CDK2,CDKN1B,EP300,FNBP1,FOS,GNAI2,GRB2,ITGA4,JUN,MAPK1,NFKBIA,PAK2,PIK3CD,PIK3R1,PRKCB,PRKCH,PTPN11,RAF1,RALBP1,RAP1B,RAPGEF1,RRAS2,SYNGAP1,TGFB1	
EIF2 Signaling	3.48E00	9.38E-02	-1.155	AGO2,ATF4,BCL2,EIF3A,EIF3D,EIF3F,EIF3G,EIF3L,EIF4A2,EIF4G1,EIF4G2,EIF5B,GRB2,IGF1R,MAPK1,PIK3CD,PIK3R1,RAF1,RAP1B,RRAS2,UBA52	
Clathrin-mediated Endocytosis Signaling	3.47E00	9.84E-02	NaN	ACTG1,ACTR2,AP2B1,AP2M1,ARPC1B,CDC42,GRB2,HSPA8,ITGB7,PDGFD,PIK3CD,PIK3R1,RAB5A,STAM,TFRC,UBA52,UBB,UBC,USP9X	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	3.44E00	2.06E-01	1.000	B2M,BCL2,CD3D,CD3G,HLA-C,HLA-E,PRF1	
