© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Crosstalk between Dendritic Cells and Natural Killer Cells	4.12E00	7.87E-02	-2.236	ACTB,ACTG1,CD69,HLA-DRA,HLA-DRB1,HLA-E,LTB	
PKCθ Signaling in T Lymphocytes	4.1E00	5.81E-02	-3.000	HLA-DMA,HLA-DMB,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,JUN,MAP3K1,NFKBIA	
Death Receptor Signaling	4.06E00	7.69E-02	1.890	ACTB,ACTG1,APAF1,BIRC3,CFLAR,NFKBIA,PARP14	
Necroptosis Signaling Pathway	4.06E00	5.73E-02	0.333	BIRC3,CFLAR,CYBB,JAK1,PYGL,SLC25A6,STAT1,TOMM7,TSPO	
iNOS Signaling	3.79E00	1.11E-01	-0.447	JAK1,JUN,MAPK14,NFKBIA,STAT1	
Pentose Phosphate Pathway	3.77E00	3E-01	NaN	PGD,TALDO1,TKT	
IL-17A Signaling in Gastric Cells	3.75E00	1.6E-01	NaN	CCL5,IL17RA,JUN,MAPK14	
PI3K Signaling in B Lymphocytes	3.7E00	5.8E-02	-2.449	CD79A,CD79B,IL4R,IRS2,JUN,NFKBIA,PRKCB,PTPRC	
Glycolysis I	3.68E00	1.54E-01	2.000	ENO1,GAPDH,GPI,PKM	
Hypoxia Signaling in the Cardiovascular System	3.68E00	8.11E-02	0.000	ATM,HSP90B1,JUN,LDHA,NFKBIA,P4HB	
Hematopoiesis from Pluripotent Stem Cells	3.61E00	1.02E-01	NaN	IGHA1,IGHD,IGHG1,IGHG2,IGHG3	
TNFR1 Signaling	3.57E00	1E-01	-0.447	APAF1,BIRC3,JUN,MAP3K1,NFKBIA	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	3.44E00	4E-02	-0.905	CD79A,CD79B,IGHA1,IGHD,IGHG1,ISG15,JAK1,JUN,LTB,PRKCB,STAT1	
TNFR2 Signaling	3.43E00	1.33E-01	-1.000	BIRC3,JUN,MAP3K1,NFKBIA	
Role of IL-17A in Psoriasis	3.4E00	2.31E-01	NaN	IL17RA,S100A8,S100A9	
EGF Signaling	3.38E00	9.09E-02	-0.447	JAK1,JUN,MAP3K1,MAPK14,STAT1	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	3.29E00	3.6E-02	-2.887	CD44,EZR,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,JUN	
RANK Signaling in Osteoclasts	3.27E00	6.82E-02	-0.447	BIRC3,GSN,JUN,MAP3K1,MAPK14,NFKBIA	
Induction of Apoptosis by HIV1	3.17E00	8.2E-02	0.447	APAF1,BIRC3,CXCR4,NFKBIA,SLC25A6	
Protein Kinase A Signaling	3.12E00	3.27E-02	0.302	ADD3,DUSP1,DUSP6,GNAS,H1-0,H1-4,H3-3A/H3-3B,MAP3K1,MYL6,NFKBIA,PRKCB,PTPRC,PYGL	
IL-12 Signaling and Production in Macrophages	3.07E00	5.3E-02	NaN	IRF8,JUN,LYZ,MAPK14,PRKCB,S100A8,STAT1	
April Mediated Signaling	2.99E00	1.03E-01	0.000	JUN,MAP3K1,MAPK14,NFKBIA	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	2.99E00	3.53E-02	NaN	CCL5,CEBPE,IGHG1,IGHG2,IGHG3,IL17RA,JUN,LTB,MAPK14,NFKBIA,PRKCB	
IL-10 Signaling	2.92E00	7.25E-02	NaN	IL4R,JAK1,JUN,MAPK14,NFKBIA	
EIF2 Signaling	2.92E00	4.02E-02	NaN	ACTB,EIF1,EIF3H,EIF3L,EIF4A2,FAU,HSPA5,PABPC1,UBA52	
Role of JAK1 and JAK3 in γc Cytokine Signaling	2.92E00	7.25E-02	NaN	IL4R,IL7R,IRS2,JAK1,STAT1	
Hepatic Fibrosis Signaling Pathway	2.92E00	3.26E-02	1.155	CCDC88A,CCL5,CYBB,FTL,IL17RA,IRS2,JAK1,JUN,MAPK14,MYL6,NFKBIA,PRKCB	
B Cell Activating Factor Signaling	2.91E00	9.76E-02	NaN	JUN,MAP3K1,MAPK14,NFKBIA	
Granzyme A Signaling	2.9E00	1.58E-01	NaN	H1-0,H1-4,HMGB2	
ILK Signaling	2.78E00	4.21E-02	1.414	ACTB,ACTG1,ACTN1,IRS2,JUN,MYL6,NACA,TMSB10/TMSB4X	
Endoplasmic Reticulum Stress Pathway	2.77E00	1.43E-01	NaN	HSP90B1,HSPA5,XBP1	
Agranulocyte Adhesion and Diapedesis	2.74E00	4.15E-02	NaN	ACTB,ACTG1,CCL5,CXCR4,EZR,MMP8,MYL6,SELL	
Toll-like Receptor Signaling	2.74E00	6.58E-02	-1.000	JUN,MAP3K1,MAPK14,NFKBIA,UBA52	
Pentose Phosphate Pathway (Non-oxidative Branch)	2.72E00	3.33E-01	NaN	TALDO1,TKT	
Sirtuin Signaling Pathway	2.68E00	3.44E-02	0.000	APP,DUSP6,H1-0,H1-4,H3-3A/H3-3B,JUN,LDHA,SLC25A6,TOMM7,TSPO	
Chemokine Signaling	2.64E00	6.25E-02	-1.342	CCL5,CXCR4,JUN,MAPK14,PRKCB	
Regulation of eIF4 and p70S6K Signaling	2.64E00	4.46E-02	NaN	EIF1,EIF3H,EIF3L,EIF4A2,FAU,MAPK14,PABPC1	
Renin-Angiotensin Signaling	2.61E00	5.08E-02	-1.342	CCL5,JUN,MAP3K1,MAPK14,PRKCB,STAT1	
IL-22 Signaling	2.6E00	1.25E-01	NaN	JAK1,MAPK14,STAT1	
Role of JAK family kinases in IL-6-type Cytokine Signaling	2.54E00	1.2E-01	NaN	JAK1,MAPK14,STAT1	
UVB-Induced MAPK Signaling	2.52E00	7.69E-02	NaN	H3-3A/H3-3B,JUN,MAPK14,PRKCB	
Phospholipase C Signaling	2.52E00	3.5E-02	0.000	AHNAK,CD79A,CD79B,GNAS,IGHG1,IGHG2,IGHG3,MYL6,PRKCB	
PDGF Signaling	2.5E00	5.81E-02	-1.342	JAK1,JUN,MAP3K1,PRKCB,STAT1	
CD27 Signaling in Lymphocytes	2.49E00	7.55E-02	NaN	APAF1,JUN,MAP3K1,NFKBIA	
Gluconeogenesis I	2.49E00	1.15E-01	NaN	ENO1,GAPDH,GPI	
Role of IL-17A in Arthritis	2.44E00	7.27E-02	NaN	CCL5,IL17RA,MAPK14,NFKBIA	
Germ Cell-Sertoli Cell Junction Signaling	2.43E00	4.09E-02	NaN	ACTB,ACTG1,ACTN1,GSN,MAP3K1,MAPK14,TUBB	
p70S6K Signaling	2.42E00	4.65E-02	-2.449	CD79A,CD79B,EEF2,IL4R,JAK1,PRKCB	
IL-1 Signaling	2.4E00	5.49E-02	-1.342	GNAS,JUN,MAP3K1,MAPK14,NFKBIA	
CCR5 Signaling in Macrophages	2.34E00	5.32E-02	-1.342	CCL5,GNAS,JUN,MAPK14,PRKCB	
Iron homeostasis signaling pathway	2.29E00	4.38E-02	NaN	ATP6V1G1,FTL,HBA1/HBA2,HBB,HP,JAK1	
Systemic Lupus Erythematosus Signaling	2.29E00	3.49E-02	NaN	CD79A,CD79B,HLA-E,IGHG1,IGHG2,IGHG3,JUN,PTPRC	
UVA-Induced MAPK Signaling	2.26E00	5.1E-02	NaN	ATM,JUN,MAPK14,PARP14,STAT1	
Sertoli Cell-Sertoli Cell Junction Signaling	2.24E00	3.78E-02	NaN	ACTB,ACTG1,ACTN1,JUN,MAP3K1,MAPK14,TUBB	
VEGF Signaling	2.24E00	5.05E-02	2.000	ACTB,ACTG1,ACTN1,EIF1,PRKCB	
4-1BB Signaling in T Lymphocytes	2.24E00	9.38E-02	NaN	JUN,MAPK14,NFKBIA	
Activation of IRF by Cytosolic Pattern Recognition Receptors	2.22E00	6.35E-02	0.000	ISG15,JUN,NFKBIA,STAT1	
Thrombopoietin Signaling	2.22E00	6.35E-02	0.000	IRS2,JUN,PRKCB,STAT1	
IL-9 Signaling	2.2E00	9.09E-02	NaN	IRS2,JAK1,STAT1	
NRF2-mediated Oxidative Stress Response	2.2E00	3.7E-02	-0.447	ACTB,ACTG1,FTL,JUN,MAP3K1,MAPK14,PRKCB	
IL-17A Signaling in Airway Cells	2.18E00	6.15E-02	1.000	IL17RA,JAK1,MAPK14,NFKBIA	
Role of JAK2 in Hormone-like Cytokine Signaling	2.16E00	8.82E-02	NaN	IRS2,JAK1,STAT1	
RAR Activation	2.14E00	3.61E-02	NaN	ACTB,DUSP1,JUN,MAP3K1,MAPK14,PNRC1,PRKCB	
TWEAK Signaling	2.13E00	8.57E-02	NaN	APAF1,BIRC3,NFKBIA	
Remodeling of Epithelial Adherens Junctions	2.11E00	5.88E-02	NaN	ACTB,ACTG1,ACTN1,TUBB	
GM-CSF Signaling	2.06E00	5.71E-02	0.000	ETS1,PRKCB,RACK1,STAT1	
Melatonin Degradation III	1.94E00	1E00	NaN	MPO	
Mechanisms of Viral Exit from Host Cells	1.94E00	7.32E-02	NaN	ACTB,ACTG1,PRKCB	
Tec Kinase Signaling	1.92E00	3.66E-02	0.000	ACTB,ACTG1,GNAS,JAK1,PRKCB,STAT1	
MIF Regulation of Innate Immunity	1.91E00	7.14E-02	NaN	CD74,JUN,NFKBIA	
VDR/RXR Activation	1.9E00	5.13E-02	1.000	CAMP,CCL5,PRKCB,SERPINB1	
IL-3 Signaling	1.88E00	5.06E-02	-1.000	JAK1,JUN,PRKCB,STAT1	
Oncostatin M Signaling	1.88E00	6.98E-02	NaN	CHI3L1,JAK1,STAT1	
Actin Cytoskeleton Signaling	1.88E00	3.21E-02	1.134	ACTB,ACTG1,ACTN1,EZR,GSN,MYL6,TMSB10/TMSB4X	
IL-17 Signaling	1.87E00	5E-02	NaN	IL17RA,JAK1,JUN,MAPK14	
RhoA Signaling	1.86E00	4.07E-02	1.000	ACTB,ACTG1,ANLN,EZR,MYL6	
LPS-stimulated MAPK Signaling	1.83E00	4.88E-02	-1.000	JUN,MAPK14,NFKBIA,PRKCB	
Molecular Mechanisms of Cancer	1.81E00	2.56E-02	NaN	APAF1,ATM,BIRC3,CFLAR,GNAS,JAK1,JUN,MAPK14,NFKBIA,PRKCB	
FAT10 Cancer Signaling Pathway	1.8E00	6.52E-02	NaN	CXCR4,EEF1A1,NFKBIA	
PFKFB4 Signaling Pathway	1.8E00	6.52E-02	NaN	GNAS,GPI,TKT	
PI3K/AKT Signaling	1.8E00	3.43E-02	NaN	HSP90B1,IL17RA,IL4R,IL7R,JAK1,NFKBIA	
Acute Phase Response Signaling	1.75E00	3.35E-02	0.000	FTL,HP,JUN,MAP3K1,MAPK14,NFKBIA	
RhoGDI Signaling	1.74E00	3.33E-02	0.000	ACTB,ACTG1,CD44,EZR,GNAS,MYL6	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	1.68E00	3.23E-02	NaN	CCL5,COL17A1,IL4R,KLF6,MYL6,STAT1	
UVC-Induced MAPK Signaling	1.68E00	5.88E-02	NaN	JUN,MAPK14,PRKCB	
PPARα/RXRα Activation	1.64E00	3.16E-02	-0.447	GNAS,HSP90B1,JUN,MAPK14,NFKBIA,PRKCB	
Lymphotoxin β Receptor Signaling	1.64E00	5.66E-02	NaN	APAF1,LTB,NFKBIA	
Signaling by Rho Family GTPases	1.64E00	2.87E-02	0.378	ACTB,ACTG1,CYBB,EZR,GNAS,JUN,MYL6	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	1.63E00	4.26E-02	0.000	ACTB,ACTG1,EZR,PRKCB	
Type II Diabetes Mellitus Signaling	1.61E00	3.52E-02	-1.342	IRS2,MAP3K1,NFKBIA,PKM,PRKCB	
ERK/MAPK Signaling	1.61E00	3.11E-02	-0.816	DUSP1,DUSP6,ETS1,H3-3A/H3-3B,PRKCB,STAT1	
Aryl Hydrocarbon Receptor Signaling	1.6E00	3.5E-02	-1.000	APAF1,ATM,CTSD,HSP90B1,JUN	
ATM Signaling	1.59E00	4.12E-02	NaN	ATM,JUN,MAPK14,NFKBIA	
p53 Signaling	1.58E00	4.08E-02	NaN	APAF1,ATM,JUN,MAPK14	
IL-8 Signaling	1.55E00	3E-02	0.000	CYBB,DEFA1 (includes others),GNAS,JUN,MPO,PRKCB	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	1.55E00	8.7E-02	NaN	CCL5,LCN2	
Tumoricidal Function of Hepatic Natural Killer Cells	1.51E00	8.33E-02	NaN	APAF1,SRGN	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	1.51E00	8.33E-02	NaN	JAK1,STAT1	
Epithelial Adherens Junction Signaling	1.5E00	3.29E-02	NaN	ACTB,ACTG1,ACTN1,MYL6,TUBB	
Retinoic acid Mediated Apoptosis Signaling	1.5E00	5E-02	NaN	APAF1,CFLAR,PARP14	
T Cell Receptor Signaling	1.48E00	3.81E-02	NaN	JUN,MAP3K1,NFKBIA,PTPRC	
Autophagy	1.48E00	4.92E-02	NaN	CTSD,CTSG,CTSS	
Diphthamide Biosynthesis	1.47E00	3.33E-01	NaN	EEF2	
NADH Repair	1.47E00	3.33E-01	NaN	GAPDH	
Thyroid Hormone Biosynthesis	1.47E00	3.33E-01	NaN	CTSD	
mTOR Signaling	1.46E00	2.86E-02	NaN	EIF3H,EIF3L,EIF4A2,EIF4B,FAU,PRKCB	
Virus Entry via Endocytic Pathways	1.45E00	3.74E-02	NaN	ACTB,ACTG1,HLA-E,PRKCB	
Paxillin Signaling	1.44E00	3.7E-02	2.000	ACTB,ACTG1,ACTN1,MAPK14	
Estrogen Receptor Signaling	1.44E00	2.44E-02	-1.134	DDX5,GNAS,HSP90B1,JAK1,JUN,MMP8,MYL6,PRKCB	
AMPK Signaling	1.42E00	2.8E-02	1.342	ACTB,EEF2,GNAS,IRS2,MAPK14,RAB27A	
HOTAIR Regulatory Pathway	1.42E00	3.12E-02	0.000	CD44,H3-3A/H3-3B,KMT2A,MMP8,NFKBIA	
CD40 Signaling	1.41E00	4.62E-02	NaN	JUN,MAPK14,NFKBIA	
HGF Signaling	1.41E00	3.6E-02	NaN	ETS1,JUN,MAP3K1,PRKCB	
Rac Signaling	1.39E00	3.57E-02	-1.000	CD44,CYBB,JUN,MAP3K1	
HIF1α Signaling	1.38E00	3.54E-02	NaN	JUN,LDHA,MAPK14,MMP8	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	1.37E00	2.73E-02	NaN	BIRC3,GSN,JUN,MAPK14,MMP8,NFKBIA	
CXCR4 Signaling	1.36E00	2.99E-02	-1.342	CXCR4,GNAS,JUN,MYL6,PRKCB	
fMLP Signaling in Neutrophils	1.35E00	3.45E-02	0.000	CYBB,GNAS,NFKBIA,PRKCB	
Pentose Phosphate Pathway (Oxidative Branch)	1.34E00	2.5E-01	NaN	PGD	
Arginine Degradation I (Arginase Pathway)	1.34E00	2.5E-01	NaN	ARG1	
p38 MAPK Signaling	1.32E00	3.39E-02	1.000	DUSP1,H3-3A/H3-3B,MAPK14,STAT1	
GNRH Signaling	1.3E00	2.89E-02	-1.342	GNAS,JUN,MAP3K1,MAPK14,PRKCB	
Ephrin B Signaling	1.3E00	4.17E-02	NaN	CAP1,CXCR4,GNAS	
Caveolar-mediated Endocytosis Signaling	1.28E00	4.11E-02	NaN	ACTB,ACTG1,HLA-E	
Inhibition of ARE-Mediated mRNA Degradation Pathway	1.28E00	3.28E-02	0.000	LTB,MAPK14,XRN1,ZFP36L1	
Cardiac Hypertrophy Signaling (Enhanced)	1.25E00	2.05E-02	-1.000	CYBB,GNAS,IL17RA,IL4R,IL7R,JUN,LTB,MAP3K1,MAPK14,PRKCB	
Phagosome Formation	1.25E00	3.2E-02	NaN	IGHG1,IGHG2,IGHG3,PRKCB	
Huntington's Disease Signaling	1.25E00	2.53E-02	-2.000	APAF1,CTSD,HSPA5,JUN,PRKCB,UBA52	
Erythropoietin Signaling	1.24E00	3.95E-02	NaN	JUN,NFKBIA,PRKCB	
Granulocyte Adhesion and Diapedesis	1.24E00	2.78E-02	NaN	CCL5,CXCR4,EZR,MMP8,SELL	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	1.24E00	5.88E-02	NaN	APAF1,HLA-E	
Inhibition of Angiogenesis by TSP1	1.24E00	5.88E-02	NaN	JUN,MAPK14	
MIF-mediated Glucocorticoid Regulation	1.24E00	5.88E-02	NaN	CD74,NFKBIA	
White Adipose Tissue Browning Pathway	1.21E00	3.1E-02	1.000	CAMP,GNAS,LDHA,MAPK14	
Agrin Interactions at Neuromuscular Junction	1.2E00	3.8E-02	NaN	ACTB,ACTG1,JUN	
Thyroid Cancer Signaling	1.2E00	3.8E-02	NaN	CXCR4,IRS2,JUN	
BEX2 Signaling Pathway	1.2E00	3.8E-02	NaN	JUN,NFKBIA,SWAP70	
Gα12/13 Signaling	1.2E00	3.08E-02	NaN	JUN,MAP3K1,MYL6,NFKBIA	
Role of BRCA1 in DNA Damage Response	1.19E00	3.75E-02	NaN	ACTB,ATM,STAT1	
Cellular Effects of Sildenafil (Viagra)	1.19E00	3.05E-02	NaN	ACTB,ACTG1,GNAS,MYL6	
Renal Cell Carcinoma Signaling	1.19E00	3.75E-02	NaN	ETS1,JUN,UBA52	
JAK/Stat Signaling	1.19E00	3.75E-02	NaN	JAK1,JUN,STAT1	
Prolactin Signaling	1.18E00	3.7E-02	NaN	JUN,PRKCB,STAT1	
Pyruvate Fermentation to Lactate	1.17E00	1.67E-01	NaN	LDHA	
Urea Cycle	1.17E00	1.67E-01	NaN	ARG1	
Arginine Degradation VI (Arginase 2 Pathway)	1.17E00	1.67E-01	NaN	ARG1	
GDP-mannose Biosynthesis	1.17E00	1.67E-01	NaN	GPI	
Cell Cycle Regulation by BTG Family Proteins	1.17E00	5.41E-02	NaN	BTG1,BTG2	
NF-κB Activation by Viruses	1.16E00	3.66E-02	NaN	MAP3K1,NFKBIA,PRKCB	
PEDF Signaling	1.16E00	3.66E-02	NaN	CFLAR,MAPK14,NFKBIA	
Docosahexaenoic Acid (DHA) Signaling	1.15E00	5.26E-02	NaN	APAF1,APP	
STAT3 Pathway	1.15E00	2.96E-02	NaN	IL17RA,IL4R,IL7R,MAPK14	
Clathrin-mediated Endocytosis Signaling	1.14E00	2.59E-02	NaN	ACTB,ACTG1,LYZ,S100A8,UBA52	
TR/RXR Activation	1.14E00	3.57E-02	NaN	ENO1,HP,STRBP	
Gap Junction Signaling	1.1E00	2.53E-02	NaN	ACTB,ACTG1,GNAS,PRKCB,TUBB	
Ceramide Signaling	1.09E00	3.41E-02	NaN	CTSD,JUN,MAP3K1	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	1.08E00	3.37E-02	NaN	JUN,MAP3K1,NFKBIA	
Xenobiotic Metabolism General Signaling Pathway	1.08E00	2.8E-02	0.000	FTL,MAP3K1,MAPK14,PRKCB	
Corticotropin Releasing Hormone Signaling	1.06E00	2.76E-02	NaN	GNAS,JUN,MAPK14,PRKCB	
BAG2 Signaling Pathway	1.06E00	4.65E-02	NaN	HSPA5,MAPK14	
Airway Pathology in Chronic Obstructive Pulmonary Disease	1.05E00	1.25E-01	NaN	MMP8	
Regulation of Actin-based Motility by Rho	1.03E00	3.19E-02	NaN	ACTB,GSN,MYL6	
ErbB Signaling	1.03E00	3.19E-02	NaN	JUN,MAPK14,PRKCB	
α-Adrenergic Signaling	1.01E00	3.12E-02	NaN	GNAS,PRKCB,PYGL	
Pathogenesis of Multiple Sclerosis	1.01E00	1.11E-01	NaN	CCL5	
Citrulline Biosynthesis	1.01E00	1.11E-01	NaN	ARG1	
Integrin Signaling	1E00	2.35E-02	NaN	ACTB,ACTG1,ACTN1,GSN,TSPAN2	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	9.91E-01	2.6E-02	NaN	CCL5,LTB,NLRC4,PRKCB	
Apoptosis Signaling	9.75E-01	3.03E-02	NaN	APAF1,BIRC3,NFKBIA	
Apelin Cardiomyocyte Signaling Pathway	9.75E-01	3.03E-02	NaN	MAPK14,MYL6,PRKCB	
Aldosterone Signaling in Epithelial Cells	9.63E-01	2.53E-02	NaN	DUSP1,HSP90B1,HSPA5,PRKCB	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	9.63E-01	4.08E-02	NaN	ATM,TOP2A	
