© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
MAPK1	 	kinase	Inhibited	-3.781	3.53E-22	ADAR,EIF2AK2,HLA-B,HLA-C,IFI16,IFI27,IFI44,IFI6,IFIH1,IFIT1,IFIT3,IFITM3,ISG15,MX2,MYC,OAS1,OAS2,OAS3,SP100,STAT1,TNFSF10,TRIM22	48 (11)
bromodeoxyuridine	 	chemical drug	Activated	3.047	6.25E-22	IFI16,IFI27,IFI44,IFI6,IFIH1,IFIT1,IFIT3,IL7R,ISG15,MX1,OAS1,STAT1,TNFSF10	42 (9)
oblimersen	 	biologic drug	Activated	3.606	1.07E-21	IFI16,IFI27,IFI44,IFI6,IFIT1,IFIT3,ISG15,MX1,MX2,OAS1,OAS2,RSAD2,STAT1	 
lipopolysaccharide	 	chemical drug	Activated	4.560	3.50E-21	ADAR,DDX17,DDX60,EEF2,EIF2AK2,HLA-A,IFI16,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT3,IL6ST,IL7R,ISG15,MX1,MX2,MYC,OAS1,OAS2,OAS3,PARP14,PARP9,PIM1,RSAD2,S100A8,S100A9,SOCS3,STAT1,TNFSF10,TPT1,TRIM22,XAF1,XBP1,ZFP36L2	51 (15)
ACKR2	 	G-protein coupled receptor	Inhibited	-3.464	4.50E-21	ADAR,DDX60,EIF2AK2,IFI16,IFI44,IFIT3,ISG15,OAS1,OAS2,OAS3,RSAD2,STAT1	 
TGM2	 	enzyme	Activated	3.317	1.06E-20	DDX60,HLA-B,IFI6,IFIT1,IFIT3,MYC,OAS1,OAS2,OAS3,PARP14,PARP9,PIM1,S100A8,SAMD9L,SLFN5,STAT1,TRIM22,XAF1	 
resiquimod	 	chemical drug	 	 	1.82E-20	ADAR,DDX60,EIF2AK2,IFI16,IFI44L,IFIT1,IFIT3,IFITM3,ISG15,MX1,MX2,OAS1,OAS2,OAS3,SP100,STAT1,TNFSF10,TRIM22,XBP1	43 (14)
Ifn	 	group	Activated	3.386	2.18E-20	EIF2AK2,HLA-A,IFI16,IFIH1,IFIT1,IFITM3,ISG15,MX1,OAS2,OAS3,RSAD2,S100A8,SP100,STAT1,TRIM22	48 (15)
CpG ODN 2006	 	chemical reagent	Activated	3.592	3.00E-20	IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT3,MX1,MX2,OAS1,RSAD2,SP100,STAT1,TNFSF10	47 (11)
DDX58	 	enzyme	Activated	3.040	4.14E-20	AHNAK,EIF2AK2,IFI27,IFI44,IFIH1,IFIT1,IFIT3,ISG15,OAS1,RSAD2,SOCS3,STAT1,TNFSF10	48 (15)
IFNA1/IFNA13	 	cytokine	Activated	2.982	2.52E-19	EIF2AK2,IFI27,IFI6,IFIH1,IFIT1,ISG15,MX1,MYC,OAS1,OAS2,RSAD2,STAT1	48 (13)
STAT2	 	transcription regulator	Activated	2.179	3.94E-19	IFI27,IFI6,IFIT1,IFIT3,ISG15,MX1,OAS1,OAS2,RSAD2,SOCS3,STAT1,TNFSF10	51 (14)
IFNB1	 	cytokine	Activated	3.208	9.64E-19	EIF2AK2,HLA-A,IFI16,IFI27,IFI6,IFIH1,IFIT1,IFIT3,ISG15,MX1,MYC,OAS1,OAS2,PARP14,RSAD2,STAT1,TNFSF10,XAF1	50 (15)
Ifnar	 	group	Activated	2.838	2.03E-18	EIF2AK2,HLA-A,IFI16,IFIH1,IFIT3,IFITM3,ISG15,OAS1,OAS2,RSAD2,STAT1,TNFSF10,XAF1	51 (17)
PML	 	transcription regulator	Activated	3.843	2.91E-18	DDX60,EPSTI1,HERC6,IFI27,IFI44,IFI44L,IFIH1,IFIT1,IFIT3,ISG15,MX1,OAS1,OAS2,OAS3,STAT1	45 (8)
TLR3	 	transmembrane receptor	Activated	3.091	4.00E-18	EIF2AK2,IFI16,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT3,ISG15,MX1,MX2,OAS1,RSAD2,S100A8,SOCS3,STAT1,TNFSF10	47 (15)
SOCS1	 	other	Inhibited	-3.669	1.23E-17	IFI16,IFI27,IFI44,IFIH1,IFIT1,IFIT3,ISG15,MX1,OAS1,OAS2,RSAD2,SOCS3,STAT1,TRIM22	48 (13)
TLR9	 	transmembrane receptor	Activated	3.806	3.44E-17	IFI16,IFI44L,IFIT1,IFIT3,ISG15,MX1,MX2,MYC,OAS2,OAS3,RSAD2,S100A8,SOCS3,STAT1,TNFSF10,XBP1	49 (15)
RNASEH2A	 	enzyme	 	 	4.67E-17	ADAR,IFI16,IFI44,IFIH1,IFIT3,IFITM3,ISG15,OAS1,PARP9,RSAD2	 
IRF5	 	transcription regulator	Activated	3.239	5.41E-17	IFI44,IFIH1,IFIT1,IFIT3,IFITM3,ISG15,MYC,OAS1,OAS2,RSAD2,STAT1,TNFSF10	47 (15)
TCR	 	complex	 	1.800	6.89E-17	IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT3,IL7R,ISG15,LDHB,MX1,MX2,MYC,OAS1,PIM1,RSAD2,SOCS3,STAT1,UBA52	49 (16)
JAK	 	group	Activated	3.000	7.95E-17	EIF2AK2,IFI6,IFIH1,IFIT1,IFIT3,IFITM3,ISG15,RSAD2,SOCS3,STAT1	43 (10)
IFNAR2	 	transmembrane receptor	 	 	1.68E-16	IFI44,IFI6,IFIH1,ISG15,MX2,OAS1,OAS2,TNFSF10,TRIM22,XAF1	48 (11)
CNOT7	 	transcription regulator	 	-1.982	3.16E-16	HERC6,IFI27,IFI44L,IFI6,ISG15,OAS1,OAS2,OAS3,STAT1	37 (7)
IRF9	 	transcription regulator	 	1.709	3.36E-16	IFI27,IFIT1,IFIT3,IFITM3,ISG15,MX1,OAS2,SOCS3,STAT1,TNFSF10	48 (11)
SPI1	 	transcription regulator	Activated	2.168	3.70E-15	IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT3,IFITM3,IL7R,ISG15,MX1,MYC,RACK1,RSAD2,TNFSF10,TRIM22	32 (4)
ribavirin	 	chemical drug	Activated	2.985	6.80E-15	EIF2AK2,IFI27,IFI44L,IFI6,IFIT3,ISG15,MX1,RSAD2,STAT1	51 (13)
dexamethasone	 	chemical drug	Inhibited	-3.051	9.28E-15	EEF1A1,EPSTI1,HLA-A,IFI44,IFI6,IFIT1,IFIT3,IFITM3,IL6ST,IL7R,ISG15,LDHB,LTB,LUC7L3,MX1,MYC,OAS3,PABPC1,PARP14,PIK3IP1,PIM1,RBL2,RSAD2,S100A8,S100A9,SOCS3,STAT1,TNFSF10,TPT1,XAF1,XBP1,ZFP36L2	53 (19)
EIF2AK2	0.489	kinase	Activated	3.110	1.09E-14	EIF2AK2,IFI27,IFI6,IFIT1,ISG15,MYC,OAS1,OAS3,PARP9,SOCS3,STAT1	50 (14)
TNFSF10	0.367	cytokine	Activated	2.144	1.37E-14	EIF2AK2,HLA-A,HLA-C,IFI16,IFI27,IFI6,IFIT1,ISG15,SP100,STAT1,TNFSF10	49 (11)
MAVS	 	other	Activated	2.957	1.54E-14	ADAR,IFIT1,IFIT3,IFITM3,ISG15,OAS1,OAS2,RSAD2,SOCS3,STAT1	40 (9)
SP110	 	transcription regulator	Inhibited	-2.887	1.85E-14	ETS1,IFI27,IFI6,IFIH1,IFIT1,IFIT3,IFITM3,MX1,MYC,OAS1,OAS3,STAT1	 
USP18	 	peptidase	Inhibited	-2.770	3.32E-14	IFI6,IFIH1,IFITM3,ISG15,MX1,OAS1,SOCS3,TNFSF10	37 (7)
BTK	 	kinase	 	-1.709	7.33E-14	ETS1,IFI44L,IFIT1,IFIT3,ISG15,MX1,MX2,OAS2,OAS3,PIM1,STAT1	46 (12)
VCAN	 	other	Activated	3.434	1.07E-13	IFI44,IFI44L,IFI6,IFIT1,MX1,MX2,OAS2,OAS3,PARP14,STAT1,TRIM22,XAF1	 
NGLY1	 	enzyme	Inhibited	-2.759	1.32E-13	IFI27,IFI44,IFI44L,IFIT1,IFIT3,OAS1,OAS3,RSAD2	 
IFNL4	 	cytokine	Activated	2.425	1.55E-13	IFIH1,ISG15,MX1,OAS1,OAS2,STAT1	37 (7)
NKX2-3	 	transcription regulator	 	-1.941	1.58E-13	DDX60,EIF2AK2,EIF4B,HLA-B,HLA-C,IL7R,PARP14,PARP9,SAMD9,SAMD9L,STAT1,TRIM22,XAF1	 
emactuzumab	 	biologic drug	Activated	2.449	3.40E-13	IFIT1,IFIT3,IFITM3,ISG15,STAT1,XAF1	 
mezerein	 	chemical - endogenous non-mammalian	 	 	3.50E-13	EEF1A1,HLA-B,IFI6,IFIH1,IFIT1,MX1,OAS2	 
ETV6-RUNX1	 	fusion gene/product	Inhibited	-2.557	9.04E-13	IFI16,IFI6,IFIH1,IFIT1,IFIT3,ISG15,LTB,MYC,OAS1,OAS2,PIM1,RSAD2,STAT1,TNFSF10	36 (4)
IL27	 	cytokine	 	1.727	9.49E-13	EIF2AK2,HLA-A,HLA-B,HLA-C,MX1,MYC,OAS1,PIM1,SOCS3,STAT1,TNFSF10	49 (18)
TRIM24	 	transcription regulator	Inhibited	-3.104	1.65E-12	DDX60,EPSTI1,HERC6,IFI44,IFIH1,IFIT3,ISG15,OAS1,SAMD9L,STAT1	37 (7)
TNF	 	cytokine	Activated	2.063	3.22E-12	EIF2AK2,ETS1,HLA-A,HLA-B,IFI16,IFI27,IFI6,IFIH1,IFIT1,IFIT3,IL7R,ISG15,LTB,MX1,MYC,OAS1,OAS2,OAS3,PARP14,PIM1,S100A8,S100A9,SAMD9,SOCS3,STAT1,TNFSF10,TPT1	53 (16)
EBI3	 	cytokine	 	0.380	7.55E-12	HLA-A,HLA-B,HLA-C,MX1,MYC,PIM1,STAT1,TNFSF10	32 (6)
IKBKE	 	kinase	Activated	2.253	7.78E-12	ADAR,HLA-A,IFI16,IFIH1,IFIT1,IFIT3,MYC,RSAD2,STAT1	47 (12)
IL21	 	cytokine	Activated	3.224	7.84E-12	EIF2AK2,HERC6,IFI16,IFIT1,IFIT3,IL7R,ISG15,OAS2,RSAD2,SOCS3,XBP1	47 (17)
PARP9	0.410	enzyme	Activated	2.433	1.34E-11	IFI44,IFIT1,IFIT3,ISG15,OAS2,STAT1	37 (7)
IL4	 	cytokine	 	-0.692	1.62E-11	AHNAK,EIF2AK2,IFI16,IFI44,IFI44L,IFIH1,IFIT3,IFITM3,IL6ST,IL7R,ISG15,LTB,MYC,OAS3,PIM1,S100A8,S100A9,SOCS3,STAT1,XBP1	42 (16)
KRAS	 	enzyme	Inhibited	-2.891	1.80E-11	ADAR,AHNAK,EEF1A1,EIF2AK2,IFI6,IFIT1,IFITM3,ISG15,MX1,MX2,MYC,OAS1,PABPC1,PIM1,SP100,STAT1,TNFSF10	43 (5)
TLR7	 	transmembrane receptor	Activated	3.118	7.10E-11	IFI44,IFI44L,IFIT1,IFIT3,ISG15,MX1,MX2,OAS2,OAS3,RSAD2,STAT1	46 (12)
filgrastim	 	biologic drug	Inhibited	-2.714	7.68E-11	EPSTI1,IFI44,IFI6,IFIT1,IFIT3,ISG15,LDHB,MX1,OAS3,PARP14,RSAD2,STAT1,XAF1,XBP1	 
IFIH1	0.258	enzyme	 	1.954	1.04E-10	IFI27,IFI44L,IFIT1,ISG15,OAS1,OAS2,RSAD2	41 (11)
IFNLR1	 	transmembrane receptor	 	 	1.04E-10	IFI44,IFIH1,IFIT3,ISG15,MX1,MYC,RSAD2	44 (10)
ISGF3	 	complex	 	 	1.17E-10	EIF2AK2,IFIH1,ISG15,RSAD2,TNFSF10	 
PAF1	 	other	Activated	2.646	1.65E-10	IFI44,IFI44L,IFIT3,IFITM3,ISG15,OAS2,OAS3	 
IFN type 1	 	group	Activated	2.391	2.21E-10	EIF2AK2,IFI16,IFIH1,IFIT1,ISG15,STAT1,TNFSF10	47 (14)
CD40LG	 	cytokine	 	1.491	2.88E-10	EIF2AK2,IFI44,IFI6,IFIT1,IFIT3,IL7R,ISG15,LTB,MX1,MYC,PIM1,STAT1,TNFSF10	50 (16)
decitabine	 	chemical drug	 	1.309	3.15E-10	EEF1A1,EEF1B2,EIF2AK2,EIF4B,HLA-B,HLA-C,IFI16,IFI27,IL7R,ISG15,MX1,MYC,OAS1,PABPC1,SOCS3,STAT1,TNFSF10	50 (10)
SIRT1	 	transcription regulator	Inhibited	-2.714	3.67E-10	ADAR,DDX60,HLA-A,IFI44,IFIT3,IFITM3,MYC,OAS1,OAS2,PARP14,RSAD2,SOCS3,STAT1	 
MYC	0.298	transcription regulator	Inhibited	-3.277	4.65E-10	EEF2,HLA-A,HLA-B,IFI16,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT3,LDHB,MX1,MX2,MYC,OAS1,RSAD2,SP100,STAT1,TNFSF10	40 (5)
MSC	 	transcription regulator	Activated	2.646	4.98E-10	DDX60,EPSTI1,IFI27,IFI44,IFI44L,IFIT1,XAF1	 
trametinib	 	chemical drug	 	 	5.04E-10	IFIT1,ISG15,MX1,MYC,TNFSF10	 
STAT6	 	transcription regulator	 	-1.973	6.22E-10	AHNAK,EIF2AK2,IFI16,IFI44,IFI44L,IFIH1,IFIT3,IFITM3,IL6ST,ISG15,LTB,OAS3,XBP1	37 (7)
TBK1	 	kinase	 	-0.946	6.39E-10	IFI44,IFIT1,IFIT3,ISG15,OAS1,OAS2,OAS3,RSAD2	42 (11)
imiquimod	 	chemical drug	Activated	2.806	6.94E-10	ISG15,MX1,OAS1,RSAD2,S100A9,SOCS3,STAT1,TNFSF10	49 (19)
TAP1	 	transporter	Inhibited	-2.202	7.54E-10	EIF2AK2,HLA-A,IFIT1,MX1,OAS1	 
ELAVL1	 	other	 	1.238	8.08E-10	HLA-A,IFI16,IFI44,IFIH1,IFITM3,MYC,OAS1,OAS2,RACK1,STAT1	41 (5)
IL7	 	cytokine	 	1.054	8.11E-10	IL7R,LTB,MX1,MYC,PIK3IP1,PIM1,SOCS3,TNFSF10,XBP1	33 (19)
TMEM173	 	other	Activated	2.401	8.13E-10	IFI16,IFI44,IFIT3,IFITM3,ISG15,OAS1,RSAD2	47 (13)
Ifn gamma	 	complex	Activated	2.775	8.19E-10	ADAR,EIF2AK2,IFI44L,MYC,SOCS3,STAT1,TNFSF10,XAF1	18 (7)
ESR1	 	ligand-dependent nuclear receptor	 	0.193	9.32E-10	AHNAK,DDX17,HLA-B,HLA-C,IFI27,IFI44,IFI44L,IFI6,IFITM3,IL6ST,LTB,MX1,MYC,RBL2,RSAD2,S100A9,SAMD9,SP100,STAT1,TNFSF10,XBP1	40 (5)
DNASE2	 	enzyme	 	-1.974	9.37E-10	IFIT3,ISG15,OAS1,OAS3,RSAD2,TNFSF10	 
GAPDH	 	enzyme	 	-1.671	1.35E-09	HLA-C,IFI6,OAS1,OAS2,OAS3,STAT1	41 (6)
JAK1	 	kinase	 	1.219	2.19E-09	EIF2AK2,HLA-A,HLA-C,IL6ST,MX1,SOCS3,STAT1	7 (2)
ISG15	0.486	other	 	-1.997	3.04E-09	IFI6,IFITM3,MX1,OAS1	 
PRKCA	 	kinase	 	1.648	4.64E-09	ETS1,IFIT1,IFIT3,MYC,RSAD2,S100A8,S100A9,SP100	13 (4)
MAP3K7	 	kinase	 	0.218	5.17E-09	IFI44,IFIH1,IFIT1,IFIT3,OAS2,TNFSF10,XAF1	46 (10)
IFNA4	 	cytokine	Activated	2.357	6.34E-09	IFIH1,IFIT1,ISG15,MX1,MYC,RSAD2	43 (11)
CGAS	 	enzyme	Activated	2.186	8.29E-09	IFI44,IFIT3,ISG15,OAS1,RSAD2	 
IFNK	 	cytokine	Activated	2.236	8.29E-09	EIF2AK2,IFIH1,MX1,OAS1,STAT1	40 (7)
NFKBIA	 	transcription regulator	 	1.949	1.12E-08	HLA-A,IFI16,IFI6,IL7R,ISG15,MYC,PIM1,S100A8,S100A9,SOCS3,SORL1,TNFSF10	47 (20)
TERT	 	enzyme	 	 	1.36E-08	ETS1,HLA-B,IFI16,IFIT1,ISG15,MX1,MYC,XBP1	 
sirolimus	 	chemical drug	 	-0.089	1.42E-08	EEF1A1,EEF2,EIF2AK2,HLA-B,ISG15,LDHB,MYC,PIM1,RACK1,SOCS3,STAT1,UBA52,XBP1	38 (5)
RARA	 	ligand-dependent nuclear receptor	 	0.389	1.50E-08	HLA-B,HLA-C,IFI44,IFI44L,MYC,OAS1,RSAD2,SAMD9,SP100,STAT1,XBP1	37 (4)
RNASEH2B	 	enzyme	 	 	1.81E-08	IFI44,IFIT3,ISG15,OAS1	 
IL2RG	 	transmembrane receptor	 	0.186	1.92E-08	ARHGAP45,ETS1,HLA-A,IL7R,LTB,MYC	19 (7)
PTGER4	 	G-protein coupled receptor	Inhibited	-2.137	2.00E-08	HERC6,IFI16,IFIH1,PARP14,RSAD2,SLFN5,TNFSF10,XAF1	 
rosiglitazone	 	chemical drug	 	1.732	2.43E-08	ETS1,IFIT3,IL7R,MX2,OAS1,OAS2,OAS3,S100A8,S100A9,SOCS3,STAT1,TRIM22	43 (12)
IL1B	 	cytokine	Activated	3.449	2.77E-08	HLA-A,IFI16,IFIT1,IFIT3,ISG15,MX1,MYC,OAS2,PIM1,RSAD2,S100A8,S100A9,SOCS3,STAT1,TNFSF10,TPT1	49 (17)
TLR4	 	transmembrane receptor	Activated	2.910	3.22E-08	IFI16,IFIT3,IFITM3,ISG15,MX1,MYC,RSAD2,SOCS3,STAT1,TNFSF10,XBP1	50 (16)
IFNA10	 	cytokine	 	1.961	8.54E-08	IFIH1,IFIT1,ISG15,MX1	 
IFNA21	 	cytokine	 	1.961	8.54E-08	IFIH1,IFIT1,ISG15,MX1	 
IFNA5	 	cytokine	 	1.961	8.54E-08	IFIH1,IFIT1,ISG15,MX1	 
IFNA7	 	cytokine	 	1.961	8.54E-08	IFIH1,IFIT1,ISG15,MX1	 
IFNA14	 	cytokine	 	1.961	8.54E-08	IFIH1,IFIT1,ISG15,MX1	 
IFNA6	 	cytokine	 	1.961	8.54E-08	IFIH1,IFIT1,ISG15,MX1	 
IKZF1	 	transcription regulator	Inhibited	-2.736	8.90E-08	DTX3L,EPSTI1,IFI16,IFI27,IFI6,IFIT3,IL6ST,IL7R,MYC	 
PRDM16	 	transcription regulator	 	-1.992	9.00E-08	IFI44,MX2,OAS2,OAS3,STAT1	 
BRCA1	 	transcription regulator	Activated	2.414	9.14E-08	IFI27,IFI6,IFIT1,IFIT3,MX1,MYC,RBL2,STAT1	35 (3)
interferon beta-1a	 	biologic drug	 	 	1.07E-07	IFI6,IFIT1,LTB,MX1,S100A9,SLC25A6,STAT1	 
IFNA8	 	cytokine	 	1.977	1.16E-07	IFIH1,IFIT1,ISG15,MX1	 
IFNA16	 	cytokine	 	1.961	1.16E-07	IFIH1,IFIT1,ISG15,MX1	 
BICD2	 	other	 	 	1.17E-07	IFI27,IFIT1,STAT1	 
miR-499a-5p inhibitor	 	chemical reagent	 	 	1.17E-07	EIF2AK2,MX1,OAS1	 
miR-208b inhibitor	 	chemical reagent	 	 	1.17E-07	EIF2AK2,MX1,OAS1	 
miR-199a-5p (and other miRNAs w/seed CCAGUGU)	 	mature microRNA	 	-1.115	1.17E-07	ETS1,IFI27,ISG15,MX2,RSAD2,SAMD9L	 
IL6	 	cytokine	Activated	2.251	1.23E-07	AHNAK,HLA-A,IFI16,IFIT1,IFITM3,IL6ST,IL7R,MYC,PIM1,S100A9,SOCS3,STAT1,TNFSF10,XBP1	47 (17)
OSM	 	cytokine	 	1.302	1.35E-07	HLA-A,HLA-B,HLA-C,IL6ST,MX1,MYC,OAS1,S100A8,S100A9,SOCS3,STAT1,TRIM22	15 (4)
IFN alpha/beta	 	group	 	1.709	2.01E-07	HLA-A,IFI16,IFIT3,RSAD2,STAT1,TNFSF10	45 (10)
FZD9	 	G-protein coupled receptor	 	1.982	2.02E-07	IFI16,IFI44,ISG15,STAT1	 
TNK1	 	kinase	Activated	2.000	2.02E-07	IFI16,IFIH1,OAS2,TNFSF10	 
IFNE	 	cytokine	Activated	2.200	2.26E-07	IFIH1,IFITM3,ISG15,MX2,STAT1	36 (6)
E. coli B4 lipopolysaccharide	 	chemical toxicant	 	1.406	2.45E-07	HLA-A,IFI16,IFIT3,IFITM3,PARP9,PIM1,RSAD2,SOCS3,TNFSF10	45 (19)
TET2	 	enzyme	 	-0.378	2.63E-07	AHNAK,IFI16,IFIT3,IFITM3,RSAD2,S100A8,SORL1	 
IRF8	 	transcription regulator	 	-1.347	2.89E-07	IFI44L,IFI6,IFIT3,ISG15,MYC,OAS1,STAT1	46 (10)
TICAM1	 	other	Activated	2.607	3.34E-07	IFI16,IFIT1,IFIT3,ISG15,RSAD2,SOCS3,TNFSF10	46 (19)
PI3K (complex)	 	complex	Activated	2.528	3.78E-07	ETS1,IFIT1,IL7R,MYC,PIM1,RBL2,SOCS3,TNFSF10,XBP1	44 (19)
CREBBP	 	transcription regulator	 	 	3.90E-07	EPSTI1,HLA-B,IL7R,ISG15,MYC,OAS3,RSAD2,SOCS3,TNFSF10,ZFP36L2	30 (12)
SAMSN1	 	other	Activated	2.449	4.04E-07	IFIT3,ISG15,RSAD2,SOCS3,STAT1,XBP1	36 (7)
ZNF395	 	other	 	 	5.80E-07	IFI16,IFI44,IFIT1	 
IRF4	 	transcription regulator	 	-0.222	6.26E-07	IL7R,ISG15,MYC,OAS1,STAT1,TNFSF10,XBP1	41 (15)
